S1c,log10S2c,resid_dex,z_halfwidths,blob_px,n_est
594.1441284243587,4.628975356056756,-0.23334996632534377,-1.8633458154203673,110.0,4.0
616.1313712945191,4.633512510783766,-0.23745669803029923,-1.9092790216456246,45.0,2.0
566.9373492789999,4.618867761075727,-0.2066777174370813,-1.6678097300768442,117.0,5.0
605.1439539347409,4.633905765909583,-0.237063442904482,-1.9061170398270209,25.0,1.0
305.14896102812315,4.629434123225737,0.1582860283539027,1.780001385177842,46.0,2.0
321.7570883646347,4.626198638925908,0.1342174305177295,1.4922473937300582,79.0,3.0
624.5907192051485,4.627923253242954,-0.24304595557111153,-1.9542196455899778,34.0,1.0
652.3461428513089,4.62846393199394,-0.24250527682012546,-1.9498722988725752,47.0,2.0
685.0037553200367,4.630905058319107,-0.2400641504949581,-1.9302443358776793,23.0,1.0
786.5142284903615,4.63022616519909,-0.2407430436149749,-1.9357030001425306,23.0,1.0
794.849648112604,4.630678760612435,-0.24029044820163037,-1.9320638906326297,24.0,1.0
403.786538182719,4.5371932987755015,-0.06346496572068183,-0.6160767387366743,3998.0,160.0
290.4350607805502,4.62547391335897,0.17451857688869854,2.0100155412640905,24.0,1.0
350.8637236084453,4.6280763369857025,0.09663335594175049,1.049084681258647,1.0,1.0
419.19385796545106,4.6280763369857025,0.008223125766283701,0.0791359542781212,1.0,1.0
632.7630810314612,4.621740001198876,-0.24922920761518963,-2.0039363034532123,23.0,1.0
641.0748560460653,4.621028106329969,-0.2499411024840965,-2.0096603194531637,24.0,1.0
285.2527191298784,4.6173413395254315,0.17274587375109451,2.0226479981452954,24.0,1.0
310.0372586654624,4.60951493317739,0.13203349944796816,1.4746131113148089,68.0,3.0
740.0589860025281,4.613540848924197,-0.2574283598898681,-2.0698618787819996,41.0,2.0
582.341650671785,4.613763007038674,-0.231836601957224,-1.8695806073427028,24.0,1.0
559.3090211132438,4.6124617952253075,-0.20284525115615448,-1.6362212586341902,26.0,1.0
670.8503713594258,4.612235497518635,-0.25873371129543,-2.080357603161174,23.0,1.0
575.0991682661548,4.6030063227148466,-0.2330590094969489,-1.88504654440108,30.0,1.0
606.444483219915,4.6046545243451105,-0.2663146844689548,-2.141312687452047,66.0,3.0
280.6909788867562,4.607361044916912,0.16828602114735336,2.0008819344596036,25.0,1.0
536.4355601329527,4.603258101911254,-0.17964281368183066,-1.4879901877110544,41.0,2.0
550.0664402775727,4.605855642942064,-0.1929302111545219,-1.580678166432729,26.0,1.0
654.7218378490976,4.591238929680172,-0.2797302791338936,-2.2491812532543065,129.0,5.0
331.5302739487001,4.604417940379044,0.09945468944694014,1.0836214284208319,11.0,1.0
577.3512476007678,4.607256947971843,-0.23169908657622074,-1.8753908453598034,1.0,1.0
636.6352332471001,4.597922167571607,-0.2730470412424584,-2.1954444414118535,46.0,2.0
714.7485604606526,4.6004906465423385,-0.27047856227172673,-2.1747924949431536,25.0,1.0
246.2092130518234,4.5987990711849625,0.20359627506470268,2.512327348066298,32.0,1.0
490.675825840994,4.596299374806653,-0.12190347117008393,-1.073948095685856,19.0,1.0
527.7351247600768,4.5946514585298575,-0.17478551639762685,-1.4696404779053835,32.0,1.0
561.3114073766665,4.591783077758839,-0.22646104559394598,-1.8251435275224621,74.0,3.0
295.361484325016,4.594244829838181,0.13632671645665706,1.5567534181297804,24.0,1.0
305.3422904670506,4.594244829838181,0.12284613996481131,1.3810837386756338,24.0,1.0
287.29505353467613,4.499640460106151,0.0525734400487643,0.611406019093086,3320.0,133.0
519.0019193857966,4.592943618024814,-0.16493410034613643,-1.4032147578647605,26.0,1.0
587.3320537428023,4.590538347703138,-0.2619740950760603,-2.0924169376888253,33.0,1.0
600.9073460129122,4.594599705787281,-0.27636950302678454,-2.2221588134959114,22.0,1.0
614.6374029875657,4.593792234424836,-0.2771769743892296,-2.228651315689719,23.0,1.0
683.4682466828006,4.591868703918121,-0.2791005048959443,-2.2441175311068013,23.0,1.0
282.6371066876577,4.572972209743261,0.13154205721007717,1.553759943918146,178.0,7.0
742.0345489443379,4.588823113949155,-0.2821460948649106,-2.268605705517193,24.0,1.0
468.31446590152376,4.58399446739003,-0.10159055849423027,-0.907068015408273,49.0,2.0
