k,E_tyr,Pge1_200-270 keV,Pge1_55-270 keV,Pge1_55-420 keV (1000 phd),Pge1_P038,Pge1_flat,Pge1_plugin
0.4530501465419904,1.2866624161792526,0.1390084119242163,0.31820058160379483,0.4081302257056245,0.08716238395464981,0.25067925130425106,0.15521735668245318
0.4678502159383163,1.3286946132648183,0.14265100492712357,0.3251351332386674,0.4153377210329754,0.08969054255907594,0.2566049817886946,0.1596433494074262
0.4831337683570138,1.3720999021339193,0.14636745131896367,0.33214559453423276,0.4225875891820209,0.09228293379830932,0.2626202575126464,0.16417595377868077
0.49891659803706,1.4169231384252503,0.1501582316295914,0.33922961135919905,0.4298768331343219,0.09494068023209112,0.2687242322741247,0.16881657102681502
0.5152150151776069,1.4632106431044036,0.15402378265911965,0.3463847071521188,0.43720238496317154,0.09766489586635396,0.27491596022252573,0.17356654841382024
0.532045862793172,1.5110102503326084,0.15796449569726656,0.3536082853163055,0.4445611107552524,0.10045668430913768,0.2811943950388306,0.1784271740014256
0.5494265341194468,1.5603713568992288,0.16198071477631604,0.3608976320239391,0.4519498157768269,0.10331713685368715,0.2875583893161999,0.18339967125079504
0.5673749905877131,1.6113449732691052,0.1660727349629343,0.36824991942820806,0.45936524986719796,0.10624733048986013,0.2940066941460979,0.18848519346211623
0.5859097803864393,1.6639837762974874,0.17024080069405434,0.3756622092800289,0.46680411304076186,0.10924832584530875,0.30053795891427315,0.1936848180642814
0.6050500576292402,1.7183421636670422,0.17448510416198026,0.38313145694355266,0.47426306127769235,0.1123211650582514,0.3071507313100934,0.198999540766584
0.6248156021490094,1.7744763101031866,0.17880578375378142,0.3906545158022964,0.4817387124821282,0.1154668695840102,0.3138434575518758,0.2044302695861968
0.6452268399386774,1.8324442254258435,0.18320292254994308,0.39822814204537516,0.48922765258571355,0.11868643793787736,0.32061448282999205,0.20997781876711463
0.6663048642597209,1.8923058144976073,0.187676546887109,0.40584899982095934,0.49672644177346026,0.12198084337726334,0.32746205196866207,0.21564290260825936
0.6880714574402383,1.9541229391302768,0.1922266249896084,0.4135136667417705,0.5042316208081788,0.12535103152648364,0.3343843103064893,0.22142612922052396
0.7105491133851145,2.017959482013725,0.1968530656742853,0.4212186397251835,0.5117397174291567,0.12879791794796203,0.3413793047949477,0.22732799423467775
0.7337610608215398,2.083881412733173,0.2015557171329707,0.42896034114833703,0.5192472528003655,0.13232238566404908,0.3484449853132031,0.23334887448425579
0.7577312873039054,2.1519568559430913,0.2063343657967317,0.4367351252965873,0.5267507479832383,0.13592528263408776,0.35557920619686845,0.23948902168977837
0.7824845640028805,2.2222561617681804,0.2111887352858225,0.4445392850817089,0.5342467304089864,0.1396074191917951,0.3627797279775199,0.24574855617289537
0.80804647130429,2.2948519785041834,0.21611848544903567,0.45236905900444335,0.5417317403255205,0.14336956544846768,0.3700442193291096,0.2521274606312951
0.834443425244247,2.369819327693661,0.22112321149592074,0.460220638334364,0.5492023371942851,0.14721244866795813,0.3773702592167326,0.2586255740074117
0.8617027048078572,2.4472356816543144,0.22620244322509708,0.4680901744785626,0.5566551060127233,0.15113675061980625,0.38475533924261074,0.26524258548613566
0.8898524801197076,2.5271810435399695,0.23135564435164735,0.4759737865093916,0.5640866635386387,0.1551431049173424,0.3921968661836085,0.2719780286587773
0.9189218415552715,2.609738030016971,0.23658221193633056,0.48386756882042736,0.5714936643934176,0.15923209434799912,0.3996921647141094,0.2788312758924907
0.9489408298033131,2.694991956641409,0.24188147591911258,0.4917675988789596,0.5788728070218869,0.16340424820348753,0.40723848030767495,0.28580153294614297
