model,operator,isospin,m_chi_GeV,N_lo,N_L2,N_M,Z_joint,s_hat,lo_events_hat,theta_hat,P_ge1_event_at_shat,s_total_hat,Z_analytic,Z_LZ_table,Z_Nmax3,Z_only2024_Nmax3,Z_Nmax5,Z_only2024_Nmax5,Z_Nmax10,Z_only2024_Nmax10,Z_Nmax20,Z_only2024_Nmax20,B10_flat,B10_exp_penalty,B10_loguniform,w_B10_flat,w_B10_exp_penalty
O12v_1000,O12,v,1000,41.058697041462054,13.570650730134648,7.405513632286198,2.5024709860247207,0.0335145304373865,1.3760629517155112,0.9910431781391008,0.0329591403973456,2.1125837811368733,2.7557175540990344,,2.4485083443063504,2.84965900518347,2.480081380554234,3.010161399553228,2.4964318240536802,3.2038108956268387,2.5009287819988795,3.364200746886468,1.1979526432437952,1.0992627047317982,6.588869442687681,0.005338866681718057,0.002026981739965814
O12v_4000,O12,v,4000,35.59721367283004,12.235526871161081,7.032276930199529,2.544205722687691,0.03740184595946499,1.33140150237735,0.9912241335486209,0.036711036215295034,2.089454778092499,2.7796331159375245,,2.4938933981913753,2.8959312971490387,2.5234653994360414,3.0524172557182054,2.538635079764238,3.2398195550860307,2.542785023573876,3.3923065965359536,1.245968519093552,1.1310996976483814,7.41692218691681,,
O13s_200,O13,s,200,14.515401229026583,5.590406380187938,1.10030493315978,2.9037382562979204,0.10089317227225215,1.4645048768010398,0.9901926333951327,0.09597039684409703,2.2404451382347896,3.172006062523421,,2.8521690946713254,3.1606680966042164,2.882105134394426,3.288692848599743,2.8978609551528383,3.429188184675052,2.9022340281435937,3.5236785598959623,2.7491230797052615,1.7294099974163655,21.270456744230177,,
O13s_1000,O13,s,1000,4.90181586783426,2.249941226074272,0.7814162898732124,3.158046092790085,0.22169976622546866,1.0867314319791481,0.992108673604224,0.19884413772143028,1.9804824508359915,3.27983582949335,,3.129199278689541,3.4082575329494547,3.1465679802344484,3.488678030157482,3.1550297196245967,3.5561552040897357,3.157281806201731,3.585030703141081,9.47789507638914,6.041112877240917,47.731491744769706,0.04223974839200364,0.011139489622025621
O13s_4000,O13,s,4000,4.2277611695827595,1.9879492422564442,0.7464025214767614,3.186601447994052,0.24319855214128297,1.0281853952416642,0.9924317542838218,0.2158841895587238,1.9363743373678262,3.276515576083641,,3.160633172762243,3.4342049763950477,3.1763526578221875,3.507042651498524,3.183920706797623,3.564943131668269,3.185923114135355,3.5880497426872453,11.213667265334625,7.4248982794698986,52.4384187517758,,
O13v_200,O13,v,200,29.446969276843706,24.259772672206925,0.8076173102131696,2.6061117165689334,0.043424816589494215,1.2787292399634091,0.9888993484726216,0.042495460158254006,2.4107008689168206,2.9610924950543507,,2.5599320911414964,2.9557237667499354,2.587262302787451,3.1067220362859067,2.601081616391426,3.2853834345401736,2.604831425751906,3.4267425854809312,1.3263803475907445,1.18941291833929,8.73962497006691,,
O13v_1000,O13,v,1000,9.51561288130583,9.66298956058734,0.4588172940778855,2.940093208144965,0.11197111434718203,1.0654737780162133,0.9896842913858878,0.1059299170746264,2.310794885087206,3.228833964035472,,2.9100513749580075,3.2678520989771846,2.928195909819241,3.379349781448869,2.936975354423981,3.4925596936417573,2.9393038452320184,3.558065844472714,3.1467203875419023,2.587919763118835,23.723548653291783,0.014023860399222347,0.004771985879042798
O13v_4000,O13,v,4000,8.160222379036218,8.531427512786765,0.4252458585438385,2.980088071400871,0.12632170708020962,1.0308132210739844,0.9898504509937449,0.11866872933814332,2.2885571981805324,3.2580261787802463,,2.952109674631474,3.303630260590725,2.9690606092869176,3.4084691185735556,2.9772059752668425,3.5111236065216964,2.9793589586171563,3.5668070957705926,3.7315269601609624,3.0925974869958845,26.872358449590145,,
O14s_200,O14,s,200,8.011490954741651,2.6897469993403758,2.5624381293264307,2.986673109148014,0.13096171069978368,1.04919856068881,0.9929154821049715,0.12274863691119797,1.867995420750762,3.0259651509238594,,2.957990033981772,3.3077893433722254,2.975316255362403,3.4118075308464917,2.9836969534889826,3.5131851220307184,2.9859196164538537,3.567735988652257,3.980205060527355,3.1622426583272003,27.787856724633983,,
O14s_1000,O14,s,1000,2.344057386525232,1.154313434000493,1.670222946516791,3.1939476754693605,0.25155693324491074,0.5896638875043677,0.9952357800817936,0.22241081432604093,1.5517525304708868,2.703881542377656,,3.184568571686347,3.5159345253666334,3.1904478661947033,3.5589846683447446,3.193058538318352,3.586022931032713,3.1937244739368706,3.5945176253056705,12.065776549917382,16.701830689545737,54.17995205301253,0.0537730541976853,0.03079728411232667
O14s_4000,O14,s,4000,1.978660473848945,1.029423766482606,1.5781685576244788,3.2161980620266877,0.2704486924995774,0.5351261380530415,0.9955355745406457,0.23696295148440594,1.5107947651793143,2.592941401532562,,3.2084536943380617,3.5329196240816274,3.2133250419271846,3.5683370916758244,3.215470162213601,3.5891657531320447,3.216015466970776,3.595385468776064,13.800863346716056,20.790452692003623,58.31707525851643,,
O14v_200,O14,v,200,8.579233936040055,2.431042039757816,2.4949608872280473,2.9845197716124607,0.13003984345057293,1.1156422379684914,0.9927821536686101,0.12193955473435969,1.8862587308813699,3.0407669792245917,,2.952615723942502,3.29217266097217,2.971767524727111,3.3992201071799704,2.9811594994643817,3.505338305956575,2.9836676763604046,3.564154892359838,3.936661283831024,2.913533962270865,27.588886858956897,,
O14v_1000,O14,v,1000,2.4900404727580825,1.0486928764149075,1.6236104124656396,3.1964495990927877,0.2535290079897269,0.6312974909126272,0.9951586965794519,0.223942767261613,1.5623329007799236,2.737794581601925,,3.185790707494656,3.509187935740542,3.1924534249167835,3.55511049120644,3.195432061405045,3.5846595502273324,3.1961940130533892,3.594133228731696,12.236375731404395,15.415735548161328,54.614474068992514,0.054533356611229065,0.028425793333804364
O14v_4000,O14,v,4000,2.099475833692885,0.9358936079331671,1.5337331951667643,3.219098488397257,0.2729478435698746,0.5730474014335376,0.9954680389044648,0.23886751545305307,1.520074555331902,2.630054747759387,,3.2102838874216566,3.5273000557769483,3.215815209600205,3.565308808128628,3.2182650692702737,3.5881713358010185,3.2188893203470452,3.59511363726504,14.03479722475165,19.277686512910982,58.86649175827108,,
O15s_200,O15,s,200,5.557240189274891,5.858782098382048,0.7445101129266424,3.061197664672015,0.1627472035854585,0.9044253004572126,0.9909263735897307,0.15019401082986594,2.1418398458907992,3.2764406090943274,,3.039603412103382,3.3846246232678663,3.052828092690226,3.471345816095463,3.0590302611268827,3.5472932018148513,3.0606507664035734,3.5818012406072954,5.549675173235418,5.083716166783619,34.83244307142306,,
O15s_1000,O15,s,1000,1.9059030088369222,2.411945304997346,0.5377773075439108,3.265877998993757,0.3153162568953578,0.6009622027520584,0.9930914743477119,0.2704418900022668,1.846373952713521,3.2789054123545394,,3.256363282780123,3.536297512613769,3.262324682418435,3.5701246107554963,3.2649749239800414,3.5897421816808532,3.26565127613442,3.5955418656142917,18.206954344030525,21.793878601342517,68.24507294819495,0.08114219077951008,0.0401867486068593
O15s_4000,O15,s,4000,1.6486106684651647,2.1406696960385108,0.5150800938258199,3.2880129490546626,0.33957431967562496,0.5598258461540356,0.9934214437094384,0.28792662611864306,1.8012245939515246,3.2554639728539945,,3.2797524365527337,3.548139324245371,3.2849415665655664,3.5761880856922974,3.287233979625811,3.591638543225509,3.2878174900817854,3.5960502883599643,20.98277489090543,26.03003663789159,73.55497250886796,,
O15v_200,O15,v,200,2.093065705917724,4.326576847153665,5.398914050886389,2.935608233077159,0.1135379972040609,0.2376424882664023,0.9959184803147051,0.10732972320790257,1.4553932438602544,1.970385984030321,,2.9338701287112454,3.527598347691234,2.9349785494078704,3.5654712324224263,2.9354503874212687,3.588225240089291,2.935568744964647,3.595128438074228,3.272130486904031,19.353523059443653,23.935388309586074,,
O15v_1000,O15,v,1000,0.7536914069625873,2.0673528987772722,3.7037884211093166,3.07552155843666,0.1738460896415131,0.13102630389685607,0.9970048093151785,0.15957376199166007,1.3081627447692135,0.0,,3.075013745277364,3.5844465683010194,3.0753383891046884,3.592580662945396,3.0754757283165763,3.5962993868664377,3.075510098540781,3.597259896950699,6.326193311544431,58.09409465214555,37.12827526982147,0.028193687691741832,0.10712240900456557
O15v_4000,O15,v,4000,0.6565884761592092,1.8740964441406007,3.5258999510610636,3.0919339743206558,0.18296250486499313,0.12013107226357775,0.9971304254326583,0.1672006189230848,1.2910904438566007,0.0,,3.0915091526542353,3.587408672442702,3.0917807875134606,3.593755322491505,3.0918956510416358,3.5966067155935333,3.0919243918373396,3.5973376477799963,6.899510541932073,64.98349721009728,39.12485187418621,,
L10_1000,L10,s,1000,0.2,0.6284997542432492,0.6983718382943318,3.400010193797789,0.49946580261571005,0.09989316052314201,0.9973563807118114,0.39314524663817374,1.2620859480736202,0.0,3.4,3.399742861754879,3.5965767283926526,3.399913844794896,3.597219080913363,3.399986094970014,3.597491825175945,3.40000416836657,3.597560175582512,44.81453141863502,122.92718602345188,108.51219721304221,0.19972309422841353,0.2266711681769568
