ref_delta,halo,mode,m1,delta1,at_ceiling1,m2,delta2,at_ceiling2,KL_12,KL_21,KS,N_3sigma
366.0,sunframe,ext,400.0,295.012405189089,False,4000.0,380.26209741343325,False,6.492355794084369,3.0555515834902636,0.8775565633465627,5.63276446676859
366.0,sunframe,lz,400.0,295.012405189089,False,4000.0,380.26209741343325,False,4.561151690415356,1.5637768246305717,0.6943791049645672,10.723755409751359
366.0,sunframe,ext,400.0,295.012405189089,False,1000.0,365.99796533352475,False,7.098959550487361,2.70138099436797,0.8790823659387406,5.30519151158631
366.0,sunframe,lz,400.0,295.012405189089,False,1000.0,365.99796533352475,False,5.3390335556052815,1.7343656435722639,0.7156659329267827,10.030163129203348
366.0,sunframe,ext,700.0,355.81729280582067,False,4000.0,380.26209741343325,False,0.22741154146400153,0.36547035985777787,0.2706916518967325,79.02451110631918
366.0,sunframe,lz,700.0,355.81729280582067,False,4000.0,380.26209741343325,False,0.009817104127386511,0.009339299135164132,0.0293616992684107,1885.5008644224556
366.0,sunframe,ext,1000.0,365.99796533352475,False,4000.0,380.26209741343325,False,0.0630474101036474,0.11522429991484183,0.12903023067798314,402.51803971509185
366.0,sunframe,lz,1000.0,365.99796533352475,False,4000.0,380.26209741343325,False,0.012418227386230295,0.011805358363563202,0.04088378753358557,1502.4267483078686
366.0,sunframe,ext,2000.0,375.6260810874398,False,4000.0,380.26209741343325,False,0.00539410266135063,0.007425177195474144,0.030671893477993928,3203.3230295841636
366.0,sunframe,lz,2000.0,375.6260810874398,False,4000.0,380.26209741343325,False,0.001457879445102981,0.0014534544944384033,0.016998567603537795,12379.74970633964
366.0,sunframe,ext,1000.0,365.99796533352475,False,10000.0,383.01720065617394,False,0.0794573465410604,0.16406553179926187,0.14445068618672352,346.31964049661974
366.0,sunframe,lz,1000.0,365.99796533352475,False,10000.0,383.01720065617394,False,0.016868906064958687,0.015876469185392802,0.047774020046778665,1113.7044975281692
366.0,sunframe,ext,4000.0,380.26209741343325,False,10000.0,383.01720065617394,False,0.001973589172466584,0.0024283516014448224,0.015686054389588033,8482.162535690657
366.0,sunframe,lz,4000.0,380.26209741343325,False,10000.0,383.01720065617394,False,0.00038461005204843204,0.00038182013397228785,0.010291351357517353,46973.981385460385
366.0,sunframe,ext,1000.0,365.99796533352475,False,2000.0,375.6260810874398,False,0.03675849530628697,0.05251854232856941,0.09894008358163486,562.3478607044053
366.0,sunframe,lz,1000.0,365.99796533352475,False,2000.0,375.6260810874398,False,0.005610100327369513,0.005356214069343022,0.028370429369874883,3296.999323161285
366.0,sunframe,ext,300.0,239.48306019348937,False,1000.0,365.99796533352475,False,8.453071550602129,3.8438090960780085,0.9311146108534085,5.171614545470888
366.0,sunframe,lz,300.0,239.48306019348937,False,1000.0,365.99796533352475,False,7.2946965713945175,2.6172319325809585,0.8391806995089327,8.254723264165488
366.0,sunframe,ext,700.0,355.81729280582067,False,1000.0,365.99796533352475,False,0.0754685232531325,0.09222143206617228,0.14979893179357218,223.14202915911378
366.0,sunframe,lz,700.0,355.81729280582067,False,1000.0,365.99796533352475,False,0.00688978426419775,0.0068184630326974215,0.04911236492672599,2623.7118246702557
300.0,annual,ext,400.0,286.44701395438227,False,4000.0,298.9880445795533,False,0.07477944035270571,0.12965535900198877,0.12055651625281139,245.16334853838367
300.0,annual,lz,400.0,286.44701395438227,False,4000.0,298.9880445795533,False,0.0030187510479450404,0.003562082465671256,0.022247188630958314,5926.87023172694
300.0,annual,ext,400.0,286.44701395438227,False,1000.0,299.90835800107277,False,0.05254590676351562,0.08474528508187792,0.09973366089170521,323.30806503707726
300.0,annual,lz,400.0,286.44701395438227,False,1000.0,299.90835800107277,False,0.00322380223672334,0.003341985709785989,0.03190927136596711,5484.349222239128
300.0,annual,ext,700.0,299.305776080469,False,4000.0,298.9880445795533,False,0.014616964847004994,0.02672608957064504,0.043659866905485734,1443.191744532748
300.0,annual,lz,700.0,299.305776080469,False,4000.0,298.9880445795533,False,0.003501039859352757,0.004324089971419495,0.026768151818367725,5064.303342510775
300.0,annual,ext,1000.0,299.90835800107277,False,4000.0,298.9880445795533,False,0.005543921159205888,0.008073346277714225,0.024525276163922083,3169.7571247516894
300.0,annual,lz,1000.0,299.90835800107277,False,4000.0,298.9880445795533,False,0.0015051898566840905,0.0018469057820721946,0.01691373004237645,11580.363979492726
300.0,annual,ext,2000.0,299.43888797681996,False,4000.0,298.9880445795533,False,0.0005949162832289237,0.0006637453046247671,0.007418440159207895,28961.13654387959
300.0,annual,lz,2000.0,299.43888797681996,False,4000.0,298.9880445795533,False,0.00018024450898948031,0.00020020277762739392,0.005089971486352096,95811.28872478883
300.0,annual,ext,1000.0,299.90835800107277,False,10000.0,298.6431145703473,False,0.007507576644851228,0.011631090888976866,0.028642224285805762,2363.219259192286
300.0,annual,lz,1000.0,299.90835800107277,False,10000.0,298.6431145703473,False,0.0021287748403210124,0.002825031959950429,0.019869426015288183,8201.251722845955
300.0,annual,ext,4000.0,298.9880445795533,False,10000.0,298.6431145703473,False,0.0001993075242383085,0.00021188049242695838,0.004120470668085963,87841.42379919345
300.0,annual,lz,4000.0,298.9880445795533,False,10000.0,298.6431145703473,False,7.329142818646476e-05,7.921099558417849e-05,0.0029562978882765045,237177.01454955235
300.0,annual,ext,1000.0,299.90835800107277,False,2000.0,299.43888797681996,False,0.0027507023145768093,0.003572152411021469,0.017108195046380392,6284.346197232544
300.0,annual,lz,1000.0,299.90835800107277,False,2000.0,299.43888797681996,False,0.0006999689774275153,0.0007764209157675231,0.011826660240312203,24998.982501625353
300.0,annual,ext,300.0,256.3164230299428,False,1000.0,299.90835800107277,False,0.24758512796011647,0.3142122423466952,0.20944769796395263,111.2077772560563
300.0,annual,lz,300.0,256.3164230299428,False,1000.0,299.90835800107277,False,0.14548938374131243,0.08146620505565796,0.15296312881028762,259.70824755547267
300.0,annual,ext,700.0,299.305776080469,False,1000.0,299.90835800107277,False,0.002767583703229259,0.0034294309020567754,0.01914862848390475,6438.569325616502
300.0,annual,lz,700.0,299.305776080469,False,1000.0,299.90835800107277,False,0.0004794617041309919,0.0004980675640591445,0.009857607730121176,36890.70987148263
300.0,sunframe,ext,400.0,282.70135588732245,False,4000.0,299.1512716681692,False,0.08389469033775339,0.14613248404633755,0.1298894770570438,195.04326392649833
300.0,sunframe,lz,400.0,282.70135588732245,False,4000.0,299.1512716681692,False,0.0040760802507860475,0.004310730813287575,0.03393737350652115,4311.331223487104
300.0,sunframe,ext,400.0,282.70135588732245,False,1000.0,299.89267476696415,False,0.06290874626244189,0.10253232136233696,0.11170491902737201,255.44553000358096
300.0,sunframe,lz,400.0,282.70135588732245,False,1000.0,299.89267476696415,False,0.006964289663384863,0.007122725872021431,0.047739608327235894,2555.205793726933
300.0,sunframe,ext,700.0,298.6310616377796,False,4000.0,299.1512716681692,False,0.015875115974589044,0.03149797292001487,0.04596917728928107,1500.2784678961084
300.0,sunframe,lz,700.0,298.6310616377796,False,4000.0,299.1512716681692,False,0.003744169347760661,0.004210946821582394,0.028151605335441143,4600.587334832872
300.0,sunframe,ext,1000.0,299.89267476696415,False,4000.0,299.1512716681692,False,0.005965741854421282,0.0095114265242185,0.024958378348483246,3206.4773414465985
300.0,sunframe,lz,1000.0,299.89267476696415,False,4000.0,299.1512716681692,False,0.0016560079336423801,0.0018084084039637694,0.018988637547765697,10556.46130324668
300.0,sunframe,ext,2000.0,299.6689409051226,False,4000.0,299.1512716681692,False,0.0006269483113686551,0.000709238551176105,0.007260322382510731,27522.785449140938
300.0,sunframe,lz,2000.0,299.6689409051226,False,4000.0,299.1512716681692,False,0.00019056134652698908,0.00020262424733799925,0.006136881275670747,92440.38905423702
300.0,sunframe,ext,1000.0,299.89267476696415,False,10000.0,298.7385692537861,False,0.007971401017799258,0.013518451477614591,0.028786702381745743,2451.7411957764757
300.0,sunframe,lz,1000.0,299.89267476696415,False,10000.0,298.7385692537861,False,0.002328464907881756,0.002660057153874605,0.022391600440387238,7518.892057474736
300.0,sunframe,ext,4000.0,299.1512716681692,False,10000.0,298.7385692537861,False,0.0001994641530958768,0.00021338415857139923,0.003840529438894791,87657.37452505004
300.0,sunframe,lz,4000.0,299.1512716681692,False,10000.0,298.7385692537861,False,7.294350440801824e-05,7.81410610669894e-05,0.0034029628926215416,239878.93501987887
300.0,sunframe,ext,1000.0,299.89267476696415,False,2000.0,299.6689409051226,False,0.0030067535378118077,0.004214333136347928,0.017700865602662486,6016.415353114857
300.0,sunframe,lz,1000.0,299.89267476696415,False,2000.0,299.6689409051226,False,0.0007592148745873782,0.000794803100316059,0.012853239083180035,23215.002528856432
300.0,sunframe,ext,300.0,249.87054988669217,False,1000.0,299.89267476696415,False,0.3897874956299265,0.36789706278372336,0.2313667073938641,112.2851904254858
300.0,sunframe,lz,300.0,249.87054988669217,False,1000.0,299.89267476696415,False,0.2854337444866536,0.11357100925536932,0.17872199232442143,199.72438372724415
300.0,sunframe,ext,700.0,298.6310616377796,False,1000.0,299.89267476696415,False,0.0031244657194703556,0.004072356486579581,0.02105034820828766,5951.81425357682
300.0,sunframe,lz,700.0,298.6310616377796,False,1000.0,299.89267476696415,False,0.0004643732282709925,0.00048217549555434934,0.009200112440184954,38062.30425743275
