mu,FC,asym,cowan,flipflop_classical,baxter_FC_UL_below_3sigma,flipflop_FC_vs_1sidedUL
1.93,0.9165005703238509,0.9165005703238509,0.9165005703238509,0.9165005703238509,0.9165005703238509,0.9165005703238509
1.94,0.9165601833480914,0.9165601833480914,0.9165601833480914,0.9165601833480914,0.9165601833480914,0.9165601833480914
1.95,0.9166095746341081,0.9166095746341081,0.9166095746341081,0.9166095746341081,0.9166095746341081,0.9166095746341081
1.96,0.9166487784680406,0.9166487784680406,0.9166487784680406,0.9166487784680406,0.9166487784680406,0.9166487784680406
1.97,0.916677828883729,0.916677828883729,0.916677828883729,0.916677828883729,0.916677828883729,0.916677828883729
1.98,0.9166967596697952,0.9166967596697952,0.9166967596697952,0.9166967596697952,0.9166967596697952,0.9166967596697952
1.99,0.9167056043766326,0.9167056043766326,0.9167056043766326,0.9167056043766326,0.9167056043766326,0.9167056043766326
2.0,0.9167043963232949,0.9167043963232949,0.9167043963232949,0.9167043963232949,0.9167043963232949,0.9167043963232949
2.0100000000000002,0.9166931686042963,0.9166931686042963,0.9166931686042963,0.9166931686042963,0.9166931686042963,0.9166931686042963
2.02,0.9166719540963173,0.9166719540963173,0.9166719540963173,0.9166719540963173,0.9166719540963173,0.9166719540963173
2.0300000000000002,0.9166407854648174,0.9166407854648174,0.9166407854648174,0.9166407854648174,0.9166407854648174,0.9166407854648174
2.04,0.9165996951705562,0.9165996951705562,0.9165996951705562,0.9165996951705562,0.9165996951705562,0.9165996951705562
2.05,0.9165487154760215,0.9165487154760215,0.9165487154760215,0.9165487154760215,0.9165487154760215,0.9165487154760215
2.06,0.9164878784517657,0.9164878784517657,0.9164878784517657,0.9164878784517657,0.9164878784517657,0.9164878784517657
2.07,0.916417215982657,0.916417215982657,0.916417215982657,0.916417215982657,0.916417215982657,0.916417215982657
2.08,0.9163367597740316,0.9163367597740316,0.9163367597740316,0.9163367597740316,0.9163367597740316,0.9163367597740316
2.09,0.9162465413577636,0.9162465413577636,0.9162465413577636,0.9162465413577636,0.9162465413577636,0.9162465413577636
2.1,0.9161465920982419,0.9161465920982419,0.9161465920982419,0.9161465920982419,0.9161465920982419,0.9161465920982419
2.11,0.9160369431982611,0.9160369431982611,0.9160369431982611,0.9160369431982611,0.9160369431982611,0.9160369431982611
2.12,0.9159176257048214,0.9159176257048214,0.9159176257048214,0.9159176257048214,0.9159176257048214,0.9159176257048214
2.13,0.9157886705148421,0.9157886705148421,0.9157886705148421,0.9157886705148421,0.9157886705148421,0.9157886705148421
2.14,0.9156501083807917,0.9156501083807917,0.9156501083807917,0.9156501083807917,0.9156501083807917,0.9156501083807917
2.15,0.9155019699162256,0.9155019699162256,0.9155019699162256,0.9155019699162256,0.9155019699162256,0.9155019699162256
2.16,0.9153442856012397,0.9153442856012397,0.9153442856012397,0.9153442856012397,0.9153442856012397,0.9153442856012397
2.17,0.9151770857878435,0.9151770857878435,0.9151770857878435,0.9151770857878435,0.9151770857878435,0.9151770857878435
2.18,0.9150004007052415,0.9150004007052415,0.9150004007052415,0.9150004007052415,0.9150004007052415,0.9150004007052415
2.19,0.9148142604650333,0.9148142604650333,0.9148142604650333,0.9148142604650333,0.9148142604650333,0.9148142604650333
2.2,0.9146186950663325,0.9146186950663325,0.9146186950663325,0.9146186950663325,0.9146186950663325,0.9146186950663325
2.21,0.9144137344007981,0.9144137344007981,0.9144137344007981,0.9144137344007981,0.9144137344007981,0.9144137344007981
2.22,0.9141994082575853,0.9141994082575853,0.9141994082575853,0.9141994082575853,0.9141994082575853,0.9141994082575853
2.23,0.9139757463282145,0.9139757463282145,0.9139757463282145,0.9139757463282145,0.9139757463282145,0.9139757463282145
2.24,0.9137427782113601,0.9137427782113601,0.9137427782113601,0.9137427782113601,0.9137427782113601,0.9137427782113601
2.25,0.9135005334175529,0.9135005334175529,0.9135005334175529,0.9135005334175529,0.9135005334175529,0.9135005334175529
2.2600000000000002,0.913249041373811,0.913249041373811,0.913249041373811,0.913249041373811,0.913249041373811,0.913249041373811
2.27,0.9129883314281826,0.9129883314281826,0.9129883314281826,0.9129883314281826,0.9129883314281826,0.9129883314281826
2.2800000000000002,0.9127184328542133,0.9127184328542133,0.9127184328542133,0.9127184328542133,0.9127184328542133,0.9127184328542133
2.29,0.9124393748553384,0.9124393748553384,0.9124393748553384,0.9432791997667487,0.9124393748553384,0.9124393748553384
2.3000000000000003,0.9121511865691863,0.9121511865691863,0.9121511865691863,0.9433397414640452,0.9121511865691863,0.9121511865691863
2.31,0.9118538970718182,0.9118538970718182,0.9118538970718182,0.9433930979247227,0.9118538970718182,0.9118538970718182
2.32,0.9115475353818796,0.9115475353818796,0.9115475353818796,0.9434392867456491,0.9115475353818796,0.9115475353818796
2.33,0.9112321304646835,0.9112321304646835,0.9112321304646835,0.9434783252737297,0.9112321304646835,0.9112321304646835
2.34,0.9109077112362096,0.9109077112362096,0.9109077112362096,0.943510230611492,0.9109077112362096,0.9109077112362096
2.35,0.9105743065670378,0.9105743065670378,0.9105743065670378,0.9435350196226325,0.9105743065670378,0.9105743065670378
