m_GeV,delta_keV,halo,eff_sigma_keV,N_events,N_noeff_all_E
500.0,350.0,sun,8.0,0.01118151128647663,0.06226227441364678
500.0,350.0,sun,11.5,0.011997494289942548,0.06226227441364678
500.0,350.0,sun,15.0,0.012983028409145109,0.06226227441364678
500.0,350.0,annual,8.0,0.13004789643832917,0.7664336990957324
500.0,350.0,annual,11.5,0.1385304556361423,0.7664336990957324
500.0,350.0,annual,15.0,0.1490522118859929,0.7664336990957324
500.0,350.0,june16,8.0,0.4687946887125957,2.7195116176842693
500.0,350.0,june16,11.5,0.4983631547281744,2.7195116176842693
500.0,350.0,june16,15.0,0.5351381783441156,2.7195116176842693
500.0,350.0,dec16,8.0,0.0,0.0
500.0,350.0,dec16,11.5,0.0,0.0
500.0,350.0,dec16,15.0,0.0,0.0
500.0,350.0,annual_vesc528,8.0,0.0018444239593481933,0.01017337259710359
500.0,350.0,annual_vesc528,11.5,0.0019859401988482637,0.01017337259710359
500.0,350.0,annual_vesc528,15.0,0.0021556161721530747,0.01017337259710359
500.0,350.0,annual_vesc560,8.0,1.217337984116411,5.021114080186513
500.0,350.0,annual_vesc560,11.5,1.2649923079377234,5.021114080186513
500.0,350.0,annual_vesc560,15.0,1.3243287556603296,5.021114080186513
500.0,352.5,sun,8.0,0.0017784384535512265,0.010719628470614188
500.0,352.5,sun,11.5,0.001997607998920217,0.010719628470614188
500.0,352.5,sun,15.0,0.002238648384423144,0.010719628470614188
500.0,352.5,annual,8.0,0.06721872258630343,0.4413585900314893
500.0,352.5,annual,11.5,0.07232903069514805,0.4413585900314893
500.0,352.5,annual,15.0,0.07864797501367182,0.4413585900314893
500.0,352.5,june16,8.0,0.24716516380821354,1.651631399432473
500.0,352.5,june16,11.5,0.26605762497753105,1.651631399432473
500.0,352.5,june16,15.0,0.28950661857726623,1.651631399432473
500.0,352.5,dec16,8.0,0.0,0.0
500.0,352.5,dec16,11.5,0.0,0.0
500.0,352.5,dec16,15.0,0.0,0.0
500.0,352.5,annual_vesc528,8.0,0.000191659922647838,0.0011857462369747464
500.0,352.5,annual_vesc528,11.5,0.0002203843386598718,0.0011857462369747464
500.0,352.5,annual_vesc528,15.0,0.0002508812510186882,0.0011857462369747464
500.0,352.5,annual_vesc560,8.0,0.5977436421259669,3.4149147478796125
500.0,352.5,annual_vesc560,11.5,0.6338907928702516,3.4149147478796125
500.0,352.5,annual_vesc560,15.0,0.6789063801414031,3.4149147478796125
500.0,355.0,sun,8.0,8.926844593653686e-09,8.811493433811405e-08
500.0,355.0,sun,11.5,1.3263761573590478e-08,8.811493433811405e-08
500.0,355.0,sun,15.0,1.722200582214347e-08,8.811493433811405e-08
500.0,355.0,annual,8.0,0.03591516834037643,0.24520921000275103
500.0,355.0,annual,11.5,0.038846434696055955,0.24520921000275103
500.0,355.0,annual,15.0,0.04244550298672707,0.24520921000275103
500.0,355.0,june16,8.0,0.13903566083656826,0.9729147649079969
500.0,355.0,june16,11.5,0.15053246278223806,0.9729147649079969
500.0,355.0,june16,15.0,0.1647080479790056,0.9729147649079969
500.0,355.0,dec16,8.0,0.0,0.0
500.0,355.0,dec16,11.5,0.0,0.0
500.0,355.0,dec16,15.0,0.0,0.0
500.0,355.0,annual_vesc528,8.0,0.0,0.0
500.0,355.0,annual_vesc528,11.5,0.0,0.0
500.0,355.0,annual_vesc528,15.0,0.0,0.0
500.0,355.0,annual_vesc560,8.0,0.3118860208012791,2.3942475350702046
500.0,355.0,annual_vesc560,11.5,0.3389606908829776,2.3942475350702046
500.0,355.0,annual_vesc560,15.0,0.3726619218748311,2.3942475350702046
500.0,357.5,sun,8.0,0.0,0.0
500.0,357.5,sun,11.5,0.0,0.0
500.0,357.5,sun,15.0,0.0,0.0
500.0,357.5,annual,8.0,0.017456261779359692,0.12406788395309212
500.0,357.5,annual,11.5,0.018974189660969927,0.12406788395309212
500.0,357.5,annual,15.0,0.020846617735164216,0.12406788395309212
500.0,357.5,june16,8.0,0.07317664812360758,0.524788756207907
500.0,357.5,june16,11.5,0.07947165424368662,0.524788756207907
500.0,357.5,june16,15.0,0.08727171051344361,0.524788756207907
500.0,357.5,dec16,8.0,0.0,0.0
500.0,357.5,dec16,11.5,0.0,0.0
500.0,357.5,dec16,15.0,0.0,0.0
500.0,357.5,annual_vesc528,8.0,0.0,0.0
500.0,357.5,annual_vesc528,11.5,0.0,0.0
500.0,357.5,annual_vesc528,15.0,0.0,0.0
500.0,357.5,annual_vesc560,8.0,0.19454546437288434,1.6886765631408636
500.0,357.5,annual_vesc560,11.5,0.2140208391133974,1.6886765631408636
500.0,357.5,annual_vesc560,15.0,0.2384976272655612,1.6886765631408636
500.0,360.0,sun,8.0,0.0,0.0
500.0,360.0,sun,11.5,0.0,0.0
500.0,360.0,sun,15.0,0.0,0.0
500.0,360.0,annual,8.0,0.0,0.0
500.0,360.0,annual,11.5,0.0,0.0
500.0,360.0,annual,15.0,0.0,0.0
500.0,360.0,june16,8.0,0.0,0.0
500.0,360.0,june16,11.5,0.0,0.0
500.0,360.0,june16,15.0,0.0,0.0
500.0,360.0,dec16,8.0,0.0,0.0
500.0,360.0,dec16,11.5,0.0,0.0
500.0,360.0,dec16,15.0,0.0,0.0
500.0,360.0,annual_vesc528,8.0,0.0,0.0
500.0,360.0,annual_vesc528,11.5,0.0,0.0
500.0,360.0,annual_vesc528,15.0,0.0,0.0
500.0,360.0,annual_vesc560,8.0,0.0,0.0
500.0,360.0,annual_vesc560,11.5,0.0,0.0
500.0,360.0,annual_vesc560,15.0,0.0,0.0
500.0,362.5,sun,8.0,0.0,0.0
500.0,362.5,sun,11.5,0.0,0.0
500.0,362.5,sun,15.0,0.0,0.0
500.0,362.5,annual,8.0,0.0,0.0
500.0,362.5,annual,11.5,0.0,0.0
500.0,362.5,annual,15.0,0.0,0.0
500.0,362.5,june16,8.0,0.0,0.0
500.0,362.5,june16,11.5,0.0,0.0
500.0,362.5,june16,15.0,0.0,0.0
500.0,362.5,dec16,8.0,0.0,0.0
500.0,362.5,dec16,11.5,0.0,0.0
500.0,362.5,dec16,15.0,0.0,0.0
500.0,362.5,annual_vesc528,8.0,0.0,0.0
500.0,362.5,annual_vesc528,11.5,0.0,0.0
500.0,362.5,annual_vesc528,15.0,0.0,0.0
500.0,362.5,annual_vesc560,8.0,0.0,0.0
500.0,362.5,annual_vesc560,11.5,0.0,0.0
500.0,362.5,annual_vesc560,15.0,0.0,0.0
500.0,365.0,sun,8.0,0.0,0.0
500.0,365.0,sun,11.5,0.0,0.0
500.0,365.0,sun,15.0,0.0,0.0
500.0,365.0,annual,8.0,0.0,0.0
500.0,365.0,annual,11.5,0.0,0.0
500.0,365.0,annual,15.0,0.0,0.0
500.0,365.0,june16,8.0,0.0,0.0
500.0,365.0,june16,11.5,0.0,0.0
500.0,365.0,june16,15.0,0.0,0.0
500.0,365.0,dec16,8.0,0.0,0.0
500.0,365.0,dec16,11.5,0.0,0.0
500.0,365.0,dec16,15.0,0.0,0.0
500.0,365.0,annual_vesc528,8.0,0.0,0.0
500.0,365.0,annual_vesc528,11.5,0.0,0.0
500.0,365.0,annual_vesc528,15.0,0.0,0.0
500.0,365.0,annual_vesc560,8.0,0.0,0.0
500.0,365.0,annual_vesc560,11.5,0.0,0.0
500.0,365.0,annual_vesc560,15.0,0.0,0.0
500.0,367.5,sun,8.0,0.0,0.0
500.0,367.5,sun,11.5,0.0,0.0
500.0,367.5,sun,15.0,0.0,0.0
500.0,367.5,annual,8.0,0.0,0.0
500.0,367.5,annual,11.5,0.0,0.0
500.0,367.5,annual,15.0,0.0,0.0
500.0,367.5,june16,8.0,0.0,0.0
500.0,367.5,june16,11.5,0.0,0.0
500.0,367.5,june16,15.0,0.0,0.0
500.0,367.5,dec16,8.0,0.0,0.0
500.0,367.5,dec16,11.5,0.0,0.0
500.0,367.5,dec16,15.0,0.0,0.0
500.0,367.5,annual_vesc528,8.0,0.0,0.0
500.0,367.5,annual_vesc528,11.5,0.0,0.0
500.0,367.5,annual_vesc528,15.0,0.0,0.0
500.0,367.5,annual_vesc560,8.0,0.0,0.0
500.0,367.5,annual_vesc560,11.5,0.0,0.0
500.0,367.5,annual_vesc560,15.0,0.0,0.0
500.0,370.0,sun,8.0,0.0,0.0
500.0,370.0,sun,11.5,0.0,0.0
500.0,370.0,sun,15.0,0.0,0.0
500.0,370.0,annual,8.0,0.0,0.0
500.0,370.0,annual,11.5,0.0,0.0
500.0,370.0,annual,15.0,0.0,0.0
500.0,370.0,june16,8.0,0.0,0.0
500.0,370.0,june16,11.5,0.0,0.0
500.0,370.0,june16,15.0,0.0,0.0
500.0,370.0,dec16,8.0,0.0,0.0
500.0,370.0,dec16,11.5,0.0,0.0
500.0,370.0,dec16,15.0,0.0,0.0
500.0,370.0,annual_vesc528,8.0,0.0,0.0
500.0,370.0,annual_vesc528,11.5,0.0,0.0
500.0,370.0,annual_vesc528,15.0,0.0,0.0
500.0,370.0,annual_vesc560,8.0,0.0,0.0
500.0,370.0,annual_vesc560,11.5,0.0,0.0
500.0,370.0,annual_vesc560,15.0,0.0,0.0
500.0,372.5,sun,8.0,0.0,0.0
500.0,372.5,sun,11.5,0.0,0.0
500.0,372.5,sun,15.0,0.0,0.0
500.0,372.5,annual,8.0,0.0,0.0
500.0,372.5,annual,11.5,0.0,0.0
500.0,372.5,annual,15.0,0.0,0.0
500.0,372.5,june16,8.0,0.0,0.0
500.0,372.5,june16,11.5,0.0,0.0
500.0,372.5,june16,15.0,0.0,0.0
500.0,372.5,dec16,8.0,0.0,0.0
500.0,372.5,dec16,11.5,0.0,0.0
500.0,372.5,dec16,15.0,0.0,0.0
500.0,372.5,annual_vesc528,8.0,0.0,0.0
500.0,372.5,annual_vesc528,11.5,0.0,0.0
500.0,372.5,annual_vesc528,15.0,0.0,0.0
500.0,372.5,annual_vesc560,8.0,0.0,0.0
500.0,372.5,annual_vesc560,11.5,0.0,0.0
500.0,372.5,annual_vesc560,15.0,0.0,0.0
500.0,375.0,sun,8.0,0.0,0.0
500.0,375.0,sun,11.5,0.0,0.0
500.0,375.0,sun,15.0,0.0,0.0
500.0,375.0,annual,8.0,0.0,0.0
500.0,375.0,annual,11.5,0.0,0.0
500.0,375.0,annual,15.0,0.0,0.0
500.0,375.0,june16,8.0,0.0,0.0
500.0,375.0,june16,11.5,0.0,0.0
500.0,375.0,june16,15.0,0.0,0.0
500.0,375.0,dec16,8.0,0.0,0.0
500.0,375.0,dec16,11.5,0.0,0.0
500.0,375.0,dec16,15.0,0.0,0.0
500.0,375.0,annual_vesc528,8.0,0.0,0.0
500.0,375.0,annual_vesc528,11.5,0.0,0.0
500.0,375.0,annual_vesc528,15.0,0.0,0.0
500.0,375.0,annual_vesc560,8.0,0.0,0.0
500.0,375.0,annual_vesc560,11.5,0.0,0.0
500.0,375.0,annual_vesc560,15.0,0.0,0.0
500.0,377.5,sun,8.0,0.0,0.0
500.0,377.5,sun,11.5,0.0,0.0
500.0,377.5,sun,15.0,0.0,0.0
500.0,377.5,annual,8.0,0.0,0.0
500.0,377.5,annual,11.5,0.0,0.0
500.0,377.5,annual,15.0,0.0,0.0
500.0,377.5,june16,8.0,0.0,0.0
500.0,377.5,june16,11.5,0.0,0.0
500.0,377.5,june16,15.0,0.0,0.0
500.0,377.5,dec16,8.0,0.0,0.0
500.0,377.5,dec16,11.5,0.0,0.0
500.0,377.5,dec16,15.0,0.0,0.0
500.0,377.5,annual_vesc528,8.0,0.0,0.0
500.0,377.5,annual_vesc528,11.5,0.0,0.0
500.0,377.5,annual_vesc528,15.0,0.0,0.0
500.0,377.5,annual_vesc560,8.0,0.0,0.0
500.0,377.5,annual_vesc560,11.5,0.0,0.0
500.0,377.5,annual_vesc560,15.0,0.0,0.0
500.0,380.0,sun,8.0,0.0,0.0
500.0,380.0,sun,11.5,0.0,0.0
500.0,380.0,sun,15.0,0.0,0.0
500.0,380.0,annual,8.0,0.0,0.0
500.0,380.0,annual,11.5,0.0,0.0
500.0,380.0,annual,15.0,0.0,0.0
500.0,380.0,june16,8.0,0.0,0.0
500.0,380.0,june16,11.5,0.0,0.0
500.0,380.0,june16,15.0,0.0,0.0
500.0,380.0,dec16,8.0,0.0,0.0
500.0,380.0,dec16,11.5,0.0,0.0
500.0,380.0,dec16,15.0,0.0,0.0
500.0,380.0,annual_vesc528,8.0,0.0,0.0
500.0,380.0,annual_vesc528,11.5,0.0,0.0
500.0,380.0,annual_vesc528,15.0,0.0,0.0
500.0,380.0,annual_vesc560,8.0,0.0,0.0
500.0,380.0,annual_vesc560,11.5,0.0,0.0
500.0,380.0,annual_vesc560,15.0,0.0,0.0
500.0,382.5,sun,8.0,0.0,0.0
500.0,382.5,sun,11.5,0.0,0.0
500.0,382.5,sun,15.0,0.0,0.0
500.0,382.5,annual,8.0,0.0,0.0
500.0,382.5,annual,11.5,0.0,0.0
500.0,382.5,annual,15.0,0.0,0.0
500.0,382.5,june16,8.0,0.0,0.0
500.0,382.5,june16,11.5,0.0,0.0
500.0,382.5,june16,15.0,0.0,0.0
500.0,382.5,dec16,8.0,0.0,0.0
500.0,382.5,dec16,11.5,0.0,0.0
500.0,382.5,dec16,15.0,0.0,0.0
500.0,382.5,annual_vesc528,8.0,0.0,0.0
500.0,382.5,annual_vesc528,11.5,0.0,0.0
500.0,382.5,annual_vesc528,15.0,0.0,0.0
500.0,382.5,annual_vesc560,8.0,0.0,0.0
500.0,382.5,annual_vesc560,11.5,0.0,0.0
500.0,382.5,annual_vesc560,15.0,0.0,0.0
500.0,385.0,sun,8.0,0.0,0.0
500.0,385.0,sun,11.5,0.0,0.0
500.0,385.0,sun,15.0,0.0,0.0
500.0,385.0,annual,8.0,0.0,0.0
500.0,385.0,annual,11.5,0.0,0.0
500.0,385.0,annual,15.0,0.0,0.0
500.0,385.0,june16,8.0,0.0,0.0
500.0,385.0,june16,11.5,0.0,0.0
500.0,385.0,june16,15.0,0.0,0.0
500.0,385.0,dec16,8.0,0.0,0.0
500.0,385.0,dec16,11.5,0.0,0.0
500.0,385.0,dec16,15.0,0.0,0.0
500.0,385.0,annual_vesc528,8.0,0.0,0.0
500.0,385.0,annual_vesc528,11.5,0.0,0.0
500.0,385.0,annual_vesc528,15.0,0.0,0.0
500.0,385.0,annual_vesc560,8.0,0.0,0.0
500.0,385.0,annual_vesc560,11.5,0.0,0.0
500.0,385.0,annual_vesc560,15.0,0.0,0.0
500.0,387.5,sun,8.0,0.0,0.0
500.0,387.5,sun,11.5,0.0,0.0
500.0,387.5,sun,15.0,0.0,0.0
500.0,387.5,annual,8.0,0.0,0.0
500.0,387.5,annual,11.5,0.0,0.0
500.0,387.5,annual,15.0,0.0,0.0
500.0,387.5,june16,8.0,0.0,0.0
500.0,387.5,june16,11.5,0.0,0.0
500.0,387.5,june16,15.0,0.0,0.0
500.0,387.5,dec16,8.0,0.0,0.0
500.0,387.5,dec16,11.5,0.0,0.0
500.0,387.5,dec16,15.0,0.0,0.0
500.0,387.5,annual_vesc528,8.0,0.0,0.0
500.0,387.5,annual_vesc528,11.5,0.0,0.0
500.0,387.5,annual_vesc528,15.0,0.0,0.0
500.0,387.5,annual_vesc560,8.0,0.0,0.0
500.0,387.5,annual_vesc560,11.5,0.0,0.0
500.0,387.5,annual_vesc560,15.0,0.0,0.0
500.0,390.0,sun,8.0,0.0,0.0
500.0,390.0,sun,11.5,0.0,0.0
500.0,390.0,sun,15.0,0.0,0.0
500.0,390.0,annual,8.0,0.0,0.0
500.0,390.0,annual,11.5,0.0,0.0
500.0,390.0,annual,15.0,0.0,0.0
500.0,390.0,june16,8.0,0.0,0.0
500.0,390.0,june16,11.5,0.0,0.0
500.0,390.0,june16,15.0,0.0,0.0
500.0,390.0,dec16,8.0,0.0,0.0
500.0,390.0,dec16,11.5,0.0,0.0
500.0,390.0,dec16,15.0,0.0,0.0
500.0,390.0,annual_vesc528,8.0,0.0,0.0
500.0,390.0,annual_vesc528,11.5,0.0,0.0
500.0,390.0,annual_vesc528,15.0,0.0,0.0
500.0,390.0,annual_vesc560,8.0,0.0,0.0
500.0,390.0,annual_vesc560,11.5,0.0,0.0
500.0,390.0,annual_vesc560,15.0,0.0,0.0
500.0,392.5,sun,8.0,0.0,0.0
500.0,392.5,sun,11.5,0.0,0.0
500.0,392.5,sun,15.0,0.0,0.0
500.0,392.5,annual,8.0,0.0,0.0
500.0,392.5,annual,11.5,0.0,0.0
500.0,392.5,annual,15.0,0.0,0.0
500.0,392.5,june16,8.0,0.0,0.0
500.0,392.5,june16,11.5,0.0,0.0
500.0,392.5,june16,15.0,0.0,0.0
500.0,392.5,dec16,8.0,0.0,0.0
500.0,392.5,dec16,11.5,0.0,0.0
500.0,392.5,dec16,15.0,0.0,0.0
500.0,392.5,annual_vesc528,8.0,0.0,0.0
500.0,392.5,annual_vesc528,11.5,0.0,0.0
500.0,392.5,annual_vesc528,15.0,0.0,0.0
500.0,392.5,annual_vesc560,8.0,0.0,0.0
500.0,392.5,annual_vesc560,11.5,0.0,0.0
500.0,392.5,annual_vesc560,15.0,0.0,0.0
500.0,395.0,sun,8.0,0.0,0.0
500.0,395.0,sun,11.5,0.0,0.0
500.0,395.0,sun,15.0,0.0,0.0
500.0,395.0,annual,8.0,0.0,0.0
500.0,395.0,annual,11.5,0.0,0.0
500.0,395.0,annual,15.0,0.0,0.0
500.0,395.0,june16,8.0,0.0,0.0
500.0,395.0,june16,11.5,0.0,0.0
500.0,395.0,june16,15.0,0.0,0.0
500.0,395.0,dec16,8.0,0.0,0.0
500.0,395.0,dec16,11.5,0.0,0.0
500.0,395.0,dec16,15.0,0.0,0.0
500.0,395.0,annual_vesc528,8.0,0.0,0.0
500.0,395.0,annual_vesc528,11.5,0.0,0.0
500.0,395.0,annual_vesc528,15.0,0.0,0.0
500.0,395.0,annual_vesc560,8.0,0.0,0.0
500.0,395.0,annual_vesc560,11.5,0.0,0.0
500.0,395.0,annual_vesc560,15.0,0.0,0.0
500.0,397.5,sun,8.0,0.0,0.0
500.0,397.5,sun,11.5,0.0,0.0
500.0,397.5,sun,15.0,0.0,0.0
500.0,397.5,annual,8.0,0.0,0.0
500.0,397.5,annual,11.5,0.0,0.0
500.0,397.5,annual,15.0,0.0,0.0
500.0,397.5,june16,8.0,0.0,0.0
500.0,397.5,june16,11.5,0.0,0.0
500.0,397.5,june16,15.0,0.0,0.0
500.0,397.5,dec16,8.0,0.0,0.0
500.0,397.5,dec16,11.5,0.0,0.0
500.0,397.5,dec16,15.0,0.0,0.0
500.0,397.5,annual_vesc528,8.0,0.0,0.0
500.0,397.5,annual_vesc528,11.5,0.0,0.0
500.0,397.5,annual_vesc528,15.0,0.0,0.0
500.0,397.5,annual_vesc560,8.0,0.0,0.0
500.0,397.5,annual_vesc560,11.5,0.0,0.0
500.0,397.5,annual_vesc560,15.0,0.0,0.0
500.0,400.0,sun,8.0,0.0,0.0
500.0,400.0,sun,11.5,0.0,0.0
500.0,400.0,sun,15.0,0.0,0.0
500.0,400.0,annual,8.0,0.0,0.0
500.0,400.0,annual,11.5,0.0,0.0
500.0,400.0,annual,15.0,0.0,0.0
500.0,400.0,june16,8.0,0.0,0.0
500.0,400.0,june16,11.5,0.0,0.0
500.0,400.0,june16,15.0,0.0,0.0
500.0,400.0,dec16,8.0,0.0,0.0
500.0,400.0,dec16,11.5,0.0,0.0
500.0,400.0,dec16,15.0,0.0,0.0
500.0,400.0,annual_vesc528,8.0,0.0,0.0
500.0,400.0,annual_vesc528,11.5,0.0,0.0
500.0,400.0,annual_vesc528,15.0,0.0,0.0
500.0,400.0,annual_vesc560,8.0,0.0,0.0
500.0,400.0,annual_vesc560,11.5,0.0,0.0
500.0,400.0,annual_vesc560,15.0,0.0,0.0
1000.0,0.0,sun,8.0,119668782.15290013,163171322.8859476
1000.0,0.0,sun,11.5,119668956.69019143,163171322.8859476
1000.0,0.0,sun,15.0,119669168.17591849,163171322.8859476
1000.0,0.0,annual,8.0,119343060.52356902,162708436.04834002
1000.0,0.0,annual,11.5,119343236.10775015,162708436.04834002
1000.0,0.0,annual,15.0,119343448.89407659,162708436.04834002
1000.0,0.0,june16,8.0,116480943.35456641,158604066.55124277
1000.0,0.0,june16,11.5,116481128.18630037,158604066.55124277
1000.0,0.0,june16,15.0,116481352.42349407,158604066.55124277
1000.0,0.0,dec16,8.0,122256683.96684054,166894962.70441335
1000.0,0.0,dec16,11.5,122256850.12496924,166894962.70441335
1000.0,0.0,dec16,15.0,122257051.24788174,166894962.70441335
1000.0,0.0,annual_vesc528,8.0,119588986.05964327,163050454.03657484
1000.0,0.0,annual_vesc528,11.5,119589161.11593117,163050454.03657484
1000.0,0.0,annual_vesc528,15.0,119589373.23688178,163050454.03657484
1000.0,0.0,annual_vesc560,8.0,119145196.97893685,162433621.3402921
1000.0,0.0,annual_vesc560,11.5,119145372.97997129,162433621.3402921
1000.0,0.0,annual_vesc560,15.0,119145586.2917823,162433621.3402921
1000.0,50.0,sun,8.0,44707635.479081094,48797248.4661684
1000.0,50.0,sun,11.5,44707743.42489317,48797248.4661684
1000.0,50.0,sun,15.0,44707874.19837562,48797248.4661684
1000.0,50.0,annual,8.0,44882518.15680358,49007215.49562728
1000.0,50.0,annual,11.5,44882627.09918062,49007215.49562728
1000.0,50.0,annual,15.0,44882759.09960057,49007215.49562728
1000.0,50.0,june16,8.0,46497687.8327511,50907773.57669505
1000.0,50.0,june16,11.5,46497805.05504434,50907773.57669505
1000.0,50.0,june16,15.0,46497947.225799315,50907773.57669505
1000.0,50.0,dec16,8.0,43220474.188214354,47059807.54158981
1000.0,50.0,dec16,11.5,43220574.80838026,47059807.54158981
1000.0,50.0,dec16,15.0,43220696.59216414,47059807.54158981
1000.0,50.0,annual_vesc528,8.0,44803374.45990156,48895120.781115614
1000.0,50.0,annual_vesc528,11.5,44803482.730990835,48895120.781115614
1000.0,50.0,annual_vesc528,15.0,44803613.895170346,48895120.781115614
1000.0,50.0,annual_vesc560,8.0,44943741.110562906,49094864.37703444
1000.0,50.0,annual_vesc560,11.5,44943850.584842905,49094864.37703444
1000.0,50.0,annual_vesc560,15.0,44943983.24798683,49094864.37703444
1000.0,100.0,sun,8.0,7106858.9136071205,7411660.608589114
1000.0,100.0,sun,11.5,7106919.5398043245,7411660.608589114
1000.0,100.0,sun,15.0,7106993.062437423,7411660.608589114
1000.0,100.0,annual,8.0,7201673.914133409,7510724.5137944035
1000.0,100.0,annual,11.5,7201735.335155222,7510724.5137944035
1000.0,100.0,annual,15.0,7201809.832263226,7510724.5137944035
1000.0,100.0,june16,8.0,7939598.6281883465,8281319.388127721
1000.0,100.0,june16,11.5,7939666.311633553,8281319.388127721
1000.0,100.0,june16,15.0,7939748.473766374,8281319.388127721
1000.0,100.0,dec16,8.0,6471950.137792639,6748795.965111721
1000.0,100.0,dec16,11.5,6472005.346198087,6748795.965111721
1000.0,100.0,dec16,15.0,6472072.242500206,6748795.965111721
1000.0,100.0,annual_vesc528,8.0,7097068.149487588,7400896.376775079
1000.0,100.0,annual_vesc528,11.5,7097128.850193151,7400896.376775079
1000.0,100.0,annual_vesc528,15.0,7097202.455096226,7400896.376775079
1000.0,100.0,annual_vesc560,8.0,7286655.515165148,7600058.342536478
1000.0,100.0,annual_vesc560,11.5,7286717.510161737,7600058.342536478
1000.0,100.0,annual_vesc560,15.0,7286792.718380234,7600058.342536478
1000.0,150.0,sun,8.0,762331.1457404745,796535.6564113474
1000.0,150.0,sun,11.5,762361.706549803,796535.6564113474
1000.0,150.0,sun,15.0,762398.8589376096,796535.6564113474
1000.0,150.0,annual,8.0,781453.1196637315,816498.760253726
1000.0,150.0,annual,11.5,781484.227346271,816498.760253726
1000.0,150.0,annual,15.0,781522.0495162723,816498.760253726
1000.0,150.0,june16,8.0,915788.0404531499,956763.1540676485
1000.0,150.0,june16,11.5,915823.2523296282,956763.1540676485
1000.0,150.0,june16,15.0,915866.0952526488,956763.1540676485
1000.0,150.0,dec16,8.0,652332.8087623109,681673.331665734
1000.0,150.0,dec16,11.5,652359.8967960121,681673.331665734
1000.0,150.0,dec16,15.0,652392.8032006295,681673.331665734
1000.0,150.0,annual_vesc528,8.0,743237.5043521888,776634.081783833
1000.0,150.0,annual_vesc528,11.5,743267.9275456498,776634.081783833
1000.0,150.0,annual_vesc528,15.0,743304.9043268028,776634.081783833
1000.0,150.0,annual_vesc560,8.0,814156.9963087124,850610.9697390733
1000.0,150.0,annual_vesc560,11.5,814188.6544132229,850610.9697390733
1000.0,150.0,annual_vesc560,15.0,814227.156589662,850610.9697390733
1000.0,200.0,sun,8.0,61690.43131071176,65345.846433836356
1000.0,200.0,sun,11.5,61703.96999100009,65345.846433836356
1000.0,200.0,sun,15.0,61720.49567780118,65345.846433836356
1000.0,200.0,annual,8.0,64250.91978333916,68039.72046425243
1000.0,200.0,annual,11.5,64264.787139562424,68039.72046425243
1000.0,200.0,annual,15.0,64281.71602348405,68039.72046425243
1000.0,200.0,june16,8.0,80512.95027481568,85170.0797945141
1000.0,200.0,june16,11.5,80529.17081056039,85170.0797945141
1000.0,200.0,june16,15.0,80548.98421636707,85170.0797945141
1000.0,200.0,dec16,8.0,49115.99639516853,52089.932459576674
1000.0,200.0,dec16,11.5,49127.5893737696,52089.932459576674
1000.0,200.0,dec16,15.0,49141.730947441676,52089.932459576674
1000.0,200.0,annual_vesc528,8.0,57038.65802667609,60478.66707352102
1000.0,200.0,annual_vesc528,11.5,57051.94108831052,60478.66707352102
1000.0,200.0,annual_vesc528,15.0,57068.14899203259,60478.66707352102
1000.0,200.0,annual_vesc560,8.0,71049.85564976992,75161.4104811271
1000.0,200.0,annual_vesc560,11.5,71064.20009338364,75161.4104811271
1000.0,200.0,annual_vesc560,15.0,71081.71786950249,75161.4104811271
1000.0,250.0,sun,8.0,6274.525467554035,6947.9009080514
1000.0,250.0,sun,11.5,6279.540319315315,6947.9009080514
1000.0,250.0,sun,15.0,6285.6924003819695,6947.9009080514
1000.0,250.0,annual,8.0,6574.696820456107,7274.9437426359
1000.0,250.0,annual,11.5,6579.8842374143405,7274.9437426359
1000.0,250.0,annual,15.0,6586.248711201028,7274.9437426359
1000.0,250.0,june16,8.0,8407.851210196804,9281.933248878468
1000.0,250.0,june16,11.5,8414.211758119285,9281.933248878468
1000.0,250.0,june16,15.0,8422.019405388251,9281.933248878468
1000.0,250.0,dec16,8.0,4892.869926119429,5430.362241546024
1000.0,250.0,dec16,11.5,4896.94099222519,5430.362241546024
1000.0,250.0,dec16,15.0,4901.932353170228,5430.362241546024
1000.0,250.0,annual_vesc528,8.0,5737.803609213498,6365.966259446553
1000.0,250.0,annual_vesc528,11.5,5742.5493891923425,6365.966259446553
1000.0,250.0,annual_vesc528,15.0,5748.368664801951,6365.966259446553
1000.0,250.0,annual_vesc560,8.0,7412.28835677911,8178.737479922774
1000.0,250.0,annual_vesc560,11.5,7417.846692575246,8178.737479922774
1000.0,250.0,annual_vesc560,15.0,7424.669226209685,8178.737479922774
1000.0,260.0,sun,8.0,4262.862966228709,4768.502445375012
1000.0,260.0,sun,11.5,4266.848566205159,4768.502445375012
1000.0,260.0,sun,15.0,4271.74427480758,4768.502445375012
1000.0,260.0,annual,8.0,4470.13412564059,4996.8360371580475
1000.0,260.0,annual,11.5,4474.268759302792,4996.8360371580475
1000.0,260.0,annual,15.0,4479.348064966533,4996.8360371580475
1000.0,260.0,june16,8.0,5751.9300202399545,6415.315393447871
1000.0,260.0,june16,11.5,5757.0654292932195,6415.315393447871
1000.0,260.0,june16,15.0,5763.377061714855,6415.315393447871
1000.0,260.0,dec16,8.0,3288.9455073729014,3687.5406004527304
1000.0,260.0,dec16,11.5,3292.1314587060665,3687.5406004527304
1000.0,260.0,dec16,15.0,3296.0427462822354,3687.5406004527304
