m_GeV,delta_keV,halo,eff_sigma_keV,N_events,N_noeff_all_E
1000.0,260.0,annual_vesc528,8.0,3865.618853619029,4332.615907615389
1000.0,260.0,annual_vesc528,11.5,3869.343908581475,4332.615907615389
1000.0,260.0,annual_vesc528,15.0,3873.917442237297,4332.615907615389
1000.0,260.0,annual_vesc560,8.0,5055.218513891652,5635.585684599249
1000.0,260.0,annual_vesc560,11.5,5059.700108737107,5635.585684599249
1000.0,260.0,annual_vesc560,15.0,5065.208009396133,5635.585684599249
1000.0,270.0,sun,8.0,2889.348516830075,3262.809878276211
1000.0,270.0,sun,11.5,2892.481572724235,3262.809878276211
1000.0,270.0,sun,15.0,2896.335594559745,3262.809878276211
1000.0,270.0,annual,8.0,3038.1330014984405,3428.2718315707402
1000.0,270.0,annual,11.5,3041.3941671249463,3428.2718315707402
1000.0,270.0,annual,15.0,3045.406164544352,3428.2718315707402
1000.0,270.0,june16,8.0,3965.994437887798,4464.083685124189
1000.0,270.0,june16,11.5,3970.104430588674,4464.083685124189
1000.0,270.0,june16,15.0,3975.162741271152,4464.083685124189
1000.0,270.0,dec16,8.0,2180.4613942314045,2469.501087124293
1000.0,270.0,dec16,11.5,2182.921332374933,2469.501087124293
1000.0,270.0,dec16,15.0,2185.9458109818834,2469.501087124293
1000.0,270.0,annual_vesc528,8.0,2568.4276514588737,2907.8825179441124
1000.0,270.0,annual_vesc528,11.5,2571.3118045115834,2907.8825179441124
1000.0,270.0,annual_vesc528,15.0,2574.8580780559873,2907.8825179441124
1000.0,270.0,annual_vesc560,8.0,3477.1514372546926,3912.2495146226915
1000.0,270.0,annual_vesc560,11.5,3480.7352052108276,3912.2495146226915
1000.0,270.0,annual_vesc560,15.0,3485.145839102313,3912.2495146226915
1000.0,280.0,sun,8.0,1915.8012363134937,2195.319290622124
1000.0,280.0,sun,11.5,1918.2206862302182,2195.319290622124
1000.0,280.0,sun,15.0,1921.2018487868354,2195.319290622124
1000.0,280.0,annual,8.0,2026.3285520941408,2319.5882028606575
1000.0,280.0,annual,11.5,2028.8572617483758,2319.5882028606575
1000.0,280.0,annual,15.0,2031.9733104315544,2319.5882028606575
1000.0,280.0,june16,8.0,2711.815112738089,3093.1343825781164
1000.0,280.0,june16,11.5,2715.0568441984183,3093.1343825781164
1000.0,280.0,june16,15.0,2719.052878244619,3093.1343825781164
1000.0,280.0,dec16,8.0,1393.7404913350192,1604.794573954179
1000.0,280.0,dec16,11.5,1395.5994604620626,1604.794573954179
1000.0,280.0,dec16,15.0,1397.8890235099263,1604.794573954179
1000.0,280.0,annual_vesc528,8.0,1645.9418828900316,1894.4064612349841
1000.0,280.0,annual_vesc528,11.5,1648.127140148392,1894.4064612349841
1000.0,280.0,annual_vesc528,15.0,1650.8186837165551,1894.4064612349841
1000.0,280.0,annual_vesc560,8.0,2376.8557829356564,2709.8384369078394
1000.0,280.0,annual_vesc560,11.5,2379.6819740119304,2709.8384369078394
1000.0,280.0,annual_vesc560,15.0,2383.1658076645376,2709.8384369078394
1000.0,290.0,sun,8.0,1217.5306590934765,1419.971461930449
1000.0,290.0,sun,11.5,1219.3677548897035,1419.971461930449
1000.0,290.0,sun,15.0,1221.634587464296,1419.971461930449
1000.0,290.0,annual,8.0,1301.273953034157,1514.9574652413917
1000.0,290.0,annual,11.5,1303.2036710552322,1514.9574652413917
1000.0,290.0,annual,15.0,1305.5849624994698,1514.9574652413917
1000.0,290.0,june16,8.0,1807.0256296004657,2091.396842356833
1000.0,290.0,june16,11.5,1809.549381390382,2091.396842356833
1000.0,290.0,june16,15.0,1812.664578214465,2091.396842356833
1000.0,290.0,dec16,8.0,838.7840786455581,986.89553667941
1000.0,290.0,dec16,11.5,840.1590128628434,986.89553667941
1000.0,290.0,dec16,15.0,841.8549461795659,986.89553667941
1000.0,290.0,annual_vesc528,8.0,994.564426794829,1169.3924706688895
1000.0,290.0,annual_vesc528,11.5,996.1846817021308,1169.3924706688895
1000.0,290.0,annual_vesc528,15.0,998.1832700746096,1169.3924706688895
1000.0,290.0,annual_vesc560,8.0,1588.920395361433,1837.5573273842979
1000.0,290.0,annual_vesc560,11.5,1591.122136898477,1837.5573273842979
1000.0,290.0,annual_vesc560,15.0,1593.8399034510965,1837.5573273842979
1000.0,300.0,sun,8.0,725.728194700863,866.4517497452578
1000.0,300.0,sun,11.5,727.0885314031465,866.4517497452578
1000.0,300.0,sun,15.0,728.7710979114713,866.4517497452578
1000.0,300.0,annual,8.0,789.0286419429248,938.787472816214
1000.0,300.0,annual,11.5,790.4667887665875,938.787472816214
1000.0,300.0,annual,15.0,792.245650435275,938.787472816214
1000.0,300.0,june16,8.0,1152.4640207152709,1357.4701681016822
1000.0,300.0,june16,11.5,1154.3909621610946,1357.4701681016822
1000.0,300.0,june16,15.0,1156.7746859166518,1357.4701681016822
1000.0,300.0,dec16,8.0,462.82408354092,561.8256955979253
1000.0,300.0,dec16,11.5,463.80892202112915,561.8256955979253
1000.0,300.0,dec16,15.0,465.0268513447006,561.8256955979253
1000.0,300.0,annual_vesc528,8.0,553.1200384344857,670.3625912964965
1000.0,300.0,annual_vesc528,11.5,554.2834884448517,670.3625912964965
1000.0,300.0,annual_vesc528,15.0,555.7223198630625,670.3625912964965
1000.0,300.0,annual_vesc560,8.0,1021.8136795815617,1201.6273242791142
1000.0,300.0,annual_vesc560,11.5,1023.4977966311171,1201.6273242791142
1000.0,300.0,annual_vesc560,15.0,1025.581152486777,1201.6273242791142
1000.0,310.0,sun,8.0,395.94635920660687,493.76190627690767
1000.0,310.0,sun,11.5,396.9249058350817,493.76190627690767
1000.0,310.0,sun,15.0,398.13861687804854,493.76190627690767
1000.0,310.0,annual,8.0,442.49200468258005,547.6984488168505
1000.0,310.0,annual,11.5,443.53534216928836,547.6984488168505
1000.0,310.0,annual,15.0,444.8293649824599,547.6984488168505
1000.0,310.0,june16,8.0,690.5492732902909,839.4043132817845
1000.0,310.0,june16,11.5,691.9894417900915,839.4043132817845
1000.0,310.0,june16,15.0,693.775421010028,839.4043132817845
1000.0,310.0,dec16,8.0,226.51122098847898,292.12030607376033
1000.0,310.0,dec16,11.5,227.18976949286605,292.12030607376033
1000.0,310.0,dec16,15.0,228.0315383450266,292.12030607376033
1000.0,310.0,annual_vesc528,8.0,275.29639211087385,353.3289614452661
1000.0,310.0,annual_vesc528,11.5,276.10026194448375,353.3289614452661
1000.0,310.0,annual_vesc528,15.0,277.097485799333,353.3289614452661
1000.0,310.0,annual_vesc560,8.0,621.8323087115623,753.0805143734293
1000.0,310.0,annual_vesc560,11.5,623.0952048695001,753.0805143734293
1000.0,310.0,annual_vesc560,15.0,624.6613136101139,753.0805143734293
1000.0,320.0,sun,8.0,191.3893185334685,254.8610657335954
1000.0,320.0,sun,11.5,192.07078394960263,254.8610657335954
1000.0,320.0,sun,15.0,192.91753351826551,254.8610657335954
1000.0,320.0,annual,8.0,223.7340006227963,292.9690615007388
1000.0,320.0,annual,11.5,224.4689961280757,292.9690615007388
1000.0,320.0,annual,15.0,225.38216457388867,292.9690615007388
1000.0,320.0,june16,8.0,380.05985863615297,481.9485190352702
1000.0,320.0,june16,11.5,381.1125350184229,481.9485190352702
1000.0,320.0,june16,15.0,382.4200083965322,481.9485190352702
1000.0,320.0,dec16,8.0,93.71633705189072,133.79895823182227
1000.0,320.0,dec16,11.5,94.1626144981509,133.79895823182227
1000.0,320.0,dec16,15.0,94.71738170248476,133.79895823182227
1000.0,320.0,annual_vesc528,8.0,118.21121298619393,166.1785506351054
1000.0,320.0,annual_vesc528,11.5,118.74197810488504,166.1785506351054
1000.0,320.0,annual_vesc528,15.0,119.40174388459484,166.1785506351054
1000.0,320.0,annual_vesc560,8.0,351.284979609153,441.8290366858013
1000.0,320.0,annual_vesc560,11.5,352.2131065671992,441.8290366858013
1000.0,320.0,annual_vesc560,15.0,353.3658122333772,441.8290366858013
1000.0,330.0,sun,8.0,78.47328172815905,118.48692220519648
1000.0,330.0,sun,11.5,78.92244817585673,118.48692220519648
1000.0,330.0,sun,15.0,79.4826824051508,118.48692220519648
1000.0,330.0,annual,8.0,99.00439346547483,143.48012308180702
1000.0,330.0,annual,11.5,99.49714398245544,143.48012308180702
1000.0,330.0,annual,15.0,100.11155796924756,143.48012308180702
1000.0,330.0,june16,8.0,187.0592168610229,255.68057296155476
1000.0,330.0,june16,11.5,187.80000837082588,255.68057296155476
1000.0,330.0,june16,15.0,188.72302820234177,255.68057296155476
1000.0,330.0,dec16,8.0,30.541242892465256,53.86548569888173
1000.0,330.0,dec16,11.5,30.812125761028575,53.86548569888173
1000.0,330.0,dec16,15.0,31.150405916422706,53.86548569888173
1000.0,330.0,annual_vesc528,8.0,41.86388019158152,70.0425002485843
1000.0,330.0,annual_vesc528,11.5,42.18842564041724,70.0425002485843
1000.0,330.0,annual_vesc528,15.0,42.59364540572407,70.0425002485843
1000.0,330.0,annual_vesc560,8.0,180.38220102878032,242.02639682449592
1000.0,330.0,annual_vesc560,11.5,181.04105669564706,242.02639682449592
1000.0,330.0,annual_vesc560,15.0,181.86184275795748,242.02639682449592
1000.0,340.0,sun,8.0,25.495233263250764,49.29074951007717
1000.0,340.0,sun,11.5,25.77146794341324,49.29074951007717
1000.0,340.0,sun,15.0,26.11817971756668,49.29074951007717
1000.0,340.0,annual,8.0,36.806089677292825,63.978179166887244
1000.0,340.0,annual,11.5,37.11730546957199,63.978179166887244
1000.0,340.0,annual,15.0,37.50761773765193,63.978179166887244
1000.0,340.0,june16,8.0,79.08728529947147,123.60095679627838
1000.0,340.0,june16,11.5,79.58647079546702,123.60095679627838
1000.0,340.0,june16,15.0,80.21151588605552,123.60095679627838
1000.0,340.0,dec16,8.0,7.0399835771903225,19.369384078888334
1000.0,340.0,dec16,11.5,7.186946221692903,19.369384078888334
1000.0,340.0,dec16,15.0,7.37197708875283,19.369384078888334
1000.0,340.0,annual_vesc528,8.0,11.541351995582177,26.71641563304723
1000.0,340.0,annual_vesc528,11.5,11.720613582173847,26.71641563304723
1000.0,340.0,annual_vesc528,15.0,11.946134529009024,26.71641563304723
1000.0,340.0,annual_vesc560,8.0,81.6726194470347,122.26174081676434
1000.0,340.0,annual_vesc560,11.5,82.12273800277957,122.26174081676434
1000.0,340.0,annual_vesc560,15.0,82.68610296803304,122.26174081676434
1000.0,345.0,sun,8.0,12.931242048290468,30.699931319511524
1000.0,345.0,sun,11.5,13.14001499082545,30.699931319511524
1000.0,345.0,sun,15.0,13.402757013484216,30.699931319511524
1000.0,345.0,annual,8.0,20.702413123653773,41.38418970676408
1000.0,345.0,annual,11.5,20.942312329585743,41.38418970676408
1000.0,345.0,annual,15.0,21.24388905527822,41.38418970676408
1000.0,345.0,june16,8.0,47.74070427135862,82.92514460523167
1000.0,345.0,june16,11.5,48.14168850047777,82.92514460523167
1000.0,345.0,june16,15.0,48.64476011590091,82.92514460523167
1000.0,345.0,dec16,8.0,2.8774943531511066,11.326913927693576
1000.0,345.0,dec16,11.5,2.9789150291020885,11.326913927693576
1000.0,345.0,dec16,15.0,3.1070760044243335,11.326913927693576
1000.0,345.0,annual_vesc528,8.0,5.410748792340077,16.010373658614206
1000.0,345.0,annual_vesc528,11.5,5.536917765900929,16.010373658614206
1000.0,345.0,annual_vesc528,15.0,5.6961163898206335,16.010373658614206
1000.0,345.0,annual_vesc560,8.0,51.75670945049728,84.15473544097446
1000.0,345.0,annual_vesc560,11.5,52.121834267891856,84.15473544097446
1000.0,345.0,annual_vesc560,15.0,52.57964575939716,84.15473544097446
1000.0,347.5,sun,8.0,8.903330182568991,24.05944115089135
1000.0,347.5,sun,11.5,9.082753540415125,24.05944115089135
1000.0,347.5,sun,15.0,9.308578559513267,24.05944115089135
1000.0,347.5,annual,8.0,15.181322271993363,33.03646712223552
1000.0,347.5,annual,11.5,15.390052698503677,33.03646712223552
1000.0,347.5,annual,15.0,15.652444208303073,33.03646712223552
1000.0,347.5,june16,8.0,36.27984331784976,67.33150315093101
1000.0,347.5,june16,11.5,36.63697464811608,67.33150315093101
1000.0,347.5,june16,15.0,37.08504651417194,67.33150315093101
1000.0,347.5,dec16,8.0,1.7769214674535772,8.59873220054289
1000.0,347.5,dec16,11.5,1.8593324652016092,8.59873220054289
1000.0,347.5,dec16,15.0,1.9634681201784074,8.59873220054289
1000.0,347.5,annual_vesc528,8.0,3.594926451448472,12.284297820268362
1000.0,347.5,annual_vesc528,11.5,3.699046080484837,12.284297820268362
1000.0,347.5,annual_vesc528,15.0,3.8303719859866465,12.284297820268362
1000.0,347.5,annual_vesc560,8.0,40.50251431425782,69.26309760350779
1000.0,347.5,annual_vesc560,11.5,40.829626846163144,69.26309760350779
1000.0,347.5,annual_vesc560,15.0,41.23977416426383,69.26309760350779
1000.0,350.0,sun,8.0,5.973605676436054,18.865700566882612
1000.0,350.0,sun,11.5,6.126472334437835,18.865700566882612
1000.0,350.0,sun,15.0,6.3193179809298305,18.865700566882612
1000.0,350.0,annual,8.0,10.943764293846408,26.338821777889457
1000.0,350.0,annual,11.5,11.124193774548116,26.338821777889457
1000.0,350.0,annual,15.0,11.351456840098693,26.338821777889457
1000.0,350.0,june16,8.0,27.09379676083051,54.4920878938711
1000.0,350.0,june16,11.5,27.410466084092008,54.4920878938711
1000.0,350.0,june16,15.0,27.808426453836216,54.4920878938711
1000.0,350.0,dec16,8.0,1.08928141732747,6.545124186221974
1000.0,350.0,dec16,11.5,1.1550488201432927,6.545124186221974
1000.0,350.0,dec16,15.0,1.2384183857494984,6.545124186221974
1000.0,350.0,annual_vesc528,8.0,2.340215278315328,9.433520520763206
1000.0,350.0,annual_vesc528,11.5,2.4251147275668545,9.433520520763206
1000.0,350.0,annual_vesc528,15.0,2.5324727143207686,9.433520520763206
1000.0,350.0,annual_vesc560,8.0,31.28145450912271,56.81884642667051
1000.0,350.0,annual_vesc560,11.5,31.573449869039862,56.81884642667051
1000.0,350.0,annual_vesc560,15.0,31.94011471040582,56.81884642667051
1000.0,352.5,sun,8.0,3.9232420929281937,14.762296795903607
1000.0,352.5,sun,11.5,4.052166922157349,14.762296795903607
1000.0,352.5,sun,15.0,4.215102099271425,14.762296795903607
1000.0,352.5,annual,8.0,7.767727022632301,20.924574322724816
1000.0,352.5,annual,11.5,7.922537105257691,20.924574322724816
1000.0,352.5,annual,15.0,8.117816069849816,20.924574322724816
1000.0,352.5,june16,8.0,19.89342710687047,43.92176106964124
1000.0,352.5,june16,11.5,20.172780093688104,43.92176106964124
1000.0,352.5,june16,15.0,20.52429818493409,43.92176106964124
1000.0,352.5,dec16,8.0,0.6694910468790717,4.926100479079876
1000.0,352.5,dec16,11.5,0.7208515159403959,4.926100479079876
1000.0,352.5,dec16,15.0,0.7860963449947637,4.926100479079876
1000.0,352.5,annual_vesc528,8.0,1.4982264702382122,7.197070228300998
1000.0,352.5,annual_vesc528,11.5,1.5665482596355313,7.197070228300998
1000.0,352.5,annual_vesc528,15.0,1.6530845028315082,7.197070228300998
1000.0,352.5,annual_vesc560,8.0,23.859641148815946,46.41906988310113
1000.0,352.5,annual_vesc560,11.5,24.11919907825504,46.41906988310113
1000.0,352.5,annual_vesc560,15.0,24.44550628900296,46.41906988310113
1000.0,355.0,sun,8.0,2.519949567794516,11.674993054662128
1000.0,355.0,sun,11.5,2.6269392299789507,11.674993054662128
1000.0,355.0,sun,15.0,2.762555611588231,11.674993054662128
1000.0,355.0,annual,8.0,5.405258497879415,16.74540144524298
1000.0,355.0,annual,11.5,5.5364877158254115,16.74540144524298
1000.0,355.0,annual,15.0,5.702421818074484,16.74540144524298
1000.0,355.0,june16,8.0,14.284746629482433,35.61283327624635
1000.0,355.0,june16,11.5,14.529042039981274,35.61283327624635
1000.0,355.0,june16,15.0,14.837079219848015,35.61283327624635
1000.0,355.0,dec16,8.0,0.4176755963758234,3.691777473022815
1000.0,355.0,dec16,11.5,0.4564569497924671,3.691777473022815
1000.0,355.0,dec16,15.0,0.505910546179364,3.691777473022815
1000.0,355.0,annual_vesc528,8.0,0.9453181177525872,5.521465256045875
1000.0,355.0,annual_vesc528,11.5,0.9991888077311543,5.521465256045875
1000.0,355.0,annual_vesc528,15.0,1.0676418637350005,5.521465256045875
1000.0,355.0,annual_vesc560,8.0,17.832797245111887,38.02268834039317
1000.0,355.0,annual_vesc560,11.5,18.06182638296049,38.02268834039317
1000.0,355.0,annual_vesc560,15.0,18.350283567525537,38.02268834039317
1000.0,357.5,sun,8.0,1.5981550261540531,9.132268869737988
1000.0,357.5,sun,11.5,1.685692205199634,9.132268869737988
1000.0,357.5,sun,15.0,1.7969916016950638,9.132268869737988
1000.0,357.5,annual,8.0,3.7115026783425287,13.269612172869856
1000.0,357.5,annual,11.5,3.821699932116301,13.269612172869856
1000.0,357.5,annual,15.0,3.961373170507648,13.269612172869856
1000.0,357.5,june16,8.0,10.100123503186172,28.642946446348702
1000.0,357.5,june16,11.5,10.312367600262455,28.642946446348702
1000.0,357.5,june16,15.0,10.580560426145162,28.642946446348702
1000.0,357.5,dec16,8.0,0.26586810444657044,2.6844599368468587
1000.0,357.5,dec16,11.5,0.29418210528999134,2.6844599368468587
1000.0,357.5,dec16,15.0,0.33040712249616777,2.6844599368468587
1000.0,357.5,annual_vesc528,8.0,0.5931740038328098,4.174261723964089
1000.0,357.5,annual_vesc528,11.5,0.6349637264160923,4.174261723964089
1000.0,357.5,annual_vesc528,15.0,0.6882270052196787,4.174261723964089
1000.0,357.5,annual_vesc560,8.0,13.233470430704394,30.952782940390314
1000.0,357.5,annual_vesc560,11.5,13.434525799851983,30.952782940390314
1000.0,357.5,annual_vesc560,15.0,13.688223969612197,30.952782940390314
1000.0,360.0,sun,8.0,1.0092258878627625,6.964113927951426
1000.0,360.0,sun,11.5,1.080033122240659,6.964113927951426
1000.0,360.0,sun,15.0,1.1701210181322557,6.964113927951426
1000.0,360.0,annual,8.0,2.499019073639034,10.287074089223504
1000.0,360.0,annual,11.5,2.5910061155779913,10.287074089223504
1000.0,360.0,annual,15.0,2.707628596881046,10.287074089223504
1000.0,360.0,june16,8.0,6.9674195952393205,22.611628291436812
1000.0,360.0,june16,11.5,7.151114212140969,22.611628291436812
1000.0,360.0,june16,15.0,7.383337833323924,22.611628291436812
1000.0,360.0,dec16,8.0,0.16979799466412257,1.8412012523008923
1000.0,360.0,dec16,11.5,0.1898188773404235,1.8412012523008923
1000.0,360.0,dec16,15.0,0.2154103998622517,1.8412012523008923
1000.0,360.0,annual_vesc528,8.0,0.3727021417724379,3.054990875506936
1000.0,360.0,annual_vesc528,11.5,0.40471728201695845,3.054990875506936
1000.0,360.0,annual_vesc528,15.0,0.44552042279044773,3.054990875506936
1000.0,360.0,annual_vesc560,8.0,9.590173890978743,24.707499876335195
1000.0,360.0,annual_vesc560,11.5,9.766245752058445,24.707499876335195
1000.0,360.0,annual_vesc560,15.0,9.988483579229491,24.707499876335195
1000.0,362.5,sun,8.0,0.6426448606415794,5.343919539094106
1000.0,362.5,sun,11.5,0.6984742587169775,5.343919539094106
1000.0,362.5,sun,15.0,0.7697675573706132,5.343919539094106
1000.0,362.5,annual,8.0,1.6519338982228131,8.045845288967154
1000.0,362.5,annual,11.5,1.7274887435910833,8.045845288967154
1000.0,362.5,annual,15.0,1.823548131018978,8.045845288967154
1000.0,362.5,june16,8.0,4.688317847788739,18.037477996243094
1000.0,362.5,june16,11.5,4.845398081212893,18.037477996243094
1000.0,362.5,june16,15.0,5.044498431152683,18.037477996243094
1000.0,362.5,dec16,8.0,0.1055866253836772,1.222049263010921
1000.0,362.5,dec16,11.5,0.11894845974641167,1.222049263010921
1000.0,362.5,dec16,15.0,0.13608381179720158,1.222049263010921
1000.0,362.5,annual_vesc528,8.0,0.23593244789563095,2.2337069428147704
1000.0,362.5,annual_vesc528,11.5,0.2597105663384045,2.2337069428147704
1000.0,362.5,annual_vesc528,15.0,0.2901326941738539,2.2337069428147704
1000.0,362.5,annual_vesc560,8.0,6.75522977947728,19.82326410507988
1000.0,362.5,annual_vesc560,11.5,6.907939810955029,19.82326410507988
1000.0,362.5,annual_vesc560,15.0,7.101122506790546,19.82326410507988
1000.0,365.0,sun,8.0,0.41703373368547975,4.13104927953875
1000.0,365.0,sun,11.5,0.4599641957033839,4.13104927953875
1000.0,365.0,sun,15.0,0.5149642232400955,4.13104927953875
1000.0,365.0,annual,8.0,1.0798418491986703,6.390548307815525
1000.0,365.0,annual,11.5,1.1410862927374799,6.390548307815525
1000.0,365.0,annual,15.0,1.2191474486407454,6.390548307815525
1000.0,365.0,june16,8.0,3.103688429744706,14.66010672549531
1000.0,365.0,june16,11.5,3.2366565316636415,14.66010672549531
1000.0,365.0,june16,15.0,3.4056023404330094,14.66010672549531
1000.0,365.0,dec16,8.0,0.06204105295780284,0.7843274230735255
1000.0,365.0,dec16,11.5,0.07045136759337574,0.7843274230735255
1000.0,365.0,dec16,15.0,0.08127808633838553,0.7843274230735255
1000.0,365.0,annual_vesc528,8.0,0.15088833236777924,1.6361313623832139
1000.0,365.0,annual_vesc528,11.5,0.16809355890942693,1.6361313623832139
1000.0,365.0,annual_vesc528,15.0,0.19016995613554785,1.6361313623832139
1000.0,365.0,annual_vesc560,8.0,4.7166196868315,16.204556761121907
1000.0,365.0,annual_vesc560,11.5,4.848083330741296,16.204556761121907
1000.0,365.0,annual_vesc560,15.0,5.014718252760371,16.204556761121907
1000.0,367.5,sun,8.0,0.2755658325398475,3.067197850023272
1000.0,367.5,sun,11.5,0.3075663784277981,3.067197850023272
1000.0,367.5,sun,15.0,0.3487273127853808,3.067197850023272
1000.0,367.5,annual,8.0,0.699593815973576,4.961566427765212
1000.0,367.5,annual,11.5,0.7485134623957777,4.961566427765212
1000.0,367.5,annual,15.0,0.8110661918211611,4.961566427765212
1000.0,367.5,june16,8.0,2.0219474735428404,11.715013932049374
1000.0,367.5,june16,11.5,2.1332021249071484,11.715013932049374
1000.0,367.5,june16,15.0,2.274990629975874,11.715013932049374
1000.0,367.5,dec16,8.0,0.03400611097436525,0.46252065172181495
1000.0,367.5,dec16,11.5,0.03891806681915294,0.46252065172181495
1000.0,367.5,dec16,15.0,0.04528018711643555,0.46252065172181495
1000.0,367.5,annual_vesc528,8.0,0.09671541523213968,1.1471594384938408
1000.0,367.5,annual_vesc528,11.5,0.10874724232307906,1.1471594384938408
1000.0,367.5,annual_vesc528,15.0,0.12425514097635905,1.1471594384938408
1000.0,367.5,annual_vesc560,8.0,3.1991936916874266,13.014700903574942
1000.0,367.5,annual_vesc560,11.5,3.3114385935072614,13.014700903574942
1000.0,367.5,annual_vesc560,15.0,3.4540621507015374,13.014700903574942
1000.0,370.0,sun,8.0,0.182118816900148,2.207373334315554
1000.0,370.0,sun,11.5,0.2052984285092442,2.207373334315554
1000.0,370.0,sun,15.0,0.23511183873442468,2.207373334315554
1000.0,370.0,annual,8.0,0.45283552903849433,3.8231970641706954
1000.0,370.0,annual,11.5,0.49152900197549976,3.8231970641706954
1000.0,370.0,annual,15.0,0.5410274879544316,3.8231970641706954
1000.0,370.0,june16,8.0,1.3086765736384007,9.339591255634073
1000.0,370.0,june16,11.5,1.400914051596944,9.339591255634073
1000.0,370.0,june16,15.0,1.5185884533176215,9.339591255634073
1000.0,370.0,dec16,8.0,0.016226392020406932,0.25430111862923704
1000.0,370.0,dec16,11.5,0.01901946278238266,0.25430111862923704
1000.0,370.0,dec16,15.0,0.022607869727600184,0.25430111862923704
1000.0,370.0,annual_vesc528,8.0,0.06075271470230873,0.7755520938825271
1000.0,370.0,annual_vesc528,11.5,0.0689386496682799,0.7755520938825271
1000.0,370.0,annual_vesc528,15.0,0.07947740399927702,0.7755520938825271
1000.0,370.0,annual_vesc560,8.0,2.1300659679427993,10.448484709577395
1000.0,370.0,annual_vesc560,11.5,2.225381833160495,10.448484709577395
1000.0,370.0,annual_vesc560,15.0,2.3465705477273593,10.448484709577395
1000.0,372.5,sun,8.0,0.11649022753238808,1.4889400808694915
1000.0,372.5,sun,11.5,0.13249448352766693,1.4889400808694915
1000.0,372.5,sun,15.0,0.1531015404390165,1.4889400808694915
1000.0,372.5,annual,8.0,0.29419299363381296,2.8549390429139563
1000.0,372.5,annual,11.5,0.3241866198742886,2.8549390429139563
1000.0,372.5,annual,15.0,0.3626121418575694,2.8549390429139563
1000.0,372.5,june16,8.0,0.8513094367224765,7.263862133359114
1000.0,372.5,june16,11.5,0.9264830578156458,7.263862133359114
1000.0,372.5,june16,15.0,1.0225637709804676,7.263862133359114
1000.0,372.5,dec16,8.0,0.005916106657468001,0.12371270834529889
1000.0,372.5,dec16,11.5,0.007324212930026172,0.12371270834529889
1000.0,372.5,dec16,15.0,0.009144064488165217,0.12371270834529889
1000.0,372.5,annual_vesc528,8.0,0.036259463976916075,0.4895569526310995
1000.0,372.5,annual_vesc528,11.5,0.04154969679619249,0.4895569526310995
1000.0,372.5,annual_vesc528,15.0,0.04836923309565799,0.4895569526310995
1000.0,372.5,annual_vesc560,8.0,1.3826729147337997,8.21473831223496
