vmin_kms,eta_std_june16,eta_std_annual,eta_vesc500_june16,eta_vesc500_annual,eta_vesc528_june16,eta_vesc528_annual,eta_vesc560_june16,eta_vesc560_annual,eta_vesc600_june16,eta_vesc600_annual,eta_v0_220_june16,eta_v0_220_annual,eta_v0_250_june16,eta_v0_250_annual,eta_king1_june16,eta_king1_annual,eta_king2_june16,eta_king2_annual,eta_king3_june16,eta_king3_annual,eta_shmpp_june16,eta_shmpp_annual,eta_shmpp_iso_june16,eta_shmpp_iso_annual,eta_shmpp_evans_june16,eta_shmpp_evans_annual,eta_env_low_june16,eta_env_low_annual,eta_env_high_june16,eta_env_high_annual,eta_std_dec16,eta_std_wimpydd_june16,eta_std_wimpydd_annual
6.410000e+02,3.877196e-05,3.180012e-05,3.049526e-05,2.383212e-05,3.618260e-05,2.928000e-05,4.091998e-05,3.390872e-05,4.467040e-05,3.763047e-05,1.897882e-05,1.503021e-05,5.663146e-05,4.735741e-05,2.818042e-05,2.214186e-05,2.060486e-06,1.396270e-06,1.441249e-07,8.497965e-08,3.179420e-05,2.611777e-05,5.838746e-05,4.928390e-05,2.449382e-05,1.965708e-05,1.003033e-08,4.979574e-09,6.525331e-05,5.593057e-05,2.515419e-05,3.894910e-05,3.195357e-05
6.415000e+02,3.841976e-05,3.149510e-05,3.016800e-05,2.355461e-05,3.583732e-05,2.898263e-05,4.056262e-05,3.359800e-05,4.430534e-05,3.731120e-05,1.877702e-05,1.486135e-05,5.616481e-05,4.694558e-05,2.788017e-05,2.188994e-05,2.025555e-06,1.371399e-06,1.407202e-07,8.289087e-08,3.149284e-05,2.585694e-05,5.792244e-05,4.886761e-05,2.424321e-05,1.944303e-05,9.701484e-09,4.807034e-09,6.477039e-05,5.550041e-05,2.489520e-05,3.859565e-05,3.164742e-05
6.420000e+02,3.807004e-05,3.119235e-05,2.984326e-05,2.327941e-05,3.549453e-05,2.868753e-05,4.020774e-05,3.328953e-05,4.394273e-05,3.699417e-05,1.857695e-05,1.469400e-05,5.570109e-05,4.653645e-05,2.758237e-05,2.164021e-05,1.991143e-06,1.346915e-06,1.373893e-07,8.084922e-08,3.119386e-05,2.559826e-05,5.746014e-05,4.845388e-05,2.399469e-05,1.923086e-05,9.382389e-09,4.639901e-09,6.429034e-05,5.507291e-05,2.463823e-05,3.824469e-05,3.134354e-05
6.425000e+02,3.772280e-05,3.089184e-05,2.952105e-05,2.300649e-05,3.515424e-05,2.839469e-05,3.985533e-05,3.298330e-05,4.358258e-05,3.667936e-05,1.837859e-05,1.452814e-05,5.524027e-05,4.613002e-05,2.728700e-05,2.139266e-05,1.957241e-06,1.322814e-06,1.341307e-07,7.885371e-08,3.089725e-05,2.534170e-05,5.700055e-05,4.804268e-05,2.374824e-05,1.902053e-05,9.072786e-09,4.478022e-09,6.381316e-05,5.464807e-05,2.438329e-05,3.789622e-05,3.104191e-05
6.430000e+02,3.737802e-05,3.059357e-05,2.920134e-05,2.273584e-05,3.481641e-05,2.810409e-05,3.950536e-05,3.267930e-05,4.322487e-05,3.636677e-05,1.818194e-05,1.436378e-05,5.478234e-05,4.572627e-05,2.699404e-05,2.114728e-05,1.923845e-06,1.299089e-06,1.309430e-07,7.690341e-08,3.060300e-05,2.508726e-05,5.654365e-05,4.763401e-05,2.350385e-05,1.881204e-05,8.772421e-09,4.321247e-09,6.333882e-05,5.422586e-05,2.413036e-05,3.755021e-05,3.074252e-05
6.435000e+02,3.703569e-05,3.029752e-05,2.888412e-05,2.246745e-05,3.448105e-05,2.781573e-05,3.915784e-05,3.237751e-05,4.286958e-05,3.605637e-05,1.798698e-05,1.420090e-05,5.432730e-05,4.532518e-05,2.670350e-05,2.090404e-05,1.890947e-06,1.275736e-06,1.278248e-07,7.499737e-08,3.031108e-05,2.483491e-05,5.608944e-05,4.722785e-05,2.326150e-05,1.860537e-05,8.481046e-09,4.169433e-09,6.286733e-05,5.380629e-05,2.387942e-05,3.720665e-05,3.044536e-05
6.440000e+02,3.669580e-05,3.000368e-05,2.856938e-05,2.220131e-05,3.414814e-05,2.752959e-05,3.881274e-05,3.207792e-05,4.251670e-05,3.574817e-05,1.779370e-05,1.403949e-05,5.387512e-05,4.492675e-05,2.641534e-05,2.066295e-05,1.858541e-06,1.252750e-06,1.247748e-07,7.313467e-08,3.002149e-05,2.458465e-05,5.563791e-05,4.682419e-05,2.302118e-05,1.840052e-05,8.198418e-09,4.022437e-09,6.239866e-05,5.338933e-05,2.363047e-05,3.686554e-05,3.015042e-05
6.445000e+02,3.635833e-05,2.971204e-05,2.825710e-05,2.193741e-05,3.381766e-05,2.724566e-05,3.847006e-05,3.178052e-05,4.216623e-05,3.544214e-05,1.760209e-05,1.387954e-05,5.342579e-05,4.453097e-05,2.612956e-05,2.042397e-05,1.826620e-06,1.230126e-06,1.217915e-07,7.131442e-08,2.973420e-05,2.433646e-05,5.518903e-05,4.642303e-05,2.278287e-05,1.819746e-05,7.924300e-09,3.880123e-09,6.193280e-05,5.297498e-05,2.338349e-05,3.652686e-05,2.985768e-05
6.450000e+02,3.602327e-05,2.942258e-05,2.794728e-05,2.167573e-05,3.348960e-05,2.696392e-05,3.812978e-05,3.148530e-05,4.181813e-05,3.513828e-05,1.741214e-05,1.372104e-05,5.297931e-05,4.413781e-05,2.584615e-05,2.018711e-05,1.795179e-06,1.207858e-06,1.188736e-07,6.953574e-08,2.944920e-05,2.409032e-05,5.474281e-05,4.602435e-05,2.254655e-05,1.799619e-05,7.658462e-09,3.742356e-09,6.146975e-05,5.256322e-05,2.313847e-05,3.619060e-05,2.956713e-05
6.455000e+02,3.569060e-05,2.913530e-05,2.763989e-05,2.141625e-05,3.316395e-05,2.668437e-05,3.779188e-05,3.119225e-05,4.147242e-05,3.483656e-05,1.722383e-05,1.356397e-05,5.253565e-05,4.374727e-05,2.556508e-05,1.995234e-05,1.764211e-06,1.185943e-06,1.160198e-07,6.779776e-08,2.916648e-05,2.384622e-05,5.429923e-05,4.562814e-05,2.231222e-05,1.779668e-05,7.400678e-09,3.609005e-09,6.100948e-05,5.215403e-05,2.289540e-05,3.585674e-05,2.927876e-05
6.460000e+02,3.536032e-05,2.885018e-05,2.733493e-05,2.115898e-05,3.284070e-05,2.640699e-05,3.745636e-05,3.090134e-05,4.112906e-05,3.453699e-05,1.703715e-05,1.340833e-05,5.209481e-05,4.335933e-05,2.528635e-05,1.971966e-05,1.733709e-06,1.164375e-06,1.132289e-07,6.609962e-08,2.888601e-05,2.360415e-05,5.385828e-05,4.523439e-05,2.207986e-05,1.759893e-05,7.150728e-09,3.479943e-09,6.055198e-05,5.174742e-05,2.265427e-05,3.552526e-05,2.899256e-05
6.465000e+02,3.503242e-05,2.856720e-05,2.703237e-05,2.090389e-05,3.251983e-05,2.613176e-05,3.712320e-05,3.061258e-05,4.078805e-05,3.423954e-05,1.685210e-05,1.325411e-05,5.165677e-05,4.297399e-05,2.500994e-05,1.948904e-05,1.703669e-06,1.143150e-06,1.104996e-07,6.444050e-08,2.860779e-05,2.336410e-05,5.341994e-05,4.484309e-05,2.184945e-05,1.740293e-05,6.908399e-09,3.355047e-09,6.009725e-05,5.134336e-05,2.241507e-05,3.519617e-05,2.870851e-05
6.470000e+02,3.470687e-05,2.828636e-05,2.673222e-05,2.065098e-05,3.220133e-05,2.585869e-05,3.679239e-05,3.032594e-05,4.044937e-05,3.394421e-05,1.666866e-05,1.310130e-05,5.122152e-05,4.259122e-05,2.473584e-05,1.926049e-05,1.674083e-06,1.122262e-06,1.078306e-07,6.281958e-08,2.833181e-05,2.312604e-05,5.298421e-05,4.445423e-05,2.162098e-05,1.720866e-05,6.673480e-09,3.234195e-09,5.964526e-05,5.094184e-05,2.217778e-05,3.486944e-05,2.842660e-05
6.475000e+02,3.438366e-05,2.800765e-05,2.643446e-05,2.040022e-05,3.188519e-05,2.558775e-05,3.646392e-05,3.004142e-05,4.011302e-05,3.365098e-05,1.648682e-05,1.294988e-05,5.078905e-05,4.221103e-05,2.446403e-05,1.903398e-05,1.644947e-06,1.101708e-06,1.052207e-07,6.123605e-08,2.805803e-05,2.288996e-05,5.255107e-05,4.406779e-05,2.139443e-05,1.701610e-05,6.445768e-09,3.117269e-09,5.919601e-05,5.054285e-05,2.194239e-05,3.454507e-05,2.814683e-05
6.480000e+02,3.406279e-05,2.773105e-05,2.613906e-05,2.015161e-05,3.157139e-05,2.531893e-05,3.613777e-05,2.975900e-05,3.977898e-05,3.335985e-05,1.630657e-05,1.279985e-05,5.035935e-05,4.183338e-05,2.419450e-05,1.880950e-05,1.616253e-06,1.081482e-06,1.026687e-07,5.968912e-08,2.778645e-05,2.265586e-05,5.212052e-05,4.368377e-05,2.116980e-05,1.682525e-05,6.225065e-09,3.004156e-09,5.874949e-05,5.014638e-05,2.170890e-05,3.422303e-05,2.786917e-05
6.485000e+02,3.374424e-05,2.745655e-05,2.584603e-05,1.990514e-05,3.125992e-05,2.505222e-05,3.581394e-05,2.947868e-05,3.944723e-05,3.307079e-05,1.612790e-05,1.265120e-05,4.993239e-05,4.145829e-05,2.392725e-05,1.858705e-05,1.587997e-06,1.061580e-06,1.001735e-07,5.817803e-08,2.751706e-05,2.242371e-05,5.169255e-05,4.330216e-05,2.094705e-05,1.663609e-05,6.011176e-09,2.894743e-09,5.830568e-05,4.975241e-05,2.147729e-05,3.390332e-05,2.759362e-05
6.490000e+02,3.342800e-05,2.718414e-05,2.555534e-05,1.966080e-05,3.095078e-05,2.478762e-05,3.549240e-05,2.920044e-05,3.911777e-05,3.278380e-05,1.595079e-05,1.250391e-05,4.950818e-05,4.108572e-05,2.366224e-05,1.836659e-05,1.560172e-06,1.041998e-06,9.773393e-08,5.670202e-08,2.724983e-05,2.219350e-05,5.126713e-05,4.292294e-05,2.072620e-05,1.644861e-05,5.803911e-09,2.788922e-09,5.786457e-05,4.936094e-05,2.124754e-05,3.358592e-05,2.732017e-05
6.495000e+02,3.311405e-05,2.691380e-05,2.526699e-05,1.941856e-05,3.064394e-05,2.452509e-05,3.517315e-05,2.892426e-05,3.879059e-05,3.249887e-05,1.577524e-05,1.235798e-05,4.908669e-05,4.071567e-05,2.339948e-05,1.814814e-05,1.532773e-06,1.022731e-06,9.534880e-08,5.526034e-08,2.698476e-05,2.196523e-05,5.084426e-05,4.254611e-05,2.050720e-05,1.626279e-05,5.603088e-09,2.686588e-09,5.742615e-05,4.897195e-05,2.101966e-05,3.327083e-05,2.704879e-05
6.500000e+02,3.280238e-05,2.664553e-05,2.498096e-05,1.917843e-05,3.033939e-05,2.426465e-05,3.485617e-05,2.865014e-05,3.846566e-05,3.221598e-05,1.560124e-05,1.221340e-05,4.866792e-05,4.034813e-05,2.313894e-05,1.793166e-05,1.505794e-06,1.003775e-06,9.301704e-08,5.385226e-08,2.672182e-05,2.173887e-05,5.042394e-05,4.217165e-05,2.029007e-05,1.607863e-05,5.408525e-09,2.587636e-09,5.699040e-05,4.858543e-05,2.079362e-05,3.295802e-05,2.677949e-05
6.505000e+02,3.249299e-05,2.637931e-05,2.469724e-05,1.894038e-05,3.003712e-05,2.400626e-05,3.454146e-05,2.837807e-05,3.814298e-05,3.193512e-05,1.542877e-05,1.207015e-05,4.825185e-05,3.998308e-05,2.288062e-05,1.771715e-05,1.479230e-06,9.851250e-07,9.073755e-08,5.247707e-08,2.646101e-05,2.151441e-05,5.000614e-05,4.179955e-05,2.007477e-05,1.589611e-05,5.220047e-09,2.491967e-09,5.655732e-05,4.820137e-05,2.056942e-05,3.264750e-05,2.651225e-05
6.510000e+02,3.218585e-05,2.611513e-05,2.441582e-05,1.870441e-05,2.973713e-05,2.374993e-05,3.422899e-05,2.810803e-05,3.782254e-05,3.165628e-05,1.525782e-05,1.192823e-05,4.783848e-05,3.962051e-05,2.262450e-05,1.750460e-05,1.453075e-06,9.667775e-07,8.850927e-08,5.113408e-08,2.620231e-05,2.129183e-05,4.959086e-05,4.142981e-05,1.986130e-05,1.571522e-05,5.037484e-09,2.399483e-09,5.612688e-05,4.781975e-05,2.034704e-05,3.233923e-05,2.624705e-05
6.515000e+02,3.188096e-05,2.585298e-05,2.413668e-05,1.847050e-05,2.943939e-05,2.349563e-05,3.391877e-05,2.784001e-05,3.750432e-05,3.137946e-05,1.508838e-05,1.178762e-05,4.742777e-05,3.926041e-05,2.237057e-05,1.729399e-05,1.427324e-06,9.487280e-07,8.633114e-08,4.982258e-08,2.594570e-05,2.107114e-05,4.917809e-05,4.106241e-05,1.964964e-05,1.553595e-05,4.860669e-09,2.310090e-09,5.569909e-05,4.744057e-05,2.012648e-05,3.203322e-05,2.598388e-05
6.520000e+02,3.157830e-05,2.559285e-05,2.385981e-05,1.823865e-05,2.914390e-05,2.324336e-05,3.361076e-05,2.757400e-05,3.718831e-05,3.110463e-05,1.492045e-05,1.164833e-05,4.701974e-05,3.890277e-05,2.211881e-05,1.708531e-05,1.401972e-06,9.309724e-07,8.420215e-08,4.854191e-08,2.569116e-05,2.085230e-05,4.876781e-05,4.069734e-05,1.943978e-05,1.535828e-05,4.689439e-09,2.223694e-09,5.527392e-05,4.706381e-05,1.990772e-05,3.172945e-05,2.572274e-05
6.525000e+02,3.127787e-05,2.533472e-05,2.358520e-05,1.800883e-05,2.885063e-05,2.299311e-05,3.330497e-05,2.730999e-05,3.687450e-05,3.083178e-05,1.475401e-05,1.151033e-05,4.661435e-05,3.854758e-05,2.186921e-05,1.687855e-05,1.377012e-06,9.135065e-07,8.212127e-08,4.729141e-08,2.543870e-05,2.063531e-05,4.836002e-05,4.033459e-05,1.923171e-05,1.518220e-05,4.523636e-09,2.140205e-09,5.485136e-05,4.668946e-05,1.969075e-05,3.142790e-05,2.546362e-05
6.530000e+02,3.097964e-05,2.507859e-05,2.331284e-05,1.778104e-05,2.855959e-05,2.274486e-05,3.300138e-05,2.704796e-05,3.656288e-05,3.056092e-05,1.458905e-05,1.137362e-05,4.621161e-05,3.819482e-05,2.162176e-05,1.667369e-05,1.352440e-06,8.963262e-07,8.008752e-08,4.607043e-08,2.518828e-05,2.042016e-05,4.795471e-05,3.997416e-05,1.902541e-05,1.500770e-05,4.363106e-09,2.059536e-09,5.443141e-05,4.631751e-05,1.947556e-05,3.112857e-05,2.520649e-05
6.535000e+02,3.068361e-05,2.482444e-05,2.304271e-05,1.755527e-05,2.827076e-05,2.249861e-05,3.269998e-05,2.678792e-05,3.625343e-05,3.029201e-05,1.442556e-05,1.123819e-05,4.581149e-05,3.784448e-05,2.137644e-05,1.647073e-05,1.328251e-06,8.794275e-07,7.809992e-08,4.487833e-08,2.493989e-05,2.020683e-05,4.755185e-05,3.961602e-05,1.882087e-05,1.483477e-05,4.207699e-09,1.981602e-09,5.401405e-05,4.594795e-05,1.926214e-05,3.083144e-05,2.495135e-05
6.540000e+02,3.038976e-05,2.457226e-05,2.277480e-05,1.733151e-05,2.798411e-05,2.225434e-05,3.240075e-05,2.652983e-05,3.594615e-05,3.002505e-05,1.426353e-05,1.110403e-05,4.541399e-05,3.749656e-05,2.113325e-05,1.626965e-05,1.304439e-06,8.628064e-07,7.615753e-08,4.371449e-08,2.469353e-05,1.999530e-05,4.715145e-05,3.926018e-05,1.861808e-05,1.466339e-05,4.057268e-09,1.906320e-09,5.359926e-05,4.558076e-05,1.905048e-05,3.053650e-05,2.469818e-05
6.545000e+02,3.009809e-05,2.432204e-05,2.250911e-05,1.710973e-05,2.769966e-05,2.201203e-05,3.210369e-05,2.627369e-05,3.564102e-05,2.976004e-05,1.410295e-05,1.097113e-05,4.501910e-05,3.715103e-05,2.089216e-05,1.607043e-05,1.280999e-06,8.464590e-07,7.425939e-08,4.257829e-08,2.444917e-05,1.978557e-05,4.675349e-05,3.890661e-05,1.841701e-05,1.449356e-05,3.911669e-09,1.833609e-09,5.318704e-05,4.521593e-05,1.884057e-05,3.024374e-05,2.444699e-05
6.550000e+02,2.980857e-05,2.407377e-05,2.224561e-05,1.688994e-05,2.741737e-05,2.177168e-05,3.180878e-05,2.601950e-05,3.533802e-05,2.949696e-05,1.394381e-05,1.083947e-05,4.462679e-05,3.680788e-05,2.065317e-05,1.587308e-05,1.257927e-06,8.303815e-07,7.240459e-08,4.146915e-08,2.420681e-05,1.957762e-05,4.635797e-05,3.855531e-05,1.821767e-05,1.432526e-05,3.770765e-09,1.763390e-09,5.277738e-05,4.485345e-05,1.863240e-05,2.995315e-05,2.419774e-05
6.555000e+02,2.952121e-05,2.382744e-05,2.198429e-05,1.667212e-05,2.713724e-05,2.153328e-05,3.151601e-05,2.576724e-05,3.503716e-05,2.923579e-05,1.378610e-05,1.070906e-05,4.423707e-05,3.646712e-05,2.041627e-05,1.567757e-05,1.235218e-06,8.145700e-07,7.059224e-08,4.038647e-08,2.396642e-05,1.937144e-05,4.596486e-05,3.820628e-05,1.802004e-05,1.415849e-05,3.634419e-09,1.695587e-09,5.237025e-05,4.449332e-05,1.842595e-05,2.966471e-05,2.395044e-05
6.560000e+02,2.923598e-05,2.358303e-05,2.172515e-05,1.645626e-05,2.685926e-05,2.129682e-05,3.122537e-05,2.551689e-05,3.473840e-05,2.897653e-05,1.362980e-05,1.057988e-05,4.384991e-05,3.612871e-05,2.018143e-05,1.548389e-05,1.212866e-06,7.990206e-07,6.882144e-08,3.932967e-08,2.372799e-05,1.916702e-05,4.557417e-05,3.785949e-05,1.782410e-05,1.399322e-05,3.502500e-09,1.630127e-09,5.196566e-05,4.413551e-05,1.822122e-05,2.937841e-05,2.370507e-05
6.565000e+02,2.895287e-05,2.334053e-05,2.146817e-05,1.624234e-05,2.658342e-05,2.106227e-05,3.093684e-05,2.526845e-05,3.444176e-05,2.871916e-05,1.347492e-05,1.045193e-05,4.346531e-05,3.579266e-05,1.994866e-05,1.529202e-05,1.190867e-06,7.837297e-07,6.709132e-08,3.829820e-08,2.349151e-05,1.896434e-05,4.518587e-05,3.751494e-05,1.762984e-05,1.382945e-05,3.374879e-09,1.566935e-09,5.156358e-05,4.378002e-05,1.801820e-05,2.909424e-05,2.346162e-05
6.570000e+02,2.867188e-05,2.309994e-05,2.121333e-05,1.603037e-05,2.630969e-05,2.082964e-05,3.065042e-05,2.502191e-05,3.414720e-05,2.846368e-05,1.332143e-05,1.032519e-05,4.308325e-05,3.545894e-05,1.971792e-05,1.510197e-05,1.169215e-06,7.686936e-07,6.540104e-08,3.729149e-08,2.325697e-05,1.876339e-05,4.479996e-05,3.717262e-05,1.743726e-05,1.366716e-05,3.251430e-09,1.505943e-09,5.116401e-05,4.342684e-05,1.781687e-05,2.881220e-05,2.322008e-05
6.575000e+02,2.839298e-05,2.286125e-05,2.096064e-05,1.582031e-05,2.603808e-05,2.059892e-05,3.036609e-05,2.477725e-05,3.385472e-05,2.821007e-05,1.316933e-05,1.019965e-05,4.270372e-05,3.512755e-05,1.948922e-05,1.491372e-05,1.147907e-06,7.539085e-07,6.374976e-08,3.630901e-08,2.302435e-05,1.856416e-05,4.441644e-05,3.683252e-05,1.724632e-05,1.350635e-05,3.132032e-09,1.447082e-09,5.076693e-05,4.307594e-05,1.761722e-05,2.853225e-05,2.298044e-05
6.580000e+02,2.811618e-05,2.262443e-05,2.071007e-05,1.561217e-05,2.576857e-05,2.037008e-05,3.008384e-05,2.453447e-05,3.356431e-05,2.795833e-05,1.301861e-05,1.007531e-05,4.232671e-05,3.479848e-05,1.926254e-05,1.472724e-05,1.126937e-06,7.393710e-07,6.213666e-08,3.535023e-08,2.279364e-05,1.836663e-05,4.403528e-05,3.649463e-05,1.705704e-05,1.334701e-05,3.016566e-09,1.390285e-09,5.037234e-05,4.272734e-05,1.741926e-05,2.825441e-05,2.274268e-05
6.585000e+02,2.784145e-05,2.238948e-05,2.046161e-05,1.540593e-05,2.550114e-05,2.014312e-05,2.980366e-05,2.429355e-05,3.327596e-05,2.770844e-05,1.286926e-05,9.952150e-06,4.195221e-05,3.447171e-05,1.903787e-05,1.454254e-05,1.106301e-06,7.250774e-07,6.056092e-08,3.441462e-08,2.256482e-05,1.817080e-05,4.365648e-05,3.615894e-05,1.686939e-05,1.318911e-05,2.904916e-09,1.335488e-09,4.998021e-05,4.238100e-05,1.722295e-05,2.797864e-05,2.250680e-05
6.590000e+02,2.756879e-05,2.215639e-05,2.021525e-05,1.520158e-05,2.523579e-05,1.991803e-05,2.952554e-05,2.405448e-05,3.298965e-05,2.746038e-05,1.272127e-05,9.830171e-06,4.158020e-05,3.414724e-05,1.881519e-05,1.435960e-05,1.085994e-06,7.110242e-07,5.902178e-08,3.350167e-08,2.233788e-05,1.797665e-05,4.328002e-05,3.582543e-05,1.668335e-05,1.303266e-05,2.796969e-09,1.282628e-09,4.959055e-05,4.203692e-05,1.702830e-05,2.770495e-05,2.227278e-05
6.595000e+02,2.729819e-05,2.192515e-05,1.997098e-05,1.499911e-05,2.497251e-05,1.969479e-05,2.924947e-05,2.381725e-05,3.270538e-05,2.721416e-05,1.257462e-05,9.709361e-06,4.121067e-05,3.382504e-05,1.859450e-05,1.417841e-05,1.066012e-06,6.972079e-07,5.751844e-08,3.261088e-08,2.211280e-05,1.778416e-05,4.290590e-05,3.549411e-05,1.649893e-05,1.287764e-05,2.692617e-09,1.231645e-09,4.920333e-05,4.169509e-05,1.683529e-05,2.743332e-05,2.204061e-05
6.600000e+02,2.702962e-05,2.169574e-05,1.972879e-05,1.479850e-05,2.471127e-05,1.947340e-05,2.897543e-05,2.358185e-05,3.242313e-05,2.696975e-05,1.242931e-05,9.589711e-06,4.084362e-05,3.350512e-05,1.837577e-05,1.399895e-05,1.046350e-06,6.836252e-07,5.605015e-08,3.174177e-08,2.188958e-05,1.759333e-05,4.253411e-05,3.516495e-05,1.631610e-05,1.272404e-05,2.591751e-09,1.182477e-09,4.881855e-05,4.135549e-05,1.664391e-05,2.716373e-05,2.181029e-05
6.605000e+02,2.676309e-05,2.146816e-05,1.948866e-05,1.459976e-05,2.445208e-05,1.925385e-05,2.870341e-05,2.334827e-05,3.214289e-05,2.672715e-05,1.228534e-05,9.471212e-06,4.047903e-05,3.318745e-05,1.815900e-05,1.382122e-05,1.027004e-06,6.702725e-07,5.461617e-08,3.089385e-08,2.166819e-05,1.740415e-05,4.216464e-05,3.483795e-05,1.613485e-05,1.257184e-05,2.494268e-09,1.135069e-09,4.843619e-05,4.101812e-05,1.645416e-05,2.689618e-05,2.158180e-05
6.610000e+02,2.649857e-05,2.124240e-05,1.925059e-05,1.440286e-05,2.419492e-05,1.903612e-05,2.843340e-05,2.311650e-05,3.186465e-05,2.648635e-05,1.214268e-05,9.353855e-06,4.011688e-05,3.287204e-05,1.794417e-05,1.364521e-05,1.007970e-06,6.571466e-07,5.321577e-08,3.006665e-08,2.144864e-05,1.721659e-05,4.179747e-05,3.451311e-05,1.595518e-05,1.242105e-05,2.400066e-09,1.089364e-09,4.805624e-05,4.068297e-05,1.626602e-05,2.663066e-05,2.135513e-05
6.615000e+02,2.623606e-05,2.101844e-05,1.901455e-05,1.420779e-05,2.393977e-05,1.882020e-05,2.816539e-05,2.288652e-05,3.158839e-05,2.624734e-05,1.200133e-05,9.237632e-06,3.975717e-05,3.255885e-05,1.773128e-05,1.347089e-05,9.892423e-07,6.442441e-07,5.184822e-08,2.925971e-08,2.123089e-05,1.703066e-05,4.143260e-05,3.419040e-05,1.577707e-05,1.227164e-05,2.309048e-09,1.045307e-09,4.767869e-05,4.035002e-05,1.607948e-05,2.636715e-05,2.113027e-05
6.620000e+02,2.597555e-05,2.079627e-05,1.878055e-05,1.401455e-05,2.368663e-05,1.860609e-05,2.789937e-05,2.265833e-05,3.131411e-05,2.601010e-05,1.186128e-05,9.122534e-06,3.939988e-05,3.224790e-05,1.752031e-05,1.329827e-05,9.708178e-07,6.315618e-07,5.051283e-08,2.847257e-08,2.101494e-05,1.684633e-05,4.107001e-05,3.386982e-05,1.560050e-05,1.212361e-05,2.221117e-09,1.002846e-09,4.730354e-05,4.001926e-05,1.589454e-05,2.610564e-05,2.090720e-05
6.625000e+02,2.571702e-05,2.057589e-05,1.854857e-05,1.382312e-05,2.343548e-05,1.839376e-05,2.763533e-05,2.243192e-05,3.104180e-05,2.577463e-05,1.172252e-05,9.008552e-06,3.904501e-05,3.193915e-05,1.731124e-05,1.312732e-05,9.526921e-07,6.190965e-07,4.920891e-08,2.770480e-08,2.080078e-05,1.666359e-05,4.070970e-05,3.355136e-05,1.542548e-05,1.197694e-05,2.136181e-09,9.619283e-10,4.693076e-05,3.969068e-05,1.571118e-05,2.584612e-05,2.068593e-05
6.630000e+02,2.546047e-05,2.035728e-05,1.831859e-05,1.363350e-05,2.318632e-05,1.818322e-05,2.737326e-05,2.220727e-05,3.077144e-05,2.554091e-05,1.158505e-05,8.895679e-06,3.869254e-05,3.163261e-05,1.710408e-05,1.295804e-05,9.348608e-07,6.068449e-07,4.793577e-08,2.695596e-08,2.058839e-05,1.648244e-05,4.035165e-05,3.323501e-05,1.525198e-05,1.183164e-05,2.054147e-09,9.225051e-10,4.656034e-05,3.936427e-05,1.552939e-05,2.558858e-05,2.046643e-05
6.635000e+02,2.520587e-05,2.014042e-05,1.809061e-05,1.344567e-05,2.293913e-05,1.797445e-05,2.711314e-05,2.198438e-05,3.050302e-05,2.530893e-05,1.144884e-05,8.783905e-06,3.834246e-05,3.132825e-05,1.689879e-05,1.279042e-05,9.173199e-07,5.948039e-07,4.669277e-08,2.622563e-08,2.037776e-05,1.630286e-05,3.999586e-05,3.292077e-05,1.507999e-05,1.168767e-05,1.974929e-09,8.845277e-10,4.619228e-05,3.904002e-05,1.534916e-05,2.533301e-05,2.024870e-05
6.640000e+02,2.495323e-05,1.992532e-05,1.786462e-05,1.325961e-05,2.269389e-05,1.776744e-05,2.685496e-05,2.176323e-05,3.023654e-05,2.507869e-05,1.131390e-05,8.673222e-06,3.799475e-05,3.102608e-05,1.669538e-05,1.262444e-05,9.000654e-07,5.829704e-07,4.547925e-08,2.551338e-08,2.016888e-05,1.612485e-05,3.964232e-05,3.260861e-05,1.490951e-05,1.154504e-05,1.898439e-09,8.479487e-10,4.582656e-05,3.871792e-05,1.517049e-05,2.507939e-05,2.003273e-05
6.645000e+02,2.470253e-05,1.971197e-05,1.764059e-05,1.307533e-05,2.245061e-05,1.756217e-05,2.659871e-05,2.154381e-05,2.997198e-05,2.485017e-05,1.118021e-05,8.563622e-06,3.764941e-05,3.072607e-05,1.649383e-05,1.246009e-05,8.830931e-07,5.713413e-07,4.429457e-08,2.481882e-08,1.996173e-05,1.594837e-05,3.929101e-05,3.229853e-05,1.474052e-05,1.140374e-05,1.824594e-09,8.127225e-10,4.546318e-05,3.839795e-05,1.499336e-05,2.482772e-05,1.981850e-05
6.650000e+02,2.445376e-05,1.950034e-05,1.741853e-05,1.289281e-05,2.220927e-05,1.735865e-05,2.634439e-05,2.132612e-05,2.970932e-05,2.462337e-05,1.104777e-05,8.455096e-06,3.730642e-05,3.042823e-05,1.629412e-05,1.229737e-05,8.663992e-07,5.599136e-07,4.313811e-08,2.414154e-08,1.975631e-05,1.577344e-05,3.894192e-05,3.199053e-05,1.457301e-05,1.126375e-05,1.753314e-09,7.788046e-10,4.510211e-05,3.808011e-05,1.481776e-05,2.457798e-05,1.960601e-05
6.655000e+02,2.420690e-05,1.929043e-05,1.719842e-05,1.271203e-05,2.196985e-05,1.715685e-05,2.609197e-05,2.111014e-05,2.944856e-05,2.439827e-05,1.091656e-05,8.347637e-06,3.696578e-05,3.013252e-05,1.609625e-05,1.213625e-05,8.499797e-07,5.486843e-07,4.200926e-08,2.348114e-08,1.955259e-05,1.560003e-05,3.859505e-05,3.168459e-05,1.440697e-05,1.112507e-05,1.684518e-09,7.461519e-10,4.474336e-05,3.776439e-05,1.464369e-05,2.433017e-05,1.939524e-05
