width,k,line,E_keV,tail,f,Ne_mean,sigma_Ne,z_event,z_ROI_edge,P_Ne_le_event,P_Ne_le_ROI,P_V,P_G,P_B,S1c_if_Ne_event,P_G_over_P_V
raw,1.0,beta_at_Eee,69.6,gauss,0.1,1103.8100504046643,300.25648697067237,2.7815298103012167,2.3126190713010844,0.0027051680794048685,0.010371796019231844,0.0014065435780531367,0.006783221974281776,0.0015910227684814665,540.0770500593699,4.822617713466619
raw,1.0,beta_at_Eee,69.6,gauss,0.2,981.1644892485904,300.14946863872876,2.373906611664851,1.9048286824799558,0.008800500786724811,0.02840117208327925,0.004057508120343393,0.017179568924126285,0.005290579909762318,540.0770500593699,4.234019603803616
raw,1.0,beta_at_Eee,69.6,gauss,0.3,858.5189280925165,300.0309642970895,1.9660678967421445,1.4968046941095376,0.024645384077956023,0.06722204226388132,0.00992306155485522,0.03693886382120055,0.015001108563306064,540.0770500593699,3.7225269254857
raw,1.0,beta_at_Eee,69.6,gauss,0.4,735.8733669364427,299.9009603298397,1.557966620924265,1.08849999754249,0.0596205804621562,0.13818721882992835,0.020569888231799446,0.06741697079121868,0.036277352261084014,540.0770500593699,3.2774592662587874
raw,1.0,beta_at_Eee,69.6,exp_tail,0.0,1226.455611560738,300.3520315706494,3.18898435743065,2.7202227830249717,0.00249294435832313,0.006366103798981631,0.000856833525763758,0.0033791707711710193,0.0014137633479615955,540.0770500593699,3.9437891603960273
raw,1.0,beta_at_Eee,69.6,exp_tail,0.1,1103.8100504046643,300.25648697067237,2.7815298103012167,2.3126190713010844,0.005631487289049759,0.014385130334207893,0.00193614970197448,0.007637311833128414,0.0031938305727755895,540.0770500593699,3.944587458986206
raw,1.0,beta_at_Eee,69.6,exp_tail,0.2,981.1644892485904,300.14946863872876,2.373906611664851,1.9048286824799558,0.01272565426280607,0.0325085133320851,0.004376669979581574,0.017259522083160207,0.007217660523980736,540.0770500593699,3.9435283363106763
raw,1.0,beta_at_Eee,69.6,exp_tail,0.3,858.5189280925165,300.0309642970895,1.9660678967421445,1.4968046941095376,0.028768602561843666,0.07116527199173237,0.009887161418045378,0.036782708302381985,0.01631815869829881,540.0770500593699,3.720249599166923
raw,1.0,beta_at_Eee,69.6,exp_tail,0.4,735.8733669364427,299.9009603298397,1.557966620924265,1.08849999754249,0.06359594464376774,0.14183045005164335,0.020482930993904302,0.06713197198611097,0.03649252727764049,540.0770500593699,3.2774592662587874
raw,1.0,beta_at_Eee,69.6,neg_skew,0.0,1226.455611560738,300.3520315706494,3.18898435743065,2.7202227830249717,0.004064456760168056,0.010459811194930654,0.001477201614628487,0.005556192575401503,0.0024037780146218463,540.0770500593699,3.7612960345963833
raw,1.0,beta_at_Eee,69.6,neg_skew,0.1,1103.8100504046643,300.25648697067237,2.7815298103012167,2.3126190713010844,0.009290786591445742,0.022126131824245276,0.0031236429320970474,0.01109832825897573,0.00545081010013352,540.0770500593699,3.553007978259828
raw,1.0,beta_at_Eee,69.6,neg_skew,0.2,981.1644892485904,300.14946863872876,2.373906611664851,1.9048286824799558,0.019853701537458333,0.04379781063372933,0.00613680891981746,0.020602280531293475,0.011499118854850216,540.0770500593699,3.357165067460874
raw,1.0,beta_at_Eee,69.6,neg_skew,0.3,858.5189280925165,300.0309642970895,1.9660678967421445,1.4968046941095376,0.03969641365259043,0.08121314731751075,0.011201394308058,0.035541372394352296,0.022569079878691632,540.0770500593699,3.172941815715275
raw,1.0,beta_at_Eee,69.6,neg_skew,0.4,735.8733669364427,299.9009603298397,1.557966620924265,1.08849999754249,0.07434053882691016,0.1412432790328518,0.018994295794024608,0.0569737451594118,0.041210041969778705,540.0770500593699,2.999518685885428
