window,signal,case,exposure_tyr,kappa_DL,sigma_n_DL_cm2,n_crit
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",86596.43233600653,0.0003589528683800529,,11
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",100000.0,0.00032971106064538975,,12
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1.0,5.642913878337778,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1.1547819846894583,4.886549817596588,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1.333521432163324,4.231565525522973,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1.539926526059492,3.664372496225973,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1.7782794100389228,3.1732035683962514,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",2.053525026457146,2.7478688001526974,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",2.371373705661655,2.379544065369158,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",2.7384196342643614,2.0605879856355545,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",3.1622776601683795,1.7843833998674654,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",3.651741272548377,1.5452000826438552,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",4.216965034285822,1.3380758631852958,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",4.869675251658631,1.1587136786303829,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",5.623413251903491,1.003392425845904,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",6.493816315762113,0.8688897622749555,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",7.498942093324558,0.7524152542256125,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",8.659643233600654,0.6515524856739667,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",10.0,0.5642089265529178,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",11.547819846894582,0.48857252047879896,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",13.33521432163324,0.4230740912714374,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",15.39926526059492,0.3663547883417374,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",17.78279410038923,0.3172378955587652,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",20.53525026457146,0.27470441873440976,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",23.71373705661655,0.23787194525605582,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",27.384196342643612,0.20597633728269552,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",31.622776601683793,0.1783558787058866,,1
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",36.51741272548377,0.26095203274631296,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",42.169650342858226,0.22596286962928708,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",48.69675251658631,0.1956635026657169,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",56.23413251903491,0.16942533185487044,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",64.93816315762113,0.14670401202245,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",74.98942093324558,0.12702815966792042,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",86.59643233600653,0.10998957349719767,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",100.0,0.09523476575285555,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",115.47819846894582,0.08245762864821847,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",133.3521432163324,0.07139308376092265,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",153.9926526059492,0.06181158263430846,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",177.82794100389228,0.0535143444944263,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",205.3525026457146,0.0463292322828659,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",237.13737056616552,0.04010718144831587,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",273.8419634264361,0.03471910740746282,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",316.22776601683796,0.030053227516461573,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",365.1741272548377,0.026012741993771345,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",421.6965034285823,0.022513825682068757,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",486.9675251658631,0.01948388898571174,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",562.341325190349,0.016860071904627096,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",649.3816315762114,0.014587939921385051,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",749.8942093324558,0.012620354685932093,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",865.9643233600654,0.010916496068859817,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1000.0,0.009441015294425604,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1154.781984689458,0.0081633015839619,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1333.521432163324,0.007056847095232316,,2
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1539.926526059492,0.00837861789824509,,3
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1778.2794100389228,0.007243303341638944,,3
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",2053.525026457146,0.006260161439826671,,3
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",2371.373705661655,0.005408795628056875,,3
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",2738.4196342643613,0.004671543208935753,,3
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",3162.2776601683795,0.004033108916665958,,3
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",3651.741272548377,0.0034802475967506846,,3
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",4216.965034285822,0.003001489417938301,,3
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",4869.675251658631,0.002586901915569938,,3
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",5623.413251903491,0.002819912291970806,,4
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",6493.816315762113,0.0024296626025438316,,4
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",7498.942093324558,0.0020917202942977255,,4
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",8659.643233600653,0.0017990743120026478,,4
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",10000.0,0.001545653331960449,,4
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",11547.819846894581,0.001326199804452962,,4
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",13335.21432163324,0.001377426537468725,,5
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",15399.26526059492,0.0011805214021899033,,5
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",17782.794100389227,0.0010100085799520564,,5
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",20535.25026457146,0.0010152382412729924,,6
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",23713.737056616552,0.0008668792593458307,,6
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",27384.196342643612,0.0007384056739468879,,6
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",31622.776601683792,0.0007245989418593654,,7
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",36517.41272548377,0.0006151959950872656,,7
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",42169.65034285822,0.0005924533544310316,,8
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",48696.75251658631,0.0005007626308848701,,8
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",56234.13251903491,0.00047469574054283205,,9
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",64938.16315762113,0.0004445016500345987,,10
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",74989.42093324558,0.0004118801548321646,,11
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",86596.43233600653,0.00037811224206042276,,12
LZ 200-270 keV (600 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",100000.0,0.0003441543238183107,,13
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),1.0,5.6425136308895185,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),1.1547819846894583,4.886149570148329,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),1.333521432163324,4.231165278074714,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),1.539926526059492,3.6639722487777138,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),1.7782794100389228,3.172803320947993,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),2.053525026457146,2.7474685527044387,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),2.371373705661655,2.3791438179208995,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),2.7384196342643614,2.0601877381872953,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),3.1622776601683795,1.7839831524192065,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),3.651741272548377,1.5447998351955965,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),4.216965034285822,1.3376756157370369,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),4.869675251658631,1.1583134311821242,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),5.623413251903491,1.0029921783976452,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),6.493816315762113,0.8684895148266969,,1
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),7.498942093324558,1.270705962039545,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),8.659643233600654,1.1003201003323173,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),10.0,0.9527720228888962,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),11.547819846894582,0.8250006518425256,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),13.33521432163324,0.7143552029695673,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),15.39926526059492,0.6185401917034253,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),17.78279410038923,0.5355678103046037,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),20.53525026457146,0.46371668818899975,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),23.71373705661655,0.4014961798434994,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),27.384196342643612,0.3476154394349689,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),31.622776601683793,0.30095664052495646,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),36.51741272548377,0.2605517852980542,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),42.169650342858226,0.2255626221810283,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),48.69675251658631,0.1952632552174581,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),56.23413251903491,0.16902508440661168,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),64.93816315762113,0.14630376457419123,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),74.98942093324558,0.12662791221966166,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),86.59643233600653,0.1095893260489389,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),100.0,0.09483451830459678,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),115.47819846894582,0.08205738119995971,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),133.3521432163324,0.0709928363126639,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),153.9926526059492,0.06141133518604969,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),177.82794100389228,0.05311409704616752,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),205.3525026457146,0.04592898483460713,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),237.13737056616552,0.0397069340000571,,2
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),273.8419634264361,0.047139797449698255,,3
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),316.22776601683796,0.04075545452700031,,3
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),365.1741272548377,0.03522684132784756,,3
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),421.6965034285823,0.030439259539723727,,3
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),486.9675251658631,0.026293384516040103,,3
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),562.341325190349,0.022703204656420516,,3
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),649.3816315762114,0.019594236983544105,,3
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),749.8942093324558,0.016901981896353366,,3
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),865.9643233600654,0.01457058504146155,,3
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),1000.0,0.012551678541531367,,3
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),1154.781984689458,0.013686363404870339,,4
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),1333.521432163324,0.011785974150300332,,4
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),1539.926526059492,0.010140304855345877,,4
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),1778.2794100389228,0.008715213957866206,,4
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),2053.525026457146,0.007481136083103637,,4
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),2371.373705661655,0.007769205172396203,,5
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),2738.4196342643613,0.006661926225301426,,5
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),3162.2776601683795,0.005703062161109652,,5
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),3651.741272548377,0.0057324707078847716,,6
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),4216.965034285822,0.00489818684287666,,6
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),4869.675251658631,0.00417572678022469,,6
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),5623.413251903491,0.004098085820038234,,7
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),6493.816315762113,0.0034828678393627175,,7
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),7498.942093324558,0.003354976572513171,,8
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),8659.643233600653,0.0028393617426470683,,8
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),10000.0,0.002692776846061736,,9
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),11547.819846894581,0.002522982997368563,,10
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),13335.21432163324,0.002118884989307046,,10
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),15399.26526059492,0.001960028901447652,,11
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),17782.794100389227,0.0017955901323229333,,12
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),20535.25026457146,0.0017706175957200028,,14
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),23713.737056616552,0.0015882837522561025,,15
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),27384.196342643612,0.0015174144995704763,,17
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),31622.776601683792,0.001337571504957967,,18
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),36517.41272548377,0.0012464778060009677,,20
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),42169.65034285822,0.001212101992185619,,23
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),48696.75251658631,0.0010976118525665595,,25
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),56234.13251903491,0.0010316798252289353,,28
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),64938.16315762113,0.000996185995752812,,32
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),74989.42093324558,0.000941892355896613,,36
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),86596.43233600653,0.0008747367608354111,,40
LZ 200-270 keV (600 phd),L10 (d10=1),all modelled NR-band backgrounds (25% sys),100000.0,0.0008261908030666562,,45
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,1.0,0.0014187330266891916,4.2054693672345994e-41,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,1.1547819846894583,0.0012285721854854831,3.641786435008791e-41,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,1.333521432163324,0.0010638996813029332,3.153657126014253e-41,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,1.539926526059492,0.0009212991676424837,2.7309545592385806e-41,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,1.7782794100389228,0.0007978122103197148,2.364909217018123e-41,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,2.053525026457146,0.0006908769108779101,2.0479270099230811e-41,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,2.371373705661655,0.0005982747566534816,1.773431727438843e-41,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,2.7384196342643614,0.0005180845948288399,1.5357286058768491e-41,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,3.1622776601683795,0.00044864277560422995,1.3298861830528422e-41,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,3.651741272548377,0.0003885086376064986,1.1516339886532545e-41,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,4.216965034285822,0.00033643461948445244,9.972739477425688e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,4.869675251658631,0.00029134037761675494,8.636036593615149e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,5.623413251903491,0.0002522903729703591,7.478499585302705e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,6.493816315762113,0.0002184744621195355,6.476113833135185e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,7.498942093324558,0.0001891910897607978,5.60808353351367e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,8.659643233600654,0.00016383273403046265,4.8564002624458894e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,10.0,0.00014187330266891916,4.205469367234599e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,11.547819846894582,0.00012285721854854832,3.641786435008792e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,13.33521432163324,0.00010638996813029333,3.153657126014253e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,15.39926526059492,9.212991676424839e-05,2.7309545592385815e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,17.78279410038923,7.97812210319715e-05,2.3649092170181236e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,20.53525026457146,6.908769108779101e-05,2.0479270099230813e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,23.71373705661655,5.982747566534816e-05,1.773431727438843e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,27.384196342643612,5.180845948288399e-05,1.5357286058768492e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,31.622776601683793,4.4864277560423e-05,1.3298861830528424e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,36.51741272548377,3.885086376064986e-05,1.1516339886532545e-42,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,42.169650342858226,3.3643461948445245e-05,9.972739477425689e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,48.69675251658631,2.9134037761675493e-05,8.636036593615149e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,56.23413251903491,2.522903729703591e-05,7.478499585302706e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,64.93816315762113,2.1847446211953555e-05,6.476113833135187e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,74.98942093324558,1.891910897607978e-05,5.6080835335136705e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,86.59643233600653,1.6383273403046268e-05,4.85640026244589e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,100.0,1.4187330266891916e-05,4.205469367234599e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,115.47819846894582,1.2285721854854833e-05,3.641786435008792e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,133.3521432163324,1.0638996813029333e-05,3.153657126014253e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,153.9926526059492,9.212991676424838e-06,2.730954559238581e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,177.82794100389228,7.978122103197149e-06,2.364909217018123e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,205.3525026457146,6.908769108779101e-06,2.0479270099230813e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,237.13737056616552,5.982747566534815e-06,1.7734317274388427e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,273.8419634264361,5.180845948288399e-06,1.5357286058768495e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,316.22776601683796,4.486427756042299e-06,1.3298861830528422e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,365.1741272548377,3.885086376064987e-06,1.1516339886532549e-43,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,421.6965034285823,3.364346194844524e-06,9.972739477425687e-44,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,486.9675251658631,2.913403776167549e-06,8.636036593615148e-44,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,562.341325190349,2.522903729703591e-06,7.478499585302706e-44,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,649.3816315762114,2.184744621195355e-06,6.476113833135186e-44,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,749.8942093324558,1.891910897607978e-06,5.608083533513671e-44,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,865.9643233600654,1.6383273403046266e-06,4.856400262445891e-44,1
ext 200-420 keV (1000 phd),O1 inelastic d=300,no background,1000.0,1.4187330266891916e-06,4.205469367234599e-44,1
