E_keV,eff_LZ,eff_ext1000,atm_helm_anchored_per_tyr_keV,atm_helm_skin+0.15fm_anchored_per_tyr_keV,atm_shell(WimPyDD)_anchored_per_tyr_keV,atm_helm_shape_min,atm_helm_shape_max,F2_helm_nat,F2_skin_nat,F2_shell_nat,DSNB_central_per_tyr_keV,DSNB_veryhard_per_tyr_keV,B8_per_tyr_keV,hep_per_tyr_keV,signal_O1_inelastic_d=300_LZbestfit_per_tyr_keV,signal_O1_inelastic_d=350_LZbestfit_per_tyr_keV,signal_O1_inelastic_d=366_LZbestfit_per_tyr_keV,signal_L10_(d10=1)_LZbestfit_per_tyr_keV
4.0,0.02735861492173422,0.02735861492173422,0.0036718581850692157,0.00363940144784383,0.0036272518225858854,0.0034838140572988137,0.003922347701193839,0.8233157499337918,0.8160402947992399,0.8133139691109058,0.0009683490460945644,0.003559959358710503,0.5650081770048868,0.028134493153806586,0.0,0.0,0.0,0.0001328630180510212
4.25,0.056530182916505876,0.056530182916505876,0.0035732237336135917,0.003539618741213707,0.003526251471257387,0.0033973481627483032,0.0038120734911314055,0.8132526269863878,0.8056064533622772,0.802561912213248,0.0008651457387968965,0.003360080443788905,0.10677344566136907,0.019036334163749283,0.0,0.0,0.0,0.00014395565893872178
4.5,0.10584674839853331,0.10584674839853331,0.003479545343828931,0.0034448486979515866,0.0034303338543762176,0.0033149152065553235,0.0037074076190633195,0.8032981921546517,0.7952903195093715,0.7919370812610366,0.0007747282286580197,0.003174757884736607,0.0006395970595991364,0.012215900557679526,0.0,0.0,0.0,0.00015504829982642237
4.75,0.18022575939362864,0.18022575939362864,0.00339034157112794,0.0033546069237651954,0.0033390099863455963,0.0032361341798498654,0.0036078079920009607,0.7934513964662115,0.78509070850515,0.7814381179295523,0.0006952478983048631,0.0030025746025329836,0.0,0.007250137171965776,0.0,0.0,0.0,0.0001701340381398032
5.0,0.280302866023098,0.280302866023098,0.0033052022299420534,0.003268480546468554,0.00325186291148647,0.003160680135533577,0.0035128124798367247,0.7837112001244093,0.7750064464064848,0.7710636771069217,0.0006251669555780263,0.0028422948511218353,0.0,0.0037996112293323296,0.0,0.0,0.0,0.00018521977645318403
5.25,0.40043175952539944,0.40043175952539944,0.0032237773970801935,0.0031861171507126407,0.003168536540440444,0.0030882755738837987,0.0034220266264298,0.7740765724346257,0.765036369972368,0.7608124267759403,0.0005632058638941875,0.0026928441636228984,0.0,0.0015914934974033145,0.0,0.0,0.0,0.00020030551476656486
5.5,0.529075782850669,0.529075782850669,0.0031457585798880445,0.0031072060106102028,0.003088716859260027,0.0030186755800986086,0.0033351024474090056,0.7645464917311567,0.7551793265744898,0.7506830478968841,0.0005082721452212272,0.0025532576690094093,0.0,0.0004014372523451232,0.0,0.0,0.0,0.0002153912530799457
5.75,0.6519785131827661,0.6519785131827661,0.003070880927223372,0.003031480158708776,0.003012133891461824,0.0029516696433044966,0.0032517410252184318,0.7551199453046354,0.7454341741085047,0.7406742342912878,0.00045945403642540087,0.0024226961568624967,0.0,1.8297083252384398e-05,0.0,0.0,0.0,0.00023047699139332653
6.0,0.7567306703594352,0.7567306703594352,0.0029989094392440987,0.002958702658914868,0.0029385479677292293,0.00288707075987601,0.003171676964366426,0.7457959293299928,0.7357997809059852,0.7307846925266884,0.0004159699650158481,0.00230040557081208,0.0,3.100695498381894e-08,0.0,0.0,0.0,0.00024556272970670734
6.25,0.8363820064840509,0.8363820064840509,0.0029296353067312484,0.0028886629154149203,0.0028677797399835536,0.0028247125635253926,0.003094674297408355,0.7365734487949578,0.7262750256470583,0.7210216263473539,0.0003771500942882793,0.0021857090299548234,0.0,0.0,0.0,0.0,0.0,0.00026064846802008817
6.5,0.8904139135618511,0.8904139135618511,0.0028628774178843827,0.0028211780851474773,0.002799608747389154,0.0027644505661681,0.0030205282552305543,0.7274515174290909,0.7168587972737211,0.7113750727759044,0.0003424311559064791,0.0020780157079501897,0.0,0.0,0.0,0.0,0.0,0.00027573420633346905
6.75,0.9231127688465307,0.9231127688465307,0.0027984687971816403,0.0027560796440088435,0.0027338644265942967,0.002706151395253431,0.0029490499134726665,0.7184291576333446,0.7075499949038262,0.7018437793767631,0.00031131585318288973,0.001976776535277613,0.0,0.0,0.0,0.0,0.0,0.0002908199446468499
7.0,0.9407665241872197,0.9407665241872197,0.0027362637592677564,0.0026932203905489986,0.0026703976504349612,0.002649698516775623,0.0028800743568962095,0.7095054004101551,0.6983475277457353,0.6924265059641835,0.00028338439767365905,0.0018815109855881908,0.0,0.0,0.0,0.0,0.0,0.0003059056829602307
7.25,0.9492692985515299,0.9492692985515299,0.002676126763037685,0.0026324634217877205,0.002609069756353437,0.0025943700053819266,0.002813448040172781,0.7006792852940528,0.6892503150136368,0.6831220244921973,0.00025826378844588107,0.001791769852860651,0.0,0.0,0.0,0.0,0.0,0.00032099142127361155
7.5,0.952922716288523,0.952922716288523,0.002617939441788623,0.002573689017269877,0.0025497593434532523,0.002540711524100552,0.0027490368148859125,0.6919498602827914,0.6802572858435204,0.6739291189454768,0.00023563899179172086,0.0017071608325369258,0.0,0.0,0.0,0.0,0.0,0.0003360771595869924
7.75,0.954323105408893,0.954323105408893,0.0025615900048083762,0.0025167841771532606,0.0024923518758915198,0.0024886630332391275,0.0026867138883922025,0.6833161817689943,0.6713673792098047,0.664846585231107,0.00021522674974803398,0.001627312497260448,0.0,0.0,0.0,0.0,0.0,0.0003506222592679287
8.0,0.9548019602844722,0.9548019602844722,0.002506981546357885,0.0024616507639252634,0.0024367477266653715,0.0024381418772296544,0.002626369312484,0.6747773144723114,0.6625795438426134,0.6558732310712597,0.00019678916863211378,0.0015519038014773698,0.0,0.0,0.0,0.0,0.0,0.00036516735894886505
8.25,0.9549480297620315,0.9549480297620315,0.0024540204561624345,0.0024081940865628027,0.0023828802939407125,0.002389068183414116,0.002567896790080829,0.666332331372085,0.653892738145695,0.6470158704891481,0.00018010839948417768,0.001480624290590561,0.0,0.0,0.0,0.0,0.0,0.00037971245862980133
8.5,0.9549877772369719,0.9549877772369719,0.002402622859866228,0.0023563292089312663,0.002330632669486196,0.0023413703296227863,0.002511201032941999,0.6579803136405175,0.6453059301149823,0.6382651395128848,0.00016499692378107645,0.0014131968220157394,0.0,0.0,0.0,0.0,0.0,0.00039425755831073766
8.75,0.9549974254708576,0.9549974254708576,0.0023527133676233274,0.00230597969559454,0.0022799272275627084,0.0022949838857339784,0.0024561963552763954,0.6497203505763438,0.6368180972577849,0.6296198839882458,0.00015129252977516875,0.0013493733894054951,0.0,0.0,0.0,0.0,0.0,0.000408802657991674
9.0,0.954999514611243,0.954999514611243,0.0023042194750430307,0.002257072103621059,0.002230689429508521,0.002249846862201503,0.0024028002881374168,0.6415515395389969,0.6284282265126127,0.621078961112345,0.00013884720193185952,0.001288916003871592,0.0,0.0,0.0,0.0,0.0,0.0004233477576726102
9.25,0.9549999181283074,0.9549999181283074,0.0022570764519758693,0.0022095407600208382,0.0021828525377063984,0.0022059038627085443,0.0023509391783430576,0.633472985883272,0.6201353141696242,0.6126412393311936,0.00012753373100250163,0.0012316136153837712,0.0,0.0,0.0,0.0,0.0,0.00043789285735354656
9.5,0.9549999876504743,0.9549999876504743,0.002211222450574079,0.002163322954480881,0.002136352851421713,0.002163101931769417,0.002300542603501397,0.6254838028944769,0.6119383657916952,0.6043055982381117,0.00011723663464341833,0.001177265411555475,0.0,0.0,0.0,0.0,0.0,0.0004524379570344829
9.75,0.954999998334727,0.954999998334727,0.0021666011114203926,0.0021183614795019018,0.0020911322081164168,0.00212139276948057,0.002251546362905625,0.6175831117240718,0.603836396136103,0.5960709284729903,0.00010785505617176639,0.0011256897602908624,0.0,0.0,0.0,0.0,0.0,0.0004669830567154192
10.0,0.9549999997993188,0.9549999997993188,0.0021231606996932623,0.0020746037709083436,0.002047137123818477,0.00208073199969578,0.0022038914998102144,0.6097700413257928,0.595828429076824,0.5879361316223966,9.930023737709056e-05,0.001076721205481763,0.0,0.0,0.0,0.0,0.0,0.00048152815639635556
10.25,0.9549999999783927,0.9549999999783927,0.0020808492323866777,0.002031997135704071,0.002004265124391476,0.002041075030487159,0.002157518718350612,0.6020437283922538,0.5879134975274367,0.5798859568461903,9.148829743471343e-05,0.0010301940988278043,0.0,0.0,0.0,0.0,0.0,0.0004960732560772918
10.5,0.9549999999979218,0.9549999999979218,0.0020396236283206273,0.001990497684229131,0.001962522348952375,0.002002384830630521,0.002112378887500138,0.5944033172920272,0.580090643364628,0.571933850088569,8.435143047244452e-05,0.00098597327658296,0.0,0.0,0.0,0.0,0.0,0.0005106183557582281
10.75,0.9549999999998214,0.9549999999998214,0.0019994396930206257,0.0019500605350929428,0.001921863068410997,0.0019646234199678664,0.002068421556692009,0.586847960007196,0.5723589173522985,0.5640787391823221,7.782419225753868e-05,0.0009439204206989526,0.0,0.0,0.0,0.0,0.0,0.0005221672794240393
11.0,0.9549999999999863,0.9549999999999863,0.0019602564533483585,0.001910644044846352,0.0018822448231443742,0.001927755553432471,0.0020255999323888292,0.5793768160713796,0.5647173790662603,0.5563195625947143,7.184869525850111e-05,0.0009039086028291638,0.0,0.0,0.0,0.0,0.0,0.0005337162030898503
11.25,0.954999999999999,0.954999999999999,0.0019220359765023064,0.0018722096223031898,0.0018436282333152622,0.0018917485683590494,0.0019838706771972865,0.5719890525082223,0.5571650968195262,0.5486552693308231,6.637373016989866e-05,0.000865821579670727,0.0,0.0,0.0,0.0,0.0,0.0005452651267556614
11.5,0.955,0.955,0.0018847430467765565,0.0018347214051779638,0.0018059766739765885,0.0018565721107370505,0.0019431935447167044,0.564683843770347,0.5497011475881824,0.5410848188376889,6.135382226378441e-05,0.0008295526185266642,0.0,0.0,0.0,0.0,0.0,0.0005568140504214724
11.75,0.955,0.955,0.00184834475629701,0.0017981458543253085,0.001769255869768652,0.001822197788094089,0.0019035309141083292,0.5574603716787709,0.5423246169378442,0.5336071809092704,5.6748315918110255e-05,0.0007950030605837822,0.0,0.0,0.0,0.0,0.0,0.0005683629740872836
12.0,0.955,0.955,0.0018128068152052294,0.0017624481593805797,0.0017334303551572129,0.0017885960310104572,0.0018648435394839934,0.5503178253627757,0.5350345989506863,0.5262213355922016,5.251751514186993e-05,0.0007620704433373694,0.0,0.0,0.0,0.0,0.0,0.0005799118977530946
12.25,0.955,0.955,0.0017781021460393177,0.001727600594449442,0.0016985708651505575,0.001755743404833232,0.001827100459978235,0.5432554012002329,0.5278301961530473,0.5189565733722413,4.863070555422066e-05,0.000730676042546221,0.0,0.0,0.0,0.0,0.0,0.0005914608214189057
12.5,0.955,0.955,0.0017441996146379795,0.0016935715532499277,0.0016645422412921176,0.0017236130231075035,0.0017902660098939335,0.5362723027583799,0.520710519443602,0.5117808152718767,4.5055118062928325e-05,0.0007007287195081536,0.0,0.0,0.0,0.0,0.0,0.0006030097450847167
12.75,0.955,0.955,0.00171107343840898,0.0016603346934041321,0.0016313176366669518,0.001692182552480526,0.0017543106717972053,0.5293677407350423,0.5136746880220985,0.5046930846793986,4.1764523486074837e-05,0.0006721549206893115,0.0,0.0,0.0,0.0,0.0,0.0006145586687505279
13.0,0.955,0.955,0.0016786982198390432,0.0016278641018404954,0.0015988706682439125,0.001661429987794721,0.0017192053521422632,0.5225409329003032,0.5067218293186542,0.497692414692149,3.8734326508442664e-05,0.0006448827352110758,0.0,0.0,0.0,0.0,0.0,0.000626107592416339
13.25,0.955,0.955,0.0016470494908095053,0.0015961348228050668,0.0015671759329816263,0.0016313341151707095,0.0016849220091092493,0.5157911040386098,0.49985107892360825,0.4907778480281392,3.5941995672115604e-05,0.0006188436514711226,0.0,0.0,0.0,0.0,0.0,0.0006376565160821501
13.5,0.955,0.955,0.0016161042053444029,0.0015651233322671486,0.0015362094718407815,0.0016018749318141602,0.0016514342245016317,0.5091174858913218,0.49306158051792737,0.4839484369384093,3.336728994844318e-05,0.0005939740381502753,0.0,0.0,0.0,0.0,0.0,0.0006492054397479612
13.75,0.955,0.955,0.0015858404539094756,0.0015348072575583336,0.0015059484917801977,0.0015730334031431603,0.0016187168756168144,0.5025193170996916,0.4863524858041567,0.47720324312012663,3.099187178437356e-05,0.0005702142039865151,0.0,0.0,0.0,0.0,0.0,0.0006568115963378612
14.0,0.955,0.955,0.0015562359537461376,0.001505163913109192,0.0014763699282159858,0.0015447901772460404,0.0015867443876655403,0.49599584314827994,0.47972295443791746,0.47054133763041567,2.8798123465683547e-05,0.0005475037895888657,0.0,0.0,0.0,0.0,0.0,0.0006644177529277613
14.25,0.955,0.955,0.0015272722253410688,0.0014761743397850677,0.001447411626283375,0.0015171291423273293,0.0015554955751095202,0.48954631630879647,0.47317215395994144,0.4639480886724778,2.677194034297686e-05,0.0005257943533516716,0.0,0.0,0.0,0.0,0.0,0.0006720239095176614
14.5,0.955,0.955,0.0014989301750927438,0.001447819026517259,0.0014190980644143841,0.0014900336648705778,0.0015249485260696272,0.483169995584369,0.4666992597286453,0.45743665509599873,2.4899486868734253e-05,0.0005050359233747728,0.0,0.0,0.0,0.0,0.0,0.0006796300661075616
14.75,0.955,0.955,0.001471190277391196,0.0014200780864909353,0.0013914089673359136,0.0014634867442025465,0.0014950808104302854,0.47686614665423444,0.46030345485323226,0.4510061294384104,2.3167386146409682e-05,0.0004851776492527604,0.0,0.0,0.0,0.0,0.0,0.0006872362226974616
15.0,0.955,0.955,0.001444036289811406,0.0013929348454989026,0.0013643272374677209,0.001437474178307164,0.0014658737940553405,0.4706340418188488,0.45398393012732513,0.4446556133411559,2.156494983982228e-05,0.00046617874938736307,0.0,0.0,0.0,0.0,0.0,0.0006948423792873617
15.25,0.955,0.955,0.0014174516586843277,0.0013663723638659838,0.0013378355464685964,0.0014119815016929644,0.001437308469762568,0.4644729599454164,0.4477398839631225,0.4383842174661764,2.0081785575687793e-05,0.00044799777168211496,0.0,0.0,0.0,0.0,0.0,0.0007024485358772618
15.5,0.955,0.955,0.0013914187549705183,0.001340372703315999,0.001311915616279846,0.0013869933333254618,0.001409364564647144,0.45838218641383055,0.4415705223260745,0.432191061413101,1.870746284800932e-05,0.0004305905233376851,0.0,0.0,0.0,0.0,0.0,0.000710054692467162
15.75,0.955,0.955,0.0013659235812344284,0.0013149214622559793,0.0012865526578012064,0.0013619811083895401,0.0013820260165566766,0.45236101306302573,0.4354750586700768,0.4260752736371405,1.743403926688076e-05,0.0004139235900045825,0.0,0.0,0.0,0.0,0.0,0.000717660849057062
16.0,0.955,0.955,0.0013409513428913947,0.0012900035022319113,0.0012617311861700484,0.001336259602731628,0.0013552758258218447,0.4464087381377392,0.42945271387317524,0.42003599136767666,1.625349971921874e-05,0.00039796147623312185,0.0,0.0,0.0,0.0,0.0,0.0007252670056469621
16.25,0.955,0.955,0.0013164877611263612,0.0012656042141140906,0.0012375051276352206,0.0013110902859258203,0.001329097581410158,0.44052466623567565,0.42350271617378005,0.41409540552813157,1.515848729475833e-05,0.00038267042419658746,0.0,0.0,0.0,0.0,0.0,0.0007328731622368622
16.5,0.955,0.955,0.0012925192094643495,0.0012417096475463977,0.0012137888307960749,0.0012864573491968207,0.0013034756212964114,0.43470810825507517,0.4176243011073864,0.40822901709535847,1.4142316438782098e-05,0.00036801876009294194,0.0,0.0,0.0,0.0,0.0,0.0007404793188267624
16.75,0.955,0.955,0.001269032668521611,0.001218306465602723,0.0011905687188545335,0.0012623457273347753,0.0012783949809363686,0.4289583813426819,0.411816711443795,0.402435999627991,1.3198900875039804e-05,0.0003539767296573613,0.0,0.0,0.0,0.0,0.0,0.0007440569348746442
17.0,0.955,0.955,0.0012460156843304361,0.0011953819030330569,0.0011678317927254736,0.0012387410458759268,0.0012538413457866783,0.42327480884210633,0.40607919712483015,0.39671553499845036,1.232268983158185e-05,0.0003405163472565607,0.0,0.0,0.0,0.0,0.0,0.0007476345509225259
17.25,0.955,0.955,0.0012234562776327555,0.0011729236777667683,0.0011455655435115826,0.0012156295107001438,0.001229930116145146,0.4176567202425839,0.40041101520255323,0.3910668133165423,1.1508592480763319e-05,0.0003276111203138617,0.0,0.0,0.0,0.0,0.0,0.0007512121669704077
17.5,0.955,0.955,0.001201342310559312,0.0011509193826695653,0.0011237573579061294,0.001192997155342367,0.0012080575263823292,0.4121034511281237,0.39481142977796574,0.3854890328536995,1.0751699656880632e-05,0.0003152343390947693,0.0,0.0,0.0,0.0,0.0,0.0007547897830182894
17.75,0.955,0.955,0.0011796624016447317,0.001129357361719128,0.001102395374002753,0.0011708309257207538,0.0011868427503858735,0.4066143431270442,0.3892797119401986,0.37998139996786706,1.0047635371632667e-05,0.00030336152632176334,0.0,0.0,0.0,0.0,0.0,0.0007583673990661712
18.0,0.955,0.955,0.0011584068946753094,0.0011082276359679411,0.0010814693823260483,0.0011491198218016886,0.0011661357313693414,0.40118874386189746,0.3838151397061861,0.37454312902902737,9.392864472629225e-06,0.00029197292291627405,0.0,0.0,0.0,0.0,0.0,0.0007619450151140529
18.25,0.955,0.955,0.0011375644407496891,0.0010875186296690497,0.0010609676897364575,0.0011278508515413265,0.0011458259739924818,0.3958260068997717,0.3784169979608179,0.3691734630886427,8.783393089950937e-06,0.0002810444648582804,0.0,0.0,0.0,0.0,0.0,0.0007655226311619348
18.5,0.955,0.955,0.0011171249341870833,0.0010672199795087925,0.0010408796817381043,0.0011070125040097416,0.0011258891094978378,0.3905254917029781,0.37308457839756803,0.36387161102102694,8.215851311373548e-06,0.00027055550739174425,0.0,0.0,0.0,0.0,0.0,0.0007691002472098166
18.75,0.955,0.955,0.0010970794493139872,0.001047322473265711,0.0010211959411242446,0.0010865946695094726,0.0011063173559410224,0.3852865635801113,0.3678171794595954,0.358636810801394,7.687416653324568e-06,0.0002604885831169064,0.0,0.0,0.0,0.0,0.0,0.0007726778632576983
19.0,0.955,0.955,0.0010774174803172153,0.001027815409443829,0.0010019056140453382,0.0010665853841388252,0.001087101632827629,0.38010859363748783,0.36261410628131585,0.35346830812523256,7.1948735301965665e-06,0.00025082230522352017,0.0,0.0,0.0,0.0,0.0,0.0007762554793055801
19.25,0.955,0.955,0.0010581307828680662,0.00100869026842893,0.0009829999861127206,0.00104697535619264,0.0010682347203738605,0.3749909587309526,0.35747467063043575,0.34836535633694293,6.735869983214295e-06,0.00024154118055282615,0.0,0.0,0.0,0.0,0.0,0.0007798330953534618
19.5,0.955,0.955,0.0010392106302143942,0.000989938087820388,0.0009644699254616512,0.001027754730263326,0.0010497090038298009,0.36993304141805844,0.3523981908504515,0.3433272163590834,6.307988481804061e-06,0.00023262855870789063,0.0,0.0,0.0,0.0,0.0,0.0007834107114013437
19.75,0.955,0.955,0.0010206474161904614,0.0009715490888985608,0.0009463055168898401,0.0010089126284399707,0.0010315161435288382,0.36493422991060864,0.3473839918036053,0.3383531566222189,5.908682686977805e-06,0.0002240657727192095,0.0,0.0,0.0,0.0,0.0,0.0007834523259194037
20.0,0.955,0.955,0.0010024341714807098,0.0009535160233292173,0.0009284993228116508,0.0009904412710250105,0.0010136499748721233,0.35999391802756736,0.3424314048142977,0.33344245299536995,5.536248421663348e-06,0.00021584074527719,0.0,0.0,0.0,0.0,0.0,0.0007834939404374636
21.0,0.955,0.955,0.0009329200835494861,0.0008847783484020137,0.0008606997898514881,0.000920082738204392,0.0009453113176944912,0.34080573676248077,0.32322402696489144,0.31442288700186305,4.277802742385913e-06,0.00018602690232083795,0.0,0.0,0.0,0.0,0.0,0.0007836603985097033
22.0,0.955,0.955,0.0008684024801291437,0.0008211168629041822,0.0007980002150982341,0.0008549814180599272,0.000881669479114282,0.3225064813994113,0.30495059036332245,0.2963605556366349,3.3182062594017907e-06,0.00016055812153939136,0.0,0.0,0.0,0.0,0.0,0.0007838268565819431
23.0,0.955,0.955,0.0008084627904685906,0.0007621014857596183,0.0007399861930684027,0.0007927509229854699,0.0008223534867312588,0.3050599487369559,0.2875712827089973,0.2792214469050103,2.5831654400219857e-06,0.00013875564178764948,0.0,0.0,0.0,0.0,0.0,0.0007784578445712943
24.0,0.955,0.955,0.0007527268423525971,0.000707347758441153,0.0006862396138485952,0.0007349495239765031,0.0007670296374456338,0.28843125564776334,0.2710478076395011,0.2629545571657315,2.017591134072129e-06,0.00012005367373399223,0.0,0.0,0.0,0.0,0.0,0.0007675533624777569
25.0,0.955,0.955,0.0007008609952658409,0.0006565127000008984,0.0006364818934204707,0.0006813956404877444,0.0007153984110034625,0.2725867952890113,0.2553433323176974,0.24754774592807802,1.5807520992940966e-06,0.00010398371115898364,0.0,0.0,0.0,0.0,0.0,0.0007566488803842197
26.0,0.955,0.955,0.0006525646099485384,0.0006092872871688005,0.0005903191933625902,0.0006317453283608734,0.0006671883022869477,0.25749419465157175,0.24042243668620714,0.2329328973176353,1.2420903912621998e-06,9.015267977330064e-05,0.0,0.0,0.0,0.0,0.0,0.0007417674110710487
27.0,0.955,0.955,0.000607565929429826,0.0005653922307356521,0.0005475863117000393,0.0005856881533392941,0.0006221524550257576,0.24312227340974882,0.2262510643399381,0.21912095879620833,9.78601669891485e-07,7.823012148240928e-05,0.0,0.0,0.0,0.0,0.0,0.0007229089545382438
28.0,0.955,0.955,0.0005656190284432489,0.0005245747976893644,0.0005078939272163826,0.0005429436957522509,0.0005800661713975998,0.22944100403450998,0.21279647496871115,0.20602505704994914,7.729364756491647e-07,6.79384008008546e-05,0.0,0.0,0.0,0.0,0.0,0.0007040504980054391
29.0,0.955,0.955,0.0005265006899475157,0.0004866056134052785,0.0004709914475968767,0.0005032579414600503,0.0005407243431889303,0.21642147313410165,0.20002719832335783,0.19360404434159476,6.119460982313248e-07,5.904364712877011e-05,0.0,0.0,0.0,0.0,0.0,0.0006830435129960044
30.0,0.955,0.955,0.0004900069266431095,0.0004512751784503076,0.00043669194931908874,0.0004663992159899524,0.0005040034037612958,0.2040358439869311,0.18791298965996645,0.18183581822408373,4.855603028384839e-07,5.13469940998215e-05,0.0,0.0,0.0,0.0,0.0,0.0006598879995099399
31.0,0.955,0.955,0.00045595145069312324,0.0004183922333796874,0.0004048547777161359,0.00043215643559462336,0.00046980025775219316,0.19225732023252148,0.17642478661821084,0.17071180391840646,3.8608078971347356e-07,4.467993362548063e-05,0.0,0.0,0.0,0.0,0.0,0.0006367324860238754
32.0,0.955,0.955,0.000424163088597199,0.000387781174860479,0.0003752454032231122,0.0004003360718819276,0.00043779933350788326,0.18106011068727706,0.16553466749093304,0.16017889361181267,3.075634323914962e-07,3.889837226013841e-05,0.0,0.0,0.0,0.0,0.0,0.0006127597735916774
33.0,0.955,0.955,0.0003944853138856005,0.0003592814481848035,0.0003477020318953804,0.00037076166154731194,0.00040785476747935164,0.17041939525268684,0.15521581084334432,0.15020881112173662,2.4545844732116414e-07,3.388046338571309e-05,0.0,0.0,0.0,0.0,0.0,0.0005879698622133459
