label,n_emitted,source,E_keV,mode,att_scale,angular,shell_cm,P_wall12,err_wall12,n_wall12,P_wall12_pos,err_wall12_pos,n_wall12_pos,f_pos_wall12,f_near_wall12,P_rfr12,err_rfr12,n_rfr12,P_rfr12_pos,err_rfr12_pos,n_rfr12_pos,f_pos_rfr12,f_near_rfr12,P_mixed12,err_mixed12,n_mixed12,P_mixed12_pos,err_mixed12_pos,n_mixed12_pos,f_pos_mixed12,f_near_mixed12,P_ss_roi,err_ss_roi,n_ss_roi,P_ss_roi_pos,err_ss_roi_pos,n_ss_roi_pos,f_pos_ss_roi,f_near_ss_roi,P_wall_roi,err_wall_roi,n_wall_roi,P_wall_roi_pos,err_wall_roi_pos,n_wall_roi_pos,f_pos_wall_roi,f_near_wall_roi,P_rfr_roi,err_rfr_roi,n_rfr_roi,P_rfr_roi_pos,err_rfr_roi_pos,n_rfr_roi_pos,f_pos_rfr_roi,f_near_rfr_roi,P_wall_any,err_wall_any,n_wall_any,P_wall_any_pos,err_wall_any_pos,n_wall_any_pos,f_pos_wall_any,f_near_wall_any,P_rfr_any,err_rfr_any,n_rfr_any,P_rfr_any_pos,err_rfr_any_pos,n_rfr_any_pos,f_pos_rfr_any,f_near_rfr_any,P_beta_8_16,standoff
bottom_2615_forced12,125000,bottom,2615.0,forced12,1.0,lambert,0.3,1.6780299916512336e-10,1.4129534236494187e-11,669,9.283823474576003e-13,2.307002496015614e-13,139,0.0055325730295442644,0.4275132967719874,1.7208967489623836e-08,9.864978957742064e-10,2905,1.0517475918606664e-10,1.916278806389536e-11,925,0.006111625188988349,0.3003853312615871,7.234307438959052e-12,3.201866890456787e-12,25,6.832235542456273e-14,6.318186490483081e-14,4,0.009444215082237873,0.3584340104513442,3.1004254579731244e-07,2.7410884828680796e-09,79542,1.8127683797948476e-09,5.046792340787782e-11,24558,0.005846837488490786,0.3432171193362089,3.944030128364401e-10,2.1817092799286496e-11,1650,2.2932814387569693e-12,3.61204642857227e-13,348,0.0058145636927677295,0.36223482513688837,3.8520364654323536e-08,1.4909366014037009e-09,6084,2.024353283435969e-10,2.6947819815042483e-11,1945,0.005255280684911053,0.3107862782034561,2.446451545636758e-07,3.532742386967586e-08,593954,5.088401204354809e-10,1.1328411634483116e-10,106200,0.002079910887027361,0.5478839584771776,0.0018907501770691582,2.9032264382811077e-05,369968,0.0001955987952184972,5.318621214891952e-06,106900,0.10345036461754764,0.047901297200938775,,
bottom_2615_general,50000,bottom,2615.0,general,1.0,lambert,0.3,3.1088321129442806e-12,3.1088321129442806e-12,1,0.0,0.0,0,0.0,0.0,4.1143192982674244e-08,3.423378261929233e-08,3,4.327713722239627e-13,4.327713722239627e-13,1,1.0518662768983595e-05,0.8101088648982278,0.0,0.0,0,0.0,0.0,0,,,2.824641638073416e-06,2.8171498509192693e-07,683,1.30754397236609e-08,3.0088637787160773e-09,218,0.004629061452403986,0.44163459940372574,3.6831715319388446e-09,2.577603415276468e-09,7,5.79403268147155e-12,5.79403268147155e-12,1,0.0015731096505357531,0.0,1.3951996796288263e-07,6.180242515306573e-08,41,1.3787118423487992e-09,1.2510680160429677e-09,19,0.009881824533643719,0.36707505932165463,5.108866092189144e-06,1.783947737996174e-07,235251,3.119611911822867e-08,2.046914876585487e-09,50788,0.006106270658752218,0.4087376600588155,0.0018587738107805256,4.2328020986e-05,294171,0.00019863576080730126,8.666516554805658e-06,51309,0.10686386888778644,0.06384729200954252,,
bottom_352_forced12,125000,bottom,352.0,forced12,1.0,lambert,0.3,5.787318970978256e-13,5.1404242930147206e-14,2670,0.0,0.0,0,0.0,0.7099504352998031,3.1130089279661997e-19,2.447449754510059e-19,2,0.0,0.0,0,0.0,0.2569860923986037,1.1155339595903569e-13,4.473315157246186e-14,577,0.0,0.0,0,0.0,0.6873142982840768,4.758882973320153e-11,1.5095885668154968e-12,18215,2.6071305239615498e-17,4.905681233738818e-18,100,5.47845059140553e-07,0.6986154135896783,2.1181012908842224e-12,1.0317697914136154e-13,7543,1.0472671474701872e-18,3.7321432992748715e-19,9,4.944367637078372e-07,0.7000969082858117,2.1842241805018518e-11,3.184630148567442e-12,6546,5.9313334959197125e-18,3.799957514516179e-18,12,2.7155332995887436e-07,0.6604948963666399,1.6878113446452737e-10,7.029585076566824e-11,78834,1.331824313803795e-16,7.673233634252745e-17,2189,7.89083636645246e-07,0.5710257645231054,9.978708907136123e-06,1.0244488704316058e-06,94667,5.0833710396118184e-08,7.653060617091186e-09,28707,0.005094217184726696,0.05302816972841614,,
bottom_352_general,50000,bottom,352.0,general,1.0,lambert,0.3,8.981771071971466e-14,4.062895589673029e-14,55,2e-19,2e-19,1,2.2267323270364845e-06,0.5350267922706249,5.280224923713292e-19,5.280224923713292e-19,1,0.0,0.0,0,0.0,1.0,3.274227884378237e-14,2.661117606046472e-14,25,0.0,0.0,0,0.0,0.8440711697034624,7.000281511822102e-10,7.342019171539552e-11,3159,8.061332365665464e-16,2.8581717684304334e-16,76,1.1515725977664548e-06,0.7484873650346323,2.742920529866862e-11,4.780399673429137e-12,1232,1.9743643969030347e-17,9.354750719926408e-18,14,7.198037184835494e-07,0.7244209128868497,4.128981186778502e-10,1.466178172427953e-10,1507,4.8903154105157415e-17,3.9321865830733815e-17,10,1.1843879129735743e-07,0.6812755626035696,2.2647895873576623e-10,2.962046713323123e-11,23678,1.268629723508716e-16,2.5869162770008416e-17,1036,5.601534599904403e-07,0.7138449045401308,1.0931100618130834e-05,1.8901159896247954e-06,41656,4.442637206636797e-08,1.0651477153813185e-08,11640,0.0040642176500214735,0.041380709097153995,,
bottom_609_forced12,125000,bottom,609.0,forced12,1.0,lambert,0.3,9.822585385878069e-11,6.113597008274758e-12,4146,1.0370279741613294e-14,2.6744412548276227e-15,379,0.00010557586759716688,0.5499388279249771,1.2264445869939077e-09,9.694937546608344e-11,9941,3.590629078974063e-15,1.030919823533357e-15,370,2.9276733062803263e-06,0.580333782142289,6.753803079970691e-11,9.850032144250206e-12,1462,5.171952327917699e-15,3.4754962673416157e-15,91,7.657837024084721e-05,0.5526509402885288,1.4179186722978898e-08,2.4707222912668697e-10,49133,1.4418207127674625e-12,1.2305051889901142e-13,6291,0.00010168571307625401,0.5332327284625039,2.8040955645447556e-10,1.0696279273333437e-11,10078,2.9519636000327964e-14,5.545494048409896e-15,1023,0.00010527328802048324,0.5754511966997261,1.199067863757816e-08,5.851373284666704e-10,26325,7.52231635133221e-13,2.7446851982944954e-13,2259,6.2734700667881e-05,0.5290885451618671,1.1649004896512189e-08,3.067516560882361e-09,300034,1.9373951473584438e-12,8.906606367756689e-13,26076,0.00016631421864527813,0.44592046550381687,0.0002587936562097832,8.749280671209536e-06,179877,7.196057825204507e-06,4.1034993710686395e-07,48617,0.027806160052745815,0.05157604137353721,,
bottom_609_general,50000,bottom,609.0,general,1.0,lambert,0.3,1.9807729812304483e-10,1.2518501885241556e-10,55,2.7796814488038167e-15,2.6597191951816825e-15,6,1.4033316665482227e-05,0.6053054041568247,1.963265381537549e-09,1.3261420567524376e-09,171,3.5478941729750374e-16,1.8036135632485944e-16,15,1.8071393741973246e-07,0.06569442682953289,1.0621617113520985e-11,9.800429668244112e-12,14,0.0,0.0,0,0.0,0.9210872859935331,1.5187721814997814e-07,1.1240603174887077e-08,4047,2.7439714624167223e-11,7.703561289785777e-12,812,0.00018067037939206008,0.5151496935666813,2.596212624268038e-09,4.70593116749536e-10,662,6.735188707921324e-13,3.0387218512587905e-13,114,0.0002594236175020606,0.6370681360891857,1.1947921784890685e-07,1.9274801790390446e-08,2293,1.1251009032090473e-11,3.4415241660556924e-12,316,9.416707972024453e-05,0.37675778285436873,1.0629915328444414e-07,2.7414688104151013e-08,90986,1.0036266393804693e-11,1.203818760529708e-12,10612,9.441529949865936e-05,0.43182647198182894,0.00027432158202417035,1.3662749694476475e-05,102376,5.897699718411314e-06,5.365497729503339e-07,19927,0.021499218817904273,0.041663194408871194,,
bulk214Pb_295_forced12,500000,bulk214Pb,295.0,forced12,1.0,iso,0.3,1.4779062904251865e-08,3.4313876895278126e-09,596,2.194203612581697e-12,7.445216494200657e-13,210,0.00014846703250382914,0.7253793151194207,2.872114417310668e-12,7.071946731211493e-13,814,9.891879674447738e-18,9.293959917724383e-18,10,3.4441105879445063e-06,0.6105151436508576,2.4557085146807493e-14,1.0257886250245026e-14,168,6.125685326353126e-17,6.125685326353126e-17,1,0.0024944676005855225,0.893456163490088,1.5222712574562633e-05,4.949081782600192e-07,28708,1.6328660424915545e-07,1.5810665062273198e-08,12593,0.010726511681105354,0.6577469989116507,5.063092583660336e-07,2.4515736185525075e-08,10764,9.301233419480202e-11,7.305502993806251e-12,4243,0.00018370656403750621,0.6619527313956209,7.299777489888053e-09,1.3733194266135432e-09,7113,2.931712580991873e-12,9.456935062674336e-13,1335,0.00040161670476298765,0.3157650668016464,2.2758378554424808e-05,1.7886854979763733e-06,964787,2.6727868720930392e-09,3.0719943018100653e-10,287080,0.00011744188478547744,0.6307503985703288,2.0206080600523962e-05,9.088591825568507e-07,450177,3.796377372960249e-08,2.196022753337699e-09,114796,0.001878829174254509,0.0511817694207189,0.017308962032917912,
bulk214Pb_295_general,250000,bulk214Pb,295.0,general,1.0,iso,0.3,1.450770905413005e-08,4.859760049581322e-09,271,3.6649449053647024e-12,2.4034333982258878e-12,108,0.00025262051311412037,0.5608397850622748,1.1106099566585355e-13,4.455116794132329e-14,110,1.1595222279645282e-17,1.1020617159592377e-17,5,0.00010440409083429737,0.19326365152618105,1.9323991356573593e-14,1.322708797453869e-14,24,0.0,0.0,0,0.0,0.18615222343448581,1.3873004150098562e-05,6.461243135910494e-07,14297,1.483640462647024e-07,1.924729725298042e-08,6298,0.010694442577792233,0.6230338724918077,4.880685769930207e-07,3.426545479614639e-08,5206,8.2766724460634e-11,9.044521864699293e-12,2037,0.00016958011304591232,0.6518625857284366,4.811594645302898e-09,1.4595277897621429e-09,3037,3.336371180680271e-12,1.0046521037030786e-12,684,0.0006934023804223104,0.09671663516532028,1.8304987613816408e-05,1.3329063989318816e-06,482007,3.3590287650996905e-09,7.704933508902281e-10,143464,0.00018350347107387997,0.6201048451917643,2.0768944772628795e-05,1.2246357518828403e-06,219851,4.773012134604314e-08,8.494370360575696e-09,57518,0.00229814859967976,0.06967164490886431,0.017308962032917912,
bulk214Pb_352_forced12,500000,bulk214Pb,352.0,forced12,1.0,iso,0.3,7.479560499073567e-08,1.607738183164639e-08,699,6.15123546807904e-11,1.543073591745756e-11,306,0.0008224060048502775,0.7476838682670113,9.277794430593573e-11,2.872769742157952e-11,2030,1.0015249132895116e-14,2.999249386508058e-15,144,0.00010794859929068682,0.3215687731504527,4.497872873643044e-13,1.7593070415781695e-13,307,3.769916792468673e-19,3.488246943294633e-19,2,8.381554789064627e-07,0.6792264676193045,5.442091135620542e-05,1.3731155007952084e-06,41042,1.0321722106025016e-06,7.694805195562106e-08,20146,0.01896646316425215,0.556409506920314,1.5079452836627893e-06,6.274736264813498e-08,11754,1.1811986765487691e-09,7.708294542272555e-11,5342,0.0007833166689441444,0.5949503140336341,4.967268716603201e-08,7.205842425079302e-09,11530,2.5666142993508605e-10,4.406615744278874e-11,3102,0.005167053456906605,0.0669607289032353,4.84887716649842e-05,2.857424250420595e-06,1295801,3.939020983729674e-08,5.075118874501465e-09,473965,0.0008123573455200987,0.6427724468272427,6.24626137230096e-05,1.458531221141466e-06,725310,3.623580888840542e-07,1.5552493328943138e-08,212169,0.005801199586218578,0.0631959864403344,0.01961850414649457,
bulk214Pb_352_general,250000,bulk214Pb,352.0,general,1.0,iso,0.3,5.741769175441068e-08,1.4905143690797184e-08,351,4.954404194687191e-11,1.6963143918155407e-11,156,0.0008628706663929253,0.5148342354434404,1.519095116667787e-10,8.009785963993577e-11,288,1.7685963599050484e-15,9.10466863815695e-16,70,1.1642433317701363e-05,0.15785694667904643,1.194622310307912e-13,8.355428695358395e-14,12,0.0,0.0,0,0.0,0.008979063158844868,5.538728295067332e-05,1.9872407086748723e-06,20472,9.81157172902432e-07,1.1765822053908176e-07,10026,0.017714484636775354,0.554472219131647,1.4902603927944373e-06,8.818174062968052e-08,5825,9.933565830405973e-10,9.7795715195958e-11,2712,0.0006665657812846526,0.5878389173283862,5.650278210346874e-08,1.270111589659845e-08,4876,2.433087244329047e-10,6.511631578493345e-11,1655,0.004306137067504997,0.09158800613445252,4.575925948625643e-05,3.2778102434506137e-06,647842,3.478665472460507e-08,4.143973831687806e-09,234530,0.0007602101763699448,0.577282618517887,6.541281268739491e-05,2.450417517106954e-06,365813,3.8669726957564066e-07,2.0735604850790856e-08,110253,0.0059116441212159875,0.06768957069918465,0.01961850414649457,
cathode_1120_forced12,150000,cathode,1120.0,forced12,1.0,lambert,0.3,3.0117326387260563e-09,2.2116098019840308e-10,1631,3.650059419437924e-12,9.840409453815369e-13,337,0.001211946695567863,0.426365015408061,1.8869421129735164e-09,3.074170798142599e-10,534,2.755635635365141e-13,1.669432235662228e-13,38,0.00014603710502929544,0.3625790213668051,7.956196914042263e-13,4.040222399608156e-13,13,1.5287945960018666e-16,1.5287945960018666e-16,1,0.0001921514276882245,0.04457030537694373,1.2923438610191775e-06,1.7414826475685314e-08,48680,1.5058074704528509e-09,8.333737056972844e-11,12631,0.0011651755510838503,0.38048100505180893,7.364269638829946e-09,3.3333083091967414e-10,3847,9.078741647242485e-12,1.4956254566748166e-12,790,0.0012328095103107794,0.397333133549073,1.0344188491722175e-09,1.80737282762361e-10,544,2.640833695718258e-13,1.6648319582468832e-13,24,0.0002552963625741697,0.4741861355621116,6.29944549275542e-07,1.2780763726995984e-07,399226,1.3795538858349597e-09,4.5089787758958916e-10,62649,0.002189960826586236,0.6443258827839005,0.0001779463876570573,1.0293116951040138e-05,122381,1.4428044705758355e-06,1.6246993369973505e-07,35606,0.008108085191121968,0.05741335844518094,,
cathode_1120_general,60000,cathode,1120.0,general,1.0,lambert,0.3,6.159802497210739e-12,5.9821805943829115e-12,4,1.2370695034958745e-13,1.2370695034958745e-13,1,0.020082941036762784,0.0,5.8548503369200515e-09,5.740143451433446e-09,5,0.0,0.0,0,0.0,0.01930227914411459,0.0,0.0,0,0.0,0.0,0,,,1.0106031050157469e-05,8.627144104452333e-07,1402,1.95431062893016e-08,8.392676561350741e-09,340,0.0019338062778856283,0.3816345915130903,4.529151223998209e-08,1.2895774050928009e-08,86,2.3212787332838124e-12,1.2996860365625408e-12,16,5.1251959108458555e-05,0.5630487471210357,1.221809185913405e-08,9.325211637787285e-09,21,0.0,0.0,0,0.0,0.014183837379323458,5.272692412703247e-06,2.470033938524333e-07,125461,6.8060791599522445e-09,9.75876788356384e-10,22050,0.0012908166506270463,0.45429415877486495,0.00014788486914314684,9.260410714857733e-06,124410,1.359365380129142e-06,1.913259820361589e-07,17710,0.009192051817101917,0.06443242945577558,,
