UTC_h,v_lab_rot_only_kms,v_lab_full_kms,apex_alt_deg,apex_az_deg
1.925000000000000000e+01,2.656312644422050084e+02,2.656360360127720242e+02,8.564109279518040907e+00,3.261714153428114287e+02
1.933333333333333215e+01,2.656347069616459180e+02,2.656392932259594772e+02,8.070138064897721009e+00,3.269383257891092285e+02
1.941666666666666785e+01,2.656382352964068332e+02,2.656426361205032549e+02,7.586257799757763820e+00,3.277108435503067767e+02
1.950000000000000000e+01,2.656418477536525984e+02,2.656460630036375505e+02,7.112630228720679959e+00,3.284889414990427099e+02
1.958333333333333215e+01,2.656455426016934211e+02,2.656495721438219562e+02,6.649416520715586643e+00,3.292725868483610725e+02
1.966666666666666785e+01,2.656493180694508283e+02,2.656531617702065091e+02,6.196777290324004817e+00,3.300617406828562821e+02
1.975000000000000000e+01,2.656531723457433714e+02,2.656568300719173976e+02,5.754872586831947245e+00,3.308563574844000073e+02
1.983333333333333215e+01,2.656571035837299632e+02,2.656605752025003540e+02,5.323861279286071557e+00,3.316563857303581813e+02
1.991666666666666785e+01,2.656611098976665630e+02,2.656643952766753500e+02,4.903901330109341927e+00,3.324617669071535033e+02
2.000000000000000000e+01,2.656651893680312355e+02,2.656682883754635327e+02,4.495149126175767229e+00,3.332724362458886276e+02
2.008333333333333215e+01,2.656693400381525407e+02,2.656722525428126005e+02,4.097759716610648972e+00,3.340883217485498449e+02
2.016666666666666785e+01,2.656735599195272925e+02,2.656762857909159266e+02,3.711886156273239479e+00,3.349093449616222529e+02
2.025000000000000000e+01,2.656778469883274738e+02,2.656803860967176547e+02,3.337679708791239985e+00,3.357354200200141463e+02
2.033333333333333215e+01,2.656821991903102571e+02,2.656845514068220950e+02,2.975289252966644593e+00,3.365664543510637259e+02
2.041666666666666785e+01,2.656866144401558927e+02,2.656887796368319528e+02,2.624861213056017384e+00,3.374023483011829398e+02
2.050000000000000000e+01,2.656910906206470031e+02,2.656930686705247808e+02,2.286539458520835844e+00,3.382429947661451592e+02
2.058333333333333215e+01,2.656956255878578759e+02,2.656974163650437504e+02,1.960464741229207997e+00,3.390882799692673757e+02
2.066666666666666785e+01,2.657002171673851194e+02,2.657018205471252941e+02,1.646774819166080706e+00,3.399380825707609688e+02
2.075000000000000000e+01,2.657048631602565933e+02,2.657062790190083774e+02,1.345603866415257865e+00,3.407922746072294444e+02
2.083333333333333215e+01,2.657095613390656581e+02,2.657107895545673841e+02,1.057082569055017851e+00,3.416507206351839727e+02
2.091666666666666785e+01,2.657143094540246580e+02,2.657153499053641781e+02,7.813375622864623393e-01,3.425132787253009496e+02
2.100000000000000000e+01,2.657191052290083348e+02,2.657199577966908919e+02,5.184915015475807243e-01,3.433797996431959518e+02
2.108333333333333215e+01,2.657239463670878763e+02,2.657246109331026105e+02,2.686625635914940968e-01,3.442501277832830056e+02
2.116666666666666785e+01,2.657288305497523879e+02,2.657293069976373090e+02,3.196433290838119473e-02,3.451241009740521122e+02
2.125000000000000000e+01,2.657337554360313447e+02,2.657340436509377355e+02,-1.914943388265241686e-01,3.460015502987150171e+02
2.133333333333333215e+01,2.657387186682164497e+02,2.657388185369712801e+02,-4.016097729677515216e-01,3.468823011158227132e+02
2.141666666666666785e+01,2.657437178677132010e+02,2.657436292788805758e+02,-5.982834402949972485e-01,3.477661723416674704e+02
2.150000000000000000e+01,2.657487506415055805e+02,2.657484734854465387e+02,-7.814223949592772334e-01,3.486529776427178149e+02
2.158333333333333215e+01,2.657538145779438992e+02,2.657533487468748490e+02,-9.509392637446723029e-01,3.495425247589982405e+02
2.166666666666666785e+01,2.657589072532994123e+02,2.657582526413495430e+02,-1.106752633260176921e+00,3.504346167497631654e+02
2.175000000000000000e+01,2.657640262274968563e+02,2.657631827307633898e+02,-1.248787048583989368e+00,3.513290513560870636e+02
2.183333333333333215e+01,2.657691690500559503e+02,2.657681365666578017e+02,-1.376973333287869528e+00,3.522256221753331715e+02
2.191666666666666785e+01,2.657743332592318666e+02,2.657731116893623380e+02,-1.491248675451161576e+00,3.531241186616311438e+02
2.200000000000000000e+01,2.657795163811049406e+02,2.657781056270822546e+02,-1.591556734138396934e+00,3.540243261399685935e+02
2.208333333333333215e+01,2.657847159356194879e+02,2.657831159019357870e+02,-1.677847872349664149e+00,3.549260270442369460e+02
2.216666666666666785e+01,2.657899294322147625e+02,2.657881400255835160e+02,-1.750079165388467972e+00,3.558290003614500847e+02
2.225000000000000000e+01,2.657951543765943825e+02,2.657931755059955776e+02,-1.808214594283328536e+00,3.567330230225686023e+02
2.233333333333333215e+01,2.658003882663301169e+02,2.657982198430549374e+02,-1.852225053587883696e+00,3.576378693696713071e+02
2.241666666666666785e+01,2.658056285976641675e+02,2.658032705353555798e+02,-1.882088482898083948e+00,3.585433125713129812e+02
2.250000000000000000e+01,2.658108728610953904e+02,2.658083250757896394e+02,-1.897789872345780227e+00,3.594491241056688295e+02
2.258333333333333215e+01,2.658161185474968988e+02,2.658133809576608542e+02,-1.899321331285182435e+00,3.550750696864164446e-01
2.266666666666666785e+01,2.658213631472100360e+02,2.658184356737777421e+02,-1.886682086666001457e+00,1.260936277999877175e+00
2.275000000000000000e+01,2.658266041491352212e+02,2.658234867155429129e+02,-1.859878498516009948e+00,2.166478362873789365e+00
2.283333333333333215e+01,2.658318390468540997e+02,2.658285315790716936e+02,-1.818924028082673061e+00,3.071473087925707279e+00
2.291666666666666785e+01,2.658370653342088303e+02,2.658335677607715297e+02,-1.763839234318546056e+00,3.975692837293149040e+00
2.300000000000000000e+01,2.658422805121132342e+02,2.658385927641492117e+02,-1.694651680872985677e+00,4.878912041421540557e+00
2.308333333333333215e+01,2.658474820841443602e+02,2.658436040954016448e+02,-1.611395929527346782e+00,5.780906654826523550e+00
2.316666666666666785e+01,2.658526675633272021e+02,2.658485992701981218e+02,-1.514113384174060828e+00,6.681455562901157386e+00
2.325000000000000000e+01,2.658578344677443965e+02,2.658535758092879178e+02,-1.402852282594239108e+00,7.580340040567056015e+00
2.333333333333333215e+01,2.658629803266004501e+02,2.658585312445627551e+02,-1.277667496948993842e+00,8.477345012227800680e+00
2.341666666666666785e+01,2.658681026792934290e+02,2.658634631181257646e+02,-1.138620437437855903e+00,9.372259084124589634e+00
2.350000000000000000e+01,2.658731990745491203e+02,2.658683689814243962e+02,-9.857789752951970907e-01,1.026487456741000059e+01
2.358333333333333215e+01,2.658782670763883971e+02,2.658732464012149990e+02,-8.192171533736956057e-01,1.115498867929720284e+01
2.366666666666666785e+01,2.658833042598250813e+02,2.658780929552585235e+02,-6.390151834253339214e-01,1.204240292805696733e+01
2.375000000000000000e+01,2.658883082174575065e+02,2.658829062389107776e+02,-4.452590893902812486e-01,1.292692438915760533e+01
2.383333333333333215e+01,2.658932765552158344e+02,2.658876838608666162e+02,-2.380407120237642005e-01,1.380836505278407600e+01
2.391666666666666785e+01,2.658982068988696028e+02,2.658924234496660688e+02,-1.745730286950435139e-02,1.468654304905316366e+01
2.400000000000000000e+01,2.659030968898327387e+02,2.658971226494963958e+02,2.163884603804234197e-01,1.556128195546852488e+01
