UTC_h,Rrot_300,Rrot_350,Rrot_366,Rrot_380,Rrot_385,Rfull_300,Rfull_350,Rfull_366,Rfull_380,Rfull_385
5.666666666666666963e+00,1.006055828732088431e+00,1.017490504085534875e+00,1.030285939185250133e+00,1.050831878192900026e+00,1.051068913626290291e+00,1.006965991030735585e+00,1.020137688884171778e+00,1.034909952861021720e+00,1.058748089852295848e+00,1.059057110859077611e+00
5.750000000000000000e+00,1.006016197651392385e+00,1.017375312167259516e+00,1.030084888223252504e+00,1.050488332123551416e+00,1.050722389296867343e+00,1.006921429075621655e+00,1.020008005619662317e+00,1.034683257263252498e+00,1.058359332221341598e+00,1.058664664040402270e+00
5.833333333333333037e+00,1.005973682437220740e+00,1.017251744090657883e+00,1.029869232817408164e+00,1.050119891271139805e+00,1.050350767919841166e+00,1.006873981398160645e+00,1.019869932973897830e+00,1.034441915891990194e+00,1.057945532683582490e+00,1.058246959732882964e+00
5.916666666666666963e+00,1.005928303606056673e+00,1.017119860930194797e+00,1.029639082694011609e+00,1.049726755818439106e+00,1.049954254255083486e+00,1.006823668664362348e+00,1.019723532695619328e+00,1.034186040068048484e+00,1.057506896430495447e+00,1.057804203692632727e+00
6.000000000000000000e+00,1.005880083079190079e+00,1.016979727925789279e+00,1.029394555026780456e+00,1.049309139400603330e+00,1.049533066787555313e+00,1.006770512944071161e+00,1.019568870699285812e+00,1.033915748792574085e+00,1.057043642146079820e+00,1.057336619592610161e+00
6.083333333333333037e+00,1.005829044130221561e+00,1.016831414326215155e+00,1.029135774157458938e+00,1.048867268589819490e+00,1.049087437207969931e+00,1.006714537658224051e+00,1.019406016907789425e+00,1.033631168245581877e+00,1.056556001489211249e+00,1.056844444742150557e+00
6.166666666666666963e+00,1.005775211390102619e+00,1.016674993400270788e+00,1.028862871605972673e+00,1.048401382877417021e+00,1.048617610390792931e+00,1.006655767583837013e+00,1.019235045262993022e+00,1.033332431794871331e+00,1.056044219070482848e+00,1.056327929665949350e+00
6.250000000000000000e+00,1.005718610858285622e+00,1.016510542464785782e+00,1.028575986110686236e+00,1.047911734716117538e+00,1.048123844415911554e+00,1.006594228865206331e+00,1.019056033753989343e+00,1.033019680036022736e+00,1.055508552486353446e+00,1.055787338129255071e+00
6.333333333333333037e+00,1.005659269838398595e+00,1.016338142693848035e+00,1.028275263285978847e+00,1.047398588887026971e+00,1.047606409931312488e+00,1.006529948949286712e+00,1.018869064225075061e+00,1.032693060447151812e+00,1.054949271697803503e+00,1.055222946501901848e+00
6.416666666666666963e+00,1.005597216985429254e+00,1.016157879251210705e+00,1.027960855844622934e+00,1.046862222850709401e+00,1.047065590496202292e+00,1.006462956633010331e+00,1.018674222508499483e+00,1.032352727610457155e+00,1.054366659353110913e+00,1.054635044081841944e+00
