variant,E_keV,lnL,lnL_kde,mean_S1c,mean_log10S2c,sd_S1c,sd_log10S2c,corr,P_S1c_gt_600
LZ-tab,252.0,-3.683023218457412,,506.9104071743252,4.0174507167207025,25.16635038689407,0.031716089534640036,-0.031689040530728754,0.0001
LZ-tab,254.0,-3.4913245223083043,,511.79197736378666,4.018810116601385,25.182394523263625,0.031980763136774525,-0.04245839406902901,0.00025
LZ-tab,256.0,-3.3981032505358315,,516.4692474405963,4.020085917149405,25.53834944835891,0.03193459587752639,-0.030935393328028013,0.00115
LZ-tab,258.0,-3.321783539426682,,520.7696151235584,4.021209103275082,25.702841358872334,0.03180968601447263,-0.04082642887259792,0.00115
LZ-tab,260.0,-3.289889226248917,-3.2698421620268743,525.2422256618669,4.022566045670919,25.972025204512246,0.03198728941799771,-0.03762604295302054,0.00265
LZ-tab,262.0,-3.294566549045632,,530.0864875500408,4.02313533407869,26.07154658168739,0.03136923029809623,-0.027360964899040836,0.00475
LZ-tab,264.0,-3.2887308617792765,,534.9417275269385,4.0240863961939475,25.970076835804186,0.03154025653792907,-0.024417022807107936,0.00795
LZ-tab,266.0,-3.3547786546552087,,539.8823925096024,4.025471136355949,26.14527316017164,0.03168024582132545,-0.03863058614852339,0.01125
LZ-tab,268.0,-3.4058295667234786,,544.5542928533096,4.026066528888119,26.254034498414487,0.03181771392572747,-0.02732254387853115,0.01985
LZ-tab,270.0,-3.561986870384447,-3.5543978333069597,548.9219045383393,4.027548462690672,26.379773661721373,0.03166971239203529,-0.02870746963914958,0.02815
LZ-tab,272.0,-3.701956897433873,,553.2248917991901,4.028657515142689,26.68028097262823,0.03171583860666775,-0.019812331338057248,0.04025
LZ-tab,274.0,-3.963986888035444,,558.0620518997349,4.029751656935224,26.562782404189413,0.03126928276702667,-0.047483688344823714,0.05965
LZ-tab,276.0,-4.082835333407907,,562.913394375631,4.030386979277674,26.752140228705954,0.03174989826828578,-0.028909002940074292,0.0843
LZ-tab,278.0,-4.351106932682085,,567.2473975725951,4.031615625609944,26.783505034374414,0.03166424945553794,-0.0377966865962237,0.11175
LZ-tab,280.0,-4.660052138943069,-4.51672702016284,572.2694180486933,4.032725973336699,27.225968817213726,0.03144663577172133,-0.036804235569828585,0.15645
LZ-tab,282.0,-4.954381118173075,,576.9345980732353,4.033622718764847,27.208874900877596,0.031435851854398865,-0.036914486258532005,0.1993
LZ-tab,284.0,-5.25844539411864,,581.6383273491675,4.0345608404495445,27.0487643734262,0.031673358161185224,-0.03549057713243851,0.2458
LZ-tab,286.0,-5.589594742983619,,586.7528824052479,4.0356946717403295,27.502099409266542,0.03142284030836944,-0.01811847095138236,0.31015
LZ-tab,288.0,-5.9854705765635,,591.0029217238095,4.036556887976716,27.311152725903334,0.031465159875973786,-0.027895237618146395,0.36775
LZ-tab,290.0,-6.40390479325136,-6.429576178526913,595.7748339044617,4.037747293602753,27.79863124546031,0.031133920824049692,-0.02618854050020914,0.43595
LZ-tab,292.0,-6.854329061184724,,600.5011719082842,4.038588636377022,27.658603895418835,0.03143571524862133,-0.03461184881469153,0.4998
LZ-tab,294.0,-7.25346128854585,,605.3576182281349,4.039483174285656,28.084343428038046,0.03135757864438949,-0.030842646044059403,0.5693
LZ-tab,296.0,-7.712080098964744,,609.6441269845305,4.040437449322439,28.023716103977506,0.03095726639450798,-0.020382169823924014,0.62595
LZ-tab,298.0,-8.107674799697536,,614.8208472694527,4.041098415755998,28.494817701915967,0.03126776522736119,-0.021766574784855754,0.6935
LZ-tab,300.0,-8.803029553318186,-10.89712746657273,619.2297414819138,4.042453926679119,28.21681723839023,0.03132427218466791,-0.03633354082469957,0.75045
LZ-tab,302.0,-9.281689735802098,,623.9427877180646,4.042799604651082,28.44467724325396,0.03139815121861086,-0.04021700174347722,0.79675
LZ-tab,304.0,-9.88684017684012,,628.8331583783054,4.044132029551956,28.798623902169954,0.030927182213157423,-0.03845207232919417,0.84385
LZ-tab,306.0,-10.439318693851748,,633.6853818793219,4.045189754978121,28.792897515151417,0.031227145179278833,-0.034395776991497075,0.8798
LZ-tab,308.0,-10.950203963175365,,638.0937763690919,4.045807757759477,28.8591140697515,0.030934038916661438,-0.024198196268017898,0.9091
LZ-tab,310.0,-11.711596079430617,-28.039788098829725,643.0015539874112,4.047068712822103,28.92224933939718,0.031007226274100335,-0.03347566586999322,0.93305
LZ-tab,312.0,-12.126211587952445,,647.5853621669881,4.047721688916707,29.300348106632683,0.031006515404628187,-0.027064323465423656,0.9509
LZ-tab,314.0,-13.037320983455972,,652.6068903665055,4.048332939824673,29.236073788761686,0.030893245425120407,-0.04067978549657281,0.9657
LZ-tab,316.0,-13.454244127609275,,656.9279940391448,4.049385300362594,29.463468870665153,0.031145257636878584,-0.03147283043759346,0.97485
LZ-tab,318.0,-14.21133757982457,,661.64976767553,4.050052790306138,29.492146307674346,0.03114169201384569,-0.03572452645125949,0.98315
LZ-tab,320.0,-14.951664726795514,-38.80907690591876,666.805908477659,4.051011632201547,29.802628710696037,0.03104290317555784,-0.0408025918874353,0.99
LZ-nobreak,180.0,-53.11745042716596,,338.03516045141276,4.041549797354841,20.147822553111496,0.03270754387607339,-0.06035905142347232,0.0
LZ-nobreak,182.0,-50.702884585008405,,342.2798270614983,4.044417819071172,20.237291428728533,0.033057381095938365,-0.06317954821922962,0.0
LZ-nobreak,184.0,-49.27169203482487,,346.73771146553054,4.046930755891544,20.161399710455445,0.032536573593814615,-0.05506926361697833,0.0
LZ-nobreak,186.0,-46.560968002224854,,350.95562616349906,4.049390749943486,20.393792588732467,0.03275263779515129,-0.04959829670363783,0.0
LZ-nobreak,188.0,-43.686240430604755,,355.47198979806586,4.051881003290567,20.62461811340375,0.03292880799986906,-0.05568346444299984,0.0
LZ-nobreak,190.0,-41.17423908770021,,359.9474797140134,4.054380434661463,20.822688073410713,0.03275027380536938,-0.061286559567402484,0.0
LZ-nobreak,192.0,-39.968740859188756,,364.24126990917665,4.056851309526268,20.727721778638003,0.0328195952281395,-0.058222507633502826,0.0
LZ-nobreak,194.0,-36.991406218821254,,368.5939049413712,4.0590670935950515,21.11817446373782,0.03295639548455067,-0.06709004595959106,0.0
LZ-nobreak,196.0,-35.86644509118326,,372.9225094848816,4.061268975224068,21.070759998074145,0.03302466209513486,-0.05583529385803973,0.0
LZ-nobreak,198.0,-34.03528094650496,,377.28181945227124,4.063294634111226,21.160952099733176,0.03313147978150778,-0.06253581912250757,0.0
LZ-nobreak,200.0,-31.953094035391654,,381.75486402038035,4.066098767545222,21.461603722546176,0.03264821499230717,-0.06639437931334818,0.0
LZ-nobreak,202.0,-30.264389453607386,,386.22556667683926,4.06863438698959,21.6774800563045,0.032725439023533164,-0.06141155009681319,0.0
LZ-nobreak,204.0,-28.719929367597096,,390.7733706887212,4.0703293285412485,21.789025099574925,0.0326854099095455,-0.06309063478888924,0.0
LZ-nobreak,206.0,-27.30470467574879,,395.0446502293839,4.072990274463496,21.909823887542583,0.03282338606288211,-0.06785545967042542,0.0
LZ-nobreak,208.0,-26.066086494485017,,399.54343772241,4.074755300494741,22.044461888504884,0.03291063172839164,-0.058515891412693734,0.0
LZ-nobreak,210.0,-24.69917394714365,,403.87000286791823,4.077400626405326,22.197880026090623,0.03285908745267167,-0.06818188385440004,0.0
LZ-nobreak,212.0,-23.492157123185255,,408.62985868724087,4.079162426651975,22.26604755495572,0.032604291518018844,-0.07342128270194685,0.0
LZ-nobreak,214.0,-22.42387644096714,,412.95668877224693,4.081196734768658,22.60669578019446,0.03276180274382564,-0.05436702728127866,0.0
LZ-nobreak,216.0,-21.798655172219235,,417.1432671125761,4.083440212759837,22.46834162646158,0.03249769015303183,-0.06079750234871525,0.0
LZ-nobreak,218.0,-20.362120126634437,,421.6839206096133,4.08567695569817,23.018154665712984,0.0328885021659026,-0.05357956965897553,0.0
LZ-nobreak,220.0,-19.6046636159909,,426.4392715343836,4.087827887027833,22.921801784028425,0.032755986253057666,-0.06069062037134232,0.0
LZ-nobreak,222.0,-18.574763447093314,,430.80694686740895,4.089960303412912,23.116090758357903,0.03300236846981282,-0.06736369700402153,0.0
LZ-nobreak,224.0,-18.50429943634137,,435.3631598707446,4.091929913624453,22.92849970692006,0.03258344195726352,-0.049531017430855515,0.0
LZ-nobreak,226.0,-17.265623657780182,,439.8409703054524,4.09373073500935,23.416308095198907,0.03269344492163008,-0.06302370918292216,0.0
LZ-nobreak,228.0,-16.65412811486484,,444.01854947279656,4.0955088889297295,23.442503819292366,0.03267946532773168,-0.06952163423007231,0.0
LZ-nobreak,230.0,-16.029787159223584,,448.5962967312712,4.097696342179116,23.592912441842415,0.032895420605829125,-0.06701671358696129,0.0
LZ-nobreak,232.0,-15.891310624696096,,452.9449897084911,4.099763614086974,23.607919110062248,0.0324692450684196,-0.0600399124447628,0.0
LZ-nobreak,234.0,-15.138290969146551,,457.6463219851272,4.101696580253889,23.655480852821327,0.03290436583765503,-0.06753365561478403,0.0
LZ-nobreak,236.0,-14.796719537993955,,461.9704447650955,4.103589175388792,23.999137904097875,0.03265038357064185,-0.0664192305752429,0.0
LZ-nobreak,238.0,-14.599519299563868,,466.69330088345595,4.105444095798765,24.174098404587024,0.03242426064803907,-0.0590878035494239,0.0
LZ-nobreak,240.0,-14.38973457888794,,470.8224820200859,4.107511161242391,24.197134236797,0.0323767036598892,-0.06186934964436484,0.0
LZ-nobreak,242.0,-14.116751671667505,,475.429737610596,4.1090848729239156,24.112842635232166,0.03225268060078086,-0.07035399039810838,0.0
LZ-nobreak,244.0,-13.930637337868468,,480.15782940083454,4.111213951122566,24.408941779869938,0.03208853807564068,-0.07696329362115949,0.0
LZ-nobreak,246.0,-13.929795370532448,,484.48282032639065,4.113151798526409,24.650008377169954,0.03226355459473797,-0.05055484200739596,0.0
LZ-nobreak,248.0,-13.85031347742003,,489.3049107481733,4.115195049524195,24.53143250558029,0.032163380557653026,-0.05766915867422819,0.0
LZ-nobreak,250.0,-13.766660378626161,,494.014475768921,4.11655580072996,25.085587920748623,0.032038459580745034,-0.05512766621072804,0.0
LZ-nobreak,252.0,-13.700273002854916,,498.4687301252852,4.118954598464587,24.911711882536977,0.03216648482880123,-0.06631799608717785,0.0
LZ-nobreak,254.0,-13.794400976452145,,502.48981742594054,4.120310914066614,25.03720035781936,0.032072227196415184,-0.05838254907742153,0.00015
LZ-nobreak,256.0,-13.643504855047254,,507.1374623572578,4.1220151782409955,25.227938074394448,0.03228959820728501,-0.06701757293685887,0.0003
LZ-nobreak,258.0,-13.9659972602154,,512.0216278993254,4.123864147176886,25.600272904437375,0.032032040701320874,-0.057032534407886123,0.00035
LZ-nobreak,260.0,-13.94104169739456,,516.5693435242915,4.125962068707278,25.541601599281183,0.03225386195957428,-0.07508010375477883,0.0009
LZ-nobreak,262.0,-14.288699268526274,,520.9323774964666,4.127311806445397,25.79695913568469,0.03198371694117782,-0.06779172628279821,0.0014
LZ-nobreak,264.0,-14.615677122651823,,525.6271831180869,4.128788424140105,25.700311697574225,0.03179633971972878,-0.05952304476628968,0.00245
LZ-nobreak,266.0,-14.785828342086049,,530.1804958739003,4.131136850809272,25.900565879027326,0.032026587298527864,-0.06324851466227568,0.00405
LZ-nobreak,268.0,-15.048962200600924,,534.766902484685,4.1323653879010855,26.059907545405654,0.03195795967544437,-0.060776307414686565,0.0068
LZ-nobreak,270.0,-15.192077887653221,,539.467041215341,4.13384739878506,26.103039257638336,0.03212356418272549,-0.05998248680888094,0.0112
LZ-nobreak,272.0,-15.643027594678609,,544.2517960687462,4.135587298834432,26.20879036837469,0.03202284960700164,-0.0635862704103242,0.01775
LZ-nobreak,274.0,-16.065795581829633,,548.5210986930774,4.136968193447405,26.706659503776592,0.03194733960596472,-0.06904434312121913,0.0284
LZ-nobreak,276.0,-16.949008354890037,,553.0258886379943,4.139758915918818,26.397154579006834,0.03157036511201879,-0.056512764745324594,0.03965
LZ-nobreak,278.0,-17.1605266469833,,557.4764846482207,4.140416736363346,26.744920087666472,0.03162894902902003,-0.05584235781431807,0.05565
LZ-nobreak,280.0,-17.745158711367694,,562.4656968784021,4.142776827481988,26.782928076401056,0.03174293308220594,-0.06800113195208889,0.0819
LZ-nobreak,282.0,-18.27129491534044,,567.0195856360298,4.143875637603705,27.052659872424112,0.0315588337015337,-0.05939037804523407,0.1116
LZ-nobreak,284.0,-18.799664455379588,,571.5906725468827,4.145422424673839,27.132913237285933,0.03160188703291983,-0.06558227278072203,0.14965
LZ-nobreak,286.0,-19.10501686595314,,576.1871219643865,4.147039661066995,27.392740095562484,0.03181990228563458,-0.06201604366105915,0.19455
LZ-nobreak,288.0,-19.76174006699018,,580.7401205555636,4.148424975829003,27.39026411187214,0.031709727634473946,-0.06202533346018637,0.2432
LZ-nobreak,290.0,-20.624980275061795,,585.1958902070078,4.150135267151546,27.64938573201928,0.03160958208365035,-0.07446835729951191,0.2904
LZ-nobreak,292.0,-21.49606822339146,,589.7464214614943,4.152066617927692,27.69460268302542,0.03132767885901403,-0.06284675076428621,0.3528
LZ-nobreak,294.0,-22.136063871800193,,594.7497131529965,4.153189073642808,27.758227396237658,0.031187958824459457,-0.05320180943738662,0.42125
LZ-nobreak,296.0,-22.77777692465597,,599.240018874241,4.1547407176586315,27.904761327938463,0.03136173682418401,-0.06469016524208596,0.4814
LZ-nobreak,298.0,-23.43040663360368,,604.1198863262389,4.156291173693013,27.938440921692145,0.031397001257242096,-0.06097330749088947,0.5516
LZ-nobreak,300.0,-23.807442265608014,,608.4970657731996,4.157932286287543,28.140882072288065,0.03150371771671413,-0.04866121808646103,0.61265
LZ-nobreak,302.0,-25.057881889940113,,613.3492123897446,4.15912066978423,28.267520550433975,0.03127827395114555,-0.06435816917011264,0.6777
LZ-nobreak,304.0,-25.678620271477996,,617.7775869091495,4.160484958455918,28.45942778009938,0.031124389273157388,-0.05024943577782552,0.7327
LZ-nobreak,306.0,-26.406229427402188,,622.6780115563132,4.162263953087595,28.577857635125007,0.031423146691250695,-0.06128588961854857,0.7857
LZ-nobreak,308.0,-27.75371241315236,,627.3115511223175,4.163895240739763,28.767998222133777,0.031175624348527945,-0.07076540451051663,0.82845
LZ-nobreak,310.0,-28.36239358936929,,631.9132400812246,4.165019607642008,28.979515738893227,0.031059156721431735,-0.059061950713273595,0.8628
LZ-nobreak,312.0,-29.12743545286842,,636.0675750619882,4.166810159415577,28.74631017312838,0.031396769106963214,-0.06788169550618871,0.8977
LZ-nobreak,314.0,-29.743329884810866,,641.0174785066671,4.168022590876542,29.25582357136586,0.03141055766386765,-0.06529171436877716,0.91985
LZ-nobreak,316.0,-31.298807485694375,,645.7160909684295,4.168975738580307,29.15210946419649,0.03095958305314055,-0.06711750934322905,0.94225
LZ-nobreak,318.0,-32.11628719475881,,650.6198695700605,4.170950258557892,29.233621431202135,0.031171758650419986,-0.0679209144815226,0.9611
LZ-nobreak,320.0,-32.813616392595776,,655.3583007261876,4.172064431268569,29.316452912867284,0.03125881885795533,-0.06526170671512,0.97405
NEST-default,180.0,-61.444909348089816,,328.6530625267383,4.07493871918246,19.83491814234087,0.03233984649394114,-0.07529402218235119,0.0
NEST-default,182.0,-59.137175297607776,,332.64972238866017,4.077652817215125,19.973648104888415,0.03221207435041827,-0.06572026961934976,0.0
NEST-default,184.0,-57.235756238779274,,336.8469405406116,4.0799556188730675,19.99091810390357,0.03247639883981881,-0.059445211145353026,0.0
NEST-default,186.0,-54.43133931806745,,341.11244969593287,4.082330539247462,20.09181108355301,0.03234389551902108,-0.07589955314196421,0.0
NEST-default,188.0,-52.23233109555517,,345.4400008707309,4.084289173691184,20.21239338847551,0.032566838114209254,-0.0652669135632984,0.0
NEST-default,190.0,-49.20387770506921,,350.04745952901175,4.087402119675555,20.469552990566857,0.032521468402284995,-0.07034077884543972,0.0
NEST-default,192.0,-47.19479771129195,,354.22469561937584,4.089410599393293,20.507609568561925,0.03262458759530483,-0.07725475884204282,0.0
NEST-default,194.0,-44.979004165478784,,358.5740706707799,4.091923105197329,20.7222969005492,0.032653643508427053,-0.07075848788518425,0.0
NEST-default,196.0,-43.00693661186233,,362.92059434256953,4.094146253500221,20.979579652395895,0.03262416771123762,-0.05582550083097576,0.0
NEST-default,198.0,-40.709999711252934,,366.9330322577993,4.096517012550761,21.10210431203894,0.032855741107937306,-0.074806897320369,0.0
NEST-default,200.0,-38.54548107425081,,371.42392083749905,4.099093629655437,21.473719173549622,0.03243688613933749,-0.07054948970865225,0.0
NEST-default,202.0,-38.054745363015876,,375.8279263550861,4.1014612071073095,21.31842397933136,0.032590676356233285,-0.054301309381578594,0.0
NEST-default,204.0,-35.541237021135544,,380.17920902277564,4.103149624705462,21.56327329276727,0.03242915027348883,-0.0791723989832811,0.0
NEST-default,206.0,-34.64052964585436,,384.3807775407082,4.105529033830885,21.640149812547904,0.03229902224628761,-0.06727661859100706,0.0
NEST-default,208.0,-32.544142376802874,,388.92721153819633,4.108326989563058,21.70558734103435,0.032506828430480784,-0.09705312096830586,0.0
NEST-default,210.0,-31.691215192001213,,393.04133136205076,4.110276356577028,21.90069652456338,0.032207493573161286,-0.08154466427437737,0.0
NEST-default,212.0,-30.404923857853344,,397.1824636581888,4.112326391302154,22.219415418498404,0.03212563811419823,-0.07471593769511573,0.0
NEST-default,214.0,-29.57706604295383,,401.93680681933665,4.114824084263757,22.2795031469924,0.032145573523967894,-0.06474320240744293,0.0
NEST-default,216.0,-28.97266496580626,,405.92249702723075,4.116767500969143,22.0987110711014,0.03210771551111405,-0.06940979186369743,0.0
NEST-default,218.0,-27.66935619979447,,410.49979967839215,4.118596062742378,22.592725815403693,0.03187100406519223,-0.06259447831873072,0.0
NEST-default,220.0,-27.12469082177598,,414.5172311481251,4.1207240141108965,22.586290883922526,0.031828735528396504,-0.059369672119638894,0.0
NEST-default,222.0,-26.24552903406989,,418.8875939711078,4.122487473751782,22.744234351208906,0.031454525513571314,-0.06796073385500574,0.0
NEST-default,224.0,-25.279856489772364,,423.3008313487149,4.125332990165843,22.777673090132758,0.03199571552041435,-0.06876517175034398,0.0
NEST-default,226.0,-24.273901440230993,,428.07658664650955,4.126686675670918,22.98027585327949,0.03189819190625339,-0.07323107730517524,0.0
NEST-default,228.0,-23.78048244191822,,432.1416368460343,4.129000149874368,23.058233632812716,0.03202278180450418,-0.06813808295735507,0.0
NEST-default,230.0,-23.026293959941896,,436.99920767454205,4.130890067737482,23.13564506532677,0.03185601227603662,-0.07859073251267887,0.0
NEST-default,232.0,-22.804457024082858,,441.3382180079502,4.13311259390151,23.389342465101183,0.0316252333031914,-0.06962120619208431,0.0
NEST-default,234.0,-21.914212840321106,,445.31911899791936,4.134723633060341,23.57975259639562,0.03198503942155553,-0.07510660360819374,0.0
NEST-default,236.0,-22.079709788730874,,449.9252432713248,4.136742584248149,23.83575781669304,0.03167505923095277,-0.05168530770250084,0.0
NEST-default,238.0,-21.607180260183945,,454.27852271736236,4.138911169251542,23.7720145608946,0.03139403044684791,-0.07961763171569756,0.0
NEST-default,240.0,-21.97710761764652,,458.7714704602569,4.140884613085957,23.84806567451264,0.031147483575031925,-0.05363131557066069,0.0
NEST-default,242.0,-20.931510231875283,,463.4072576041061,4.14252118412227,24.081423307793152,0.03144886070357853,-0.07834570248945301,0.0
NEST-default,244.0,-21.10467879317368,,467.43506590011987,4.144703826129079,24.224832860214068,0.031396786397688434,-0.06191837903336008,0.0
NEST-default,246.0,-20.955022404568613,,471.8390285336068,4.146526432157376,24.256046465844815,0.03133758753605563,-0.06589993128794466,5e-05
NEST-default,248.0,-20.57139056181235,,476.33585722260403,4.148065667587478,24.546450059761213,0.03146453830782769,-0.06891193885497544,0.0
NEST-default,250.0,-20.662494847782497,,480.89812160132266,4.14992218867919,24.665847983955945,0.031344117564362825,-0.06483514632277652,0.0
NEST-default,252.0,-20.515149835748037,,485.5459542928675,4.151932477026664,24.632595777937254,0.03151616870065234,-0.0625204014940346,5e-05
NEST-default,254.0,-20.89258734320407,,489.759171811812,4.153640949893872,24.715801062074043,0.031155506989153682,-0.06408279482148464,0.0
NEST-default,256.0,-20.854328544498546,,494.0110866105599,4.155660642035728,24.936694974054735,0.03121906702201869,-0.07159632933772204,0.0
NEST-default,258.0,-20.64877162584731,,498.45092129660173,4.15682339371398,25.199915173657445,0.03140013828327499,-0.06835204061678164,0.0001
NEST-default,260.0,-20.96352532485477,,503.0451878528833,4.15895608823448,25.239645054956043,0.03129315682895201,-0.06914786493640528,0.00025
NEST-default,262.0,-20.94048145973983,,507.32586772806275,4.16057487975581,25.23028040305602,0.031510743672863585,-0.05526392745194834,0.0003
NEST-default,264.0,-21.646760676889553,,511.99579952974796,4.1626556282599205,25.36839191954394,0.031097056281355766,-0.06346495612148685,0.00055
NEST-default,266.0,-21.913272432551782,,516.6159439565807,4.164220034849632,25.455288129305668,0.031037482079496626,-0.0675635499779237,0.0005
NEST-default,268.0,-22.173245861163366,,521.0348090418315,4.165882613262431,25.781070070854472,0.03105625071878019,-0.06538151260130531,0.0015
NEST-default,270.0,-22.58130908974954,,525.3231823246757,4.167826576146154,25.975392188625907,0.031020168035543656,-0.07661164257745823,0.0025
NEST-default,272.0,-22.900261465950692,,530.0120157549692,4.169235337555371,25.87349028358302,0.0309983922884196,-0.06431930839951196,0.00385
NEST-default,274.0,-23.399477823481206,,534.2832910316339,4.170813488905217,25.873771703465934,0.030903320881146883,-0.07509866244822085,0.0071
NEST-default,276.0,-23.83345076137464,,538.7180380085164,4.172362872433416,26.125785994639962,0.030848804081099673,-0.05608948848618357,0.01075
NEST-default,278.0,-24.50347055578167,,543.584811481541,4.1738992912365065,26.411609492631317,0.030754793048390013,-0.08409614442361014,0.01775
NEST-default,280.0,-24.802126384723156,,548.1536839144576,4.175534632886704,26.479728735285867,0.030837403517802432,-0.06952994892508514,0.0275
NEST-default,282.0,-25.7900200595496,,552.3054976914977,4.1774611251620515,26.520526020479807,0.030516041944612254,-0.05942015496981256,0.0385
NEST-default,284.0,-25.989443717123777,,556.9404428958954,4.178893752618778,26.782705568936624,0.030720331909129962,-0.06164662068549421,0.0566
NEST-default,286.0,-26.995028404638607,,561.4204873100646,4.180302863699696,26.855366085264883,0.030387982054760326,-0.05797128668475073,0.0758
NEST-default,288.0,-27.401617245701306,,565.9371119729367,4.182108468977736,26.85154804163543,0.030575945682342252,-0.06508778937044404,0.1012
NEST-default,290.0,-28.30233121740579,,570.4800247956276,4.183708228815991,27.215018179364094,0.030395389751345748,-0.06359212171622948,0.1392
NEST-default,292.0,-28.473413740644542,,575.016510811094,4.1852034440071995,27.353288447179967,0.03074361122616851,-0.07313821907853829,0.18025
