multiplet,mass_GeV,S_tot_MW,S_tot_sat,S_WW_MW,sigv_tree_tot,sigv_MW_tot,sigv_sat_tot,sigv_line_MW,sigv_line_sat
"(4,3/2)",8557.566109938487,330.9354829570541,336.45795834662187,2804.8933381091183,5.538062086199472e-27,1.8327412511425727e-24,1.863325062719508e-24,8.264643117189891e-26,8.500575313541435e-26
"(4,3/2)",9156.225069012507,7860.5030530089925,12899.938690906278,66729.63924272305,4.8375833995383125e-27,3.8025839081256524e-23,6.24045292661902e-23,3.0196374436025003e-24,4.913725626442258e-24
"(4,3/2)",9796.76422447361,1016.4684178926316,1048.8129292328729,8746.206987659496,4.225700628142896e-27,4.2952912319763084e-24,4.431969453863742e-24,1.1670065713210118e-24,1.19619561874916e-24
"(4,3/2)",10482.113376039699,267.19699709203377,272.11626467979966,1838.8011980872798,3.691209126544777e-27,9.862799942514734e-25,1.0044380396673507e-24,7.966673701465367e-25,8.0718842999494215e-25
"(4,3/2)",11215.407282505459,956.7791815591621,1244.1329489283337,348.3142033609765,3.2243210806027816e-27,3.0849632845830825e-24,4.01148409430213e-24,2.8628986540966815e-24,3.7386654567104e-24
"(4,3/2)",12000.000000000007,1056.7644959619652,1273.9529912612459,1323.2040067448818,2.8164863984839064e-27,2.976362829277576e-24,3.588071272195186e-24,7.695968106173487e-25,9.356623705650092e-25
"(5,2)",499.99999999999994,24.662660832254378,24.66450335302236,75.54179887689394,4.786606112405544e-24,1.1805044308785362e-22,1.1805926250902387e-22,3.0430679387616613e-25,3.043220027837448e-25
"(5,2)",534.9783426375611,36.14216941159079,36.14642010498687,118.3254986796053,4.190090225652581e-24,1.514389507853863e-22,1.5145676157423745e-22,4.634557620661164e-25,4.634971398450011e-25
"(5,2)",572.4036541824642,57.7647190020083,57.77620772563198,202.93358025661877,3.66689459993131e-24,2.118171361750138e-22,2.1185926411362953e-22,7.768432972014573e-25,7.769724185398182e-25
"(5,2)",612.4471164684367,105.42656626617818,105.46635732802443,399.14601908810425,3.2082550918459928e-24,3.3823531803930515e-22,3.3836297791608332e-22,1.503986766802036e-24,1.5044972924135643e-24
"(5,2)",655.291886642876,242.8062735297263,243.0213282779233,995.360230230794,2.806393677884037e-24,6.814099909844061e-22,6.82013519270145e-22,3.7271106829300616e-24,3.730245817224517e-24
"(5,2)",701.1339349200929,953.8632479494906,957.1694117742171,4256.1801293351955,2.454423269786428e-24,2.341184151961291e-21,2.349298877386426e-21,1.6039041589186152e-23,1.6093787302051336e-23
"(5,2)",750.1829409410059,106933.93916691681,170597.34960317722,522420.35354674695,2.1462573866485533e-24,2.2950775682042223e-19,3.6614582172848477e-19,2.0142021755249183e-21,3.2131611067074726e-21
"(5,2)",802.6632528391823,1600.0092748054494,1608.329228430808,8616.101827451615,1.8765258335317784e-24,3.0024587380628723e-21,3.0180713459746436e-21,3.4716890535334335e-23,3.489477682747219e-23
"(5,2)",858.814913399959,416.2335547344583,416.7255155518654,2489.8623615944766,1.6404969515392726e-24,6.828298776702339e-22,6.836369378914669e-22,1.0772055581970553e-23,1.078379652528333e-23
"(5,2)",918.8947580062622,211.36000027392376,211.46222930582948,1417.2707566653614,1.4340066050041302e-24,3.0309163642648143e-22,3.032382335334574e-22,6.812122166379223e-24,6.814650497515574e-24
"(5,2)",983.1775893930661,145.19026096813334,145.22352543562246,1103.098434761593,1.2533938051467222e-24,1.8198057366509427e-22,1.8202226714257664e-22,6.147648575836904e-24,6.148205248494973e-24
"(5,2)",1051.9574345837902,124.16632737346104,124.17721349776222,1082.3816431346127,1.0954426982237619e-24,1.360170966865191e-22,1.360290218118968e-22,7.378992673181252e-24,7.378374756718673e-24
"(5,2)",1125.5488897577948,135.23472951240726,135.22946429825768,1371.3883987411305,9.573305421953546e-25,1.2946433692775497e-22,1.2945929637743838e-22,1.2240765938553689e-23,1.2237689829591062e-23
"(5,2)",1204.2885592003443,227.7651184037018,227.70677635433177,2716.436923560084,8.365812392316381e-25,1.9054402500790964e-22,1.9049521714394835e-22,3.470299647080095e-23,3.4685044280650325e-23
"(5,2)",1288.536594916753,2514.7343769014947,2512.99764204896,34859.881756123774,7.310239674355361e-25,1.8383311012490617e-21,1.8370615064467784e-21,7.219326748314747e-22,7.212114392201051e-22
"(5,2)",1378.6783439528238,200.52547236830347,200.85374934692854,2852.961823581901,6.387564534642116e-25,1.280869395592133e-22,1.2829662859783378e-22,1.1642401304433262e-22,1.16578998238144e-22
"(5,2)",1475.1261109563582,25.358067039419595,25.372794984780306,211.11984242720712,5.58112440721712e-25,1.4152652687355268e-23,1.416087253688735e-23,2.4768315178078496e-23,2.477895618986647e-23
"(5,2)",1578.3210440416474,13.874226233971191,13.877430054951372,11.741130194733504,4.876329300532688e-25,6.765529590693301e-24,6.767091879305234e-24,1.3604189837862913e-23,1.3607085026845317e-23
"(5,2)",1688.7351525827733,15.465908088649003,15.469414506346853,10.520327908151687,4.260407975544796e-25,6.589107816992299e-24,6.59060169398485e-24,1.18320648355862e-23,1.1833595310663737e-23
"(5,2)",1806.873466165042,24.08839537335525,24.098730226111158,106.42805838749719,3.722184245208806e-25,8.966144575106362e-24,8.96999139771682e-24,1.5706522519393812e-23,1.5708992237021024e-23
"(5,2)",1933.2763445695211,63.68949496653778,63.765265444714494,643.9608892315944,3.2518800584639105e-25,2.0711059861532182e-23,2.0735699512232493e-23,4.1773798223353826e-23,4.180482921754898e-23
"(5,2)",2068.52194935641,29222.001234381783,95194.55627991064,424701.93247481214,2.840942340801256e-25,8.301802058970178e-21,2.7044224554938624e-20,1.902503639174918e-20,6.196097889602952e-20
"(5,2)",2213.228888352219,84.75973207003193,84.8947105407685,653.0124975255053,2.4818908605494635e-25,2.103644043672335e-23,2.1069940620012555e-23,2.962124075984751e-23,2.968725174219432e-23
"(5,2)",2368.0590451364865,65.42479509127249,65.44181311566385,77.60025830579507,2.168184670061255e-25,1.4185303775879583e-23,1.4188993597839593e-23,7.008457517156427e-24,7.017320995430662e-24
"(5,2)",2533.7206064700063,111.9563170803929,112.04873850378195,0.19828406649429128,1.8941049312444522e-25,2.120570122659397e-23,2.122320681397335e-23,3.629875291081007e-24,3.636477276505924e-24
"(5,2)",2710.9713015119237,311.15958968625847,312.37046432955134,184.1705544400933,1.6546521741021357e-25,5.148608915670961e-23,5.1686446792818577e-23,3.4777232582551586e-24,3.494412231758784e-24
"(5,2)",2900.621867641682,2527.425249686524,2624.520744935853,4177.60922470899,1.4454562549438638e-25,3.6532826360624427e-22,3.7936299269974578e-22,1.1623202531710964e-23,1.2078580643533591e-23
"(5,2)",3103.5397587384286,5311.863927017446,5732.065807134437,15126.155577757592,1.262697478225069e-25,6.707277185319641e-22,7.237865039688799e-22,1.3200631087003742e-23,1.4250909022219326e-23
"(5,2)",3320.6531128793254,637.3817089663705,641.8376682967491,2608.367067600443,1.1030375235418013e-25,7.030559418091064e-23,7.079710321538902e-23,1.2066755008305027e-24,1.2151880936104723e-24
"(5,2)",3552.9549976048797,300.5437037674122,301.2044259248399,1615.2777861098718,9.63558978398529e-26,2.895915841662378e-23,2.902282289332541e-23,5.70100278553958e-25,5.712424761645308e-25
"(5,2)",3801.5079521690013,226.70666218381905,226.93945720824047,1520.3178605857915,8.417124193659794e-26,1.9082181311312812e-23,1.9101775957635024e-23,5.031409226343236e-25,5.0347899014843415e-25
"(5,2)",4067.448847549763,236.89368858246578,237.1020118600868,1921.7145277182726,7.35270110593216e-26,1.7418084860286447e-23,1.7433402248224004e-23,6.751238159861027e-25,6.753899412016898e-25
"(5,2)",4351.994086450461,354.9321862087827,355.5653031886756,3417.991960146094,6.422855007629125e-26,2.279677969559833e-23,2.2837443881245535e-23,1.4104570745107958e-24,1.4120811010439197e-24
"(5,2)",4656.445167075474,1036.3295315634166,1044.1163606856715,11715.067533499634,5.610577988617465e-26,5.814407658743954e-23,5.858096270818402e-23,6.323528218946659e-24,6.365817324331765e-24
"(5,2)",4982.194636129438,121209.31628881718,5150397.63914643,1590672.6176851457,4.9010099688405647e-26,5.9404806744784204e-21,2.5242150172949564e-19,1.284685991889309e-21,5.453037320235536e-20
"(5,2)",5330.732458268552,659.1193963351218,662.9455527748152,9565.201570761252,4.281167850129942e-26,2.8218007689869787e-23,2.838181186926161e-23,1.4090084204920174e-23,1.415315553519616e-23
"(5,2)",5703.652831137525,202.00743475675654,203.30724374912285,2308.2752466320985,3.7397087304959e-26,7.554489673849233e-24,7.603098744216526e-24,9.059137032934486e-24,9.10794684856276e-24
"(5,2)",6102.661477163973,541.8485889896432,572.1115763321973,689.9149716166772,3.266722919089628e-26,1.770069204328843e-23,1.868929998680884e-23,2.6476000838776484e-23,2.796759928566818e-23
"(5,2)",6529.5834454625465,1988.363462414432,2465.6309098177676,2037.3989755339942,2.8535530180140446e-26,5.673900559081557e-23,7.035808524019205e-23,4.953204312042041e-23,6.146145970013584e-23
"(5,2)",6986.371459534426,264.1897190255284,268.6129872880229,1138.5288485992785,2.4926358009917384e-26,6.585287518969803e-24,6.695543487254647e-24,3.373848694458701e-24,3.430400202238589e-24
"(5,2)",7475.11484894418,144.8683186952109,145.74570690029083,1047.464250894075,2.1773640260672273e-26,3.1543106564379455e-24,3.173414591584313e-24,1.1907606326037792e-24,1.1965124751566301e-24
"(5,2)",7998.049105827163,112.0824828703688,112.8637315852917,1180.8066178463473,1.9019656767171182e-26,2.1317703538067583e-24,2.1466294362143854e-24,9.80397619056192e-25,9.816310675875163e-25
"(5,2)",8557.566109938487,2641.569095552755,2369.5020627744593,153.14839387807027,1.6613984389241926e-26,4.388698771661738e-23,3.936687028121141e-23,4.3993205205997454e-23,4.082126829556597e-23
"(5,2)",9156.225069012507,889.1420926850061,911.3117290288301,7032.014261295855,1.4512574962296926e-26,1.2903741272224713e-23,1.322547978155132e-23,3.130477212678217e-25,3.217896601139934e-25
"(5,2)",9796.76422447361,4364.0838431388665,5304.300496146806,43859.334067375145,1.2676949651994096e-26,5.532327115655231e-23,6.724235032870036e-23,1.6051582998887271e-24,1.949287181910097e-24
"(5,2)",10482.113376039699,7273.0470521526,9898.479819265696,83741.04486113103,1.1073495042677965e-26,8.05380504771754e-23,1.0961076720868655e-22,3.90748466435978e-24,5.3092338782337484e-24
"(5,2)",11215.407282505459,1200.5311239660543,1228.6738241466728,15472.546958141154,9.67284813218301e-27,1.1612555240082618e-23,1.18847753049593e-23,1.1791755314867053e-24,1.2038132559213523e-24
"(5,2)",12000.000000000007,953.9539738241326,964.1450974620226,13603.162059058126,8.449359018423329e-27,8.060299611891708e-24,8.14640807430938e-24,2.1384814941842553e-24,2.1535808804794594e-24
"(3,0)",499.99999999999994,1.6271682831871257,1.6271420109654493,1.6271682831871257,3.304864496334274e-25,5.377570688666325e-25,5.377483862533668e-25,3.660652897445706e-27,3.660391920513231e-27
"(3,0)",534.9783426375611,1.6977655829758571,1.6977324239692453,1.6977655829758571,2.8916696291691666e-25,4.909377173739971e-25,4.909281288847618e-25,3.7566675332399576e-27,3.756366734484261e-27
"(3,0)",572.4036541824642,1.7789597593016888,1.7789176786057865,1.7789597593016886,2.5295874131279413e-25,4.5000342155906645e-25,4.499927768791975e-25,3.866072843845129e-27,3.865724664829336e-27
"(3,0)",612.4471164684367,1.872917447441404,1.8728637192363007,1.872917447441404,2.2124276688978057e-25,4.1436943822808145e-25,4.143575512513244e-25,3.9914912504242836e-27,3.9910862767726464e-27
"(3,0)",655.291886642876,1.9823894403825109,1.9823203750855176,1.9823894403825109,1.9347173699856472e-25,3.8353632843841706e-25,3.8352296625544145e-25,4.136198111718952e-27,4.135724489431955e-27
"(3,0)",701.1339349200929,2.110910755467731,2.1108213009506063,2.110910755467731,1.6916257556913972e-25,3.570871001915199e-25,3.5707196783500678e-25,4.304333555136634e-27,4.3037761785351294e-27
"(3,0)",750.1829409410059,2.2630854045070232,2.2629685534460737,2.2630854045070232,1.4788950909066225e-25,3.3468658950278644e-25,3.346693084567459e-25,4.501200200366147e-27,4.500539563109205e-27
"(3,0)",802.6632528391823,2.444999389982401,2.4448452826672695,2.444999389982401,1.2927772907038893e-25,3.1608396871541105e-25,3.160640460716777e-25,4.733689423346373e-27,4.732899962131895e-27
"(3,0)",858.814913399959,2.664832262430544,2.664626800328778,2.664832262430544,1.1299763704140733e-25,3.011197487663589e-25,3.0109653203435783e-25,5.010904361992099e-27,5.0099520190129275e-27
"(3,0)",918.8947580062622,2.933784037661705,2.933506691089218,2.933784037661705,9.875965146214883e-26,2.897394890246857e-25,2.8971209837385264e-25,5.345091722616098e-27,5.343930274299366e-27
"(3,0)",983.1775893930661,3.267517442741552,3.2671376931910143,3.267517442741552,8.630954551885992e-26,2.8201794545797077e-25,2.8198516944685284e-25,5.7530721915959145e-27,5.7516375733207256e-27
"(3,0)",1051.9574345837902,3.6884698865185195,3.6879412810642997,3.6884698865185195,7.542427901407368e-26,2.782001818557815e-25,2.781603121705141e-25,6.258502201294746e-27,6.2567034711902e-27
"(3,0)",1125.5488897577948,4.229688491836693,4.2289383668360765,4.229688491836693,6.590828482801091e-26,2.7877151385373263e-25,2.787220744015354e-25,6.895573784102611e-27,6.893278241203334e-27
"(3,0)",1204.2885592003443,4.941448654316037,4.940359669919197,4.941448654316037,5.759016988297039e-26,2.84578867470036e-25,2.845161526736221e-25,7.715310149791853e-27,7.712317849517897e-27
"(3,0)",1288.536594916753,5.903220418032343,5.901595835809257,5.903220418032343,5.031979140740898e-26,2.9704882006734515e-25,2.9696707142875525e-25,8.796785791830522e-27,8.792783869323803e-27
"(3,0)",1378.6783439528238,7.246537688534645,7.244032474653996,7.246537688534645,4.39656710733636e-26,3.185988924348468e-25,3.1848874902540174e-25,1.0268259016883455e-26,1.026273528241374e-26
"(3,0)",1475.1261109563582,9.201750378068613,9.197725383089844,9.201750378068613,3.8412711903054874e-26,3.534641862765759e-25,3.5330957530404524e-25,1.2349738361574965e-26,1.2341806917572462e-26
"(3,0)",1578.3210440416474,12.201953471013669,12.195141504784768,12.201953471013667,3.3560185451094967e-26,4.0949982135285067e-25,4.0927121050292215e-25,1.544619168760667e-26,1.5434212038255147e-26
"(3,0)",1688.7351525827733,17.140208151943412,17.127870759034245,17.140208151943412,2.931995948969707e-26,5.025502086599563e-25,5.021884767996511e-25,2.0374719121146262e-26,2.035537843926925e-26
"(3,0)",1806.873466165042,26.104321409412012,26.079841914559882,26.104321409412012,2.5614939134903932e-26,6.686606040600583e-25,6.680335632893678e-25,2.9003367087304495e-26,2.896917906237155e-26
"(3,0)",1933.2763445695211,44.949108143287816,44.89402308566209,44.94910814328782,2.2377696972770753e-26,1.005857521226797e-24,1.0046248444995208e-24,4.645135716503116e-26,4.638274234247912e-26
"(3,0)",2068.52194935641,95.66864031802231,95.52352104836903,95.66864031802231,1.954927022596702e-26,1.8702521017278615e-24,1.8674151259104147e-24,9.149160376892324e-26,9.132893996054789e-26
"(3,0)",2213.228888352219,325.04462441710587,324.86450359642726,325.04462441710587,1.7078105314814046e-26,5.551146327809511e-24,5.548070205464571e-24,2.861576304007443e-25,2.859220536601224e-25
"(3,0)",2368.0590451364865,9920.558968391457,11654.4061996739,9920.558968391457,1.4919132298574826e-26,1.4800613172524513e-22,1.7387362795426558e-22,7.99656337815006e-24,9.39156411792624e-24
"(3,0)",2533.7206064700063,761.8143232810471,781.8999861757228,761.8143232810472,1.3032953629260886e-26,9.928690749428649e-24,1.0190466262547924e-23,5.591533423747532e-25,5.737359967552417e-25
"(3,0)",2710.9713015119237,158.99003642377943,160.35770928588582,158.99003642377943,1.1385133414590958e-26,1.8101227762754045e-24,1.8256939142780014e-24,1.0567013588195798e-25,1.0654943293953449e-25
"(3,0)",2900.621867641682,69.44311111481673,69.79998828065324,69.44311111481673,9.945574976728222e-27,6.9065166820967875e-25,6.94201016819988e-25,4.1562194075384233e-26,4.176426982455322e-26
"(3,0)",3103.5397587384286,40.28867214172116,40.4389432794568,40.28867214172116,8.687975919438708e-27,3.5002701339343455e-25,3.5133256541946847e-25,2.159497482545804e-26,2.1669692038892917e-26
"(3,0)",3320.6531128793254,27.34275071546211,27.423603580065656,27.342750715462113,7.589351190238481e-27,2.0751373768678643e-25,2.0812735847099955e-25,1.3055157922240782e-26,1.309038385302522e-26
"(3,0)",3552.9549976048797,20.58556182938311,20.63598339411335,20.58556182938311,6.629615758422629e-27,1.3647436510006163e-25,1.3680864070016156e-25,8.710227151232643e-27,8.7294424949685e-27
"(3,0)",3801.5079521690013,16.741822814861383,16.77643766983203,16.741822814861383,5.791219537125242e-27,9.695557137251436e-26,9.715603359689514e-26,6.2469985829048085e-27,6.258519653555357e-27
"(3,0)",4067.448847549763,14.496053471942444,14.521362783997287,14.496053471942444,5.058828069912303e-27,7.333304220681213e-26,7.346107766506535e-26,4.748376640714473e-27,4.7557231030125396e-27
"(3,0)",4351.994086450461,13.255622818384062,13.27480853391959,13.255622818384063,4.419043291416801e-27,5.857717108913156e-26,5.866195359665987e-26,3.796004274353221e-27,3.800853485100377e-27
"(3,0)",4656.445167075474,12.749663378336209,12.764285477742199,12.74966337833621,3.860159367995863e-27,4.92157325286783e-26,4.9272176162680103e-26,3.1802987848391585e-27,3.1835102799328507e-27
"(3,0)",4982.194636129438,12.884504729279417,12.895127843467428,12.884504729279417,3.371949238299635e-27,4.344589590776178e-26,4.3481716509556414e-26,2.7907536544734807e-27,2.7927732292540924e-27
"(3,0)",5330.732458268552,13.701030210348351,13.707354670072347,13.701030210348351,2.945478014119889e-27,4.035608325537347e-26,4.0374711812441684e-26,2.5702901999640502e-27,2.5713171215100946e-27
"(3,0)",5703.652831137525,15.396067899458918,15.396664546735671,15.396067899458918,2.5729398772184314e-27,3.9613157050880464e-26,3.961469218845145e-26,2.4966921113667483e-27,2.496734231133937e-27
"(3,0)",6102.661477163973,18.427217120420977,18.418648258978955,18.427217120420977,2.2475155254964233e-27,4.141545656983964e-26,4.139619792071287e-26,2.5796275589566012e-27,2.5784755687696273e-27
"(3,0)",6529.5834454625465,23.807344905453412,23.781903124319626,23.807344905453412,1.9632475885693437e-27,4.673971247587006e-26,4.6689763960410245e-26,2.8749277242280306e-27,2.8720205235666464e-27
"(3,0)",6986.371459534426,33.9749538339553,33.91487832047501,33.9749538339553,1.714931754558376e-27,5.826472718950478e-26,5.816170178376604e-26,3.538492083537766e-27,3.532566107574167e-27
"(3,0)",7475.11484894418,55.892611268156436,55.75695320288526,55.892611268156436,1.4980216320465766e-27,8.372834075126858e-26,8.352512203493078e-26,5.022366613453707e-27,5.010805173630038e-27
"(3,0)",7998.049105827163,116.20166727907859,115.9621265810373,116.20166727907859,1.3085456184282758e-27,1.5205518257209864e-25,1.5174173264124145e-25,9.015904637250739e-27,8.998680058024097e-27
"(3,0)",8557.566109938487,397.1099007952273,400.878504468229,397.10990079522725,1.1430342625153746e-27,4.539102225930262e-25,4.582178657131085e-25,2.663540526717243e-26,2.6892745557915124e-26
"(3,0)",9156.225069012507,8191.942343192812,21745.165787786238,8191.942343192812,9.984567989802655e-28,8.17930052941519e-24,2.1711608625768232e-23,4.756794680864327e-25,1.262898851943808e-24
"(3,0)",9796.76422447361,742.9611694735551,823.4134527482545,742.961169473555,8.721656983025288e-28,6.479852471855667e-25,7.181529690078777e-25,3.740877878652295e-26,4.146717787873538e-26
"(3,0)",10482.113376039699,181.24883831559802,187.35017126561488,181.24883831559802,7.618482212467893e-28,1.3808410507378527e-25,1.4273239472899002e-25,7.926689773040863e-27,8.194960231040484e-27
"(3,0)",11215.407282505459,87.47184171169204,89.10745742483394,87.47184171169204,6.6548409408711315e-28,5.821111933963674e-26,5.929959558077162e-26,3.3281947685945944e-27,3.39097158994904e-27
"(3,0)",12000.000000000007,56.99476398050211,57.69679864450125,56.9947639805021,5.813085320569877e-28,3.313154258444016e-26,3.3539641324422623e-26,1.889561633810056e-27,1.9131012612392692e-27
"(5,0)",499.99999999999994,14.01384533529785,14.012546149420368,14.01384533529785,2.9743780467008463e-24,4.1682473915170986e-23,4.167860964521842e-23,5.038561481912442e-25,5.037764259495019e-25
"(5,0)",534.9783426375611,18.87990641993017,18.87765681731918,18.87990641993017,2.6025026662522503e-24,4.9135006796461243e-23,4.9129152199668137e-23,6.994539083165396e-25,6.99319129726011e-25
"(5,0)",572.4036541824642,27.01454931105518,27.01032473613516,27.01454931105518,2.2766286718151473e-24,6.150209751771236e-23,6.149247972932321e-23,1.0346330662118229e-24,1.0343856561141138e-24
"(5,0)",612.4471164684367,42.14403894981426,42.135129871510046,42.14403894981426,1.991184902008025e-24,8.391657406650829e-23,8.389883444429813e-23,1.675013857174041e-24,1.6745033420646237e-24
"(5,0)",655.291886642876,75.29580637678724,75.27333448710309,75.29580637678724,1.7412456329870828e-24,1.3110849403582172e-22,1.3106936495604422e-22,3.1197039625902985e-24,3.118442915920754e-24
"(5,0)",701.1339349200929,172.16325444642385,172.0859446313157,172.16325444642385,1.5224631801222576e-24,2.6211221586469983e-22,2.619945145177356e-22,7.476340888207691e-24,7.472084111469653e-24
"(5,0)",750.1829409410059,723.1780327168559,722.6890849284115,723.1780327168559,1.3310055818159602e-24,9.625539981928203e-22,9.619032059571841e-22,3.313051200344254e-23,3.3103553884356305e-23
"(5,0)",802.6632528391823,282486.3453587221,403554.6872930509,282486.3453587221,1.1634995616335005e-24,3.286727389923228e-19,4.695357017606091e-19,1.376159637570706e-20,1.9656441780508235e-20
"(5,0)",858.814913399959,629.9404897690314,631.2838936071205,629.9404897690314,1.016978733372666e-24,6.406360813854664e-22,6.420022945191342e-22,3.2956611732977725e-23,3.3020817283708787e-23
"(5,0)",918.8947580062622,167.7345251055818,167.9035576770005,167.7345251055818,8.888368631593396e-25,1.4908862913836684e-22,1.4923887151891838e-22,9.542145771922573e-24,9.549700113266527e-24
"(5,0)",983.1775893930661,77.73513581565426,77.78913383932357,77.73513581565426,7.767859096697394e-25,6.038355818786373e-23,6.042550309180007e-23,4.886566208596138e-24,4.888706023325175e-24
"(5,0)",1051.9574345837902,45.550198276200064,45.575526629823436,45.550198276200064,6.788185111266631e-25,3.092031777537442e-23,3.0937511130670327e-23,3.2322136580897363e-24,3.2330073415045824e-24
"(5,0)",1125.5488897577948,30.447079198763024,30.461899683406195,30.447079198763024,5.931745634520982e-25,1.8060432912117717e-23,1.806922404662608e-23,2.5112251314134753e-24,2.5114822378687173e-24
"(5,0)",1204.2885592003443,22.134340076767675,22.14452152340386,22.134340076767675,5.1831152894673345e-25,1.1472483647416411e-23,1.1477760808589301e-23,2.2128826305984668e-24,2.2128130970184088e-24
"(5,0)",1288.536594916753,17.00053041560773,17.00864379024335,17.00053041560773,4.528781226666808e-25,7.699168298958236e-24,7.702842668831706e-24,2.1960593644073124e-24,2.19566208020158e-24
"(5,0)",1378.6783439528238,13.440233015447532,13.447935792923404,13.440233015447532,3.9569103966027243e-25,5.318179775158752e-24,5.321227695186452e-24,2.4941044876664443e-24,2.4931709562964625e-24
"(5,0)",1475.1261109563582,10.468427224642623,10.477730609017053,10.468427224642623,3.4571440712749384e-25,3.61908611152464e-24,3.6223024255379255e-24,3.4160242030965915e-24,3.41377344656627e-24
"(5,0)",1578.3210440416474,6.878994091955219,6.89454464624036,6.878994091955219,3.0204166905985474e-25,2.0777428569870344e-24,2.082439772358124e-24,6.556027291963466e-24,6.548748869252595e-24
"(5,0)",1688.7351525827733,0.1551365653399166,0.16587427424070844,0.1551365653399166,2.638796354072736e-25,4.093738030023387e-26,4.377084301008426e-26,3.407603268260356e-23,3.4067972721050733e-23
"(5,0)",1806.873466165042,85.94628426457732,87.59343206407641,85.94628426457732,2.305344522141354e-25,1.9813579562774697e-23,2.019330387844794e-23,5.470207936331118e-23,5.604298342332326e-23
"(5,0)",1933.2763445695211,33.185574057958604,33.242159625859976,33.185574057958604,2.013992727549368e-25,6.68355048122796e-24,6.69494677345172e-24,3.2408322480523147e-24,3.256724722147887e-24
"(5,0)",2068.52194935641,30.139186629347442,30.14957001432005,30.139186629347442,1.759434320337032e-25,5.302791934271688e-24,5.304618822659896e-24,7.443792093988125e-25,7.467670887389407e-25
"(5,0)",2213.228888352219,33.78548630408694,33.779198353857474,33.78548630408694,1.5370294783332642e-25,5.192928838920639e-24,5.191962362434541e-24,2.1903852260229023e-25,2.197186106033325e-25
"(5,0)",2368.0590451364865,43.89602546122697,43.86920350359271,43.89602546122697,1.3427219068717344e-25,5.894015501138888e-24,5.890414058128817e-24,5.317356135570769e-26,5.342005008523062e-26
"(5,0)",2533.7206064700063,67.36558400488647,67.28919875346175,67.36558400488647,1.17296582663348e-25,7.90175279289388e-24,7.892793063935878e-24,1.3168778207392254e-27,1.357367443108493e-27
"(5,0)",2710.9713015119237,132.9684750811356,132.7046326478745,132.9684750811356,1.0246620073131863e-25,1.362477445860098e-23,1.3597739526873008e-23,3.9440942784982416e-26,3.909726207673194e-26
"(5,0)",2900.621867641682,444.47746828184574,442.78075350554235,444.47746828184574,8.9510174790554e-26,3.9785255876370936e-23,3.96333826401743e-23,4.95321732334367e-25,4.919138064100573e-25
"(5,0)",3103.5397587384286,26191.55348036681,27088.64720680768,26191.55348036681,7.819178327494838e-26,2.0479642733710614e-21,2.118109631606242e-21,5.503464409470778e-23,5.680171626701044e-23
"(5,0)",3320.6531128793254,797.6344545447859,805.9862047852158,797.6344545447859,6.830416071214633e-26,5.448175197277223e-23,5.505221126342226e-23,2.4690924691968773e-24,2.4908642933028846e-24
"(5,0)",3552.9549976048797,182.92968592208643,183.73668470922934,182.92968592208643,5.966654182580367e-26,1.0914781756251299e-23,1.0962932583137734e-23,7.357106869568869e-25,7.379136815245185e-25
"(5,0)",3801.5079521690013,87.49317899703966,87.73393089639546,87.49317899703966,5.212097583412717e-26,4.560229868155667e-24,4.572778092084011e-24,4.236303073756601e-25,4.24249134150071e-25
"(5,0)",4067.448847549763,57.87064594653315,57.979993430804555,57.87064594653315,4.552945262921073e-26,2.6348188332445072e-24,2.6397973643497653e-24,3.202373574870143e-25,3.204509409429897e-25
"(5,0)",4351.994086450461,47.62039169990313,47.6816426820882,47.62039169990313,3.977138962275122e-26,1.8939291522848757e-24,1.8963651889621342e-24,2.8965443073269136e-25,2.896823065962457e-25
"(5,0)",4656.445167075474,47.455853155348784,47.49364034487267,47.455853155348784,3.4741434311962774e-26,1.6486844051147011e-24,1.6499971862773788e-24,3.0740329213655007e-25,3.0728454859828155e-25
"(5,0)",4982.194636129438,58.263746886553996,58.289491512022046,58.263746886553996,3.0347543144696723e-26,1.7681615724113867e-24,1.7689428585435224e-24,3.910222901296677e-25,3.907272515294007e-25
"(5,0)",5330.732458268552,95.0307262870372,95.09640267627685,95.0307262870372,2.6509302127079006e-26,2.519198234498818e-24,2.5209392697437878e-24,6.442971329606082e-25,6.4394680644472385e-25
"(5,0)",5703.652831137525,262.5385248003555,264.12307393782805,262.5385248003555,2.3156458894965884e-26,6.079462557884413e-24,6.11615510485335e-24,1.7555801710392405e-24,1.7638631872798804e-24
"(5,0)",6102.661477163973,5354.089232252882,7680.105922362589,5354.089232252882,2.022763972946781e-26,1.083005880694342e-22,1.5535041568170252e-22,3.4516623341872996e-23,4.943955076851921e-23
"(5,0)",6529.5834454625465,515.1902897816947,544.4203439122282,515.1902897816947,1.7669228297124094e-26,9.103014846614282e-24,9.619487346183974e-24,3.139774014051065e-24,3.31188283788505e-24
"(5,0)",6986.371459534426,106.50401032729579,108.42626297565036,106.5040103272958,1.543438579102538e-26,1.6438239836828345e-24,1.673492772645359e-24,6.103452353492952e-25,6.195200145596089e-25
"(5,0)",7475.11484894418,40.37436926976486,41.347402435926085,40.37436926976486,1.3482194688419187e-26,5.443351069170987e-25,5.574537295015733e-25,2.57385832550423e-25,2.595180231209965e-25
