R_lo,R_mid,R_hi,R_hi_over_lo,N_lo,N_mid,dRdE_248,pct_248_in_1_300,node1,node2,peak_accepted,f248_over_fpeak,onset,halo,delta,r,rho_hi,rho_lo,rho_248,ratio_enh
4430468501884.807,1605484015050.011,153547983705.98386,0.03465727916599826,28.853967306847473,10.455910760275547,1827772396.0576239,0.9951552944315484,nan,nan,9.5,0.008911007220736419,0.5,annual,0.0,-1.66,2.4434733159274433,2.5325148525228336,2.4597144211108417,0.9648406655910864
4322658913033.6343,1566605127567.9265,149789100634.30063,0.03465207494920734,28.858300735693025,10.458739126771853,1783056000.4032216,0.9951557474970646,nan,nan,9.5,0.008910083692172529,0.5,annual,0.0,-1.64,2.38365663672613,2.4708894544653095,2.3995375831804346,0.9646957828965049
4216177376264.4863,1528203658076.503,146076836782.73108,0.03464674840415621,28.86273737249296,10.461642596693771,1738893556.8334317,0.9951562124193959,nan,nan,9.5,0.008909137821965216,0.5,annual,0.0,-1.62,2.3245818286820126,2.410023188680415,2.340106223152016,0.9645474946466448
4111023891577.358,1490279606575.7388,142411192151.27493,0.03464129518756779,28.867280931195786,10.464624191845143,1695285065.3482509,0.9951566896690551,nan,nan,9.5,0.008908168790742597,0.5,annual,0.0,-1.6,2.266248891795087,2.3499160551681477,2.2814203410255813,0.9643956799269267
4007198458972.2495,1452832973065.6345,138792166739.9323,0.03463571074928223,28.87193530511637,10.46768709784567,1652230525.947681,0.9951571797417302,nan,nan,9.5,0.008907175738640086,0.5,annual,0.0,-1.58,2.2086578260653558,2.290568053928508,2.2234799368011333,0.9642402120632613
3904701078449.162,1415863757546.19,135219760548.70322,0.034629990319875834,28.876704577825176,10.47083467535225,1609729938.6317217,0.9951576831599832,nan,nan,9.5,0.008906157762772567,0.5,annual,0.0,-1.56,2.1518086314928184,2.2319791849614954,2.1662850104786715,0.9640809582773684
3803531750008.0967,1379371960017.4058,131693973577.58763,0.034624128897387876,28.881593034834218,10.47407047221297,1567783303.4003727,0.9951582004750983,nan,nan,9.5,0.008905113914515253,0.5,annual,0.0,-1.54,2.0957013080774747,2.1741494482671118,2.109835562058195,0.9639177793172572
3703690473649.051,1343357580479.2812,128214805826.58559,0.0346181212330798,28.886605176147945,10.477398236645252,1526390620.253635,0.9951587322690703,nan,nan,9.5,0.008904043196576146,0.5,annual,0.0,-1.52,2.040335855819325,2.117078843845355,2.0541315915397056,0.9637505290607702
3605177249372.0273,1307820618931.8164,124782257295.69702,0.03461196181614438,28.891745729754064,10.480821931540063,1485551889.1915069,0.9951592791567747,nan,nan,9.5,0.008902944559841227,0.5,annual,0.0,-1.5,1.9857122747183686,2.0607673716962274,1.999173098923201,0.9635790540898944
3507992077177.025,1272761075375.012,121396327984.92203,0.034605644857274846,28.897019666136305,10.484345750005673,1445267110.2139897,0.9951598417883147,nan,nan,9.5,0.008901816899971639,0.5,annual,0.0,-1.48,1.9318305647746068,2.005215031819727,1.9449600842086832,0.9634031932333338
3412134957064.0435,1238178949808.8674,118057017894.26053,0.03459916427099419,28.902432213899992,10.487974132277849,1405536283.321083,0.9951604208515796,nan,nan,9.5,0.008900659053729823,0.5,annual,0.0,-1.46,1.8786907259880383,1.950421824215855,1.891492547396151,0.9632227770745666
3317605889033.0825,1204074242233.3828,114764327023.71255,0.03459251365663589,28.907988876609718,10.491711784138268,1366359408.5127869,0.995161017075015,nan,nan,9.5,0.008899469795009197,0.5,annual,0.0,-1.44,1.8262927583586637,1.8963877488846106,1.8387704884856049,0.963037627422359
3224404873084.1436,1170446952648.558,111518255373.2781,0.034585686277855944,28.91369545094921,10.495563697000048,1327736485.7891014,0.9951616312306568,nan,nan,9.5,0.008898247830539151,0.5,annual,0.0,-1.42,1.774636661886483,1.8431128058259945,1.786793907477045,0.9628475567403896
3132531909217.225,1137297081054.3933,108318802942.95715,0.03457867504054395,28.919558046324415,10.49953516983858,1289667515.1500263,0.9951622641374308,nan,nan,9.5,0.00889699179523402,0.5,annual,0.0,-1.4,1.7237224365714956,1.7905969950400058,1.7355628043704707,0.9626523675323067
3041986997432.327,1104624627450.8882,105165969732.74973,0.03457147246898753,28.925583106043685,10.50363183316796,1252152496.595562,0.9951629166647554,nan,nan,9.5,0.008895700247151311,0.5,annual,0.0,-1.38,1.6735500824137024,1.7388403165266448,1.685077179165883,0.9624518516781572
2952770137729.452,1072429591838.0438,102059755742.65585,0.03456407068012928,28.931777430223093,10.507859675288465,1215191430.1257086,0.995163589736489,nan,nan,9.5,0.008894371662020383,0.5,annual,0.0,-1.36,1.6241195994131032,1.687842770285913,1.6353370318632816,0.9622457897177145
2864881330108.5957,1040711974215.8586,99000160972.67545,0.034556461355738866,28.93814820058038,10.512225071059232,1178784315.7404647,0.9951642843352411,nan,nan,9.5,0.008893004427298479,0.5,annual,0.0,-1.34,1.5754309875696972,1.6376043563178075,1.586342362462665,0.9620339500757628
2778320574569.763,1009471774584.334,95987185422.80864,0.03454863571230355,28.944703007299285,10.516734813483358,1142931153.4398324,0.9951650015071095,nan,nan,9.5,0.008891596835705926,0.5,annual,0.0,-1.32,1.5274842468834862,1.5881250746223317,1.5380931709640355,0.9618160882238659
2693087871112.948,978708992943.4684,93020829093.05525,0.0345405844684204,28.951449878165068,10.52139614843034,1107631943.2238097,0.9951657423668756,nan,nan,9.5,0.008890147078186666,0.5,annual,0.0,-1.3,1.4802793773544676,1.5394049251994817,1.490589457367391,0.9615919457725832
2609183219738.1567,948423629293.2637,90101091983.41547,0.034532297809449164,28.958397310194844,10.526216812864334,1072886685.0923985,0.995166508103718,nan,nan,9.5,0.008888653236233904,0.5,annual,0.0,-1.28,1.4338163789826437,1.491443908049261,1.4438312216727338,0.9613612494874236
2526606620445.385,918615683633.7183,87227974093.88913,0.03452376534915941,28.96555430401071,10.531205076996889,1038695379.0455968,0.9951672999875087,nan,nan,9.5,0.00888711327351326,0.5,annual,0.0,-1.26,1.3880952517680127,1.4442420231716673,1.397818463880061,0.9611237102211222
2445358073234.6353,889285155964.8331,84401475424.47636,0.03451497608807572,28.972930401231864,10.53636979084066,1005058025.0834067,0.9951681193757487,nan,nan,9.5,0.00888552502670767,0.5,annual,0.0,-1.24,1.3431159957105765,1.3977992705667022,1.3525511839893758,0.9608790217539919
2365437578105.9053,860432046286.6077,81621595975.17706,0.03450591836819238,28.98053572519321,10.541720435707777,971974623.2058263,0.9951689677212414,nan,nan,9.5,0.008883886195498592,0.5,annual,0.0,-1.22,1.298878610810333,1.3521156502343643,1.3080293820006752,0.9606268595332035
2286845135059.198,832056354599.0426,78888335745.99133,0.034496579823691996,28.98838102533305,10.5472671812743,939445173.412857,0.9951698465805741,nan,nan,9.5,0.008882194331587564,0.5,annual,0.0,-1.2,1.2553830970672841,1.3071911621746555,1.2642530579139617,0.9603668793008185
2209580744094.5103,804158080902.1368,76201694736.91908,0.034486947327261694,28.996477725632353,10.553020948922924,907469675.7044978,0.9951707576235237,nan,nan,9.5,0.008880446826649537,0.5,annual,0.0,-1.18,1.2126294544814284,1.2630258063875732,1.2212222117292335,0.9600987155992596
2133644405211.8452,776737225195.8916,73561672947.9604,0.034477006931554095,29.00483797753275,10.558993482181643,876048130.0807495,0.9951717026434985,nan,nan,9.5,0.008878640899095448,0.5,annual,0.0,-1.16,1.1706176830527675,1.21961958287312,1.1789368434464917,0.9598219801416139
2059036118411.2,749793787480.3057,70968270379.11517,0.03446674380528882,29.013474717810528,10.565197425199727,845180536.5416114,0.9951726835691598,nan,nan,9.5,0.008876773579505141,0.5,annual,0.0,-1.14,1.129347782781299,1.176972491631294,1.1373969530657355,0.9595362600327328
1985755883692.577,723327767755.3807,68421487030.38355,0.03445614216343229,29.02240173194092,10.57164641034733,814866895.0870847,0.9951737024773701,nan,nan,9.5,0.008874841694573091,0.5,annual,0.0,-1.12,1.0888197536670259,1.1350845326620966,1.0966025405869664,0.9592411158254734
1913803701055.974,697339166021.115,65921322901.7654,0.03444518519082818,29.0316337235508,10.578355156195446,785107205.7171677,0.9951747616076424,nan,nan,9.5,0.008872841849387848,0.5,annual,0.0,-1.1,1.049033595709946,1.0939557059655267,1.0565536060101823,0.9589360793946107
1843179570501.3928,671827982277.5093,63467777993.26076,0.034433854958578924,29.041186390629722,10.585339577333974,755901468.4318615,0.9951758633783372,nan,nan,9.5,0.008870770407841181,0.5,annual,0.0,-1.08,1.0099893089100593,1.053586011541585,1.0172501493353845,0.9586206516089407
1773883492028.8315,646794216524.5635,61060852304.86966,0.03442213233239628,29.0510765092508,10.592616907723396,727249683.2311658,0.9951770104047934,nan,nan,9.5,0.008868623470934141,0.5,annual,0.0,-1.06,0.9716868932673669,1.0139754493902706,0.9786921705625725,0.9582942997798094
1705915465638.2922,622237868762.2778,58700545836.59206,0.034409996872048064,29.061322025644245,10.600205839557875,699151850.1150806,0.9951782055197228,nan,nan,9.5,0.008866396852713728,0.5,annual,0.0,-1.04,0.9341263487818681,0.9751240195115845,0.9408796696917465,0.9579564548617607
1639275491329.774,598158938990.6519,56386858588.427986,0.03439742672092729,29.071942157568515,10.608126679953212,671607969.083606,0.9951794517961795,nan,nan,9.5,0.008864086053535168,0.5,annual,0.0,-1.02,0.8973076754535632,0.9370317219055263,0.9038126467229067,0.9576065083781994
1573963569103.2766,574557427209.686,54119790560.377426,0.03438439848465535,29.08295750604065,10.616401528174707,644618040.136742,0.995180752573486,nan,nan,9.5,0.008861686230299206,0.5,annual,0.0,-1.0,0.8612308732824518,0.8996985565720961,0.8674911016560529,0.9572438090417658
1509979698958.7996,551433333419.38,51899341752.4404,0.03437088709750693,29.094390178615274,10.625054476600383,618182063.2744884,0.9951821114865789,nan,nan,9.5,0.008859192163261205,0.5,annual,0.0,-0.98,0.8258959422685347,0.8631245235112932,0.831915034491185,0.9568676590356762
1447323880896.3445,528786657619.734,49725512164.616875,0.03435686567530503,29.106263925547157,10.634111839193928,592300038.4968455,0.9951835324993167,nan,nan,9.5,0.008856598218946627,0.5,annual,0.0,-0.96,0.791302882411811,0.8273096227231189,0.7970844452283031,0.956477309918395
1385996114915.91,506617399810.74786,47598301796.90688,0.03434230535328357,29.118604290331575,10.643602411959785,566971965.8038131,0.9951850199423505,nan,nan,9.5,0.008853898308634962,0.5,annual,0.0,-0.94,0.7574516937122813,0.7922538542075721,0.7629993338674073,0.9560719581098149
1325996401017.497,484925559992.4218,45517710649.31041,0.03432717510724962,29.131438776295,10.65355777069971,542197845.1953913,0.9951865785563566,nan,nan,9.5,0.008851085841788382,0.5,annual,0.0,-0.92,0.7243423761699453,0.7579572179646537,0.7296597004084976,0.9556507399125054
1267324739201.1047,463711138164.7556,43483738721.82745,0.03431144155620185,29.144797031101376,10.664012612420269,517977676.67157996,0.99518821354148,nan,nan,9.5,0.00884815367370073,0.5,annual,0.0,-0.9,0.6919749297848032,0.7244197139943628,0.6970655448515737,0.9552127260167135
1209981129466.7334,442974134327.7494,41496386014.458015,0.03429506874437491,29.158711051250496,10.67500514800036,494311460.23237914,0.9951899306140832,nan,nan,9.5,0.008845094046522978,0.5,annual,0.0,-0.88,0.6603493545568548,0.6916413422966997,0.6652168671966359,0.9547569154325924
1153965571814.3833,422714548481.4031,39555652527.20209,0.034278017900489545,29.17321540886757,10.686577555273695,471199195.8777889,0.995191736072077,nan,nan,9.5,0.008841898522679971,0.5,annual,0.0,-0.86,0.6294656504861001,0.6596221028716648,0.634113667443684,0.954282228787849
1099278066244.0541,402932380625.7167,37661538260.05968,0.03426024717180005,29.18834750331603,10.698776503588258,448640883.6078092,0.9951936368703777,nan,nan,9.5,0.00883855790952528,0.5,annual,0.0,-0.84,0.5993238175725392,0.6283619957192575,0.6037559455927182,0.9537875009237634
1045918612755.7462,383627630760.6903,35814043213.0308,0.03424171133035804,29.20414784039778,10.711653763267615,426636523.42244005,0.9951956407083593,nan,nan,9.5,0.008835062173880899,0.5,annual,0.0,-0.82,0.5699238558161722,0.5978610208394785,0.5741437016437383,0.9532714727177252
993887211349.4596,364800298886.3239,34013167386.11545,0.03422236144877421,29.22066034212313,10.725266916342504,405186115.3216816,0.9951977561315822,nan,nan,9.5,0.008831400344869704,0.5,annual,0.0,-0.8,0.5412657652169993,0.5681191782323274,0.5452769355967447,0.952732782056608
943183862025.1936,346450385002.6174,32258910779.313606,0.034202144542685074,29.23793269021411,10.73968018860645,384289659.3055335,0.9951999926505748,nan,nan,9.5,0.008827560403162772,0.5,annual,0.0,-0.78,0.5133495457750198,0.539136467897804,0.5171556474517369,0.9521699538832304
893808564782.9485,328577889109.5708,30551273392.62528,0.03418100317716727,29.256016706613067,10.754965427689363,363947155.373996,0.995202360880072,nan,nan,9.5,0.008823529154421058,0.5,annual,0.0,-0.76,0.48617519749023413,0.5109128898359084,0.4897798372087151,0.9515813892391336
845761319622.7247,311182811207.1842,28890255226.050484,0.03415887503455205,29.274968774249444,10.771203257719549,344158603.5270691,0.9952048727029367,nan,nan,9.5,0.00881929208429923,0.5,annual,0.0,-0.74,0.45974272036264247,0.4834484440466409,0.4631495048676793,0.9509653532327609
799042126544.5219,294265151295.4574,27275856279.589188,0.03413569244157918,29.294850301086736,10.788484448631559,324924003.7647527,0.9952075414639742,nan,nan,9.5,0.008814833191884199,0.5,annual,0.0,-0.72,0.4340521143922443,0.4567431305300012,0.43726465042862955,0.9503199618756686
753650985548.3402,277824909374.39075,25708076553.241425,0.034111381854741135,29.315728229901957,10.806911547778201,306243356.0870468,0.9952103822001798,nan,nan,9.5,0.00881013479784419,0.5,annual,0.0,-0.7,0.4091033795790401,0.4307969492859895,0.4121252738915657,0.9496431677547746
709587896634.1798,261862085443.98407,24186916047.007187,0.03408586330422781,29.337675595148145,10.826600833899453,288116660.4939516,0.995213411915593,nan,nan,9.5,0.0088051773228448,0.5,annual,0.0,-0.68,0.3848965159230298,0.40560990031460586,0.38773137525648815,0.9489327445520683
666852859802.04,246376679504.23715,22712374760.886456,0.034059049799424694,29.36077212632313,10.847684669615814,270543916.9854668,0.995216649911125,nan,nan,9.5,0.008799939030921768,0.5,annual,0.0,-0.66,0.36143152342421314,0.3811819836158499,0.3640829545233963,0.9481862704939878
625445875051.9216,231368691555.15027,21284452694.87925,0.03403084670294182,29.385104894071127,10.870314349723188,253525125.56159264,0.995220118182534,nan,nan,9.5,0.00879439573145656,0.5,annual,0.0,-0.64,0.3387084020825903,0.35751319918972196,0.3411800116922907,0.9474011109247115
585366942383.8241,216838121596.72333,19903149848.98556,0.03400115108641564,29.410768990098294,10.89466357043859,237060286.222329,0.9952238419034346,nan,nan,9.5,0.00878852043214882,0.5,annual,0.0,-0.62,0.31672715189816125,0.33460354703622186,0.319022546763171,0.9465744003720157
546616061797.74756,202784969628.95627,18568466223.205387,0.033969851090976305,29.437868223850952,10.920932681856717,221149398.96767586,0.995227850015156,nan,nan,9.5,0.00878228293388524,0.5,annual,0.0,-0.6,0.2954877728709259,0.31245302715534967,0.29761055973603723,0.9457030247430162
509193233293.6922,189209235651.8492,17280401817.53874,0.03393682533006435,29.466515806182624,10.949353935729166,205792463.79763326,0.9952321759518576,nan,nan,9.5,0.008775649356636573,0.5,annual,0.0,-0.58,0.2749902650008845,0.2910616395471054,0.27694405061088945,0.9447836046988942
473098456871.6578,176110919665.40204,16038956631.98561,0.03390194239491392,29.49683497043589,10.980198008279025,190989480.7122013,0.9952368585381953,nan,nan,9.5,0.008768581583454567,0.5,annual,0.0,-0.56,0.2552346282880369,0.27042938421148904,0.25702301938772787,0.9438124818878073
438331732531.64435,163490021669.61487,14844130666.545992,0.03386506055770068,29.528959450586513,11.013782170354377,176740449.71137974,0.9952419431090169,nan,nan,9.5,0.008761036607298413,0.5,annual,0.0,-0.54,0.23622086273238294,0.2505562611485005,0.23784746606655205,0.9427857106806793
404893060273.6521,151346541664.48755,13695923921.219898,0.0338260278206876,29.563033688171085,11.05048060540096,163045370.7951688,0.9952474829172298,nan,nan,9.5,0.008752965762868511,0.5,annual,0.0,-0.52,0.21794896833392283,0.23144227035813997,0.21941739064736232,0.941699059539395
372782440097.68085,139680479650.0203,12594336396.007328,0.03378468254220132,29.599212564773225,11.090737555199969,149904243.9635684,0.9952535409194256,nan,nan,9.5,0.008744313823061142,0.5,annual,0.0,-0.5,0.20041894509265662,0.21308741184040733,0.20173279313015863,0.9405480284436566
341999872003.7306,128491835626.21289,11539368090.90827,0.03374085499886502,29.63766033888703,11.135084227658018,137317069.21657854,0.9952601920616965,nan,nan,9.5,0.008735017937520462,0.5,annual,0.0,-0.48,0.18363079300858406,0.19549168559530256,0.18479367351494091,0.9393278923827362
312545355991.80145,117780609593.06548,10531019005.922733,0.033694370445865714,29.678548278758527,11.184160766097248,125283846.5541992,0.9952675262352619,nan,nan,9.5,0.008725006389953618,0.5,annual,0.0,-0.46,0.16758451208170536,0.17865509162282572,0.16860003180170918,0.9380337865517292
284418892061.8934,107546801550.57803,9569289141.05072,0.033645054559063234,29.722050182576446,11.238745111088708,113804575.97643049,0.9952756521397458,nan,nan,9.5,0.008714197153164713,0.5,annual,0.0,-0.44,0.1522801023120205,0.1625776299229768,0.15315186799046357,0.9366608578570439
257620480214.00632,97790411498.7505,8654178496.292223,0.03359274266200872,29.768334490024753,11.29979137137599,102879257.48327228,0.9952847023925383,nan,nan,9.5,0.008702496229590781,0.5,annual,0.0,-0.42,0.1377175636995294,0.1472593004957558,0.1384491820812039,0.9352045217918075
232150120448.14032,88511439437.5829,7785687071.6472435,0.03353729499092152,29.817550886876777,11.36848149984228,92507891.0747246,0.9952948403729626,nan,nan,9.5,0.008689795787114716,0.5,annual,0.0,-0.4,0.12389689624423206,0.1327001033411627,0.1244919740739302,0.933660887404901
208007812764.2954,79709885367.07526,6963814867.115786,0.03347862166603737,29.869807962089943,11.446295872033833,82690476.75078748,0.9953062695189797,nan,nan,9.5,0.008675972147911664,0.5,annual,0.0,-0.38,0.11081809994612854,0.11890003845919753,0.11128024396864254,0.9320274524903333
185193557162.47153,71385749287.22757,6188561882.697847,0.033416723440700374,29.925136190403265,11.535111168042098,73427014.51146092,0.9953192461493571,nan,nan,9.5,0.008660883787143463,0.5,annual,0.0,-0.36,0.09848117480521884,0.10585910584986026,0.09881399176534089,0.930304238020813
163707353642.66882,63539031198.0399,5459928118.393433,0.033351758469635125,29.98342653837707,11.637338408172317,64717504.35674496,0.9953340974471234,nan,nan,9.5,0.008644369698306887,0.5,annual,0.0,-0.34,0.086886120821503,0.09357730551315097,0.08709321746402535,0.9284956469417938
143549202204.8871,56169731099.512085,4777913574.202531,0.03328415275609151,30.04432792170095,11.756121207966226,56561946.28663953,0.9953512471523778,nan,nan,9.5,0.008626248884180539,0.5,annual,0.0,-0.32,0.07603293799498084,0.08205463744906953,0.07611792106469577,0.9266135389626662
124719102849.12637,49277848991.644226,4142518250.125151,0.03321478550993416,30.107073842187283,11.895626287260285,48960340.301144585,0.9953712530279616,nan,nan,9.5,0.008606322547563775,0.5,annual,0.0,-0.3,0.06592162632565254,0.071291101657616,0.06588810256735211,0.9246823908297699
107217055575.38663,42863384874.436295,3553742146.1612854,0.03314530628629857,30.17018431998544,12.061478608046132,41912686.40026018,0.9953948627482575,nan,nan,9.5,0.00858438223827658,0.5,annual,0.0,-0.28,0.056552185813517945,0.06128669813879032,0.05640376197199446,0.9227481253019935
91043060383.66797,36926338747.88832,3011585262.310943,0.03307869100203474,30.23094232895999,12.26142895903032,35418984.58398634,0.9954230994092645,nan,nan,9.5,0.008560230776472819,0.5,annual,0.0,-0.26,0.04792461645857721,0.05204142689259258,0.047664899278622844,0.9208935903600033
76197117273.97037,31466710612.000282,2516047598.5741186,0.033020246547222375,30.284449832011287,12.506405137101911,29479234.852323025,0.9954573961163538,nan,nan,9.5,0.008533730587256224,0.5,annual,0.0,-0.24,0.040038918260830246,0.043555287919022745,0.0396715144872372,0.9192665270694552
62679226246.293816,26484500466.772194,2067129154.9508135,0.03297949382508597,30.321872291422082,12.812213694215146,24093437.20527029,0.9954998146346976,nan,nan,9.5,0.008504911986837114,0.5,annual,0.0,-0.22,0.03289509122027708,0.03582828121808082,0.032423607597837606,0.9181319924349732
50489387300.6384,21979708312.20408,1664829931.4410305,0.03297385887310976,30.32705404145166,13.202374547158131,19261591.642828107,0.995553413390137,nan,nan,9.5,0.008474217276899116,0.5,annual,0.0,-0.2,0.026493135336917755,0.028860406789766858,0.02592117861042403,0.9179751182963757
39627600437.003876,17952334148.29585,1309149928.0447614,0.033036315941610474,30.269718989473112,13.712970351003248,14983698.16499646,0.995622891509084,nan,nan,9.5,0.008443068598734477,0.5,annual,0.0,-0.18,0.020833050610752142,0.022651664634080717,0.020164227524996445,0.9197138906695462
30093865655.39048,14402377975.047594,1000089144.7620137,0.03323232569102918,30.09118318402683,14.401094192933028,11259756.771775313,0.9957157642680928,nan,nan,9.5,0.008415263043793857,0.5,annual,0.0,-0.16,0.015914837041780355,0.017202054751022527,0.015152754341554806,0.9251707003684745
21888182955.798233,11329839792.459316,737647581.5927887,0.03370072258087481,29.67295426975506,15.359421050354431,8089767.463164777,0.9958445996466286,nan,nan,9.5,0.008400686997976763,0.5,annual,0.0,-0.14,0.01173849463000242,0.012511577140592301,0.01088675906009926,0.9382106266937595
15010552338.226826,8734719600.53091,521825238.5370766,0.03476389321185493,28.765477845242817,16.738783323356433,5473730.2391647585,0.9960314058612306,nan,nan,9.5,0.008426402486522962,0.5,annual,0.0,-0.12,0.008304023375418178,0.008580231802789865,0.007366241680629682,0.9678087452973151
9460973802.676666,6617017399.262518,352622115.5948896,0.037271228411511606,26.830347230818386,18.76517979622267,3411645.0997753483,0.9963160740779246,nan,nan,9.5,0.008575679139820581,0.5,annual,0.0,-0.1,0.0056114232780278255,0.005408018737615451,0.004591202203146193,1.03761165600215
9460973802.676666,6617017399.262518,352622115.5948896,0.037271228411511606,26.830347230818386,18.76517979622267,3411645.0997753483,0.9963160740779246,nan,nan,9.5,0.008575679139820581,0.5,annual,0.0,-0.1,0.0056114232780278255,0.005408018737615451,0.004591202203146193,1.03761165600215
8979058813.632782,6431505168.6219635,338265860.40691423,0.037672752504230154,26.54438376616397,19.013166628418354,3235903.950489973,0.9963523098360862,nan,nan,9.5,0.008605184274569118,0.5,annual,0.0,-0.098,0.005382966181934445,0.005132549706092529,0.0043546995400070565,1.0487898783609755
8510424345.409171,6250767117.888037,324375797.4200754,0.03811511438851523,26.236311133866568,19.270140274347053,3065702.322050658,0.9963902882294352,nan,nan,9.5,0.008638926163165937,0.5,annual,0.0,-0.096,0.005161927797413025,0.004864671997295923,0.0041256516558877175,1.0611050036430685
8055070398.00565,6074803247.060661,310951926.6343677,0.03860325376068174,25.90455214473455,19.536149246001322,2901040.214457494,0.9964301044724824,nan,nan,9.5,0.008677523067943642,0.5,annual,0.0,-0.094,0.004948308124463477,0.004604385611225527,0.0039040585507883006,1.0746945504302385
