name,cls,op,tau,mass,delta,distinct,on_LZ_grid,f_lo,f_L2,f_M,f_hi,N_lo,N_L2,N_M,rho,rho_sig32,physical,grid_model,class4,q2spin,SIlike,B_logu,B_flat,B_jeff,B_P016flat,B_logu_rho,B_flat_rho,B_jeff_rho,B_P016flat_rho,B_logu_rho32,B_flat_rho32,B_jeff_rho32,B_P016flat_rho32,Bmu_logu,Bmu_flat,Bmu_jeff,Bmu_logu_rho,post_uniform,post_uniform_rho,post_classes,post_classes_rho,post_physics,post_physics_rho,post_raw,post_raw_rho,post_heavy,post_heavy_rho
O1v_m4000_d280,inelastic,O1,v,4000,280,False,False,0,0.213546,0.262812,0.523642,0,0.40781,0.501893,1.31304,1.2485,True,False,inelastic-O1,False,False,103.677,64.5659,116.357,65.5053,135.955,84.7588,152.714,65.5053,129.301,80.5956,145.218,65.5053,103.821,123.098,160.7,136.125,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d290,inelastic,O1,v,4000,290,False,False,0,0.156304,0.252001,0.591696,0,0.264162,0.425896,1.31861,1.25389,True,False,inelastic-O1,False,False,112.387,75.9315,131.37,76.8657,148.011,100.103,173.154,76.8657,140.775,95.1932,164.667,76.8657,112.507,128.174,170.711,148.154,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d300,inelastic,O1,v,4000,300,True,True,0,0.0982188,0.232173,0.669608,0,0.146681,0.346729,1.32452,1.25967,True,True,inelastic-O1,False,False,122.126,89.7201,148.856,90.6486,161.57,118.813,197.087,90.6486,153.688,112.999,187.449,90.6486,122.221,133.873,181.855,161.683,0.0249217,0.0340218,0.0322129,0.0424125,0.0367306,0.0477989,0.0190449,0.0261499,0.0249217,0.0340218
O1v_m4000_d310,inelastic,O1,v,4000,310,False,False,0,0.0470215,0.199361,0.753617,0,0.0623944,0.264539,1.33172,1.26652,True,False,inelastic-O1,False,False,132.775,106.097,168.782,107.019,176.624,141.266,224.69,107.019,168.005,134.353,213.7,107.019,132.844,140.696,194.383,176.707,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d320,inelastic,O1,v,4000,320,False,False,0,0.0124973,0.152418,0.835085,0,0.0149653,0.182518,1.34009,1.27428,True,False,inelastic-O1,False,False,143.816,124.513,190.298,125.428,192.522,166.829,254.928,125.428,183.097,158.641,242.422,125.428,143.861,149.035,208.21,192.577,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d330,inelastic,O1,v,4000,330,False,False,0,0,0.0949601,0.90504,0,0,0.104924,1.35035,1.28356,True,False,inelastic-O1,False,False,154.587,143.887,212.096,144.797,208.534,194.267,286.311,144.797,198.25,184.663,272.163,144.797,154.613,158.936,222.922,208.566,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d340,inelastic,O1,v,4000,340,False,False,0,0,0.0505938,0.949406,0,0,0.0532899,1.36306,1.29462,True,False,inelastic-O1,False,False,162.148,158.317,227.86,159.222,220.796,215.761,310.487,159.222,209.742,204.934,294.912,159.222,162.162,166.722,233.836,220.813,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d350,inelastic,O1,v,4000,350,True,True,0,0,0.0242783,0.975722,0,0,0.0248824,1.38001,1.30855,True,True,inelastic-O1,False,False,166.633,167.198,237.383,168.1,229.722,230.697,327.485,168.1,217.858,218.755,310.541,168.1,166.64,171.341,240.31,229.73,0.034004,0.0483726,0.0439523,0.0603026,0.0501164,0.0679611,0.0259855,0.0371802,0.034004,0.0483726
O1v_m4000_d360,inelastic,O1,v,4000,360,False,False,0,0,0.0128409,0.987159,0,0,0.0130079,1.40312,1.32627,True,False,inelastic-O1,False,False,168.582,171.131,241.562,172.033,236.295,240.079,338.83,172.033,223.385,226.934,320.285,172.033,168.586,173.348,243.124,236.299,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d370,inelastic,O1,v,4000,370,False,False,0,0,0.00716705,0.992833,0,0,0.00721878,1.4361,1.35149,True,False,inelastic-O1,False,False,169.549,173.1,243.644,174,243.221,248.544,349.775,174,228.928,233.907,329.184,174,169.551,174.344,244.519,243.224,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d380,inelastic,O1,v,4000,380,False,False,0,0,0.002169,0.997831,0,0,0.00217372,1.48678,1.38966,True,False,inelastic-O1,False,False,170.401,174.842,245.483,175.743,253.05,259.904,364.843,175.743,236.561,242.933,341.029,175.743,170.402,175.221,245.749,253.051,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d390,inelastic,O1,v,4000,390,False,False,0,0,1.32143e-07,1,0,0,1.32143e-07,1.54342,1.43986,True,False,inelastic-O1,False,False,170.771,175.601,246.282,176.501,263.236,270.971,379.964,176.501,245.615,252.797,354.488,176.501,170.771,175.601,246.282,263.236,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d400,inelastic,O1,v,4000,400,False,False,0,0,0,1,0,0,0,1.56943,1.48705,True,False,inelastic-O1,False,False,170.771,175.601,246.282,176.501,267.663,275.537,386.363,176.501,253.645,261.079,366.097,176.501,170.771,175.601,246.282,267.663,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d410,inelastic,O1,v,4000,410,False,False,0,0,0,1,0,0,0,1.49135,1.51597,True,False,inelastic-O1,False,False,170.771,175.601,246.282,176.501,254.377,261.834,367.155,176.501,258.567,266.156,373.213,176.501,170.771,175.601,246.282,254.377,0,0,0,0,0,0,0,0,0,0
O1v_m4000_d420,inelastic,O1,v,4000,420,False,False,0,0,0,0,inf,inf,inf,1.13784,1.47502,False,False,inelastic-O1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
O4s_m400_d0,inelastic,O4,s,400,0,False,True,0.747193,0.173616,0.0605882,0.018603,40.1651,9.33269,3.2569,0.777927,0.790681,True,True,inelastic-O4,False,False,7.46543,0.314081,2.21225,1.30978,5.87718,0.245287,1.73395,1.30978,5.9684,0.249238,1.76142,1.30978,8.01516,16.1274,15.8719,6.3902,0,0,0,0,0,0,0.00116419,0.000951213,0,0
O4s_m400_d10,inelastic,O4,s,400,10,False,False,0.74585,0.174903,0.060709,0.0185384,40.2327,9.43461,3.27477,0.776634,0.789518,True,False,inelastic-O4,False,False,7.43914,0.311875,2.2007,1.30759,5.84744,0.24317,1.72218,1.30759,5.93925,0.247133,1.74978,1.30759,7.98921,16.0702,15.8167,6.36058,0,0,0,0,0,0,0,0,0,0
O4s_m400_d20,inelastic,O4,s,400,20,False,False,0.737418,0.180817,0.0626951,0.0190703,38.6684,9.48161,3.28758,0.775886,0.788752,True,False,inelastic-O4,False,False,7.62603,0.327895,2.28365,1.3235,5.98764,0.255394,1.7851,1.3235,6.0817,0.259556,1.81372,1.3235,8.17336,16.4316,16.1861,6.49793,0,0,0,0,0,0,0,0,0,0
O4s_m400_d30,inelastic,O4,s,400,30,False,False,0.721342,0.191644,0.0667413,0.0202731,35.5813,9.45313,3.29211,0.775402,0.788281,True,False,inelastic-O4,False,False,8.0485,0.365599,2.47496,1.36096,6.31283,0.284527,1.93273,1.36096,6.41236,0.289176,1.96382,1.36096,8.58989,17.2495,17.0217,6.81713,0,0,0,0,0,0,0,0,0,0
O4s_m400_d40,inelastic,O4,s,400,40,False,False,0.696508,0.208151,0.073134,0.0222066,31.3649,9.37339,3.29334,0.775172,0.787983,True,False,inelastic-O4,False,False,8.71625,0.429489,2.78802,1.42446,6.83037,0.334058,2.1754,1.42446,6.93784,0.339496,2.21031,1.42446,9.24875,18.5257,18.3344,7.32579,0,0,0,0,0,0,0,0,0,0
O4s_m400_d50,inelastic,O4,s,400,50,True,True,0.66325,0.229887,0.0819803,0.0248828,26.6549,9.23879,3.29465,0.77475,0.78765,True,True,inelastic-O4,False,False,9.61593,0.523949,3.22979,1.5184,7.52597,0.407179,2.51723,1.5184,7.64566,0.413866,2.55804,1.5184,10.1373,20.2078,20.0846,8.0102,0.00196228,0.00158474,0.003348,0.00260777,0.00289208,0.00222648,0.00149955,0.00121807,0.00196228,0.00158474
O4s_m400_d60,inelastic,O4,s,400,60,False,False,0.622154,0.256219,0.0932441,0.0283832,21.9198,9.02715,3.28519,0.774642,0.787699,True,False,inelastic-O4,False,False,10.7557,0.657474,3.82086,1.65126,8.4103,0.510707,2.97562,1.65126,8.54619,0.51921,3.02459,1.65126,11.264,22.2826,22.2738,8.88157,0,0,0,0,0,0,0,0,0,0
O4s_m400_d70,inelastic,O4,s,400,70,False,False,0.574669,0.285981,0.106672,0.0326783,17.5856,8.75141,3.2643,0.77515,0.788368,True,False,inelastic-O4,False,False,12.1012,0.835137,4.56146,1.82814,9.46102,0.648929,3.55256,1.82814,9.61622,0.659875,3.61187,1.82814,12.5954,24.6496,24.816,9.91841,0,0,0,0,0,0,0,0,0,0
O4s_m400_d80,inelastic,O4,s,400,80,False,False,0.522255,0.317694,0.122359,0.0376912,13.8562,8.42886,3.24635,0.7758,0.789043,True,False,inelastic-O4,False,False,13.5955,1.05814,5.43572,2.05028,10.6304,0.822671,4.23473,2.05028,10.8056,0.836581,4.30568,2.05028,14.0753,27.1577,27.5766,11.0737,0,0,0,0,0,0,0,0,0,0
O4s_m400_d90,inelastic,O4,s,400,90,False,False,0.466366,0.350268,0.139936,0.0434301,10.7383,8.06511,3.22209,0.776448,0.789772,True,False,inelastic-O4,False,False,15.2201,1.33141,6.44454,2.3226,11.9028,1.03574,5.02252,2.3226,12.1005,1.05336,5.10728,2.3226,15.6853,29.7469,30.5047,12.3319,0,0,0,0,0,0,0,0,0,0
O4s_m400_d100,inelastic,O4,s,400,100,True,True,0.41061,0.380483,0.159036,0.0498713,8.2334,7.6293,3.18893,0.777695,0.791155,True,True,inelastic-O4,False,False,16.9479,1.65744,7.58064,2.64762,13.2673,1.29117,5.91501,2.64762,13.4902,1.31335,6.01587,2.64762,17.3989,32.3478,33.536,13.6825,0.00345848,0.0027937,0.0059008,0.00459716,0.00509725,0.00392501,0.00264293,0.0021473,0.00345848,0.0027937
O4s_m400_d110,inelastic,O4,s,400,110,False,False,0.354495,0.409074,0.179356,0.0570751,6.21103,7.16729,3.14246,0.779192,0.792787,True,False,inelastic-O4,False,False,18.7806,2.04323,8.85302,3.03234,14.7223,1.59448,6.91869,3.03234,14.9721,1.6221,7.03778,3.03234,19.2174,34.9488,36.6637,15.1238,0,0,0,0,0,0,0,0,0,0
O4s_m400_d120,inelastic,O4,s,400,120,False,False,0.300387,0.433725,0.20099,0.0648974,4.62864,6.68325,3.09705,0.780663,0.794525,True,False,inelastic-O4,False,False,20.6507,2.47967,10.2197,3.46769,16.2112,1.93842,7.99952,3.46769,16.4918,1.97262,8.13983,3.46769,21.0738,37.4095,39.7466,16.5996,0,0,0,0,0,0,0,0,0,0
O4s_m400_d130,inelastic,O4,s,400,130,False,False,0.248593,0.453839,0.224087,0.0734813,3.38308,6.17624,3.04958,0.78319,0.796903,True,False,inelastic-O4,False,False,22.5784,2.97488,11.6974,3.96177,17.7739,2.33274,9.18334,3.96177,18.0778,2.37335,9.34235,3.96177,22.9882,39.747,42.8098,18.1496,0,0,0,0,0,0,0,0,0,0
O4s_m400_d140,inelastic,O4,s,400,140,False,False,0.201394,0.468158,0.247652,0.0827966,2.43239,5.65431,2.99109,0.784401,0.798703,True,False,inelastic-O4,False,False,24.56,3.5317,13.2856,4.51744,19.3569,2.77335,10.4441,4.51744,19.7021,2.82366,10.6326,4.51744,24.9568,41.9833,45.8595,19.7201,0,0,0,0,0,0,0,0,0,0
O4s_m400_d150,inelastic,O4,s,400,150,True,True,0.158041,0.477477,0.271857,0.0926248,1.70625,5.15495,2.93504,0.787557,0.801614,True,True,inelastic-O4,False,False,26.5209,4.13067,14.9237,5.11526,20.979,3.25641,11.7767,5.11526,21.3457,3.31426,11.9849,5.11526,26.9052,43.9932,48.7555,21.3305,0.00541199,0.00441754,0.00923385,0.00726927,0.00797641,0.00620642,0.00413579,0.00339541,0.00541199,0.00441754
O4s_m400_d160,inelastic,O4,s,400,160,False,False,0.119914,0.478855,0.297496,0.103735,1.15596,4.61613,2.86784,0.790164,0.804539,True,False,inelastic-O4,False,False,28.623,4.82535,16.7498,5.8087,22.7095,3.81631,13.2591,5.8087,23.1146,3.88543,13.4982,5.8087,28.9944,45.985,51.7576,23.049,0,0,0,0,0,0,0,0,0,0
O4s_m400_d170,inelastic,O4,s,400,170,False,False,0.0864771,0.474058,0.323881,0.115583,0.748181,4.10145,2.80215,0.793248,0.807609,True,False,inelastic-O4,False,False,30.7253,5.57476,18.6461,6.55688,24.4654,4.42586,14.8155,6.55688,24.9002,4.50566,15.0816,6.55688,31.0843,47.771,54.6302,24.7934,0,0,0,0,0,0,0,0,0,0
O4s_m400_d180,inelastic,O4,s,400,180,False,False,0.0586516,0.463474,0.349387,0.128488,0.456476,3.60714,2.71922,0.79582,0.810568,True,False,inelastic-O4,False,False,32.9384,6.42169,20.7139,7.40252,26.3059,5.11442,16.5096,7.40252,26.7849,5.20884,16.8133,7.40252,33.285,49.5812,57.601,26.6223,0,0,0,0,0,0,0,0,0,0
O4s_m400_d190,inelastic,O4,s,400,190,False,False,0.036069,0.444888,0.376355,0.142688,0.252782,3.1179,2.63761,0.799559,0.814538,True,False,inelastic-O4,False,False,35.2271,7.36091,22.928,8.34039,28.2586,5.88959,18.3577,8.34039,28.7794,5.99954,18.6993,8.34039,35.5612,51.2508,60.5398,28.5635,0,0,0,0,0,0,0,0,0,0
O4s_m400_d200,inelastic,O4,s,400,200,True,True,0.0190028,0.418997,0.404084,0.157916,0.120335,2.65329,2.55886,0.804142,0.818876,True,True,inelastic-O4,False,False,37.5333,8.37221,25.2338,9.35035,30.2736,6.73673,20.3172,9.35035,30.8198,6.85976,20.6871,9.35035,37.8551,52.7368,63.3677,30.5674,0.00765924,0.00637472,0.0130681,0.0104899,0.0112885,0.00895616,0.00585311,0.00489974,0.00765924,0.00637472
O4s_m400_d210,inelastic,O4,s,400,210,False,False,0.00754819,0.387325,0.430372,0.174755,0.043193,2.21639,2.46272,0.807864,0.823051,True,False,inelastic-O4,False,False,40.0299,9.53901,27.8102,10.5157,32.4297,7.71071,22.4929,10.5157,33.0305,7.85522,22.9132,10.5157,40.339,54.3527,66.4164,32.7119,0,0,0,0,0,0,0,0,0,0
O4s_m400_d220,inelastic,O4,s,400,220,False,False,0.00154451,0.346441,0.458224,0.19379,0.00796999,1.78771,2.36453,0.813082,0.828296,True,False,inelastic-O4,False,False,42.7007,10.871,30.6571,11.8461,34.8088,8.84366,24.9529,11.8461,35.4512,9.00867,25.4171,11.8461,42.9966,55.9085,69.5521,35.0791,0,0,0,0,0,0,0,0,0,0
O4s_m400_d230,inelastic,O4,s,400,230,False,False,0,0.299577,0.485589,0.214833,0,1.39446,2.26031,0.817504,0.833214,True,False,inelastic-O4,False,False,45.5401,12.3813,33.7824,13.3548,37.3179,10.1266,27.6436,13.3548,38.0257,10.3207,28.1721,13.3548,45.8225,57.4819,72.8142,37.5759,0,0,0,0,0,0,0,0,0,0
O4s_m400_d240,inelastic,O4,s,400,240,False,False,0,0.246812,0.513612,0.239576,0,1.0302,2.14384,0.822372,0.838725,True,False,inelastic-O4,False,False,48.7588,14.2106,37.444,15.1821,40.1854,11.6914,30.8195,15.1821,40.9747,11.9233,31.4294,15.1821,49.0264,59.1984,76.4444,40.43,0,0,0,0,0,0,0,0,0,0
O4s_m400_d250,inelastic,O4,s,400,250,True,True,0,0.193937,0.53824,0.267823,0,0.724123,2.00969,0.828847,0.845426,True,True,inelastic-O4,False,False,52.4029,16.431,41.7362,17.4004,43.5195,13.624,34.6194,17.4004,44.3799,13.8959,35.3088,17.4004,52.6549,61.2593,80.6039,43.7502,0.0106936,0.00916389,0.0182452,0.0150796,0.0157606,0.0128748,0.00817193,0.00704356,0.0106936,0.00916389
O4s_m400_d260,inelastic,O4,s,400,260,False,False,0,0.139348,0.558973,0.301679,0,0.461907,1.85287,0.836259,0.853254,True,False,inelastic-O4,False,False,56.7548,19.2911,47.0594,20.258,47.5447,16.1378,39.3802,20.258,48.5007,16.4651,40.1773,20.258,56.9896,63.8756,85.6454,47.7601,0,0,0,0,0,0,0,0,0,0
O4s_m400_d270,inelastic,O4,s,400,270,False,False,0,0.0856557,0.572699,0.341645,0,0.250715,1.6763,0.843851,0.862187,True,False,inelastic-O4,False,False,61.9186,22.9796,53.6439,23.9434,52.3306,19.397,45.2938,23.9434,53.4565,19.8177,46.2743,23.9434,62.1345,67.2068,91.7507,52.5291,0,0,0,0,0,0,0,0,0,0
O4s_m400_d280,inelastic,O4,s,400,280,False,False,0,0.0350895,0.571953,0.392957,0,0.089296,1.45551,0.854911,0.874185,True,False,inelastic-O4,False,False,68.8295,28.4174,62.8926,29.3772,58.9194,24.3002,53.7934,29.3772,60.2359,24.8471,55.0021,29.3772,69.0232,72.2727,100.308,59.0981,0,0,0,0,0,0,0,0,0,0
O4s_m400_d290,inelastic,O4,s,400,290,False,False,0,0.00137274,0.536779,0.461848,0,0.00297227,1.16224,0.871024,0.891852,True,False,inelastic-O4,False,False,79.1038,37.5661,77.5184,38.5198,68.9709,32.7269,67.545,38.5198,70.6072,33.5084,69.1555,38.5198,79.2702,81.2979,114.046,69.1255,0,0,0,0,0,0,0,0,0,0
O4s_m400_d300,inelastic,O4,s,400,300,True,True,0,0,0.447167,0.552833,0,0,0.808864,0.894214,0.917134,True,True,inelastic-O4,False,False,94.549,53.7196,101.344,54.6643,84.6059,48.0426,90.6452,54.6643,86.7602,49.2726,92.9632,54.6643,94.6824,97.123,136.278,84.7313,0.0192941,0.0178155,0.0329193,0.0293162,0.0284365,0.0250298,0.0147444,0.0136933,0.0192941,0.0178155
O4s_m400_d310,inelastic,O4,s,400,310,False,False,0,0,0.306865,0.693135,0,0,0.442721,0.947403,0.971049,True,False,inelastic-O4,False,False,118.468,84.4278,142.217,85.3585,112.267,79.9909,134.749,85.3585,115.055,81.9856,138.106,85.3585,118.556,121.746,170.793,112.352,0,0,0,0,0,0,0,0,0,0
O4s_m400_d320,inelastic,O4,s,400,320,False,False,0,0,0.0714081,0.928592,0,0,0.0768993,1.09278,1.09079,True,False,inelastic-O4,False,False,158.601,151.463,220.418,152.37,173.259,165.507,240.843,152.37,172.945,165.205,240.404,152.37,158.62,163.069,228.716,173.28,0,0,0,0,0,0,0,0,0,0
O4s_m400_d330,inelastic,O4,s,400,330,False,False,0,0,0,0,inf,inf,inf,0,0,False,False,inelastic-O4,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d0,inelastic,O4,s,1000,0,False,True,0.718205,0.183358,0.0728535,0.0255835,28.073,7.16705,2.84767,0.807847,0.819396,True,True,inelastic-O4,False,False,9.99108,0.564977,3.41768,1.55921,8.13684,0.457523,2.77397,1.55921,8.24829,0.463981,2.81266,1.55921,10.5097,21.1623,20.9441,8.62385,0,0,0,0,0,0,0.00155805,0.00131694,0,0
O4s_m1000_d10,inelastic,O4,s,1000,10,False,False,0.716247,0.184938,0.0731998,0.0256148,27.9623,7.21997,2.85772,0.807328,0.818754,True,False,inelastic-O4,False,False,9.99838,0.565839,3.42148,1.56007,8.13773,0.45793,2.77531,1.56007,8.24807,0.464329,2.81362,1.56007,10.5169,21.1701,20.9553,8.62453,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d20,inelastic,O4,s,1000,20,False,False,0.706802,0.191109,0.0756694,0.0264191,26.7534,7.23375,2.86419,0.806672,0.818215,True,False,inelastic-O4,False,False,10.2669,0.597055,3.56025,1.59113,8.3485,0.482773,2.88522,1.59113,8.46304,0.489597,2.92553,1.59113,10.7824,21.6698,21.4768,8.83214,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d30,inelastic,O4,s,1000,30,False,False,0.689095,0.202192,0.0806084,0.0281044,24.5192,7.19432,2.86818,0.80625,0.817754,True,False,inelastic-O4,False,False,10.8251,0.664681,3.85472,1.65843,8.79537,0.53711,3.12152,1.65843,8.91589,0.544685,3.16505,1.65843,11.3345,22.7023,22.5578,9.27285,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d40,inelastic,O4,s,1000,40,False,False,0.663019,0.218315,0.0879503,0.0307158,21.5856,7.10758,2.86336,0.80621,0.81779,True,False,inelastic-O4,False,False,11.6756,0.774834,4.3185,1.76809,9.48196,0.625987,3.4958,1.76809,9.61304,0.634881,3.54496,1.76809,12.176,24.2532,24.1936,9.95064,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d50,inelastic,O4,s,1000,50,True,True,0.627966,0.239654,0.0980509,0.0343287,18.2927,6.98115,2.85624,0.80658,0.818167,True,True,inelastic-O4,False,False,12.8169,0.936334,4.96897,1.92892,10.4085,0.756661,4.0227,1.92892,10.5527,0.767424,4.07939,1.92892,13.3062,26.2793,26.3606,10.8661,0.00261549,0.00219171,0.0044625,0.00360656,0.00385481,0.00307924,0.00199873,0.00168459,0.00261549,0.00219171
O4s_m1000_d60,inelastic,O4,s,1000,60,False,False,0.585455,0.2649,0.110744,0.0389011,15.0498,6.80957,2.84682,0.806885,0.818481,True,False,inelastic-O4,False,False,14.2061,1.15412,5.80214,2.1459,11.535,0.932834,4.69725,2.1459,11.6954,0.946121,4.76359,2.1459,14.6827,28.6571,28.9523,11.9802,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d70,inelastic,O4,s,1000,70,False,False,0.537461,0.292473,0.125626,0.0444404,12.094,6.58124,2.82683,0.807496,0.819222,True,False,inelastic-O4,False,False,15.8187,1.43629,6.82366,2.42713,12.8477,1.16156,5.52648,2.42713,13.0286,1.1783,5.6055,2.42713,16.2816,31.3058,31.902,13.2794,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d80,inelastic,O4,s,1000,80,False,False,0.484679,0.321913,0.142558,0.0508499,9.53157,6.33065,2.80351,0.808447,0.820313,True,False,inelastic-O4,False,False,17.5909,1.78302,8.01045,2.77282,14.297,1.44343,6.49324,2.77282,14.5011,1.46446,6.58722,2.77282,18.0399,34.0655,35.0626,14.7152,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d90,inelastic,O4,s,1000,90,False,False,0.430071,0.350605,0.161226,0.0580976,7.40257,6.03476,2.7751,0.809789,0.821637,True,False,inelastic-O4,False,False,19.4877,2.1968,9.35137,3.1855,15.858,1.7811,7.59062,3.1855,16.0841,1.80699,7.7003,3.1855,19.9227,36.846,38.3506,16.2625,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d100,inelastic,O4,s,1000,100,True,True,0.375293,0.377187,0.181437,0.0660834,5.67908,5.70773,2.74557,0.811477,0.823332,True,True,inelastic-O4,False,False,21.455,2.67289,10.8158,3.66044,17.4883,2.17134,8.79545,3.66044,17.7378,2.20288,8.9225,3.66044,21.8763,39.5304,41.6498,17.8797,0.00437822,0.00368251,0.00747005,0.00605975,0.0064528,0.00517375,0.00334579,0.00283046,0.00437822,0.00368251
O4s_m1000_d110,inelastic,O4,s,1000,110,False,False,0.322078,0.400704,0.202407,0.0748117,4.30518,5.35616,2.70555,0.813314,0.825259,True,False,inelastic-O4,False,False,23.4912,3.21588,12.4063,4.20224,19.1846,2.61807,10.1096,4.20224,19.4602,2.65632,10.2566,4.20224,23.899,42.1294,44.9616,19.5632,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d120,inelastic,O4,s,1000,120,False,False,0.271255,0.420026,0.224434,0.0842853,3.2183,4.98338,2.66278,0.815648,0.82763,True,False,inelastic-O4,False,False,25.5714,3.82366,14.1068,4.8088,20.9366,3.1215,11.5261,4.8088,21.2379,3.16714,11.6938,4.8088,25.9661,44.5781,48.2251,21.3028,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d130,inelastic,O4,s,1000,130,False,False,0.223802,0.434343,0.247325,0.0945295,2.36754,4.59479,2.61638,0.817977,0.830126,True,False,inelastic-O4,False,False,27.6902,4.49785,15.9137,5.48175,22.7297,3.68207,13.0376,5.48175,23.0608,3.73652,13.2295,5.48175,28.0722,46.869,51.4281,23.0837,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d140,inelastic,O4,s,1000,140,False,False,0.180481,0.443941,0.270155,0.105423,1.71198,4.21106,2.56259,0.820932,0.833028,True,False,inelastic-O4,False,False,29.8288,5.2345,17.8108,6.21715,24.5672,4.30027,14.6424,6.21715,24.9226,4.36338,14.8564,6.21715,30.1985,49.0144,54.558,24.9096,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d150,inelastic,O4,s,1000,150,True,True,0.141993,0.447652,0.293355,0.117001,1.2136,3.82606,2.50729,0.823877,0.836021,True,True,inelastic-O4,False,False,31.976,6.03096,19.7869,7.01235,26.4239,4.97204,16.3233,7.01235,26.8067,5.04506,16.5621,7.01235,32.3336,50.982,57.5841,26.7551,0.00652517,0.00556407,0.0111331,0.00915594,0.00961706,0.00781724,0.00498647,0.00427666,0.00652517,0.00556407
O4s_m1000_d160,inelastic,O4,s,1000,160,False,False,0.108295,0.445002,0.316993,0.12971,0.834899,3.43074,2.44385,0.826954,0.839629,True,False,inelastic-O4,False,False,34.2239,6.92544,21.9291,7.90551,28.381,5.73047,18.156,7.90551,28.8089,5.81799,18.4324,7.90551,34.5694,52.8985,60.6578,28.7009,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d170,inelastic,O4,s,1000,170,False,False,0.0795263,0.43675,0.340655,0.14307,0.555857,3.05271,2.38104,0.831241,0.843571,True,False,inelastic-O4,False,False,36.4592,7.87655,24.1314,8.85532,30.3848,6.55089,20.0808,8.85532,30.8286,6.64775,20.3768,8.85532,36.793,54.6277,63.5987,30.6941,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d180,inelastic,O4,s,1000,180,False,False,0.0555455,0.42371,0.363405,0.15734,0.353028,2.69295,2.30968,0.835069,0.84765,True,False,inelastic-O4,False,False,38.7655,8.92145,26.4756,9.89886,32.4495,7.45375,22.1309,9.89886,32.9312,7.5657,22.4623,9.89886,39.0877,56.3346,66.574,32.748,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d190,inelastic,O4,s,1000,190,False,False,0.0363571,0.404285,0.386489,0.17287,0.210315,2.33867,2.23572,0.839867,0.852452,True,False,inelastic-O4,False,False,41.1613,10.0756,28.9863,11.0516,34.6463,8.46602,24.3666,11.0516,35.1583,8.59253,24.7297,11.0516,41.4718,57.9723,69.5696,34.9342,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d200,inelastic,O4,s,1000,200,True,True,0.0215073,0.380882,0.408585,0.189026,0.11378,2.01498,2.16153,0.84476,0.857387,True,True,inelastic-O4,False,False,43.5534,11.2975,31.5673,12.2722,36.8669,9.54765,26.6887,12.2722,37.4108,9.68998,27.0855,12.2722,43.8525,59.5028,72.4824,37.1447,0.00888772,0.00776307,0.0151641,0.0127745,0.0130991,0.0109067,0.0067919,0.00596686,0.00888772,0.00776307
O4s_m1000_d210,inelastic,O4,s,1000,210,False,False,0.0107838,0.352381,0.430202,0.206634,0.0521877,1.70534,2.08195,0.84987,0.862668,True,False,inelastic-O4,False,False,46.0775,12.6618,34.3684,13.635,39.233,10.7649,29.2305,13.635,39.8165,10.9266,29.6685,13.635,46.365,61.0543,75.5016,39.5003,0,0,0,0,0,0,0,0,0,0
O4s_m1000_d220,inelastic,O4,s,1000,220,False,False,0.0038897,0.319112,0.450248,0.226751,0.0171541,1.40732,1.98565,0.856458,0.869137,True,False,inelastic-O4,False,False,48.9428,14.3029,37.6412,15.2743,41.9882,12.2539,32.2596,15.2743,42.6025,12.4349,32.7349,15.2743,49.2179,62.8914,78.9598,42.2445,0,0,0,0,0,0,0,0,0,0
