name,op,tau,mass,delta,physical,on_LZ_grid,distinct,N_lo,N_L2,N_M,f_hi,rho,rho_sig32,B_logu,B_flat,B_jeff,B_logu_rho,B_flat_rho,Bmu_logu
O4s_m1000_d370,O4,s,1000,370.0,True,False,False,0.0,0.0,0.0,1.0,1.5761032532578105,1.4830879151207932,170.77080971437817,175.60138794164075,246.2824262730936,268.7985983908334,276.7083110715818,170.77080971437817
O4s_m1000_d380,O4,s,1000,380.0,False,False,False,inf,inf,inf,0.0,1.1279894223350673,1.4667774048874787,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
O4s_m1000_d390,O4,s,1000,390.0,False,False,False,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
O4s_m4000_d0,O4,s,4000,0.0,True,True,False,24.082489695715854,6.408262973004389,2.6905207572565826,0.029255785398563522,0.820702175863211,0.8316793765900573,11.275666394004743,0.7212762973394922,4.096633521373703,9.317221384070528,0.5931207786593621,11.780993723061027
O4s_m4000_d10,O4,s,4000,10.0,True,False,False,23.91526909097147,6.440382601800632,2.696454954035951,0.029366758725740606,0.8201761333772395,0.8311607516922899,11.309743162057098,0.7257255177404341,4.115297729221351,9.339475764036443,0.5963974946721632,11.814692035680844
O4s_m4000_d20,O4,s,4000,20.0,True,False,False,22.844741013497625,6.442882004115726,2.7037640823318028,0.030310941366926112,0.8196244120135158,0.8306380991169062,11.615894031558376,0.7661451645522749,4.283886619001286,9.584817666732294,0.6291617820082831,12.117680378998914
O4s_m4000_d30,O4,s,4000,30.0,True,False,False,20.9212194055272,6.4047998819644505,2.70265677978536,0.032228252273212674,0.8193001893433128,0.8304181064129336,12.235627932582304,0.851344795900149,4.632094344191475,10.08980917279354,0.6987848525840826,12.73126561403679
O4s_m4000_d40,O4,s,4000,40.0,True,False,False,18.391093980950767,6.321072075148188,2.698967758999934,0.035197468939749156,0.8194280298862407,0.8305275787146796,13.174259719764109,0.9891749140524495,5.1770676878780835,10.86173946329679,0.8119334094496864,13.661013277053412
O4s_m4000_d50,O4,s,4000,50.0,True,True,True,15.599298322260298,6.197932999323459,2.6911413828478037,0.039233575701211165,0.8198121139047614,0.830913061444408,14.411069003672665,1.187022393420639,5.926429364238715,11.882149489170473,0.9746381065233022,14.88679575282397
O4s_m4000_d60,O4,s,4000,60.0,True,False,False,12.827322100948024,6.035068517966361,2.6751114845755297,0.04437048948051572,0.8202981508819953,0.8315408125036808,15.926782451040143,1.4547481461286507,6.8912146007846875,13.134019893165268,1.1949848380481125,16.38989317339071
O4s_m4000_d70,O4,s,4000,70.0,True,False,False,10.310851919885781,5.8405108500056455,2.659769910448895,0.05047666966525114,0.8212673366044584,0.8324540372823928,17.641116170445223,1.7913748009580523,8.041472102752977,14.55874850521398,1.4730251670702963,18.090859701088416
O4s_m4000_d80,O4,s,4000,80.0,True,False,False,8.14319873505621,5.6106145081235415,2.6362554251648986,0.057504085755584855,0.8227796485401088,0.8337842133133062,19.51712834449684,2.200980227290591,9.368429871090411,16.130079745238355,1.8129280217705568,19.953192655620917
O4s_m4000_d90,O4,s,4000,90.0,True,False,False,6.329193429514752,5.344624114685772,2.6091613070087565,0.06543227009182663,0.8237337926363513,0.8350869300246608,21.516298935004176,2.6851898230078097,10.85736919105878,17.796736711663847,2.2140830058946563,21.938625921479527
O4s_m4000_d100,O4,s,4000,100.0,True,True,True,4.861375409609937,5.050749774833675,2.5766524348176625,0.07413570215377054,0.8254820212779582,0.8368018501640367,23.58765341147958,3.2389454448943833,12.477674849964915,19.54502136089362,2.676082142936492,23.99650655627825
O4s_m4000_d110,O4,s,4000,110.0,True,False,False,3.683261829932543,4.736336978704087,2.5420895811398694,0.08360023831206698,0.827452699706174,0.8388258807741051,25.705220338270102,3.860055190940996,14.212236046428412,21.34427070293053,3.1965906879949078,26.10091219710754
O4s_m4000_d120,O4,s,4000,120.0,True,False,False,2.7623329861401045,4.408527279544543,2.5003276633186067,0.09371027917914339,0.8298849249265354,0.8412789001726683,27.845303495731045,4.544106313507379,16.04169600200749,23.18306208013802,3.773839572955646,28.228290560831084
O4s_m4000_d130,O4,s,4000,130.0,True,False,False,2.0399020196346074,4.073286872200498,2.454887213855265,0.10451421884126481,0.8326752826214074,0.8440404533109456,30.005107062255362,5.291965786584507,17.962857880647597,25.059143026225634,4.409409649201888,30.37574906713622
O4s_m4000_d140,O4,s,4000,140.0,True,False,False,1.4806094815983046,3.7249552119071763,2.406653687982728,0.11611410158263984,0.8350527427932569,0.8467149771013719,32.1946397997928,6.109058818820125,19.984237085761322,26.958902851386206,5.104476754384346,32.55316703671113
O4s_m4000_d150,O4,s,4000,150.0,True,True,True,1.0533430528473922,3.3828462771709527,2.3530671548644477,0.12838195814206102,0.8385072357179738,0.8501167543510912,34.39840470448681,6.991026164390648,22.090638445033107,28.917449709159946,5.865260079242536,34.745162446551795
O4s_m4000_d160,O4,s,4000,160.0,True,False,False,0.7326310035831501,3.0412351258208594,2.2908058663134074,0.14154938836597042,0.8422369553707586,0.8539191153123411,36.671530240772945,7.962912372187942,24.33583968963555,30.959510580957705,6.710028413955302,37.006631400489425
O4s_m4000_d170,O4,s,4000,170.0,True,False,False,0.49374521122491777,2.7162252625190866,2.2295792711536935,0.15529036029146887,0.8460170011971244,0.8578529639409344,38.92450488043494,8.988798124842242,26.63189296707548,33.00330674550033,7.608167807539964,39.24832942552611
O4s_m4000_d180,O4,s,4000,180.0,True,False,False,0.3194198339714126,2.3900215098264375,2.162421527879048,0.17030370460855432,0.8504121790736574,0.8622718703731189,41.29016144581841,10.132510846672478,29.115665791032217,35.18494717514437,8.620409999594855,41.60252488519423
O4s_m4000_d190,O4,s,4000,190.0,True,False,False,0.19563243703743868,2.0867861795085934,2.098195930304841,0.18585237639541988,0.8549568040144735,0.8668759944485624,43.61936013797664,11.325395907514682,31.632275667079266,37.3625584605943,9.686412203623721,43.920643086690916
O4s_m4000_d200,O4,s,4000,200.0,True,True,True,0.10950323289370256,1.8021950355835838,2.0180667911596917,0.2028494234314766,0.8607768093819347,0.87258288190714,46.15911210617291,12.699913664267102,34.45275265427271,39.80053712178848,10.93553824731459,46.44905342187611
O4s_m4000_d210,O4,s,4000,210.0,True,False,False,0.054400567030306525,1.535418418974193,1.9423253978872985,0.22064610376364266,0.8661497738198769,0.8781778966573707,48.697303707869594,14.151933343572447,37.35046228229035,42.245074615081606,12.261495396121939,48.97609466114993
O4s_m4000_d220,O4,s,4000,220.0,True,False,False,0.02202586339777716,1.2873797632193138,1.8652009087891102,0.23954353338899692,0.8721019663521579,0.8841293951804463,51.312781966648274,15.72945060625231,40.41615674388409,44.81360836596629,13.721513300910654,51.58041912613546
O4s_m4000_d230,O4,s,4000,230.0,True,False,False,0.005663535382406503,1.0559400504619918,1.7809302627742734,0.26024494237298224,0.8786135101056021,0.8906961632711742,54.13817366778375,17.52576643263553,43.816025449584366,47.62755006918522,15.402209731325113,54.39427999668422
O4s_m4000_d240,O4,s,4000,240.0,True,False,False,0.0,0.8469303561797994,1.6925400558607364,0.28252814223229833,0.8858828023036648,0.8978973271042097,57.13640616792473,19.536761151879073,47.52148656368787,50.67411957361749,17.31108617981086,57.38078212597541
O4s_m4000_d250,O4,s,4000,250.0,True,True,False,0.0,0.658110666550789,1.6013692921770701,0.3067974071515045,0.8943570946059558,0.9061219492545054,60.34136241476651,21.80587976026701,51.590811243136045,54.02093954149952,19.505964593718282,60.57364411096859
O4s_m4000_d260,O4,s,4000,260.0,True,False,False,0.0,0.4970778950886645,1.5083086093841809,0.3327359055188821,0.9026389447917782,0.9145871113320484,63.729258591513855,24.3385985609533,56.010841127116336,57.57498984126977,21.972589870324086,63.94928145386521
O4s_m4000_d270,O4,s,4000,270.0,True,False,False,0.0,0.3580619378676908,1.4045767829361073,0.3619727735188794,0.9122757433320536,0.9243002622166153,67.58865544797533,27.391461889847616,61.190087996958404,61.70547367469699,24.992029083370557,67.79556179304488
O4s_m4000_d280,O4,s,4000,280.0,True,False,False,0.0,0.24449279860892972,1.2963222414861897,0.3935744964586495,0.9229001284938569,0.9347091334891791,71.80295156404885,30.929448959275543,67.01629549726572,66.30781941625938,28.548026356642392,71.99638815043642
O4s_m4000_d290,O4,s,4000,290.0,True,False,False,0.0,0.14912965040488282,1.1759579707913395,0.43009131822976854,0.9364321899761591,0.9480483929533282,76.76615770690665,35.37013637483234,74.09973762333007,71.92040720735488,33.124585593659006,76.94480123901238
O4s_m4000_d300,O4,s,4000,300.0,True,True,True,0.0,0.07852807722730516,1.0499269018797222,0.46982436077625667,0.9503085479188148,0.9620536523705032,82.33822564705048,40.709169604123545,82.32926358141363,78.27371869021025,38.688663121045394,82.50156317511595
O4s_m4000_d310,O4,s,4000,310.0,True,False,False,0.0,0.029530843504618674,0.9016049474838267,0.517829975844502,0.9684138298128311,0.9797125503635087,89.4564733685971,48.07461421508969,93.25407148063672,86.64830215682817,46.55777312293832,89.60223284805278
O4s_m4000_d320,O4,s,4000,320.0,True,False,False,0.0,0.0,0.7395225990827264,0.5748703699091425,0.9906416802462279,1.0015031133944017,98.30623943048752,58.08536330208151,107.45512837100499,97.39150400001101,57.54231988219333,98.43218412429218
O4s_m4000_d330,O4,s,4000,330.0,True,False,False,0.0,0.0,0.5776864419130744,0.6338395091913307,1.018301621643067,1.0282235648283522,108.3597118799951,70.60651943475295,124.38301856328052,110.33243830757823,71.89757320855301,108.46617419690145
O4s_m4000_d340,O4,s,4000,340.0,True,False,False,0.0,0.0,0.4110822557369375,0.7086759088170591,1.0554317988905964,1.0637687753182188,121.11715770858328,88.25444988354417,147.02128992486755,127.79870402230237,93.14262448149331,121.20008383260102
O4s_m4000_d350,O4,s,4000,350.0,True,True,True,0.0,0.0,0.2668999712715386,0.7893282995312871,1.1077311930960667,1.1118991175121802,134.86485681798308,109.47306660284772,172.7904539020754,149.33031200306965,121.25822717156606,134.92362291778468
O4s_m4000_d360,O4,s,4000,360.0,True,False,False,0.0,0.0,0.12554426279104616,0.8884590620365918,1.1898535439457345,1.1812208104823476,151.76094051976906,138.66976123062935,206.30182907393896,180.45886463564048,164.97983933529832,151.79137949311018
O4s_m4000_d370,O4,s,4000,370.0,True,False,False,0.0,0.0,0.02681785304428391,0.973882560607244,1.310607115086879,1.2737402680237038,166.31974552066086,166.56920475249737,236.71359372773034,217.78987014222596,218.27653645139625,166.32675421723067
O4s_m4000_d380,O4,s,4000,380.0,True,False,False,0.0,0.0,0.0,1.0,1.4756254578270271,1.3865161280340543,170.77080971437817,175.60138794164075,246.2824262730936,251.7016352310764,259.07431806522754,170.77080971437817
O4s_m4000_d390,O4,s,4000,390.0,True,False,False,0.0,0.0,0.0,1.0,1.565730342043897,1.4791326119503647,170.77080971437817,175.60138794164075,246.2824262730936,267.03357876512035,274.8878507099918,170.77080971437817
O4s_m4000_d400,O4,s,4000,400.0,True,False,False,0.0,0.0,0.0,1.0,1.3821892867757313,1.4877204851722188,170.77080971437817,175.60138794164075,246.2824262730936,235.80285115242674,242.67613994243928,170.77080971437817
O4s_m4000_d410,O4,s,4000,410.0,False,False,False,inf,inf,inf,0.0,0.8607160681621792,1.3662034990954064,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
O4s_m4000_d420,O4,s,4000,420.0,False,False,False,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
O4v_m400_d0,O4,v,400,0.0,True,True,False,41.96639999436281,10.086417032240107,3.364041873717529,0.017725198096668938,0.7827581969701762,0.7945596116699768,7.132597382699416,0.2866035463519232,2.067291950552094,5.650262193752169,0.22523330071831518,7.686981888855879
O4v_m400_d50,O4,v,400,50.0,True,True,False,27.90837897778004,9.980250567540494,3.4033891576309396,0.023645123374784947,0.7794603491895488,0.7913795498005506,9.173107226479347,0.47648013899273944,3.0101045651142715,7.223510927783291,0.37256406004176823,9.69943751103767
O4v_m400_d100,O4,v,400,100.0,True,True,False,8.676456476271737,8.234800716885662,3.2933777800193265,0.047159500800884914,0.7823338860112485,0.7948543248061386,16.15252119755381,1.5037545914046615,7.051483961876742,12.72085323003794,1.1784746997429498,16.609260755459847
O4v_m400_d150,O4,v,400,150.0,True,True,True,1.8106665915268942,5.555239789824862,3.0274713620437024,0.0877702839774344,0.7921934731645064,0.8054423390219227,25.419576522622037,3.7905187415577974,13.998713974671654,20.226572806499647,3.0058938370836277,25.809820722247885
O4v_m400_d200,O4,v,400,200.0,True,True,True,0.12862752493243,2.8526524727096705,2.636175870703315,0.1511154769892003,0.8087076165046638,0.8228224196800474,36.3150320041063,7.832434573217631,24.009485221370838,29.45702174931475,6.338195008678357,36.64215535809751
O4v_m400_d250,O4,v,400,250.0,True,True,True,0.0,0.7736704118250547,2.0655360926580646,0.260470490147451,0.8331698116665361,0.8494200327977259,51.25128376352632,15.713286415711742,40.364363866275134,42.783991005235734,13.096823770179777,51.50724034371106
O4v_m400_d300,O4,v,400,300.0,True,True,False,0.0,0.0,0.8271808596205666,0.5472911971109748,0.8967596864897661,0.9199024939571172,93.60401194599581,52.64843913677321,99.82590638308639,83.99768413002431,47.21864803570476,93.73940499547801
O4v_m400_d350,O4,v,400,350.0,False,False,False,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
O4v_m1000_d0,O4,v,1000,0.0,True,True,False,29.32437013128217,7.742045657981146,2.9380238549889115,0.02438760311507328,0.8131442994710713,0.824101114797001,9.556872945877398,0.516604179065976,3.198046021172817,7.834087835136742,0.4211038952007127,10.080214004446958
O4v_m1000_d50,O4,v,1000,50.0,True,True,False,19.148975410803036,7.537730343500832,2.9470104046061225,0.03264377050477907,0.8117162283077829,0.8227275019593494,12.246134016163193,0.8540370025859754,4.640650124319168,10.008277171158468,0.6945683894952233,12.74045613432721
O4v_m1000_d100,O4,v,1000,100.0,True,True,False,5.981938988497198,6.156713448794829,2.8314712181250834,0.06261692279763889,0.816542346468718,0.8279124929970378,20.51031167670171,2.439808132786354,10.105847040904147,16.822696711884944,1.9943900297385861,20.937314100140117
O4v_m1000_d150,O4,v,1000,150.0,True,True,True,1.287435537763966,4.12238006697215,2.583764729342202,0.11119042281868738,0.8290650748506347,0.8408227233258858,30.74950453711208,5.571631800893838,18.652853364888788,25.56996841761014,4.62230337097799,31.11302801261633
O4v_m1000_d200,O4,v,1000,200.0,True,True,True,0.12148270794005295,2.1663892327509373,2.2246589492280546,0.1814048791687924,0.8499687324741209,0.8624711415470834,42.251935384550954,10.62646587640492,30.156543643050682,35.984651304183586,9.035858299178843,42.55630247022863
O4v_m1000_d250,O4,v,1000,250.0,True,True,True,0.0,0.7235715243685853,1.7492761990043117,0.28794812777704537,0.8829821768821783,0.8961367598547102,56.91537976934684,19.391354041862183,47.250940032064534,50.31465329177135,17.12610703625888,57.15698976141664
O4v_m1000_d300,O4,v,1000,300.0,True,True,False,0.0,0.04311194859122641,1.0515231277975408,0.4774101280324396,0.9448540990048385,0.9588371451385737,82.77871120130565,41.14772326987479,82.9924490435145,78.2437957503019,38.88126298915013,82.93920701089077
O4v_m1000_d350,O4,v,1000,350.0,True,True,False,0.0,0.0,0.07565758989198716,0.9296638720323775,1.2265112224115062,1.211157239286289,158.7836157018949,151.8121795998242,220.7992800773721,194.61236904475027,186.17828448387314,158.80265114255673
O4v_m4000_d0,O4,v,4000,0.0,True,True,False,25.155702013802532,6.921487626741255,2.774740081594399,0.027892501400908147,0.8261795300808726,0.8367243299238414,10.790900887311158,0.6601069741217729,3.8356951426669257,8.97581497375664,0.5464499070225006,11.300971430998258
O4v_m4000_d50,O4,v,4000,50.0,True,True,False,16.32828001357203,6.690810937725888,2.775258017892746,0.037321302381701615,0.825209335527642,0.8358834308685117,13.779902943360213,1.08430279744683,5.540768059733105,11.436304059063257,0.8961702173261521,14.260707898132129
O4v_m4000_d100,O4,v,4000,100.0,True,True,False,5.120786375169824,5.447618718055421,2.6557755544114,0.0703028191761717,0.8308645628071089,0.8418365531715313,22.577046091519044,2.963882590424292,11.680155588117808,18.829316806479916,2.4648022454457115,22.991643889728515
O4v_m4000_d150,O4,v,4000,150.0,True,True,False,1.1170878448881092,3.6438756767335843,2.4233249396895533,0.12218533165432746,0.8438892659280633,0.8553317427653113,33.130817400185535,6.479162439439188,20.873765418371907,28.029845034996242,5.470706061707308,33.48339442189034
O4v_m4000_d200,O4,v,4000,200.0,True,True,False,0.11686821811673796,1.9374210734584387,2.0753060176085167,0.19494715269441726,0.8662535136032533,0.8781533073120327,44.839406307261,11.977795109000668,32.9791528706958,38.907093664611196,10.379303373303664,45.13452699529538
O4v_m4000_d250,O4,v,4000,250.0,True,True,False,0.0,0.7047773170701661,1.6435921096457689,0.2986528284547131,0.8999873695490909,0.9122224813289431,59.11419787011377,20.923524380470067,50.02059829714382,53.25315684879257,18.834358725782312,59.350464812354105
O4v_m4000_d300,O4,v,4000,300.0,True,True,False,0.0,0.08339589332103518,1.0743980725774305,0.46343627603185855,0.9559086402414825,0.9687849209796814,81.31583747872286,39.701629079634365,80.79783712523361,77.75441444924128,37.95322561261283,81.4815856289373
O4v_m4000_d350,O4,v,4000,350.0,True,True,False,0.0,0.0,0.2728751401570902,0.785623010813603,1.111820197453577,1.1187156568017593,134.23329121665603,108.44831454654806,171.57649743063837,149.17722092207916,120.56624165926223,134.29314347274027
