m_A_GeV,eps_therm_YFI_eq_Yeq,eps_therm_GammaK1K2_eq_H_at_m_over_3,eps_tau_1s,eps_tau_1e-2s,eps_tau_1e4s
37.46424275811547,3.0385144349542476e-08,2.200268419009518e-08,1.026852456124073e-12,1.026852456124073e-11,1.026852456124073e-14
38.66973986492824,3.084116244441406e-08,2.235858556316702e-08,1.010719827407754e-12,1.010719827407754e-11,1.010719827407754e-14
39.91402657931207,3.130498422477824e-08,2.272043435527674e-08,9.948406859023094e-13,9.948406859023093e-12,9.948406859023093e-15
41.198351044997054,3.177608171999881e-08,2.3088927824064867e-08,9.79211044455279e-13,9.792110444552789e-12,9.79211044455279e-15
42.52400156757282,3.2255422147759804e-08,2.346355842867163e-08,9.63826979186504e-13,9.638269791865042e-12,9.638269791865042e-15
43.89230790678761,3.274289693113456e-08,2.384511070623407e-08,9.48684628409709e-13,9.486846284097089e-12,9.48684628409709e-15
45.30464261042991,3.323908779327578e-08,2.423316142861907e-08,9.337801915823102e-13,9.337801915823102e-12,9.337801915823102e-15
46.762422391131054,3.374417114001375e-08,2.4628259757582444e-08,9.191099282814948e-13,9.191099282814947e-12,9.191099282814948e-15
48.26710954746906,3.4258630691705445e-08,2.5030319991679e-08,9.046701572048503e-13,9.046701572048502e-12,9.046701572048504e-15
49.820213430800194,3.478262960244797e-08,2.543952761386091e-08,8.904572551940199e-13,8.9045725519402e-12,8.9045725519402e-15
51.42329195928894,3.531683509310295e-08,2.585619892053143e-08,8.764676562800453e-13,8.764676562800453e-12,8.764676562800454e-15
53.07795318065536,3.586107977585435e-08,2.6280094759213906e-08,8.626978507492061e-13,8.626978507492062e-12,8.626978507492061e-15
54.785856885207444,3.641657766261092e-08,2.6711991970498026e-08,8.491443842282963e-13,8.491443842282963e-12,8.491443842282963e-15
56.548716270776374,3.698273802019483e-08,2.7151200632620913e-08,8.358038567883976e-13,8.358038567883977e-12,8.358038567883975e-15
58.36829966122482,3.756079839264591e-08,2.759892389036268e-08,8.226729220663094e-13,8.226729220663094e-12,8.226729220663095e-15
60.246432280252485,3.815043933575487e-08,2.8054284629083967e-08,8.097482864028738e-13,8.097482864028738e-12,8.097482864028738e-15
62.18499808227724,3.875246265701955e-08,2.8518251250745355e-08,7.970267079975267e-13,7.970267079975266e-12,7.970267079975267e-15
64.18594164222961,3.936713528531943e-08,2.899041557774396e-08,7.845049960784514e-13,7.845049960784514e-12,7.845049960784515e-15
66.2512701061554,3.9994530184230444e-08,2.9471260532960257e-08,7.721800100877884e-13,7.721800100877885e-12,7.721800100877884e-15
68.38305520458347,4.0635761003209865e-08,2.996089087714017e-08,7.600486588813881e-13,7.60048658881388e-12,7.60048658881388e-15
70.58343533067816,4.12899267806943e-08,3.045926233866974e-08,7.481078999426512e-13,7.481078999426512e-12,7.481078999426512e-15
72.8546176852609,4.195920011380867e-08,3.096702616158298e-08,7.363547386100324e-13,7.363547386100324e-12,7.363547386100324e-15
75.19888049085326,4.2641789525235166e-08,3.148358125396871e-08,7.247862273178117e-13,7.247862273178117e-12,7.247862273178118e-15
77.61857527696091,4.334027610614465e-08,3.2010142558229314e-08,7.133994648497859e-13,7.13399464849786e-12,7.13399464849786e-15
80.11612923889273,4.4052977346594295e-08,3.254571938554583e-08,7.021915956055329e-13,7.0219159560553285e-12,7.021915956055329e-15
82.69404767247971,4.478170961789086e-08,3.3091550682800305e-08,6.911598088789452e-13,6.9115980887894525e-12,6.911598088789452e-15
85.3549164871368,4.552588075462955e-08,3.364689638096525e-08,6.803013381487411e-13,6.8030133814874116e-12,6.803013381487412e-15
88.10140479978796,4.628611678901723e-08,3.421253297710062e-08,6.696134603806751e-13,6.6961346038067505e-12,6.696134603806751e-15
90.93626761225677,4.7063046904067e-08,3.478826379386295e-08,6.590934953411954e-13,6.5909349534119545e-12,6.590934953411954e-15
93.86234857480814,4.7856000150034796e-08,3.5374326421224403e-08,6.487388049223018e-13,6.487388049223018e-12,6.487388049223018e-15
96.88258283861353,4.866689904801984e-08,3.5971019864692335e-08,6.385467924773698e-13,6.3854679247736985e-12,6.385467924773698e-15
100.0,4.949372746912033e-08,3.657810776290342e-08,6.28514902167728e-13,6.2851490216772805e-12,6.28514902167728e-15
