m_A_GeV,eps,tau_s,Y_FI,mY_GeV,excluded,reason,T_dec,drho_over_rhog,xi,xi_max,mu
1.7356041063596916,1.584893192461111e-12,15.13895643063613,2.9978039011567025e-10,5.203000760908676e-10,False,BBN envelope,0.00023911774547000287,1.1989873841912013e-05,5.203000760908676e-10,1.697681012431877e-07,
1.7356041063596916,2.5118864315095823e-12,6.026927109733194,7.530142943642043e-10,1.3069347014460587e-09,False,BBN envelope,0.00036340921804335326,2.276403287304915e-05,1.3069347014460587e-09,6.758589843616547e-07,
1.7356041063596916,3.9810717055349695e-12,2.399362898788056,1.8914863887462e-09,3.282871543431369e-09,False,BBN envelope,0.0005635943010083887,3.9600807824742856e-05,3.282871543431369e-09,2.6906430795737795e-06,
2.2360679774997894,1e-14,295158.986971464,8.682958052237402e-15,1.9415684450581996e-14,False,BBN envelope,2.113306158514285e-06,2.399565396164155e-08,1.9415684450581996e-14,1.071381119923042e-12,
2.2360679774997894,1.584893192461111e-14,117504.90916664647,2.1810604516781914e-14,4.8769994329888306e-14,False,BBN envelope,3.349457888735631e-06,3.8029488793706584e-08,4.8769994329888306e-14,2.6911876981102185e-12,
2.2360679774997894,2.5118864315095823e-14,46779.54691447909,5.478576154872634e-14,1.2250468702204623e-13,False,BBN envelope,5.308670290084739e-06,6.027111932632695e-08,1.2250468702204623e-13,9.883618720880854e-12,
2.2360679774997894,3.9810717055349693e-14,18623.27306189792,1.376156110741645e-13,3.0771786112700464e-13,False,BBN envelope,8.413987607708474e-06,9.551974253319184e-08,3.0771786112700464e-13,3.934739483799417e-11,
2.2360679774997894,6.309573444801943e-14,7414.058545117308,3.4567478622109503e-13,7.729523200980761e-13,False,BBN envelope,1.3336280385802293e-05,1.5137713982862575e-07,7.729523200980761e-13,1.348788917587616e-10,
2.2360679774997894,1e-13,2951.5898697146395,8.682958052237404e-13,1.9415684450582e-12,False,BBN envelope,2.1140362710534724e-05,2.3987367844412753e-07,1.9415684450582e-12,3.388004581058815e-10,
2.2360679774997894,1.584893192461111e-13,1175.0490916664648,2.181060451678191e-12,4.8769994329888296e-12,False,BBN envelope,3.3519417507992834e-05,3.800447528437134e-07,4.8769994329888296e-12,8.510282737053909e-10,
2.2360679774997894,2.511886431509582e-13,467.79546914479096,5.478576154872633e-12,1.2250468702204621e-11,False,BBN envelope,5.306996745685653e-05,6.079843042499144e-07,1.2250468702204621e-11,2.137686373551603e-09,
2.2360679774997894,3.981071705534969e-13,186.23273061897916,1.376156110741645e-11,3.077178611270046e-11,False,BBN envelope,8.216366584877308e-05,1.0823763158359887e-06,3.077178611270046e-11,5.369625396547174e-09,
2.2360679774997894,6.309573444801942e-13,74.14058545117311,3.456747862210949e-11,7.729523200980758e-11,False,BBN envelope,0.00012207029482430148,2.3070462603226884e-06,7.729523200980758e-11,1.566448002760526e-08,
2.2360679774997894,1e-12,29.5158986971464,8.682958052237402e-11,1.9415684450581998e-10,False,BBN envelope,0.00017924604678944193,5.124081139216637e-06,1.9415684450581998e-10,6.23614182198168e-08,
2.2360679774997894,1.584893192461111e-12,11.750490916664644,2.1810604516781925e-10,4.876999432988833e-10,False,BBN envelope,0.00026764596178524634,1.0516960076341196e-05,4.876999432988833e-10,2.482652775919446e-07,
