S1c_edge,wall_exp,wall_pow,RFR_exp,RFR_pow,MSSI_exp,MSSI_pow,MSSI_mid
1540.0,0.06623688932043209,0.07788370367408899,0.1450823916952922,0.22311418782298548,0.21131928101572428,0.30099789149707445,0.25220360429306077
1550.0,0.06816961964392569,0.07951566486513251,0.15675765824262775,0.23525104783018463,0.22492727788655342,0.31476671269531714,0.2660819795774538
1560.0,0.07015402329769962,0.08116903033114835,0.16937181903776127,0.2479633488044579,0.2395258423354609,0.3291323791356062,0.2807769761791917
1570.0,0.07219148181596469,0.08284394089546956,0.18300037748825662,0.2612744208730463,0.2551918593042213,0.34411836176851585,0.29633799041032555
1580.0,0.07428341366952497,0.08454053739922655,0.19772490878725746,0.2752083818466642,0.2720083224567824,0.35974891924589075,0.31281735890086926
1590.0,0.07643127525331149,0.08625896070123583,0.2136335481905232,0.28979015854156676,0.29006482344383466,0.3760491192428026,0.33027052756698266
1600.0,0.07863656190031883,0.08799935167789025,0.23082151855942046,0.3050455085379084,0.30945808045973927,0.39304486021579865,0.34875623001883077
1610.0,0.08090080892265027,0.08976185122305079,0.249391700327539,0.32100104238047045,0.33029250925018927,0.41076289360352125,0.3683366759300186
1620.0,0.08322559268039646,0.0915466002479394,0.26945524730252113,0.33768424622788656,0.3526808399829176,0.429230846475826,0.3890777499185389
1630.0,0.08561253167909072,0.09335373968103329,0.29113225198905507,0.3551235049565383,0.3767447836681458,0.4484772446375716,0.41104922151862544
1640.0,0.08806328769650677,0.09518341046796054,0.3145524644153999,0.37334812572533793,0.4026157521119067,0.46853153619329846,0.4343249668538661
1650.0,0.09057956693958184,0.09703575357139696,0.33985606876604463,0.3923883620076639,0.4304356357056265,0.48942411557906085,0.45898320265445125
1660.0,0.09316312123227176,0.09891090997096413,0.3671945224691251,0.4122754380967571,0.46035764370139687,0.5111863480677212,0.4851067332956514
1670.0,0.09581574923516355,0.10080902066312875,0.39673146276105026,0.43304157409093436,0.4925472119962138,0.533850594754063,0.5127832115705763
1680.0,0.09853929769769636,0.10273022666110315,0.42864368615466775,0.4547200113650209,0.5271829838523641,0.557450238026124,0.5421054139480832
1690.0,0.10133566274386117,0.10467466899474696,0.4631222066736841,0.477345038534448,0.5644578694175453,0.582019707529195,0.5731715311064849
1700.0,0.10420679119227544,0.10664248871047002,0.5003733991875221,0.5009520179185106,0.6045801903797976,0.6075945066289806,0.6060854745755488
