config,model,cls,Z_LZ,q0,Z,s_hat,frac_top,frac_mid,frac_bot,f_in_roi,b_event_cell,s_event_cell_per_unit,LR_event_per_unit,diff
lzlike,O10s_1000,elastic operators,3.0,7.973574789477425,2.823751899419888,1.7219719210724271,0.691202654272238,0.26096706228640465,0.04784468521545293,0.9719352029883365,1.1585390509605713e-05,0.0008897326848560309,76.79781567296615,-0.17624810058011198
lzlike,O10v_1000,elastic operators,3.1,7.9093160194224765,2.812350621708196,1.7292358253928397,0.6955565114143908,0.2583058558312311,0.04615157556677314,0.972705571973364,1.1585390509605713e-05,0.00085746325702945,74.01246046203687,-0.28764937829180415
lzlike,O11s_1000,elastic operators,1.7,0.95928549238306,0.9794312086017374,1.7077498000388025,0.9737805022996363,0.025487382514753576,0.0007326139972899931,0.994293890548533,1.1585390509605713e-05,1.416030882221278e-05,1.2222556339790311,-0.7205687913982626
lzlike,O11v_1000,elastic operators,2.6,6.525981111999499,2.5545999906050847,2.2977592252622427,0.9491381173668442,0.033540749309304674,0.017325298457804526,0.9787754593544065,1.1585390509605713e-05,0.0003135401860709609,27.06341109615576,-0.0454000093949154
lzlike,O4s_200,elastic operators,2.3,3.4838039906480844,1.86649510865903,2.202511712124368,0.9555515671685783,0.04109271396614694,0.00335692261458193,0.9590343230164596,1.1585390509605713e-05,6.448902010849776e-05,5.566408836631656,-0.4335048913409698
lzlike,O6s_200,elastic operators,2.2,8.199654325559095,2.863503854643659,1.558446022120099,0.5873869113795357,0.3535800016120087,0.05905124114388004,0.9691124945149237,1.1585390509605713e-05,0.001106589291660927,95.51592505608063,0.6635038546436589
lzlike,O10s_200,elastic operators,2.8,6.473802843440353,2.544366884598279,1.94289577296073,0.8113745259210958,0.1693478173930407,0.019284002363269298,0.9894290343640706,1.1585390509605713e-05,0.0003646956934324861,31.47892970289681,-0.2556331154017206
lzlike,O11s_200,elastic operators,1.1,0.0047254501605493715,0.06874190978252911,0.17940125784023486,0.9871056728731736,0.012647746340079832,0.00024678120560771104,0.9936898995281601,1.1585390509605713e-05,4.7606440842706745e-06,0.4109178780226282,-1.031258090217471
lzlike,O1v_200,elastic operators,0.0,0.12742632230219897,0.3569682371054867,0.8229285864598812,0.9977523737859079,0.0019100070189997744,0.00033770050048646436,0.9351477262310199,1.1585390509605713e-05,6.3165485239954885e-06,0.5452167122686364,0.3569682371054867
lzlike,O4s_4000,elastic operators,2.7,5.789580199487318,2.4061546499523505,2.1503594287316274,0.900754179228296,0.08708435575522318,0.012165331345022642,0.9620538099779812,1.1585390509605713e-05,0.00023026200401346131,19.875204363853406,-0.29384535004764967
lzlike,O6s_4000,elastic operators,2.6,9.387085964730431,3.0638351725787127,1.343340077904246,0.4140043683593479,0.45818964999731915,0.12784230284536918,0.9213265577075719,1.1585390509605713e-05,0.0023443014668006455,202.34980123086325,0.46383517257871265
lzlike,O10s_4000,elastic operators,3.1,8.155277402345746,2.85574463185099,1.6890653936706623,0.6714131189249379,0.27495166317276,0.0536512068951032,0.9680594819238257,1.1585390509605713e-05,0.0009952716169218394,85.90747252728657,-0.24425536814901028
lzlike,O11s_4000,elastic operators,1.8,1.166205559609807,1.0799099775489656,1.797171898864991,0.9711034578296599,0.028048354167927992,0.000848752835917738,0.99436074389849,1.1585390509605713e-05,1.6404787395514124e-05,1.4159891616870868,-0.7200900224510345
lzlike,O1v_4000,elastic operators,1.2,2.033720553101375,1.4260857453538252,2.1147954454313034,0.9942370469179664,0.00427397817551122,0.001489332847839434,0.9387566288794658,1.1585390509605713e-05,2.7221754317958152e-05,2.3496622142678723,0.2260857453538252
lzlike,O1s_400_d100,inelastic O1 (s/v),0.8,0.005789048496808391,0.0760857969453458,0.19862353520777143,0.9864747202610455,0.013273122058791602,0.0002523621410729316,0.999823707534473,1.1585390509605713e-05,4.800286307083683e-06,0.41433962049908074,-0.7239142030546543
lzlike,O1v_400_d100,inelastic O1 (s/v),2.6,4.539272247688132,2.1305567928802396,2.314835132193794,0.9728041678857969,0.021194831073350077,0.0060024519607107035,0.994285380880758,1.1585390509605713e-05,0.00010965825990834855,9.465219132443432,-0.4694432071197605
lzlike,O1s_400_d150,inelastic O1 (s/v),2.2,1.4935115208554635,1.2220930900939844,1.8498749514791346,0.9445795506568946,0.05431309963985147,0.0011082267624806517,0.9992032091346638,1.1585390509605713e-05,2.108114422912094e-05,1.819631734609384,-0.9779069099060158
lzlike,O1v_400_d150,inelastic O1 (s/v),2.8,7.484852160971059,2.7358457853049867,2.0970490578047176,0.8710411981894316,0.09802187130539754,0.03094440462107381,0.9710366612408012,1.1585390509605713e-05,0.0005648063665029541,48.75160367142223,-0.06415421469501315
lzlike,O1s_400_d200,inelastic O1 (s/v),2.6,4.048340186329369,2.0120487534673135,1.723308622809595,0.7304523954410003,0.2635045449840012,0.006047666537940222,0.9954576846090569,1.1585390509605713e-05,0.0001150355104568862,9.929359770955292,-0.5879512465326866
lzlike,O1v_400_d200,inelastic O1 (s/v),2.8,9.300342085731245,3.049646223044772,1.6267525306767439,0.6304626978053374,0.2683641358236251,0.10119758307916585,0.910195529199361,1.1585390509605713e-05,0.0018439647805051325,159.1629370607973,0.24964622304477224
lzlike,O1s_400_d250,inelastic O1 (s/v),2.9,5.647617925322265,2.3764717388015084,1.1045502025062204,0.17957660255667007,0.7981210091477395,0.022318390213825832,0.9824791729487069,1.1585390509605713e-05,0.00042453244344015117,36.643775027536755,-0.5235282611984915
lzlike,O1v_400_d250,inelastic O1 (s/v),2.8,10.200056660514747,3.1937527550696134,1.3625303307414183,0.42994542177802303,0.3789400945630836,0.1911605167800145,0.8420787478080033,1.1585390509605713e-05,0.003477134638448855,300.1309826859857,0.3937527550696136
lzlike,O1s_400_d300,inelastic O1 (s/v),2.9,6.893436656049744,2.6255354989125066,1.0086375446484164,0.02823591051558893,0.9253382765843998,0.046454145111604915,0.9617515157902653,1.1585390509605713e-05,0.0008838015017667828,76.28586201164326,-0.2744645010874933
lzlike,O1v_400_d300,inelastic O1 (s/v),3.1,11.52113862988881,3.3942802815749924,1.023929433340488,0.03693986911313693,0.47009099924354786,0.49308706357113036,0.6831316275059619,1.1585390509605713e-05,0.008976113593961735,774.7786823861858,0.2942802815749923
lzlike,O1s_1000_d100,inelastic O1 (s/v),0.8,0.17704571295689675,0.4207680037228315,0.9447713040309802,0.982969661295746,0.016665333896984682,0.00036528214706954597,0.999692465572938,1.1585390509605713e-05,6.936918540995707e-06,0.5987643260919129,-0.3792319962771685
lzlike,O1v_1000_d100,inelastic O1 (s/v),2.6,5.310480956912215,2.3044480807586476,2.3185600302670917,0.9646678179485513,0.026216210313506152,0.0091181780197517,0.9905740161839786,1.1585390509605713e-05,0.00016514367686892755,14.254476509186562,-0.2955519192413525
lzlike,O1s_1000_d150,inelastic O1 (s/v),2.2,2.0065754372317315,1.416536422839784,1.9484074469442392,0.933496608427995,0.06496448689100554,0.0015400426499619917,0.9986422600201714,1.1585390509605713e-05,2.9232404691174097e-05,2.5232127192378058,-0.7834635771602161
lzlike,O1v_1000_d150,inelastic O1 (s/v),2.8,8.080824832233702,2.8426791644914315,2.0323750079715683,0.8449815363638944,0.1114443282788003,0.04358467876907715,0.9558362944429778,1.1585390509605713e-05,0.0007878661044058041,68.00514007297089,0.04267916449143172
lzlike,O1s_1000_d200,inelastic O1 (s/v),2.7,4.399231656379925,2.0974345416198155,1.7167944038230043,0.7191534977035949,0.27347369787975967,0.007378016417082966,0.993000981735763,1.1585390509605713e-05,0.00013990434311652672,12.0759281269396,-0.6025654583801847
lzlike,O1v_1000_d200,inelastic O1 (s/v),2.9,9.70513819894586,3.1153070793977693,1.5739900201486512,0.5949908789580644,0.2752138311436798,0.1298266896924259,0.8760343320489193,1.1585390509605713e-05,0.002338940376241436,201.8870554516196,0.21530707939776939
lzlike,O1s_1000_d250,inelastic O1 (s/v),2.9,5.914978368275115,2.4320728542284904,1.1419097977511372,0.2226820383407859,0.752409717956144,0.02492464523410099,0.9739407975192557,1.1585390509605713e-05,0.0004718629353837084,40.729135111369445,-0.4679271457715095
lzlike,O1v_1000_d250,inelastic O1 (s/v),3.0,10.492253550926762,3.239174825619445,1.3325423189445385,0.4024940503891606,0.36782372537437225,0.22973778194270206,0.793085131036512,1.1585390509605713e-05,0.004118077554718117,355.4543587722593,0.23917482561944503
lzlike,O1s_1000_d300,inelastic O1 (s/v),3.0,6.817596275415781,2.6110527140247055,1.0263268111298585,0.056254160933091595,0.8994327767343322,0.044338739363506095,0.9449532051961431,1.1585390509605713e-05,0.0008354418570159359,72.11166997981223,-0.3889472859752945
lzlike,O1v_1000_d300,inelastic O1 (s/v),3.4,11.381303838905296,3.373618804622908,1.076894897398556,0.11424716523626371,0.4380058933979313,0.44785530220191044,0.6478774729189887,1.1585390509605713e-05,0.007957028934298258,686.8157726492606,-0.026381195377092048
lzlike,O1s_1000_d350,inelastic O1 (s/v),3.3,9.234792945127992,3.038880212369022,0.9985537131879574,0.0004053681018341582,0.8394070028404046,0.1602479265184463,0.7197595762274097,1.1585390509605713e-05,0.0029216876536515704,252.18723971618672,-0.26111978763097765
lzlike,O1v_1000_d350,inelastic O1 (s/v),3.4,12.041139310988001,3.470034482679963,1.000743363110077,1.9192085648762007e-05,0.31044709211531474,0.6897016447606391,0.4989727379715232,1.1585390509605713e-05,0.011918493352164097,1028.7519736414756,0.07003448267996326
lzlike,O1s_4000_d100,inelastic O1 (s/v),1.0,0.30586631086953275,0.5530518157185028,1.1693199800070486,0.9812224124942369,0.01835103902344912,0.0004268640184555983,0.9996122879028159,1.1585390509605713e-05,8.09884269699533e-06,0.6990565134839775,-0.4469481842814972
lzlike,O1v_4000_d100,inelastic O1 (s/v),2.6,5.632018486043307,2.373187410644871,2.3144225108324723,0.9604611194619915,0.028687959317562496,0.010853549140120568,0.9884006876444563,1.1585390509605713e-05,0.00019584695677419222,16.904648713551005,-0.22681258935512894
lzlike,O1s_4000_d150,inelastic O1 (s/v),2.3,2.2262661045715504,1.4920677278768382,1.9760560012767847,0.9282640738859534,0.06997264762271287,0.0017645463289607233,0.9983159505191844,1.1585390509605713e-05,3.345629514950897e-05,2.8878003828847714,-0.8079322721231617
lzlike,O1v_4000_d150,inelastic O1 (s/v),2.9,8.317186346121161,2.8839532496420883,2.0047187987378,0.8324782309764338,0.11749546527108633,0.05003841767168469,0.9478106699478103,1.1585390509605713e-05,0.0009010292722707602,77.77288745888161,-0.016046750357911588
lzlike,O1s_4000_d200,inelastic O1 (s/v),2.7,4.5407089613563585,2.130893934797403,1.7122688791643115,0.7139294337617325,0.27807965723496175,0.007996393352382038,0.9917577784436243,1.1585390509605713e-05,0.00015143336018598702,13.071062219303712,-0.5691060652025972
lzlike,O1v_4000_d200,inelastic O1 (s/v),2.9,9.853270524934487,3.1389919599983824,1.5525233542686712,0.5799750441682188,0.2775944806491656,0.1424649663977211,0.8608535217382779,1.1585390509605713e-05,0.0025557539469391777,220.60145014707476,0.23899195999838252
lzlike,O1s_4000_d250,inelastic O1 (s/v),2.9,5.999423239803946,2.4493720092717535,1.1593377285751882,0.24249101226803263,0.7318259432468789,0.025699486033094326,0.970669075055682,1.1585390509605713e-05,0.000485557864442524,41.91122120915448,-0.45062799072824644
lzlike,O1v_4000_d250,inelastic O1 (s/v),3.1,10.589842360372131,3.254203798223481,1.3200446363818419,0.3907624457299972,0.36454516410073434,0.2447516705018022,0.7747536941907837,1.1585390509605713e-05,0.004366058838916082,376.859013539171,0.15420379822348096
lzlike,O1s_4000_d300,inelastic O1 (s/v),3.0,6.8251328777168965,2.6124955268319403,1.031534321432649,0.06405151379810915,0.8915799562928606,0.04439381514345291,0.9402867801956487,1.1585390509605713e-05,0.0008344116690961241,72.02274868544951,-0.3875044731680597
lzlike,O1v_4000_d300,inelastic O1 (s/v),3.4,11.345168977772119,3.36825904255776,1.0987644991175705,0.14390709727233963,0.42286315004494246,0.4333348473177217,0.6440357427146312,1.1585390509605713e-05,0.007659233458539056,661.111375761448,-0.031740957442239814
lzlike,O1s_4000_d350,inelastic O1 (s/v),3.3,8.559331604445106,2.925633538986916,0.9988355595125165,0.002968157074952365,0.884223774194143,0.11285624090187318,0.8009217949577192,1.1585390509605713e-05,0.002078164990128335,179.37807002753001,-0.3743664610130839
lzlike,O1v_4000_d350,inelastic O1 (s/v),3.4,11.984405085106118,3.4618499512697136,1.0011287087362652,0.000678383526059074,0.33010465551193396,0.6693802178754147,0.5023301020375716,1.1585390509605713e-05,0.011580116400368611,999.5447620662654,0.06184995126971371
lzlike,L10_1000_fig1,check: LZ Fig. 1 spectrum,3.4,10.03194089919998,3.167323933417607,1.1458208251233781,0.20535604400612523,0.5869739475452064,0.20772800709916214,0.7957662672443933,1.1585390509605713e-05,0.0038014917773277605,328.12806561642066,-0.23267606658239304
lzlike,L10_200_fig1,check: LZ Fig. 1 spectrum,3.1,9.279721374319706,3.0462635103220643,1.264372216653853,0.3385046272628887,0.5354162625143639,0.12611645484521358,0.8996966362399544,1.1585390509605713e-05,0.0023606542279493224,203.76129971553829,-0.05373648967793576
lzlike,O1s_1000_fig1,check: LZ Fig. 1 spectrum,0.0,0.0,0.0,0.0,0.9961879043175921,0.003733382596560454,7.87732513004386e-05,0.9553690967673937,1.1585390509605713e-05,1.5001051508518734e-06,0.12948248482501318,0.0
lzlike,O1s_1000_d200_fig1,check: LZ Fig. 1 spectrum,2.7,4.541986314998212,2.1311936362044186,1.6654053355213372,0.6868350562080865,0.3049668662316945,0.008203852527751299,0.9901858732638192,1.1585390509605713e-05,0.00015597490285585385,13.463068226015471,-0.5688063637955816
lzlike,O1s_1000_d300_fig1,check: LZ Fig. 1 spectrum,3.0,6.855467134324499,2.618294699670856,1.025174453997365,0.05417383195342331,0.9007200542090186,0.04513206514506368,0.9292829199463963,1.1585390509605713e-05,0.0008527375500580465,73.60455820207548,-0.38170530032914396
lzlike,O1s_1000_d200_helm,check: Helm form factor,2.7,5.768797492495651,2.401832111638041,1.4075508299097361,0.4888922774212843,0.4931600394737426,0.01795816305516775,0.9793607972597184,1.1585390509605713e-05,0.00035441730244784253,30.5917441586442,-0.2981678883619594
lzlike,O1s_1000_d250_helm,check: Helm form factor,2.9,6.636487169604152,2.576138033880202,1.0938231932030096,0.15369167076918513,0.8101661195663288,0.03616199200385265,0.9539618325190062,1.1585390509605713e-05,0.0007143978697105623,61.66368488988254,-0.3238619661197979
lzlike,O1s_1000_d300_helm,check: Helm form factor,3.0,7.48357324751305,2.7356120425807915,1.0284782198226017,0.05458000125819824,0.8862705787992813,0.059178151467601754,0.9109142463344186,1.1585390509605713e-05,0.0011705704089907333,101.0384939566937,-0.2643879574192085
lzlike,O1s_1000_d350_helm,check: Helm form factor,3.3,10.13524075607529,3.183589288220968,0.9995121244296334,6.440187787330455e-05,0.7672432211025891,0.23276296480632452,0.5589683189870173,1.1585390509605713e-05,0.00458967389586538,396.1604826406133,-0.11641071177903184
