k,j,q0,mu_bkg,sig_frac
12,11,4.609313506241961,9.181114875178122e-06,0.00024209465206179563
12,12,6.841967850858055,1.0088390814763744e-05,0.0008354418570159359
12,13,7.254654253289118,1.195901800580017e-05,0.001194231835049328
12,14,8.176013608248468,1.0882482328903309e-05,0.001748259454320537
12,15,8.84037698130669,9.66044147969593e-06,0.0022184730709523927
12,16,8.279216718767202,1.165662851192239e-05,0.0020654737438127093
12,17,7.293270613976347,1.3100561894752469e-05,0.0014449315195799244
12,18,3.0856730754167074,9.458769796182387e-05,0.0011661215374790302
12,19,0.17528005899839627,0.00023911856468940965,0.00039923313140354194
12,20,0.0,0.000250743857940145,0.00024209465206179563
12,21,0.0,0.00011782525027065663,6.227733552784706e-05
12,22,0.0,0.00014598790145597823,1.5275139877776685e-05
12,23,0.0,0.0002646563969621754,4.1211619235871875e-06
13,5,0.0,1.1408059630073813e-05,7.103181476994694e-08
13,6,0.0,9.805144450776642e-06,3.110514432821022e-07
13,7,0.0,1.0496544360244072e-05,1.1257783967704771e-06
13,8,0.0,1.0266268250268779e-05,1.007342247370991e-05
13,9,0.08749760521823191,1.0532265515213433e-05,1.4746681138592255e-05
13,10,2.9681800610724167,1.0523383670713412e-05,0.00011437983407278783
13,11,3.7595536740536772,8.719345642463216e-06,0.0001486423509742057
13,12,5.966108091784918,9.580818614897484e-06,0.0005129483062575333
13,13,6.398136192194215,1.1241801565989003e-05,0.0007332397723707704
13,14,7.325163012572375,1.0166567627302877e-05,0.0010734041135974986
13,15,7.9900971427287,8.991199431502117e-06,0.001362107960795256
13,16,7.41127848432734,1.0943207988092927e-05,0.001268168753589187
13,17,6.40854799823137,1.2427049649666655e-05,0.0008871654794434223
13,18,2.2246377354131255,9.413111232802402e-05,0.0007159804868729355
13,19,0.0,0.00023867759320658205,0.00024512293325450624
13,20,0.0,0.0002503822117853782,0.0001486423509742057
13,21,0.0,0.00011752744778948391,3.823731539061718e-05
13,22,0.0,0.00014567501634900305,9.378698304797764e-06
14,5,0.0,1.0783463679795678e-05,5.182142468715895e-08
14,6,0.0,9.263797772363594e-06,2.2692829958070345e-07
14,7,0.0,9.886741095195619e-06,8.213142321031454e-07
14,8,0.0,9.698310477098162e-06,7.349088654907283e-06
14,9,0.0007998845539987087,9.949711925364426e-06,1.0758475318195459e-05
14,10,2.4833429264308506,9.963788106329e-06,8.344607238784108e-05
14,11,3.243767922063853,8.304279367596651e-06,0.00010844237080637102
14,12,5.425402579981892,9.135987900065383e-06,0.00037422262273914243
14,13,5.873719635619636,1.0626285871405237e-05,0.0005349367711441034
14,14,6.801553070741647,9.577823908713312e-06,0.0007831044527277666
14,15,7.46242559766506,8.46347329494274e-06,0.0009937290119186933
14,16,6.869342676742235,1.0375074004820479e-05,0.0009251954461190996
14,17,5.854294563838266,1.1877089341741392e-05,0.0006472336266069318
14,18,1.7022581977398659,9.375398262359676e-05,0.000522345219506616
14,19,0.0,0.0002382936788435787,0.00017883000266689337
14,20,0.0,0.00025005872309276085,0.00010844237080637102
14,21,0.0,0.00011725720489628605,2.7896121845846125e-05
14,22,0.0,0.00014538932844706612,6.842251031312425e-06
