z,r_min47,r_max47,r_mean47,r_wall_reco,r_min54,r_max54
33.25,59.61700516701616,61.67909629050738,60.648050728761774,68.9229464748042,61.95688790320953,64.01718100716627
33.5,59.64533860853202,61.692218682937934,60.668778645734974,68.92527824662135,61.98329996137568,64.03226428973149
33.75,59.67232149592216,61.705341075368494,60.68883128564533,68.92761001843849,62.00971201954182,64.04654803074752
34.0,59.697508525732495,61.718463467799054,60.70798599676577,68.9296670868517,62.036124077707974,64.05976860611611
34.25,59.72269555554283,61.73158586022961,60.72714070788622,68.93160357900003,62.06253613587412,64.07298918148472
34.5,59.74788258535316,61.74470825266017,60.746295419006664,68.93354007114837,62.08894819404027,64.08620975685331
34.75,59.77306961516349,61.75783064509072,60.76545013012711,68.9354765632967,62.115360252206415,64.0994303322219
35.0,59.798256644973826,61.77095303752128,60.78460484124756,68.93741305544503,62.141772310372566,64.1126509075905
35.25,59.82344367478416,61.784075429951834,60.80375955236799,68.93934954759338,62.16818436853871,64.1258714829591
35.5,59.84863070459449,61.797197822382394,60.82291426348844,68.94102380623262,62.192403096032955,64.13909205832769
