sample,r2,r,z,d_true_wall,d_reco_wall,d_edge47_mean
science,3016.159160481954,54.919569922587286,70.60663304022127,17.88043007741271,14.226623760687062,7.854747981903188
science,1735.3767937534537,41.65785392640208,72.068865030649,31.142146073597914,27.50274369672013,21.16408474244767
science,558.603053784524,23.634784826279336,122.12503165970568,49.16521517372066,46.30870509316498,39.38855491991784
science,1827.481485029519,42.74905244598433,89.15532559005031,30.050947554015664,26.583599373524834,20.342123187361068
science,550.5817299846724,23.46447804628674,35.501691990925636,49.335521953713254,45.476556680647334,37.358565855591294
science,2165.503711316039,46.534972991461366,120.66833252740241,26.26502700853863,23.34300788315442,16.40786349920753
science,1184.9814544900505,34.423559584825774,47.77815203321792,38.37644041517422,34.569287803690266,27.291164425076325
science,2061.592790099642,45.40476616060964,108.22261479689169,27.395233839390357,24.138287240418265,17.41507699930642
science,3138.0259501764804,56.01808592032113,11.926821551851589,16.78191407967887,12.131819434091767,1.4568087709007358
science,3339.2649354406276,57.78637326775775,73.18844590681053,15.013626732242244,11.385453793632536,5.0699492759409
science,1779.0651602307364,42.17896585065519,14.215913177018564,30.62103414934481,26.142394718280798,15.820810840424016
science,1692.4078758022204,41.13888520368801,128.54833311606777,31.661114796311985,29.201235517653068,22.53418841249981
science,965.5530974122191,31.073350276599065,78.45333832180542,41.72664972340093,38.15229170284504,31.918474096195872
science,3440.815858889554,58.65846792143104,46.22155716383756,14.141532078568957,10.328959971158554,2.9563182446516834
science,1612.0668027978788,40.150551712247726,37.83113323548386,32.64944828775227,28.80441815385506,20.849125037966935
science,2749.4187234115498,52.43489986079452,20.52547857113123,20.365100139205474,16.21895175215591,6.730691454443225
science,2880.9295236802054,53.67429108689006,100.02210761423586,19.12570891310994,15.763794559320566,9.28387526622469
science,554.044896506115,23.538158307440177,43.976852737556584,49.26184169255982,45.44169582390568,37.92536995403122
science,1559.7312805393651,39.49343338504979,116.07348853574996,33.306566614950206,30.221404390938524,23.308758853889735
science,843.3127023808033,29.03984680367311,83.06759148814398,43.76015319632688,40.23288364434842,34.025427382686985
science,1382.9305176430055,37.187773765620946,56.82198327526241,35.61222623437905,31.84702238966935,25.001065405746502
science,3821.623428615575,61.81928039548483,82.09506488492444,10.980719604515166,7.443621499184083,1.2337540427862308
science,3492.155602407406,59.09446338200734,52.40765246085742,13.705536617992657,9.917040475461015,2.8726740737528402
science,244.16444917870103,15.625762355120502,106.68683931027054,57.1742376448795,53.893785179662416,47.21862224226297
