window,model,s_low_per284_LZROI,rate_in_window_per_tyr,E_90_CLs,E_95_CLs,E_90_P0,yr_90_LZ alone,yr_90_present generation,yr_90_40 t,yr_90_60 t
ext400,inel366,0.105,0.17880542111927103,12.877602248189783,16.75414679712483,12.325562326621156,,,0.4024250702559307,0.2682833801706205
ext400,inel366,0.3,0.5108726317693458,4.507160786866423,5.86395137899369,4.437597562815096,,,0.14084877458957573,0.09389918305971716
ext400,inel366,0.38,0.6471053335745047,3.5582848317366502,4.629435299205545,3.5147869160749043,,,0.11119640099177032,0.07413093399451355
ext400,inel380,0.105,1.1021613940222545,2.0891541887444776,2.7180522651236156,2.07408376297647,,,0.06528606839826492,0.043524045598843285
ext400,inel380,0.3,3.1490325543492985,0.7312039660605671,0.9513182927932655,0.7293491418706262,,,0.022850123939392723,0.015233415959595148
ext400,inel380,0.38,3.9887745688424454,0.5772662889951845,0.7510407574683674,0.5761096174328356,,,0.018039571531099516,0.01202638102073301
ext600,L10,0.105,0.06358635918531132,36.21193480009705,47.11281337595464,19.902877196770152,,,,
ext600,L10,0.3,0.18167531195803235,12.674177180033965,16.48948468158412,9.849366504184461,,,,
ext600,L10,0.38,0.23012206181350767,10.005929352658393,13.018014222303252,8.158634627741998,,,,
ext600,inel300,0.105,0.04334647675834785,53.120467110411774,69.11132109432769,24.123169459798678,,,,
ext600,inel300,0.3,0.12384707645242243,18.592163488644122,24.18896238301469,13.086454943936824,,,,
ext600,inel300,0.38,0.15687296350640176,14.678023806824305,19.09654924974844,11.018330723608328,,,,
ext600,inel350,0.105,0.07946131238299518,28.977435986657596,37.70051341607443,17.501366196590812,,,,
ext600,inel350,0.3,0.22703232109427196,10.142102595330158,13.195179695626049,8.24894176380947,,,,
ext600,inel350,0.38,0.2875742733860778,8.00692310157644,10.417247128125828,6.778709377277284,,,,
ext600,inel366,0.105,0.20524894385438586,11.218499105299259,14.595603842323872,10.365356912717713,,,,
ext600,inel366,0.3,0.5864255538696739,3.9264746868547404,5.108461344813355,3.816530089049287,,,,
ext600,inel366,0.38,0.7428057015682537,3.0998484369905843,4.0329957985368585,3.0309170661454745,,,,
ext600,inel380,0.105,1.274024912268732,1.8073312937764263,2.3513922253053217,1.7836798811763754,,,,
ext600,inel380,0.3,3.6400711779106625,0.6325659528217493,0.8229872788568626,0.6296437985162456,,,,
ext600,inel380,0.38,4.610756825353507,0.49939417328032826,0.649726799097523,0.4975711129870545,,,,
