E_keV,Nph,Ne,S1c,log10S2c
112.0,5937.744915923473,2395.359294961256,653.1519407515821,4.91718976026259
114.0,6021.153628159671,2460.7560150622858,662.3268990975638,4.928887650440036
116.0,6103.956925103637,2526.758150455547,671.4352617614,4.940382770333463
118.0,6186.188373927696,2593.3321339687163,680.4807211320466,4.951677236490773
120.0,6267.879563423145,2660.4463768104933,689.4667519765459,4.962773604907968
122.0,6349.060154818075,2728.0712177527903,698.3966170299882,4.973674798694567
124.0,6429.757948481247,2796.1788564268463,707.2733743329371,4.984384042502752
126.0,6509.998961892921,2864.743275352399,716.0998858082213,4.994904803717535
128.0,6589.807515082277,2933.7401545002704,724.8788266590504,5.005240740209662
130.0,6669.206320455772,3003.1467814640023,733.6126952501348,5.01539565431921
132.0,6748.216574569839,3072.9419596871626,742.3038232026823,5.025373452652907
134.0,6826.858049937736,3143.1059166564937,750.954385493151,5.0351781112306595
136.0,6905.149185411325,3213.6202135201347,759.5664103952457,5.0448136454973636
138.0,6983.1071740521365,3284.467657216547,768.1417891457351,5.054284084716984
140.0,7060.748047711722,3355.632215894189,776.6822852482894,5.063593450281026
142.0,7138.086757787959,3427.0989381551794,785.1895433566755,5.072745737488144
144.0,7215.137251820657,3498.8538764597083,793.6650977002723,5.081744900382025
146.0,7291.912545744205,3570.8840148733884,802.1103800318625,5.090594839268151
148.0,7368.4247917344155,3643.1772012204046,810.5267270907857,5.0992993905646005
150.0,7444.6853416775075,3715.72208361454,818.9153875845258,5.107862318676285
152.0,7520.704806356358,3788.5080512729164,827.2775286991994,5.116287309614953
154.0,7596.493110497823,3861.5251794686787,835.6142421547605,5.12457796611835
156.0,7672.059543858329,3934.7641784454004,843.9265498244162,5.132737804050732
158.0,7747.412808546776,4008.21634609418,852.2154089401454,5.140770249893321
160.0,7822.561062796367,4081.8735241818167,860.4817169076003,5.148678639157176
162.0,7897.511961402463,4155.728057912949,868.726315754271,5.156466215572484
164.0,7972.272693043843,4229.772758608796,876.9499962348227,5.164136130927459
166.0,8046.850014701006,4304.0008692888605,885.1535016171107,5.1716914454470615
168.0,8121.250283378574,4378.406032948519,893.3375311716431,5.179135128616832
170.0,8195.479485330407,4452.9822633339145,901.5027433863447,5.186470060370329
172.0,8269.543262976165,4527.723918025383,909.6497589273782,5.193699032570277
174.0,8343.446939687528,4602.625673651247,917.7791633656282,5.200824750723658
176.0,8417.195542611316,4677.682503064686,925.8915096872448,5.207849835879786
178.0,8490.793823685737,4752.889654327493,933.9873206054311,5.214776826668061
180.0,8564.246278995197,4828.2426313552605,942.0670906894717,5.221608181438735
182.0,8637.557166598475,4903.737176089208,950.1312883258323,5.228346280475771
184.0,8710.730522955017,4979.369252069895,958.1803575250518,5.234993428255788
186.0,8783.770178064455,5055.135029297685,966.21471958709,5.241551855731385
188.0,8856.679769425378,5131.0308702739885,974.2347746367916,5.24802372262075
190.0,8929.462754910877,5207.0533171257175,982.2409030401965,5.254411119688652
192.0,9002.122424650399,5283.199079723423,990.2334667115439,5.260716071006542
194.0,9074.661912000092,5359.465024710956,998.2128103200101,5.26694053618183
196.0,9147.084203676959,5435.848165371316,1006.1792624044655,5.273086412548314
198.0,9219.392149125775,5512.345652259727,1014.1331364038352,5.279155537311463
200.0,9291.588469181977,5588.954764540753,1022.0747316100175,5.285149689643583
