E_keV,Nph,Ne,S1c,log10S2c
126.0,2052.7254599081334,238.72651952205197,225.7998005898947,3.915719761429645
128.0,2091.4314010239514,240.06166088979583,230.05745411263464,3.918141901554644
130.0,2130.2147617407472,241.3819981741181,234.3236237914822,3.9205239731578567
132.0,2169.0743616636323,242.68784404952055,238.59817978299955,3.92286711864695
134.0,2208.009052773888,243.9795038160559,242.8809958051277,3.9251724388158182
136.0,2247.0177184065583,245.25727533860618,247.1719490247214,3.9274409942752957
138.0,2286.0992722374262,246.52144903893694,251.47091994611688,3.9296738068974677
140.0,2325.252657285238,247.77230793027474,255.7777923013762,3.9318718612573225
142.0,2364.4768449335684,249.0101276859448,260.09245294269255,3.9340361060592666
144.0,2403.770833975616,250.23517673509429,264.4147917373177,3.936167455539022
146.0,2443.133649684268,251.44771637972892,268.7447014652695,3.938266790833815
148.0,2482.564342909084,252.64800092830464,273.0820777199993,3.9403349613156773
150.0,2522.0619892012387,253.83627784193877,277.4268188121363,3.942372785884198
152.0,2561.6256879670314,255.01278788999315,281.77882567637346,3.9443810542162825
154.0,2601.2545616501766,256.17776531235364,286.13800178151945,3.9463605279714096
156.0,2640.947754942825,257.33143798620034,290.5042530437108,3.9483119419516566
158.0,2680.7044340250536,258.4740275954584,294.8774877427559,3.950236005216325
160.0,2720.523785832334,259.60574980144787,299.25761644155676,3.9521334021514805
162.0,2760.405017350446,260.72681441352495,303.6445519085491,3.954004793495061
164.0,2800.347354937123,261.8374255587283,308.0382090430835,3.9558508173184754
166.0,2840.350043669692,262.9377818496473,312.4385048036661,3.9576720899658158
168.0,2880.412346717915,264.02807654987356,316.84535813897065,3.9594692069519484
170.0,2920.533544741193,265.10849773654013,321.25868992153124,3.961242743820852
172.0,2960.7129353092814,266.1792284595568,325.67842288402096,3.9629932569656283
174.0,3000.949832345684,267.24044689724553,330.10448155802527,3.9647212844116555
176.0,3041.243565592836,268.292326508154,334.53679221521196,3.9664273465643602
178.0,3081.5934800982627,269.33503617889204,338.9752828108089,3.968111946923093
180.0,3121.9989357208706,270.368740367883,343.41988292929574,3.9697755727625603
182.0,3162.4593066565517,271.39359924497296,347.8705237322207,3.971418695783254
184.0,3202.9739809823177,272.40976882687056,352.32713790805497,3.9730417727322784
186.0,3243.5423602181913,273.417401108421,356.78965962400105,3.9746452459959314
188.0,3284.163858906105,274.4166441897447,361.2580244796715,3.976229544165361
190.0,3324.8379042051038,275.4076423992859,365.73216946256144,3.9777950825765576
192.0,3365.5639355021344,276.3905364128358,370.21203290523476,3.9793422638259184
194.0,3406.3414040377743,277.36546336860664,374.6975544441552,3.9808714782625367
196.0,3447.1697725462573,278.3325569784383,379.1886749800883,3.98238310445835
198.0,3488.0485149091683,279.29194763523367,383.68533664000853,3.983877509657212
200.0,3528.977115822237,280.2437625167192,388.18748274044606,3.9853550502039203
202.0,3569.9550704746557,281.18812568563186,392.6950577522121,3.986816071954163
204.0,3610.981884240382,282.1251581864375,397.208007266442,3.988260910666324
206.0,3652.0570723809183,283.0549781386867,401.726277961901,3.989689892376028
208.0,3693.180159759067,283.97770082711344,406.24981757349735,3.9911033337542667
210.0,3734.3506805632005,284.89343878858375,410.77857486195205,3.9925015424499044
212.0,3775.568178041593,285.80230189599877,415.3124995845752,3.993884817417324
214.0,3816.832204246375,286.7043974392572,419.85154246710124,3.995253449229936
216.0,3858.1423197867243,287.5998302033784,424.39565517653966,3.9966077203802333
218.0,3899.498093590881,288.4887025438869,428.94479029499695,3.9979479055670417
220.0,3940.8991026766294,289.37111445955736,433.49890129442923,3.999274271970585
222.0,3982.34493192988,290.24716366261276,438.05794251228684,4.000587079515945
224.0,4023.8351738910314,291.11694564647314,442.6218691280135,4.001886581125481
226.0,4065.369428548761,291.98055375114023,447.1906371403637,4.00317302296072
228.0,4106.947303140957,292.83807922631013,451.7642033455053,4.0044466446542355
230.0,4148.568411962515,293.68961129229524,456.3425253158766,4.005707679531972
232.0,4190.232376179644,294.5352371988398,460.9255613797609,4.006956354826475
234.0,4231.938823650541,295.3750422819071,465.5132706015595,4.0081928918814445
236.0,4273.6873887520305,296.2091100185149,470.10561276272335,4.00941750634803
238.0,4315.477712212057,297.03752207969313,474.70254834332627,4.010630408373236
240.0,4357.309440947705,297.860358381634,479.30403850424756,4.011831802780801
242.0,4399.182227908586,298.67769713510523,483.9100450699445,4.0130218892449205
244.0,4441.095731925338,299.4896148931879,488.52053051178723,4.014200862457104
246.0,4483.049617563059,300.2961865974076,493.13545793193646,4.015368912286513
248.0,4525.04355497947,301.0974856223149,497.7547910477417,4.016526223934046
250.0,4567.07721978765,301.8935838185765,502.37849417664154,4.017672978080479
252.0,4609.150292923112,302.68455155463363,507.00653222154233,4.018809351028904
254.0,4651.262460515102,303.4704577569785,511.63887065666125,4.0199355148417295
256.0,4693.413413761947,304.2513699491051,516.2754755138142,4.0210516374724925
258.0,4735.602848810291,305.0273542891802,520.916313369132,4.022157882892688
260.0,4777.830466638056,305.79847560648494,525.5613513301862,4.023254411213859
262.0,4820.095972941039,306.56479743667273,530.2105570235143,4.02434137880514
264.0,4862.399078022945,307.32638205588563,534.8638985825239,4.025418938406442
266.0,4904.739496688783,308.0832905137736,539.5213446357661,4.026487239237491
268.0,4947.116948141462,308.8355826654576,544.1828642955608,4.027546427102879
270.0,4989.531155881494,309.58331720247156,548.8484271469644,4.028596644493298
272.0,5031.981847609689,310.32655168272777,553.5180032370657,4.029638030683126
274.0,5074.468755132701,311.0653425595336,558.1915630645971,4.030670721824517
276.0,5116.991614271374,311.79974520969915,562.8690775698511,4.031694851038134
278.0,5159.550164771756,312.52981396077,567.5505181248931,4.032710548500676
280.0,5202.144150218683,313.2556021174101,572.2358565240551,4.03371794152932
282.0,5244.773317951857,313.9771619869736,576.9250649747044,4.0347171546632135
284.0,5287.437418984327,314.6945449042893,581.618116088276,4.035708309742137
286.0,5330.136207923272,315.4078012556867,586.3149828715599,4.0366915259824445
288.0,5372.869442893051,316.11698050229404,591.0156387182357,4.037666920050398
290.0,5415.6368854603725,316.822131202629,595.7200574006409,4.038634606133009
292.0,5458.4383005615755,317.5233010345116,600.4282130617734,4.039594696006461
294.0,5501.273456431923,318.22053681632036,605.1400802075115,4.040547299102242
296.0,5544.142124536822,318.91388452761623,609.8556336990504,4.041492522571055
298.0,5587.044079504949,319.60338932915465,614.5748487455444,4.04243047134459
300.0,5629.97909906317,320.28909558230936,619.2977008969488,4.043361248195273
302.0,5672.946963973231,320.97104686792693,624.0241660370554,4.044284953794027
304.0,5715.947457970143,321.6492860046305,628.7542203767157,4.045201686766156
306.0,5758.9803677022055,322.3238550665933,633.4878404472427,4.046111543745407
308.0,5802.045482672626,322.994795400801,638.2250030939889,4.047014619426285
310.0,5845.142595182669,323.6621476438165,642.9656854700936,4.047911006614691
312.0,5888.271500276297,324.32595173806754,647.7098650303927,4.048800796276929
314.0,5931.431995686253,324.98624694767125,652.4575195254878,4.049684077587174
316.0,5974.623881781528,325.6430718738125,657.2086269959681,4.050560937973427
318.0,6017.84696151619,326.2964644696894,661.9631657667809,4.051431463162029
320.0,6061.101040379508,326.9464620550417,666.7211144417458,4.052295737220792
