space,pair,N_cal,Z,mean,std,count
(b1) 6 a-priori high-energy spectra,B,50000,3.0,3.1306619290629443,,1
(b1) 6 a-priori high-energy spectra,B,50000,3.4,4.097953377064978,,1
(b2) 6 spectra with largest fraction above 200 keV,A,6250,2.0,0.5791718909072404,0.0,8
(b2) 6 spectra with largest fraction above 200 keV,A,6250,2.5,0.9512388091443699,0.12668567158839378,8
(b2) 6 spectra with largest fraction above 200 keV,A,6250,3.0,1.0316603715499706,0.3655933594128067,8
(b2) 6 spectra with largest fraction above 200 keV,A,6250,3.4,1.840465578971451,0.6172260365328718,8
(b2) 6 spectra with largest fraction above 200 keV,A,12500,2.0,0.5791718909072404,0.0,4
(b2) 6 spectra with largest fraction above 200 keV,A,12500,2.5,0.9556453166367622,0.06255081531409484,4
(b2) 6 spectra with largest fraction above 200 keV,A,12500,3.0,0.9000148097544768,0.12246674554198146,4
(b2) 6 spectra with largest fraction above 200 keV,A,12500,3.4,1.7068034007964366,0.28838836154770675,4
(b2) 6 spectra with largest fraction above 200 keV,A,25000,2.0,0.5791718909072404,0.0,2
(b2) 6 spectra with largest fraction above 200 keV,A,25000,2.5,0.9580622375192662,0.04796295825184925,2
(b2) 6 spectra with largest fraction above 200 keV,A,25000,3.0,0.9481938675937642,0.14675909793161596,2
(b2) 6 spectra with largest fraction above 200 keV,A,25000,3.4,1.6028784334983954,0.2519352414371114,2
(b2) 6 spectra with largest fraction above 200 keV,A,50000,2.0,0.5791718909072404,,1
(b2) 6 spectra with largest fraction above 200 keV,A,50000,2.5,0.9693640307043837,,1
(b2) 6 spectra with largest fraction above 200 keV,A,50000,3.0,0.9185373727712157,,1
(b2) 6 spectra with largest fraction above 200 keV,A,50000,3.4,1.6622553862117437,,1
(b2) 6 spectra with largest fraction above 200 keV,B,6250,2.0,0.5800526382351755,0.0,8
(b2) 6 spectra with largest fraction above 200 keV,B,6250,2.5,1.040888984077227,0.12176081844474694,8
(b2) 6 spectra with largest fraction above 200 keV,B,6250,3.0,1.3338619798900682,0.4643111793386005,8
(b2) 6 spectra with largest fraction above 200 keV,B,6250,3.4,2.9172672575110816,1.385519023374733,8
(b2) 6 spectra with largest fraction above 200 keV,B,12500,2.0,0.5800526382351755,0.0,4
(b2) 6 spectra with largest fraction above 200 keV,B,12500,2.5,1.0396669210486191,0.11371135248965598,4
(b2) 6 spectra with largest fraction above 200 keV,B,12500,3.0,1.2818936737911075,0.37566102391938583,4
(b2) 6 spectra with largest fraction above 200 keV,B,12500,3.4,2.612663440044392,1.0127402574415838,4
(b2) 6 spectra with largest fraction above 200 keV,B,25000,2.0,0.5800526382351755,0.0,2
(b2) 6 spectra with largest fraction above 200 keV,B,25000,2.5,1.042060534346168,0.006855437244028077,2
(b2) 6 spectra with largest fraction above 200 keV,B,25000,3.0,1.3263192200176577,0.052440742303294915,2
(b2) 6 spectra with largest fraction above 200 keV,B,25000,3.4,1.9591995688003925,0.41994249028465963,2
(b2) 6 spectra with largest fraction above 200 keV,B,50000,2.0,0.5800526382351755,,1
(b2) 6 spectra with largest fraction above 200 keV,B,50000,2.5,1.0404446272376082,,1
(b2) 6 spectra with largest fraction above 200 keV,B,50000,3.0,1.3189020875802482,,1
(b2) 6 spectra with largest fraction above 200 keV,B,50000,3.4,1.781023551138447,,1
(c') single model O1s 1 TeV delta=350,A,6250,2.0,0.36129589202443124,0.0,8
(c') single model O1s 1 TeV delta=350,A,6250,2.5,0.9500264637058531,0.1250024402689678,8
(c') single model O1s 1 TeV delta=350,A,6250,3.0,1.187323970481647,0.28242016984984575,8
(c') single model O1s 1 TeV delta=350,A,6250,3.4,1.4545373372996298,0.8824237869046532,8
(c') single model O1s 1 TeV delta=350,A,12500,2.0,0.36129589202443124,0.0,4
(c') single model O1s 1 TeV delta=350,A,12500,2.5,0.9540300109045795,0.06137111701693238,4
(c') single model O1s 1 TeV delta=350,A,12500,3.0,1.2039692940330688,0.1322868038892091,4
(c') single model O1s 1 TeV delta=350,A,12500,3.4,1.2466342369155126,0.4872275670670435,4
(c') single model O1s 1 TeV delta=350,A,25000,2.0,0.36129589202443124,0.0,2
(c') single model O1s 1 TeV delta=350,A,25000,2.5,0.9580622375192662,0.04796295825184925,2
(c') single model O1s 1 TeV delta=350,A,25000,3.0,1.2076724392722666,0.115351144158744,2
(c') single model O1s 1 TeV delta=350,A,25000,3.4,1.0388125219442759,0.37783103603937296,2
(c') single model O1s 1 TeV delta=350,A,50000,2.0,0.36129589202443124,,1
(c') single model O1s 1 TeV delta=350,A,50000,2.5,0.9693640307043837,,1
(c') single model O1s 1 TeV delta=350,A,50000,3.0,1.2447441360499616,,1
(c') single model O1s 1 TeV delta=350,A,50000,3.4,1.127857460555388,,1
(c') single model O1s 1 TeV delta=350,B,6250,2.0,0.344648745315224,0.0,8
(c') single model O1s 1 TeV delta=350,B,6250,2.5,1.0384662369527309,0.12322827025040106,8
(c') single model O1s 1 TeV delta=350,B,6250,3.0,1.1484445492308857,0.40022923101643354,8
(c') single model O1s 1 TeV delta=350,B,6250,3.4,1.5806901321849114,0.7597628598919064,8
(c') single model O1s 1 TeV delta=350,B,12500,2.0,0.344648745315224,0.0,4
(c') single model O1s 1 TeV delta=350,B,12500,2.5,1.0380510627293522,0.1136200382355235,4
(c') single model O1s 1 TeV delta=350,B,12500,3.0,1.070506445028177,0.09170011472598662,4
(c') single model O1s 1 TeV delta=350,B,12500,3.4,1.3950445422899762,0.03428164282321367,4
(c') single model O1s 1 TeV delta=350,B,25000,2.0,0.344648745315224,0.0,2
(c') single model O1s 1 TeV delta=350,B,25000,2.5,1.0355972311808999,0.002285053750023349,2
(c') single model O1s 1 TeV delta=350,B,25000,3.0,1.0593820851319902,0.031453101943739785,2
(c') single model O1s 1 TeV delta=350,B,25000,3.4,1.3653557687216087,0.0,2
(c') single model O1s 1 TeV delta=350,B,50000,2.0,0.344648745315224,,1
(c') single model O1s 1 TeV delta=350,B,50000,2.5,1.037213008182917,,1
(c') single model O1s 1 TeV delta=350,B,50000,3.0,1.0667953553872451,,1
(c') single model O1s 1 TeV delta=350,B,50000,3.4,1.3653557687216087,,1
(c) single model O6s 1 TeV [L10/L4-like],A,6250,2.0,0.9832595407508475,0.06895554737803322,8
(c) single model O6s 1 TeV [L10/L4-like],A,6250,2.5,0.925829941655117,0.15795118337857272,8
(c) single model O6s 1 TeV [L10/L4-like],A,6250,3.0,1.0020805989983756,0.5067894186689486,8
(c) single model O6s 1 TeV [L10/L4-like],A,6250,3.4,1.0611208288683112,0.6182043151695308,8
(c) single model O6s 1 TeV [L10/L4-like],A,12500,2.0,0.9864409792068912,0.027855692582880346,4
(c) single model O6s 1 TeV [L10/L4-like],A,12500,2.5,0.9241795099244735,0.11742091912976466,4
(c) single model O6s 1 TeV [L10/L4-like],A,12500,3.0,0.9111595755485578,0.2603007553491163,4
(c) single model O6s 1 TeV [L10/L4-like],A,12500,3.4,0.8904004288440988,0.41980050625054866,4
(c) single model O6s 1 TeV [L10/L4-like],A,25000,2.0,0.982656289983064,0.00628585720008837,2
(c) single model O6s 1 TeV [L10/L4-like],A,25000,2.5,0.9290215605393131,0.13929576606199845,2
(c) single model O6s 1 TeV [L10/L4-like],A,25000,3.0,0.9111609119014605,0.3249503139591583,2
(c) single model O6s 1 TeV [L10/L4-like],A,25000,3.4,0.8013403447683024,0.3778008013932049,2
(c) single model O6s 1 TeV [L10/L4-like],A,50000,2.0,0.9817671173070304,,1
(c) single model O6s 1 TeV [L10/L4-like],A,50000,2.5,0.927376648332478,,1
(c) single model O6s 1 TeV [L10/L4-like],A,50000,3.0,0.8444195142454979,,1
(c) single model O6s 1 TeV [L10/L4-like],A,50000,3.4,0.6529178601612878,,1
(c) single model O6s 1 TeV [L10/L4-like],B,6250,2.0,1.0350379544498363,0.03614174470630707,8
(c) single model O6s 1 TeV [L10/L4-like],B,6250,2.5,1.0522253948415734,0.155156597595494,8
(c) single model O6s 1 TeV [L10/L4-like],B,6250,3.0,1.1893472606168864,0.6056179534166869,8
(c) single model O6s 1 TeV [L10/L4-like],B,6250,3.4,1.447028857926957,0.4408718225101141,8
(c) single model O6s 1 TeV [L10/L4-like],B,12500,2.0,1.0271391320075733,0.03820469390865728,4
(c) single model O6s 1 TeV [L10/L4-like],B,12500,2.5,1.065520884485382,0.11142100981171167,4
(c) single model O6s 1 TeV [L10/L4-like],B,12500,3.0,1.1558074654003316,0.29157102827997133,4
(c) single model O6s 1 TeV [L10/L4-like],B,12500,3.4,1.2169246717895545,0.24480160283878652,4
(c) single model O6s 1 TeV [L10/L4-like],B,25000,2.0,1.0297991611753745,0.022653648942311932,2
(c) single model O6s 1 TeV [L10/L4-like],B,25000,2.5,1.0905434415921031,0.016000851773129512,2
(c) single model O6s 1 TeV [L10/L4-like],B,25000,3.0,0.985258141198592,0.15724976335864768,2
(c) single model O6s 1 TeV [L10/L4-like],B,25000,3.4,1.2169172471460297,0.0419837460213493,2
(c) single model O6s 1 TeV [L10/L4-like],B,50000,2.0,1.0324660487161805,,1
(c) single model O6s 1 TeV [L10/L4-like],B,50000,2.5,1.0986248968707062,,1
(c) single model O6s 1 TeV [L10/L4-like],B,50000,3.0,0.9630116500440189,,1
(c) single model O6s 1 TeV [L10/L4-like],B,50000,3.4,1.2466042386573395,,1
+ continuous delta scan [P021] (497),A,6250,2.0,4.829802190435153,0.20246862142748648,8
+ continuous delta scan [P021] (497),A,6250,2.5,6.087721917547514,0.4349049182300805,8
+ continuous delta scan [P021] (497),A,6250,3.0,9.56007909911127,1.0225048841809903,8
+ continuous delta scan [P021] (497),A,6250,3.4,20.651984000309298,2.3370434694492164,8
+ continuous delta scan [P021] (497),A,12500,2.0,4.797214869522863,0.1116866639113491,4
+ continuous delta scan [P021] (497),A,12500,2.5,6.001992047764017,0.30604006386516736,4
+ continuous delta scan [P021] (497),A,12500,3.0,9.0649064425207,0.6677869999506896,4
+ continuous delta scan [P021] (497),A,12500,3.4,18.918774489578453,1.40371037557026,4
+ continuous delta scan [P021] (497),A,25000,2.0,4.799593655757716,0.1022582838923671,2
+ continuous delta scan [P021] (497),A,25000,2.5,5.9961674922337345,0.3817954254020727,2
+ continuous delta scan [P021] (497),A,25000,3.0,9.087328646653175,0.6995128880241634,2
+ continuous delta scan [P021] (497),A,25000,3.4,17.62007463563857,2.110822882616477,2
+ continuous delta scan [P021] (497),A,50000,2.0,4.786432776770024,,1
+ continuous delta scan [P021] (497),A,50000,2.5,5.915969340897022,,1
+ continuous delta scan [P021] (497),A,50000,3.0,8.81741424527857,,1
+ continuous delta scan [P021] (497),A,50000,3.4,17.4405954284211,,1
+ continuous delta scan [P021] (497),B,6250,2.0,5.04884795305915,0.159997360687612,8
+ continuous delta scan [P021] (497),B,6250,2.5,6.571539313882738,0.41416053674398884,8
+ continuous delta scan [P021] (497),B,6250,3.0,10.824815267879586,1.0593022950720143,8
+ continuous delta scan [P021] (497),B,6250,3.4,23.357379238341952,2.086709431202454,8
+ continuous delta scan [P021] (497),B,12500,2.0,5.0177682887889015,0.06599246614979337,4
+ continuous delta scan [P021] (497),B,12500,2.5,6.5009435826642115,0.20636982135511903,4
+ continuous delta scan [P021] (497),B,12500,3.0,10.077264434192024,0.5944489762341071,4
+ continuous delta scan [P021] (497),B,12500,3.4,20.785927434032452,1.4794202938316934,4
+ continuous delta scan [P021] (497),B,25000,2.0,4.994082366317819,0.0020681283153990144,2
+ continuous delta scan [P021] (497),B,25000,2.5,6.453238136733871,0.1418089412606268,2
+ continuous delta scan [P021] (497),B,25000,3.0,9.927012285454857,0.0212214186313768,2
+ continuous delta scan [P021] (497),B,25000,3.4,19.769798577922415,0.33797642566442493,2
+ continuous delta scan [P021] (497),B,50000,2.0,4.993594881925973,,1
+ continuous delta scan [P021] (497),B,50000,2.5,6.41310221001268,,1
+ continuous delta scan [P021] (497),B,50000,3.0,9.866991330506758,,1
+ continuous delta scan [P021] (497),B,50000,3.4,19.232120467366244,,1
"+ halo/date variants [P018,P006] = corpus space",A,6250,2.0,4.899328803031325,0.20914526523935062,8
"+ halo/date variants [P018,P006] = corpus space",A,6250,2.5,6.271323686671378,0.46732003522968196,8
"+ halo/date variants [P018,P006] = corpus space",A,6250,3.0,9.972635767377607,1.0114997107629469,8
"+ halo/date variants [P018,P006] = corpus space",A,6250,3.4,22.572527716715594,2.3378092670586117,8
"+ halo/date variants [P018,P006] = corpus space",A,12500,2.0,4.870317010561101,0.11645787209920806,4
"+ halo/date variants [P018,P006] = corpus space",A,12500,2.5,6.202133923190512,0.32782117254755355,4
"+ halo/date variants [P018,P006] = corpus space",A,12500,3.0,9.435925572555433,0.6134642597993145,4
"+ halo/date variants [P018,P006] = corpus space",A,12500,3.4,21.20427259786389,1.333046024221728,4
"+ halo/date variants [P018,P006] = corpus space",A,25000,2.0,4.873435318288598,0.11480654626236103,2
"+ halo/date variants [P018,P006] = corpus space",A,25000,2.5,6.20130812872403,0.4082411066448358,2
"+ halo/date variants [P018,P006] = corpus space",A,25000,3.0,9.424648550779496,0.6892281881909165,2
"+ halo/date variants [P018,P006] = corpus space",A,25000,3.4,19.80002331473183,2.07012661026439,2
"+ halo/date variants [P018,P006] = corpus space",A,50000,2.0,4.857320813412498,,1
"+ halo/date variants [P018,P006] = corpus space",A,50000,2.5,6.129314341197643,,1
"+ halo/date variants [P018,P006] = corpus space",A,50000,3.0,9.162111171101998,,1
"+ halo/date variants [P018,P006] = corpus space",A,50000,3.4,19.411332472395472,,1
"+ halo/date variants [P018,P006] = corpus space",B,6250,2.0,5.112831099764317,0.15947239627215434,8
"+ halo/date variants [P018,P006] = corpus space",B,6250,2.5,6.753917448625034,0.4034787705926148,8
"+ halo/date variants [P018,P006] = corpus space",B,6250,3.0,11.115945264036169,1.0453387474307247,8
"+ halo/date variants [P018,P006] = corpus space",B,6250,3.4,24.846150751435275,2.6716711750682993,8
"+ halo/date variants [P018,P006] = corpus space",B,12500,2.0,5.083657286290343,0.06219578477514284,4
"+ halo/date variants [P018,P006] = corpus space",B,12500,2.5,6.695827426749666,0.2155491957110389,4
"+ halo/date variants [P018,P006] = corpus space",B,12500,3.0,10.298683410226294,0.6032037086610231,4
"+ halo/date variants [P018,P006] = corpus space",B,12500,3.4,22.250522181779175,1.3284803146469217,4
"+ halo/date variants [P018,P006] = corpus space",B,25000,2.0,5.0589632693996665,0.0,2
"+ halo/date variants [P018,P006] = corpus space",B,25000,2.5,6.648904354380236,0.16801189256426932,2
"+ halo/date variants [P018,P006] = corpus space",B,25000,3.0,10.159638757002991,0.01061404408744251,2
"+ halo/date variants [P018,P006] = corpus space",B,25000,3.4,21.29371962645058,0.2958812804301585,2
"+ halo/date variants [P018,P006] = corpus space",B,50000,2.0,5.063845452573216,,1
"+ halo/date variants [P018,P006] = corpus space",B,50000,2.5,6.617071371733389,,1
"+ halo/date variants [P018,P006] = corpus space",B,50000,3.0,10.092094437456707,,1
"+ halo/date variants [P018,P006] = corpus space",B,50000,3.4,20.785650858715123,,1
+ isospin ratios [P032],A,6250,2.0,4.899328803031325,0.20914526523935062,8
+ isospin ratios [P032],A,6250,2.5,6.271323686671378,0.46732003522968196,8
+ isospin ratios [P032],A,6250,3.0,9.972635767377607,1.0114997107629469,8
+ isospin ratios [P032],A,6250,3.4,22.542661754698898,2.3884302106305686,8
+ isospin ratios [P032],A,12500,2.0,4.870317010561101,0.11645787209920806,4
+ isospin ratios [P032],A,12500,2.5,6.202133923190512,0.32782117254755355,4
+ isospin ratios [P032],A,12500,3.0,9.435925572555433,0.6134642597993145,4
+ isospin ratios [P032],A,12500,3.4,21.11463772405697,1.409883205439315,4
