m_GeV,delta_keV,halo,eff_sigma_keV,N_p,N_p_lo,N_p_hi,N_p_noeff,N_iso,N_iso_lo,N_iso_hi,N_iso_noeff,N_hig,N_hig_lo,N_hig_hi,N_hig_noeff
300.0,320.0,annual,15.0,0.17603080977688348,0.0,0.13386377964073534,0.18434754418586632,0.36715797297308184,0.0,0.2366728574040561,0.3845105424176234,0.010955497360253552,0.0,0.005882744176864137,0.012297419517926348
300.0,320.0,sun,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300.0,320.0,sun,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300.0,320.0,sun,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,200.0,june16,8.0,300443.83432967064,82826.40785394493,17059.786949826583,313499.2596232882,1311996.6032700408,398881.23082701373,41645.62208877326,1373856.214471355,81026.23958307217,25949.097784399437,1340.8468959680538,85681.24554617629
1000.0,200.0,june16,11.5,300369.7257752144,82826.40785394493,16977.676719174884,313499.2596232882,1312005.9917529016,398881.23082701373,41581.49209815785,1373856.214471355,81042.48041784206,25949.097784399437,1333.137911825432,85681.24554617629
1000.0,200.0,june16,15.0,300261.9454371745,82826.40785394493,16863.743105254824,313499.2596232882,1311981.1781988281,398881.23082701373,41458.08410560035,1373856.214471355,81062.30744392442,25949.097784399437,1326.6814647706217,85681.24554617629
1000.0,200.0,annual,8.0,241298.18051342687,59691.10449974421,14709.670683474324,251810.72951128034,1048977.374178639,286590.2939139089,35914.153772249,1098821.3947111024,64671.6814050909,18588.774639660405,1156.2116542308922,68458.19093926011
1000.0,200.0,annual,11.5,241234.51715466392,59691.10449974421,14639.166931439757,251810.72951128034,1048985.3623929669,286590.2939139089,35859.11067178622,1098821.3947111024,64685.56738631602,18588.774639660405,1149.5763408270432,68458.19093926011
1000.0,200.0,annual,15.0,241141.8582521162,59691.10449974421,14541.24839737678,251810.72951128034,1048963.7436825812,286590.2939139089,35753.070958392724,1098821.3947111024,64702.509276173674,18588.774639660405,1144.0178481003707,68458.19093926011
1000.0,200.0,sun,8.0,232115.35005652232,55701.762421626976,14385.028575449407,242234.30202346153,1007790.1364231402,267135.4500431015,35122.585375494484,1055770.0601721024,62096.58722439821,17307.75110378649,1130.7089707665866,65749.62617836482
1000.0,200.0,sun,11.5,232053.13665773714,55701.762421626976,14316.137002916095,242234.30202346153,1007797.927914843,267135.4500431015,35068.805123643986,1055770.0601721024,62110.144333565775,17307.75110378649,1124.2223209259316,65749.62617836482
1000.0,200.0,sun,15.0,231962.57479604185,55701.762421626976,14220.440362038442,242234.30202346153,1007776.7435508587,267135.4500431015,34965.17566781132,1055770.0601721024,62126.68298127673,17307.75110378649,1118.78812400103,65749.62617836482
1000.0,205.0,june16,8.0,237074.8732207345,54648.70811090658,15509.903660947673,247485.54474285568,1027626.0900896381,261934.70448686605,37830.70722198452,1077486.2701837523,63304.34443045548,16961.260569586426,1217.9127103022483,67165.8482016761
1000.0,205.0,june16,11.5,237007.21917926575,54648.70811090658,15434.912346080017,247485.54474285568,1027635.1029282453,261934.70448686605,37772.1875213195,1077486.2701837523,63319.26786185428,16961.260569586426,1210.853109598971,67165.8482016761
1000.0,205.0,june16,15.0,236908.89359308837,54648.70811090658,15330.935394788832,247485.54474285568,1027613.2152565779,261934.70448686605,37659.69496953648,1077486.2701837523,63337.49410492365,16961.260569586426,1204.9450906555537,67165.8482016761
1000.0,205.0,annual,8.0,189229.47856592378,38170.240935596266,13317.818895165647,197566.84190000108,816774.9684463013,182374.1832759315,32487.858585297494,856790.7947853446,50262.74047266274,11772.891307058628,1045.8097765030843,53397.61521369634
1000.0,205.0,annual,11.5,189171.59366569703,38170.240935596266,13253.68612393615,197566.84190000108,816782.6251080339,182374.1832759315,32437.83463484126,856790.7947853446,50275.45159827868,11772.891307058628,1039.7568152327528,53397.61521369634
1000.0,205.0,annual,15.0,189087.40441955617,38170.240935596266,13164.684886550547,197566.84190000108,816763.6457708857,182374.1832759315,32341.569146829308,856790.7947853446,50290.96653953297,11772.891307058628,1034.6902256056612,53397.61521369634
1000.0,205.0,sun,8.0,181726.2143015879,35233.97876173873,13013.335782966762,189739.72568208128,783418.266042555,168127.73359319335,31745.852643193404,821895.1788851158,48188.85901281282,10839.427834434873,1021.9056721474673,51211.55391938768
1000.0,205.0,sun,11.5,181669.69257909537,35233.97876173873,12950.719112819601,189739.72568208128,783425.7317857952,168127.73359319335,31697.015554241243,821895.1788851158,48201.25970194931,10839.427834434873,1015.9927991392649,51211.55391938768
1000.0,205.0,sun,15.0,181587.47407499506,35233.97876173873,12863.806452744791,189739.72568208128,783407.1506110936,168127.73359319335,31603.013892288694,821895.1788851158,48216.39390064896,10839.427834434873,1011.0432766243639,51211.55391938768
1000.0,210.0,june16,8.0,187031.71997236414,34788.312402081014,14071.624675913246,195294.97991130032,805114.3005343697,165921.97720722624,34285.307124999264,844934.1859787942,49521.35212091347,10692.220128038654,1103.3673483194323,52685.89933231218
1000.0,210.0,june16,11.5,186970.06395307515,34788.312402081014,14003.26815314753,195294.97991130032,805122.8514696535,165921.97720722624,34232.01321045424,844934.1859787942,49535.01732336129,10692.220128038654,1096.9099918253692,52685.89933231218
1000.0,210.0,june16,15.0,186880.4956642273,34788.312402081014,13908.536591502896,195294.97991130032,805103.5011357892,165921.97720722624,34129.63261235416,844934.1859787942,49551.722520842966,10692.220128038654,1091.5104306010805,52685.89933231218
1000.0,210.0,annual,8.0,148428.17405487454,23387.32531228099,12030.777898153594,155010.9676717429,636516.7064095758,111180.92990672268,29315.02220124077,668347.7709232304,39142.605667158066,7141.646401541645,943.3091112446205,41706.18288703679
1000.0,210.0,annual,11.5,148375.6409090263,23387.32531228099,11972.562873630888,155010.9676717429,636523.9538782694,111180.92990672268,29269.65745905397,668347.7709232304,39154.19810466994,7141.646401541645,937.79447150049,41706.18288703679
1000.0,210.0,annual,15.0,148299.2701239553,23387.32531228099,11891.813893774153,155010.9676717429,636507.2555399459,111180.92990672268,29182.415689118207,668347.7709232304,39168.36135450488,7141.646401541645,933.1824403879226,41706.18288703679
1000.0,210.0,sun,8.0,142312.46423014297,21272.484363824726,11745.726630142732,148630.26506580543,609570.0795505685,100975.03793525518,28620.87760414241,640142.0544622339,37476.01623365578,6476.415417999436,920.9525466438223,39946.34075070183
1000.0,210.0,sun,11.5,142261.21075810256,21272.484363824726,11688.934992414153,148630.26506580543,609577.1430005919,100975.03793525518,28576.626411092082,640142.0544622339,37487.3163833513,6476.415417999436,915.5697642474073,39946.34075070183
1000.0,210.0,sun,15.0,142186.68954865637,21272.484363824726,11610.146356253832,148630.26506580543,609560.8102184287,100975.03793525518,28491.507894460894,640142.0544622339,37501.12093698037,6476.415417999436,911.0678620354556,39946.34075070183
1000.0,215.0,june16,8.0,147945.0532427479,21281.10599417317,12734.400896966292,154522.5290421819,633039.1247769301,100989.6337634112,30997.515416391223,664970.9893543756,38925.36755736048,6475.680227603137,997.6239666137969,41533.234468323644
1000.0,215.0,june16,11.5,147888.92648496813,21281.10599417317,12672.162469829711,154522.5290421819,633047.3239293694,100989.6337634112,30949.0363360193,664970.9893543756,38937.88823751892,6475.680227603137,991.725826041636,41533.234468323644
1000.0,215.0,june16,15.0,147807.46818997865,21281.10599417317,12585.99245159854,154522.5290421819,633030.361362971,100989.6337634112,30856.033245119506,664970.9893543756,38953.189618470446,6475.680227603137,986.7983846134955,41533.234468323644
1000.0,215.0,annual,8.0,116806.82840689074,13649.041165666831,10838.444201613092,122022.24217162575,498213.543632367,64555.00545802437,26383.35529595679,523655.22379597643,30657.937701630708,4125.756221143058,849.0280191708114,32767.036680195633
1000.0,215.0,annual,11.5,116759.2120577283,13649.041165666831,10785.667628402216,122022.24217162575,498220.4803184731,64555.00545802437,26342.268787264937,523655.22379597643,30668.51592961933,4125.756221143058,844.0116082239235,32767.036680195633
1000.0,215.0,annual,15.0,116690.05715423691,13649.041165666831,10712.534515368048,122022.24217162575,498205.9202029122,64555.00545802437,26263.366543605298,523655.22379597643,30681.435832089082,4125.756221143058,839.8202537183405,32767.036680195633
1000.0,215.0,sun,8.0,111827.45742769173,12164.552690400293,10572.138473948246,116826.22133456732,476466.1574758277,57432.038511231614,25735.281694192956,500877.73836414854,29319.253370703165,3664.0613915422464,828.154540989362,31350.668850485465
1000.0,215.0,sun,11.5,111781.04111449495,12164.552690400293,10520.696856295019,116826.22133456732,476472.91553548723,57432.038511231614,25695.238864519462,500877.73836414854,29329.55635990357,3664.0613915422464,823.2620853027586,31350.668850485465
1000.0,215.0,sun,15.0,111713.61965064611,12164.552690400293,10449.401199691953,116826.22133456732,476458.68897720345,57432.038511231614,25618.324928692316,500877.73836414854,29342.138579778803,3664.0613915422464,819.174195550896,31350.668850485465
1000.0,220.0,june16,8.0,117073.33330214665,12325.296287892485,11507.591249653025,122359.18631617993,498292.0742164802,58185.20601821808,27979.102120364336,524471.3011744556,30663.876982781047,3711.7501335461116,900.128187414512,32881.162798843965
1000.0,220.0,june16,11.5,117022.37368285078,12325.296287892485,11451.065023011222,122359.18631617993,498299.8591936667,58185.20601821808,27935.12512578025,524471.3011744556,30675.311889875324,3711.7501335461116,894.7526598311166,32881.162798843965
1000.0,220.0,june16,15.0,116948.4590886806,12325.296287892485,11372.854655623554,122359.18631617993,498285.03799874085,58185.20601821808,27850.810700219088,524471.3011744556,30689.29498683245,3711.7501335461116,890.2656803679423,32881.162798843965
1000.0,220.0,annual,8.0,92009.8112226634,7445.7264351707245,9748.589069443367,96185.92435394897,390661.57494026684,35029.95274756523,23701.9083337508,411484.6858109963,24083.454699395006,2227.0889289603315,762.4257778616087,25875.945741161177
1000.0,220.0,annual,11.5,91966.77370802469,7445.7264351707245,9700.872586411195,96185.92435394897,390668.1452396424,35029.95274756523,23664.808174514383,411484.6858109963,24093.073828671768,2227.0889289603315,757.8734341859381,25875.945741161177
1000.0,220.0,annual,15.0,91904.30716804964,7445.7264351707245,9634.795150215155,96185.92435394897,390655.4930154299,35029.95274756523,23593.605394748727,411484.6858109963,24104.829672085198,2227.0889289603315,754.073229754313,25875.945741161177
1000.0,220.0,sun,8.0,87965.91081845404,6439.071657321362,9500.122958718772,91964.18976838546,373152.3227858296,30229.11611219859,23097.727927035652,393121.4153216105,23010.044303527557,1917.7626658012746,742.9715711374641,24736.31727006444
1000.0,220.0,sun,11.5,87923.99636916752,6439.071657321362,9453.656061336911,91964.18976838546,373158.7207302877,30229.11611219859,23061.603878838665,393121.4153216105,23019.404856726764,1917.7626658012746,738.5355506266613,24736.31727006444
1000.0,220.0,sun,15.0,87863.15146332077,6439.071657321362,9389.2978759153,91964.18976838546,373146.3718114822,30229.11611219859,22992.259986316185,393121.4153216105,23030.843315694703,1917.7626658012746,734.8323834808965,24736.31727006444
1000.0,225.0,june16,8.0,93027.1858274286,6654.202934715488,10361.284441503669,97261.88642679431,394387.17722673935,31243.084666939652,25155.77781264561,415622.1847096276,24326.03947072575,1982.3514540815008,808.8517998932016,26180.527825638303
1000.0,225.0,june16,11.5,92981.0105674324,6654.202934715488,10310.05296465643,97261.88642679431,394394.53986831807,31243.084666939652,25115.95505272385,415622.1847096276,24336.457091672553,1982.3514540815008,803.9607869281596,26180.527825638303
1000.0,225.0,june16,15.0,92914.08842906643,6654.202934715488,10239.22666814746,97261.88642679431,394381.6405081726,31243.084666939652,25039.690585963726,415622.1847096276,24349.205773113477,1982.3514540815008,799.8818720178576,26180.527825638303
1000.0,225.0,annual,8.0,72840.14953297215,3720.3910151282466,8734.07390771315,76174.8749174417,308337.62191027787,17408.523362605232,21203.29179552729,325196.996953503,19073.11729778525,1100.8144011221957,681.656165846676,20570.814387594208
1000.0,225.0,annual,11.5,72801.33665975188,3720.3910151282466,8691.031139677209,76174.8749174417,308343.8189909564,17408.523362605232,21169.85685427166,325196.996953503,19081.84080439351,1100.8144011221957,677.5325909664505,20570.814387594208
1000.0,225.0,annual,15.0,72745.04780404875,3720.3910151282466,8631.475942489216,76174.8749174417,308332.87298077974,17408.523362605232,21105.762028002606,325196.996953503,19092.51036695524,1100.8144011221957,674.0935172866754,20570.814387594208
1000.0,225.0,sun,8.0,69556.67947343277,3068.148361728235,8502.888270820067,72746.1531497562,294236.906732327,14318.488282630515,20641.68993960222,310395.3454654855,18211.33391382452,903.0151018395137,663.5799575481896,19653.34451656247
1000.0,225.0,sun,11.5,69518.91599450573,3068.148361728235,8461.01330014701,72746.1531497562,294242.9379150919,14318.488282630515,20609.166656952846,310395.3454654855,18219.814934372356,903.0151018395137,659.5653952915352,19653.34451656247
1000.0,225.0,sun,15.0,69464.14162532213,3068.148361728235,8403.06397555497,72746.1531497562,294232.26709986007,14318.488282630515,20546.80672214701,310395.3454654855,18230.186718045272,903.0151018395137,656.2172044283941,19653.34451656247
1000.0,230.0,june16,8.0,74266.43646559911,3244.037238321532,9327.74990018778,77673.68368261153,313867.6833680538,15144.545050093126,22635.75739229502,331173.1122745528,19419.217694807216,955.4358870821837,728.3220266592517,20977.250529343684
1000.0,230.0,june16,11.5,74224.70502155712,3244.037238321532,9281.432912881892,77673.68368261153,313874.71868227056,15144.545050093126,22599.82420740792,331173.1122745528,19428.701691412647,955.4358870821837,723.8795025858665,20977.250529343684
1000.0,230.0,june16,15.0,74164.3101660877,3244.037238321532,9217.494436402803,77673.68368261153,313863.71212054923,15144.545050093126,22531.10460584833,331173.1122745528,19440.316828077357,955.4358870821837,720.1800489554556,20977.250529343684
1000.0,230.0,annual,8.0,57990.93873168262,1637.390417776403,7822.8411701827645,60667.48490970006,244953.25001378686,7618.522936648756,18981.636831410524,258675.2755959723,15213.451986358172,479.03602961615206,610.6687511093645,16470.507713891828
1000.0,230.0,annual,11.5,57956.03552138508,1637.390417776403,7784.120733799227,60667.48490970006,244959.15763624207,7618.522936648756,18951.620925347434,258675.2755959723,15221.356343533187,479.03602961615206,606.9406986262528,16470.507713891828
1000.0,230.0,annual,15.0,57905.49205455025,1637.390417776403,7730.627021795896,60667.48490970006,244949.88329473604,7618.522936648756,18894.163015736278,258675.2755959723,15231.031789358958,479.03602961615206,603.8362694089152,16470.507713891828
1000.0,230.0,sun,8.0,55325.42729921196,1243.39087717802,7607.79329972316,57883.33463736588,233595.4946995117,5765.450232734149,18459.40892335388,246741.595567319,14520.809888874628,361.2680147255755,593.8520204968294,15730.882805496887
1000.0,230.0,sun,11.5,55291.502763836856,1243.39087717802,7570.162221164846,57883.33463736588,233601.24139614232,5765.450232734149,18430.242293352094,246741.595567319,14528.486979710302,361.2680147255755,590.2259946946272,15730.882805496887
1000.0,230.0,sun,15.0,55242.37034088837,1243.39087717802,7518.1650236209925,57883.33463736588,233592.21315910303,5765.450232734149,18374.399037458126,246741.595567319,14537.88319678851,361.2680147255755,587.20653716293,15730.882805496887
1000.0,235.0,june16,8.0,59529.70658342698,1366.4485171635192,8352.076814042446,62294.378355138666,251131.14589452685,6338.844443804001,20228.95054712472,265443.34525400755,15603.525917195866,397.3725926267434,650.2543366557991,16934.693597003683
1000.0,235.0,june16,11.5,59492.02898773949,1366.4485171635192,8310.252289483242,62294.378355138666,251137.7559333356,6338.844443804001,20196.52099234538,265443.34525400755,15612.144702009915,397.3725926267434,646.2326759153019,16934.693597003683
1000.0,235.0,june16,15.0,59437.53317994598,1366.4485171635192,8252.54869999721,62294.378355138666,251128.25333680332,6338.844443804001,20134.571939799036,265443.34525400755,15622.70317342161,397.3725926267434,642.8862078929,16934.693597003683
1000.0,235.0,annual,8.0,46388.85121818872,604.0105711600122,6966.0230760801505,48557.04631527113,195786.92329765187,2793.146213904496,16868.27926344559,207129.2752390165,12220.748526029405,174.54670647423683,542.1279174154799,13293.820818158605
1000.0,235.0,annual,11.5,46357.50134365502,604.0105711600122,6931.239129747719,48557.04631527113,195792.45595334357,2793.146213904496,16841.33158074403,207129.2752390165,12227.896424775501,174.54670647423683,538.769696774271,13293.820818158605
1000.0,235.0,annual,15.0,46312.130881702375,604.0105711600122,6883.211822994195,48557.04631527113,195784.504081921,2793.146213904496,16789.806926122368,207129.2752390165,12236.648368284657,174.54670647423683,535.9754398555482,13293.820818158605
1000.0,235.0,sun,8.0,44223.93710190203,390.61129490607385,6766.755851960522,46294.83530850176,186625.48382084753,1797.4885570417773,16385.02040932061,197489.8690897703,11662.428479103428,111.77241690124974,526.5765564666028,12695.264352886392
1000.0,235.0,sun,11.5,44193.49926068586,390.61129490607385,6732.987201211878,46294.83530850176,186630.86218819275,1797.4885570417773,16358.863951200772,197489.8690897703,11669.36364519056,111.77241690124974,523.3135936022351,12695.264352886392
1000.0,235.0,sun,15.0,44149.44323584061,390.61129490607385,6686.354124450797,46294.83530850176,186623.1323724556,1797.4885570417773,16308.842429597806,197489.8690897703,11677.854165147515,111.77241690124974,520.5986291867524,12695.264352886392
1000.0,240.0,june16,8.0,48052.11330603485,460.84254591543834,7484.663065672136,50332.81261341311,202520.86972894226,2123.7501642530606,18113.171271125164,214681.18390110097,12640.60237529328,132.25403967194197,582.2386576751564,13810.958582760986
1000.0,240.0,june16,11.5,48018.2244266872,460.84254591543834,7447.028694922236,50332.81261341311,202527.12960340068,2123.7501642530606,18084.02512243579,214681.18390110097,12648.418357461765,132.25403967194197,578.6038334703148,13810.958582760986
1000.0,240.0,june16,15.0,47969.24860960706,460.84254591543834,7395.151746744174,50332.81261341311,202519.10038569162,2123.7501642530606,18028.408509703026,214681.18390110097,12657.99885074484,132.25403967194197,575.5821276358398,13810.958582760986
1000.0,240.0,annual,8.0,37392.35356531658,172.13439004398438,6207.367818286919,39179.64075261239,157801.80274913693,791.0583790673198,15018.111947280353,167439.86359792296,9898.601802881203,49.124515779608494,482.66037140491085,10841.079934985784
1000.0,240.0,annual,11.5,37364.311821669304,172.13439004398438,6176.241373462522,39179.64075261239,157807.02670234084,791.0583790673198,14994.02851437746,167439.86359792296,9905.050320472039,49.124515779608494,479.6408203282433,10841.079934985784
1000.0,240.0,annual,15.0,37323.76317740385,172.13439004398438,6133.3028383173305,39179.64075261239,157800.36319116518,791.0583790673198,14948.031524626187,167439.86359792296,9912.950521298719,49.124515779608494,477.130867570956,10841.079934985784
1000.0,240.0,sun,8.0,35629.59566515634,78.82587893300773,6022.6276483366455,37336.25526603959,150386.05243956964,359.65387908149825,14570.340460064184,159619.0493069804,9446.336661448076,22.172136263572906,468.2513619745369,10353.414198093731
1000.0,240.0,sun,11.5,35602.401610287976,78.82587893300773,5992.445152508699,37336.25526603959,150391.12757547665,359.65387908149825,14546.992059852142,159619.0493069804,9452.586336279066,22.172136263572906,465.32064413269825,10353.414198093731
1000.0,240.0,sun,15.0,35563.073980271765,78.82587893300773,5950.802088688465,37336.25526603959,150384.6613915455,359.65387908149825,14502.39041238872,159619.0493069804,9460.242073198859,22.172136263572906,462.8845869978129,10353.414198093731
1000.0,245.0,june16,8.0,38997.67593511339,106.88405859376557,6669.0277100358035,40874.33708178055,164343.23377437526,488.3602701749626,16110.605659339164,174560.7243020285,10306.047534881527,30.149578266387316,517.6853710059361,11317.803910992649
1000.0,245.0,june16,11.5,38967.20155225741,106.88405859376557,6635.18594088496,40874.33708178055,164349.08286405337,488.3602701749626,16084.439658247844,174560.7243020285,10313.107384686571,30.149578266387316,514.4044675894946,11317.803910992649
1000.0,245.0,june16,15.0,38923.22544960601,106.88405859376557,6588.598146854381,40874.33708178055,164342.27935679696,488.3602701749626,16034.592037752025,174560.7243020285,10321.769924817727,30.149578266387316,511.6801347074444,11317.803910992649
1000.0,245.0,annual,8.0,30317.81928453337,33.49154680974331,5496.962360267323,31787.133936571256,128013.49189185709,152.65539206193696,13274.285535189007,136105.27892866908,8067.66625174607,9.40138440042199,426.4561671810725,8880.691138797249
1000.0,245.0,annual,11.5,30292.74719982898,33.49154680974331,5469.1333455111935,31787.133936571256,128018.35493770559,152.65539206193696,13252.79140530874,136105.27892866908,8073.4584743049,9.40138440042199,423.74532233056254,8880.691138797249
1000.0,245.0,annual,15.0,30256.548547548646,33.49154680974331,5430.795754120201,31787.133936571256,128012.7580422546,152.65539206193696,13211.80983395354,136105.27892866908,8080.562192885029,9.40138440042199,421.4947180243146,8880.691138797249
1000.0,245.0,sun,8.0,28879.272734599093,8.009076623276645,5326.35913336861,30281.95124609828,121989.21696107644,36.07882595787175,12861.28398710552,129740.2732423263,7699.376635054241,2.1953912058398415,413.1693531275647,8481.6031249941
1000.0,245.0,sun,11.5,28854.988462775404,8.009076623276645,5299.407388378436,30281.95124609828,121993.93780712274,36.07882595787175,12840.47221320887,129740.2732423263,7704.983488129828,2.1953912058398415,410.5412791433009,8481.6031249941
1000.0,245.0,sun,15.0,28819.92341413516,8.009076623276645,5262.272656633209,30281.95124609828,121988.51683967105,36.07882595787175,12800.784499223058,129740.2732423263,7711.859142495664,2.1953912058398415,408.359471216178,8481.6031249941
1000.0,250.0,june16,8.0,31860.24718753987,13.94220248184682,5929.505121855252,33406.64306918336,134323.3850730215,62.883610796483055,14302.69717156219,142878.64606987694,8460.663784865817,3.831314217670191,459.45419233812277,9329.270203237933
1000.0,250.0,june16,11.5,31832.970466189887,13.94220248184682,5899.20334673773,33406.64306918336,134328.89513560178,62.883610796483055,14279.294791512539,142878.64606987694,8467.040340310394,3.831314217670191,456.50524214724555,9329.270203237933
1000.0,250.0,june16,15.0,31793.634178118977,13.94220248184682,5857.51860570486,33406.64306918336,134323.25127657372,62.883610796483055,14234.764522554171,142878.64606987694,8474.868562535074,3.831314217670191,454.0584911108039,9329.270203237933
1000.0,250.0,annual,8.0,24751.3356382187,3.7232987057445164,4855.66306071586,25960.775272934105,104585.77121020142,16.755571582967942,11706.939502581847,111351.0397240638,6616.881311958744,1.0185148042229464,375.98176312644455,7312.781138388478
1000.0,250.0,annual,11.5,24729.033234551363,3.7232987057445164,4830.899270797957,25960.775272934105,104590.33635641636,16.755571582967942,11687.836523604063,111351.0397240638,6622.082771153162,1.0185148042229464,373.5593129196231,7312.781138388478
1000.0,250.0,annual,15.0,24696.85479057279,3.7232987057445164,4796.80918241708,25960.775272934105,104585.74315155296,16.755571582967942,11651.458281488332,111351.0397240638,6628.46539895319,1.0185148042229464,371.54983185502596,7312.781138388478
1000.0,250.0,sun,8.0,23573.48790912836,0.3307251688865211,4698.330273302484,24727.843314292848,99668.2833559218,1.4725730520089286,11326.450315329199,106147.43736803667,6315.003207730303,0.08852527475707876,363.7435017337037,6984.1967338760605
1000.0,250.0,sun,11.5,23551.91541191537,0.3307251688865211,4674.379491326176,24727.843314292848,99672.71175836683,1.4725730520089286,11307.97923040877,106147.43736803667,6320.031844510975,0.08852527475707876,361.3979511276625,6984.1967338760605
1000.0,250.0,sun,15.0,23520.786773798656,0.3307251688865211,4641.40358311783,24727.843314292848,99668.27336362236,1.4725730520089286,11272.798177426705,106147.43736803667,6326.20176798704,0.08852527475707876,359.45235128470694,6984.1967338760605
1000.0,255.0,june16,8.0,26195.810479155607,0.7434279166125548,5254.9001325675345,27484.25790686959,110491.68450190888,3.3093691317700706,12656.906679138825,117761.8158136495,6983.336404731278,0.19889760975271553,406.5545025681271,7739.105432734853
1000.0,255.0,june16,11.5,26171.456232491786,0.7434279166125548,5227.836409741357,27484.25790686959,110496.84613938053,3.3093691317700706,12636.034125531189,117761.8158136495,6989.079273748994,0.19889760975271553,403.9076195502947,7739.105432734853
1000.0,255.0,june16,15.0,26136.382876034007,0.7434279166125548,5190.657059296871,27484.25790686959,110492.20647020754,3.3093691317700706,12596.382080376658,117761.8158136495,6996.131204069134,0.19889760975271553,401.7148810310547,7739.105432734853
1000.0,255.0,annual,8.0,20327.05699985027,0.162450050508753,4273.310121822384,21333.293883492635,85917.03031961941,0.7231943848602982,10286.701445044046,91653.22342556843,5448.841685841053,0.043467938224460136,330.3406309617852,6051.960697987081
1000.0,255.0,annual,11.5,20307.275171488283,0.162450050508753,4251.338208021941,21333.293883492635,85921.29009996465,0.7231943848602982,10269.777913971693,91653.22342556843,5453.497429690298,0.043467938224460136,328.1795636309215,6051.960697987081
1000.0,255.0,annual,15.0,20278.77452755204,0.162450050508753,4221.134419052632,21333.293883492635,85917.56062105138,0.7231943848602982,10237.604454682503,91653.22342556843,5459.211732862772,0.043467938224460136,326.3898382150641,6051.960697987081
1000.0,255.0,sun,8.0,19356.783285154987,0.0,4128.5090002915795,20317.004030462205,81871.69355496307,0.0,9936.863862338692,87363.69598685752,5199.1071448774255,0.0,319.08899286526764,5778.6702832984065
1000.0,255.0,sun,11.5,19337.6767126571,0.0,4107.289401546417,20317.004030462205,81875.82232702336,0.0,9920.524519761268,87363.69598685752,5203.602048980854,0.0,316.99931400576384,5778.6702832984065
1000.0,255.0,sun,15.0,19310.146335257265,0.0,4078.1156204910585,20317.004030462205,81872.22849885152,0.0,9889.456610924402,87363.69598685752,5209.118358983057,0.0,315.2688282216044,5778.6702832984065
1000.0,260.0,june16,8.0,21668.0818103291,0.0,4645.886343575953,22747.702293081016,91412.804284491,0.0,11171.98758856731,97620.22966695827,5790.248322233888,0.0,358.75299996274276,6449.287522405278
1000.0,260.0,june16,11.5,21646.41195843261,0.0,4621.79182541865,22747.702293081016,91417.6457196409,0.0,11153.437320791758,97620.22966695827,5795.410999219797,0.0,356.38505382449495,6449.287522405278
1000.0,260.0,june16,15.0,21615.22544259001,0.0,4588.718616810479,22747.702293081016,91413.9070830219,0.0,11118.231464959454,97620.22966695827,5801.751244276367,0.0,354.4250957488106,6449.287522405278
1000.0,260.0,annual,8.0,16785.05388649629,0.0,3750.0788262076076,17626.434980468694,70916.36427168723,0.0,9011.457771344552,75798.24848402599,4500.79733535893,0.0,289.29688145572885,5024.13913541853
1000.0,260.0,annual,11.5,16767.576778215378,0.0,3730.655418629893,17626.434980468694,70920.34367599069,0.0,8996.525740463443,75798.24848402599,4504.955504012605,0.0,287.37615635668357,5024.13913541853
1000.0,260.0,annual,15.0,16742.414174732585,0.0,3703.9774440443384,17626.434980468694,70917.38408845269,0.0,8968.166964240583,75798.24848402599,4510.059639207565,0.0,285.7869522560009,5024.13913541853
1000.0,260.0,sun,8.0,15980.78804087358,0.0,3616.991978649551,16783.46726798674,67561.67223925568,0.0,8690.265313075353,72233.4139323308,4292.250946263086,0.0,278.96865313589126,4794.676584350236
1000.0,260.0,sun,11.5,15963.93430361725,0.0,3598.263377804087,16783.46726798674,67565.52594878152,0.0,8675.872212164946,72233.4139323308,4296.25957833014,0.0,277.114062640275,4794.676584350236
1000.0,260.0,sun,15.0,15939.66699215764,0.0,3572.536116310058,16783.46726798674,67562.6840027266,0.0,8648.532624846574,72233.4139323308,4301.179613406774,0.0,275.57970553261134,4794.676584350236
1000.0,265.0,june16,8.0,17998.310101356852,0.0,4090.208303829238,18906.487714442,75868.53677126682,0.0,9817.364041697201,81180.82923227627,4807.488975881026,0.0,315.1775547918819,5382.0181746527405
1000.0,265.0,june16,11.5,17979.05872292668,0.0,4068.8023914736714,18906.487714442,75873.01682545136,0.0,9800.90888201571,81180.82923227627,4812.100653302199,0.0,313.06145367774565,5382.0181746527405
1000.0,265.0,june16,15.0,17951.395319566607,0.0,4039.459611269004,18906.487714442,75870.01665416658,0.0,9769.735483226841,81180.82923227627,4817.772302795043,0.0,311.31257868639057,5382.0181746527405
1000.0,265.0,annual,8.0,13900.830342104904,0.0,3275.0410409935444,14606.234553990505,58617.12572107671,0.0,7853.9793109526645,62775.56462535163,3714.730560299442,0.0,252.07142566601289,4168.16839502716
1000.0,265.0,annual,11.5,13885.420024142571,0.0,3257.9145732353254,14606.234553990505,58620.790429462606,0.0,7840.835425257811,62775.56462535163,3718.4182387060646,0.0,250.36674682173478,4168.16839502716
