m_GeV,delta_keV,halo,eff_sigma_keV,N_p_unit,N_iso_unit,N_hig,N_lo_per_event,frac_hi,N_lo_per_hi_event,delta_max_248keV_june,sigma_p_N1_cm2,sigma_p_N0p3_cm2,sigma_p_N3_cm2,sigma_p_N0p105_cm2,sigma_p_N3p65_cm2,sigma_p_higgsino_equiv_cm2,effective_A_over_Z_sq
1000.0,290.0,sun,11.5,5009.724500336623,20295.11866397345,1230.2982784862593,0.0,0.29024507170048697,0.0,386.6151128700423,5.916977962028758e-42,1.7750933886086276e-42,1.7750933886086276e-41,6.212826860130196e-43,2.1596969561404968e-41,7.279647800525116e-39,4.051144661270244
1000.0,295.0,sun,11.5,4035.570270186787,16090.744694486666,959.4664109063071,0.0,0.30208916794470225,0.0,386.6151128700423,7.345288888490927e-42,2.203586666547278e-42,2.203586666547278e-41,7.712553332915472e-43,2.6810304442991885e-41,7.047557966910368e-39,3.9872294662686922
1000.0,300.0,sun,11.5,3212.7495997757983,12572.808467297418,735.3886971163424,0.0,0.3155890273430761,0.0,386.6151128700423,9.2264985314747e-42,2.7679495594424103e-42,2.7679495594424103e-41,9.687823458048436e-43,3.367671963988266e-41,6.785062734007026e-39,3.9134106399623585
1000.0,305.0,sun,11.5,2514.0227811749146,9620.4731609571,550.2193259011755,0.0,0.3322145134564537,0.0,386.6151128700423,1.179083566238573e-41,3.537250698715718e-42,3.5372506987157185e-41,1.2380377445505013e-42,4.303655016770791e-41,6.487545649969416e-39,3.8267247349528892
1000.0,310.0,sun,11.5,1928.375774110588,7193.436668495544,401.19032602439626,0.0,0.35152394103620554,0.0,386.6151128700423,1.537170807800628e-41,4.6115124234018834e-42,4.611512423401883e-41,1.614029348190659e-42,5.610673448472292e-41,6.166980575367185e-39,3.7303085659294415
1000.0,315.0,sun,11.5,1450.5477832919394,5253.797659873253,284.71506364981343,0.0,0.3747462213344272,0.0,386.6151128700423,2.0435334709936582e-41,6.130600412980974e-42,6.130600412980975e-41,2.1457101445433408e-42,7.458897169126853e-41,5.818247622644836e-39,3.6219404285669548
1000.0,320.0,sun,11.5,1060.5896635564125,3712.8474113424145,194.82467359088932,0.0,0.4029253902427734,0.0,386.6151128700423,2.79490084458575e-41,8.384702533757249e-42,8.384702533757249e-41,2.9346458868150374e-42,1.0201388082737987e-40,5.4451564476531956e-39,3.5007388238089585
1000.0,325.0,sun,11.5,751.2002089319133,2529.525277405778,128.0524603541891,0.0,0.437110243927392,0.0,386.6151128700423,3.946009214570658e-41,1.1838027643711975e-41,1.1838027643711976e-40,4.143309675299191e-42,1.4402933633182903e-40,5.0529618850607406e-39,3.3673117330496476
1000.0,330.0,sun,11.5,513.5660212899667,1651.4973787659087,80.22905556469667,0.0,0.4804665774335156,0.0,386.6151128700423,5.771882919721201e-41,1.7315648759163603e-41,1.7315648759163604e-40,6.06047706570726e-42,2.1067372656982384e-40,4.630727154792359e-39,3.2157450265453793
1000.0,335.0,sun,11.5,335.69855299076767,1023.3552966366586,47.534004134290186,0.0,0.532853387167058,0.0,386.6151128700423,8.830073647991732e-41,2.6490220943975195e-41,2.6490220943975194e-40,9.271577330391318e-42,3.222976881516982e-40,4.197287572897258e-39,3.048435233096768
1000.0,340.0,sun,11.5,207.88995319525316,594.5092983353418,26.30621944264052,0.0,0.5965716031812702,0.0,386.6151128700423,1.4258711885170684e-40,4.2776135655512054e-41,4.277613565551205e-40,1.4971647479429218e-41,5.2044298380873e-40,3.750928038206865e-39,2.859730781587941
1000.0,345.0,sun,11.5,120.56771193662784,319.08051655697386,13.467732646921831,0.0,0.6728621796720301,0.0,386.6151128700423,2.4585711205922054e-40,7.375713361776616e-41,7.375713361776617e-40,2.5814996766218156e-41,8.97378459016155e-40,3.311137854557883e-39,2.646483966824279
1000.0,350.0,sun,11.5,64.38996439135343,154.7903676330113,6.315915617192368,0.0,0.7604668870963495,0.0,386.6151128700423,4.6035791049929285e-40,1.3810737314978786e-40,1.3810737314978785e-39,4.833758060242574e-41,1.680306373322419e-39,2.90758171642053e-39,2.4039517508072614
1000.0,355.0,sun,11.5,30.678453831870556,65.32286029747144,2.708662702067196,0.0,0.8462664334581986,0.0,386.6151128700423,9.662295768482655e-40,2.8986887305447963e-40,2.8986887305447964e-39,1.0145410556906787e-40,3.526737955496169e-39,2.617190016443066e-39,2.1292748537936506
1000.0,360.0,sun,11.5,12.613579520562748,22.97714220774097,1.1113835397710603,0.0,0.9174014629479824,0.0,386.6151128700423,2.350041034426749e-39,7.050123103280246e-40,7.050123103280246e-39,2.467543086148086e-40,8.577649775657633e-39,2.6117969234484442e-39,1.8216194832151706
1000.0,365.0,sun,11.5,4.261792222368063,6.4097783578180945,0.4743905768682838,0.0,0.9617167778853828,0.0,386.6151128700423,6.955390576938199e-39,2.08661717308146e-39,2.08661717308146e-38,7.303160105785109e-40,2.538717560582443e-38,3.2995717481379375e-39,1.5040100557170062
1000.0,370.0,sun,11.5,1.1245819071568532,1.4106502236075358,0.2116904242393852,0.0,0.9839537861256437,0.0,386.6151128700423,2.63586220582801e-38,7.90758661748403e-39,7.90758661748403e-38,2.76765531611941e-39,9.620897051272236e-38,5.579867885882931e-39,1.2543774843167406
1000.0,375.0,sun,11.5,0.2094162464415425,0.2801348101238872,0.0853940856581161,0.0,0.9806724026324594,0.0,386.6151128700423,1.41547897873348e-37,4.24643693620044e-38,4.24643693620044e-37,1.4862529276701538e-38,5.166498272377202e-37,1.208735331572295e-38,1.3376937791790926
1000.0,380.0,sun,11.5,0.0237435458476476,0.0643050601128847,0.0253381909087209,0.0,0.9786143727529429,0.0,386.6151128700423,1.2484415619524736e-36,3.7453246858574205e-37,3.7453246858574205e-36,1.310863640050097e-37,4.556811701126528e-36,3.1633250635133485e-38,2.708317473957065
1000.0,385.0,sun,11.5,0.000722384309348,0.0122666678626513,0.003805013007434,0.0,0.9452062319402735,0.0,386.6151128700423,4.103415464696569e-35,1.231024639408971e-35,1.2310246394089707e-34,4.3085862379313976e-36,1.4977466446142478e-34,1.5613549218076275e-37,16.98080606668047
1000.0,390.0,sun,11.5,4.106488455652957e-06,0.0002454314448058,4.551338452454089e-05,0.0,0.0,,386.6151128700423,7.218437305849922e-33,2.1655311917549764e-33,2.1655311917549765e-32,7.579359171142417e-34,2.6347296166352215e-32,3.285355127674384e-37,59.766744130971844
1000.0,395.0,sun,11.5,0.0,0.0,0.0,,,,386.6151128700423,,,,,,,
1000.0,400.0,sun,11.5,0.0,0.0,0.0,,,,386.6151128700423,,,,,,,
1000.0,200.0,sun,15.0,231962.57479604185,1007776.7435508588,62126.68298127673,0.24013254065059403,0.061304890991756206,3.917020922243955,386.6151128700423,1.277897069835127e-43,3.833691209505381e-44,3.833691209505381e-43,1.3417919233268832e-44,4.6643243048982136e-43,7.939150614034939e-39,4.344566119931065
1000.0,205.0,sun,15.0,181587.47407499503,783407.1506110936,48216.39390064896,0.19403309033962998,0.07084082488769067,2.73900100185515,386.6151128700423,1.6324049671006002e-43,4.8972149013018e-44,4.8972149013018006e-43,1.7140252154556302e-44,5.958278129917191e-43,7.870868089909844e-39,4.3142136020216295
1000.0,210.0,sun,15.0,142186.68954865637,609560.8102184287,37501.12093698037,0.14960953399611482,0.08165424199063888,1.8322322312815855,386.6151128700423,2.084754174840232e-43,6.254262524520696e-44,6.254262524520696e-43,2.1889918835822434e-44,7.609352738166846e-43,7.818061843455826e-39,4.287045518489525
1000.0,215.0,sun,15.0,111713.61965064611,476458.68897720345,29342.138579778803,0.1088905070701461,0.09353739707270793,1.1641387346443262,386.6151128700423,2.6534302224765387e-43,7.960290667429616e-44,7.960290667429616e-43,2.7861017336003655e-44,9.685020312039367e-43,7.78573172996799e-39,4.2650009055941265
1000.0,220.0,sun,15.0,87863.15146332077,373146.3718114822,23030.843315694703,0.07328523448205028,0.10686274871252419,0.6857884095719629,386.6151128700423,3.373704331183912e-43,1.0121112993551736e-43,1.0121112993551735e-42,3.542389547743107e-44,1.231402080882128e-42,7.769925584497727e-39,4.246904027421044
1000.0,225.0,sun,15.0,69464.14162532213,294232.26709986007,18230.186718045272,0.04416880839437001,0.12096980944326183,0.36512257560500166,386.6151128700423,4.267299468582453e-43,1.2801898405747358e-43,1.2801898405747359e-42,4.4806644420115753e-44,1.5575643060325954e-42,7.779366609407348e-39,4.235743222552138
1000.0,230.0,sun,15.0,55242.37034088837,233592.21315910303,14537.88319678851,0.022507920451373318,0.13609417874772695,0.16538488757182968,386.6151128700423,5.365886597807173e-43,1.6097659793421519e-43,1.609765979342152e-42,5.634180927697531e-44,1.9585486081996182e-42,7.800863260613356e-39,4.228497287818345
1000.0,235.0,sun,15.0,44149.44323584061,186623.1323724556,11677.854165147515,0.008847479521304014,0.15144820940851186,0.05841917547825929,386.6151128700423,6.7141117286533635e-43,2.014233518596009e-43,2.014233518596009e-42,7.049817315086031e-44,2.4506507809584776e-42,7.840641761572046e-39,4.2270778223756755
1000.0,240.0,sun,15.0,35563.073980271765,150384.6613915455,9460.24207319886,0.0022165091515074188,0.16733092566715715,0.013246261219616641,386.6151128700423,8.33517076751328e-43,2.500551230253984e-43,2.500551230253984e-42,8.751929305888943e-44,3.042337330142347e-42,7.885273318212637e-39,4.228674424347282
1000.0,245.0,sun,15.0,28819.92341413516,121988.51683967104,7711.859142495664,0.00027790069071968715,0.18259148648716567,0.0015219805483056886,386.6151128700423,1.0285394946535065e-42,3.0856184839605194e-43,3.0856184839605195e-42,1.0799664693861817e-43,3.7541691554852983e-42,7.931951705261514e-39,4.232784212738052
1000.0,250.0,sun,15.0,23520.786773798656,99668.27336362236,6326.20176798704,1.4060973897987863e-05,0.19733198671262958,7.12554215473671e-05,386.6151128700423,1.2602652177157601e-42,3.780795653147281e-43,3.78079565314728e-42,1.323278478601548e-43,4.599968044662524e-42,7.972692048446013e-39,4.237454908381269
1000.0,255.0,sun,15.0,19310.146335257265,81872.22849885152,5209.118358983057,0.0,0.2111903011861213,0.0,386.6151128700423,1.5350701620631927e-42,4.605210486189578e-43,4.605210486189578e-42,1.6118236701663523e-43,5.6030060915306534e-42,7.996362163530475e-39,4.239855414734264
1000.0,260.0,sun,15.0,15939.66699215764,67562.6840027266,4301.179613406774,0.0,0.224128654511274,0.0,386.6151128700423,1.8596642877741104e-42,5.578992863322332e-43,5.578992863322332e-42,1.952647502162816e-43,6.787774650375503e-42,7.998750122354632e-39,4.238650910082853
1000.0,265.0,sun,15.0,13193.199085889411,55812.376691966034,3546.8683391506543,0.0,0.23602484292716058,0.0,386.6151128700423,2.246796191837274e-42,6.740388575511822e-43,6.740388575511822e-42,2.3591360014291377e-43,8.200806100206051e-42,7.969090277351887e-39,4.230389940197243
1000.0,270.0,sun,15.0,10937.734590697346,46110.59671969958,2918.981701931711,0.0,0.24702988901682152,0.0,386.6151128700423,2.710106852431629e-42,8.130320557294887e-43,8.130320557294886e-42,2.84561219505321e-43,9.891890011375446e-42,7.910752312527668e-39,4.215735565472315
1000.0,275.0,sun,15.0,9060.35724038102,37974.18950169421,2387.8832774836715,0.0,0.25748957655477095,0.0,386.6151128700423,3.271662328303599e-42,9.814986984910797e-43,9.814986984910797e-42,3.4352454447187786e-43,1.1941567498308136e-41,7.812347763329456e-39,4.19124638181455
1000.0,280.0,sun,15.0,7476.599065518724,31087.23271253674,1937.413078052204,0.0,0.2672905137753426,0.0,386.6151128700423,3.964694268686287e-42,1.1894082806058861e-42,1.1894082806058861e-41,4.162928982120601e-43,1.4471134080704948e-41,7.681250526631431e-39,4.157937645193218
1000.0,285.0,sun,15.0,6137.970948803063,25251.297605591208,1555.5831509148152,0.0,0.27777237687586975,0.0,386.6151128700423,4.829353170872822e-42,1.4488059512618466e-42,1.4488059512618466e-41,5.0708208294164626e-43,1.76271390736858e-41,7.512460422426798e-39,4.113948700020378
1000.0,290.0,sun,15.0,4999.390308087761,20294.9866927274,1232.5754146060306,0.0,0.288648071642715,0.0,386.6151128700423,5.929208891006832e-42,1.7787626673020495e-42,1.7787626673020495e-41,6.225669335557173e-43,2.1641612452174937e-41,7.308197107118508e-39,4.059492346475769
1000.0,295.0,sun,15.0,4026.7774421337863,16090.836390436009,961.4314544475644,0.0,0.3004271193861823,0.0,386.6151128700423,7.361327982561618e-42,2.208398394768485e-42,2.2083983947684853e-41,7.729394381689697e-43,2.6868847136349906e-41,7.077412268939771e-39,3.995958709331968
1000.0,300.0,sun,15.0,3205.34994633471,12573.09468307569,737.0790921661057,0.0,0.3138614896315344,0.0,386.6151128700423,9.247798200075845e-42,2.7743394600227534e-42,2.7743394600227535e-41,9.710188110079636e-43,3.3754463430276833e-41,6.81635870184725e-39,3.922534167432456
1000.0,305.0,sun,15.0,2507.8428615658017,9620.894104759802,551.6617614789596,0.0,0.3304094480352628,0.0,386.6151128700423,1.1819891077952041e-41,3.5459673233856126e-42,3.5459673233856124e-41,1.2410885631849642e-42,4.314260243452495e-41,6.520581932552462e-39,3.836322543252523
1000.0,310.0,sun,15.0,1923.274372246506,7193.967435342618,402.4116160572462,0.0,0.349629312137918,0.0,386.6151128700423,1.5412480867045042e-41,4.623744260113512e-42,4.623744260113512e-41,1.6183104910397293e-42,5.62555551647144e-41,6.202161333158982e-39,3.740479018050664
1000.0,315.0,sun,15.0,1446.3769968144802,5254.393354647401,285.73765656639637,0.0,0.37275259312796416,0.0,386.6151128700423,2.0494262235649636e-41,6.148278670694891e-42,6.148278670694891e-41,2.1518975347432116e-42,7.480405716012117e-41,5.855982464271722e-39,3.6327965435151044
1000.0,320.0,sun,15.0,1057.2319735400772,3713.486608565135,195.6739310469801,0.0,0.400815106541681,0.0,386.6151128700423,2.8037772415330436e-41,8.411331724599131e-42,8.411331724599131e-41,2.9439661036096954e-42,1.023378693159561e-40,5.4862611463082885e-39,3.512461504669359
1000.0,325.0,sun,15.0,748.5473828778419,2530.1972245049874,128.75171248823114,0.0,0.43487104356154127,0.0,386.6151128700423,3.9599937348474827e-41,1.1879981204542447e-41,1.1879981204542447e-40,4.157993421589856e-42,1.4453977132193312e-40,5.098559748042797e-39,3.38014303754222
1000.0,330.0,sun,15.0,511.50741132882166,1652.1630062084532,80.79454216178861,0.0,0.4780924866922349,0.0,386.6151128700423,5.79511240850267e-41,1.738533722550801e-41,1.738533722550801e-40,6.084868028927802e-42,2.1152160291034745e-40,4.682134538210733e-39,3.229988402155063
1000.0,335.0,sun,15.0,334.1460156020318,1023.9978190490308,47.98279485275115,0.0,0.5303467422639803,0.0,386.6151128700423,8.871100680617271e-41,2.6613302041851815e-41,2.661330204185181e-40,9.314655714648134e-42,3.2379517484253037e-40,4.256602040761596e-39,3.0645220090507173
1000.0,340.0,sun,15.0,206.7580700878727,595.1130175132747,26.65581970770163,0.0,0.5939529963120479,0.0,386.6151128700423,1.4336770241533609e-40,4.3010310724600823e-41,4.301031072460082e-40,1.5053608753610287e-41,5.232921138159767e-40,3.821583627490618e-39,2.878306115259976
1000.0,345.0,sun,15.0,119.77549131903776,319.6306097379458,13.733011154875223,0.0,0.670182112266254,0.0,386.6151128700423,2.474832633779045e-40,7.424497901337135e-41,7.424497901337135e-40,2.598574265467997e-41,9.033139113293514e-40,3.3986904166136854e-39,2.6685810779650043
1000.0,350.0,sun,15.0,63.86555026961324,155.2773982725946,6.511289281662732,0.0,0.7578197308446347,0.0,386.6151128700423,4.641380108554547e-40,1.392414032566364e-40,1.392414032566364e-39,4.873449113982274e-41,1.6941037396224096e-39,3.022136855295383e-39,2.4313170029394464
1000.0,355.0,sun,15.0,30.361539938161467,65.73679573490747,2.84617742710698,0.0,0.843718309444194,0.0,386.6151128700423,9.763150856215207e-40,2.9289452568645625e-40,2.9289452568645622e-39,1.0251308399025967e-40,3.563550062518551e-39,2.778765958439991e-39,2.1651337800650485
1000.0,360.0,sun,15.0,12.4448777109409,23.309531128696655,1.2028282212552392,0.0,0.9148793842951295,0.0,386.6151128700423,2.3818980107990315e-39,7.145694032397095e-40,7.145694032397095e-39,2.500992911338983e-40,8.693927739416465e-39,2.8650141475407916e-39,1.8730221115956893
1000.0,365.0,sun,15.0,4.189074494188118,6.654695034822479,0.5305313418670602,0.0,0.9587859301189323,0.0,386.6151128700423,7.076128511310306e-39,2.1228385533930916e-39,2.1228385533930915e-38,7.42993493687582e-40,2.5827869066282615e-38,3.754107954329219e-39,1.5885835986099412
1000.0,370.0,sun,15.0,1.1011709421415905,1.5637081057572555,0.242258019461763,0.0,0.9796974788428463,0.0,386.6151128700423,2.6919008057620774e-38,8.075702417286233e-39,8.075702417286232e-38,2.826495846050181e-39,9.825437941031583e-38,6.521345577914449e-39,1.420041199703389
1000.0,375.0,sun,15.0,0.2046166641235742,0.3569842657947707,0.0994594726434241,0.0,0.97189760026409,0.0,386.6151128700423,1.4486811028463143e-37,4.3460433085389426e-38,4.346043308538943e-37,1.5211151579886298e-38,5.2876860253890475e-37,1.4408505851758845e-38,1.744649035912232
1000.0,380.0,sun,15.0,0.0232915082042729,0.0930684910986494,0.0303673463543185,0.0,0.9522627273349253,0.0,386.6151128700423,1.2726711041790475e-36,3.818013312537143e-37,3.818013312537142e-36,1.3363046593879998e-37,4.645249530253523e-36,3.8647644215738105e-38,3.995812133864981
1000.0,385.0,sun,15.0,0.0008401716074083,0.0196237983349411,0.005115800367231,0.0,0.7604917126397146,0.0,386.6151128700423,3.528139870825454e-35,1.0584419612476362e-35,1.0584419612476363e-34,3.7045468643667266e-36,1.2877710528512908e-34,1.8049259246811192e-37,23.356892998890025
1000.0,390.0,sun,15.0,2.1445161130166503e-05,0.0007243624200407,0.0001220301156591,0.0,0.0,,386.6151128700423,1.3822432615173914e-33,4.146729784552174e-34,4.146729784552174e-33,1.4513554245932608e-34,5.045187904538479e-33,1.6867530507197889e-37,33.77742958628336
1000.0,395.0,sun,15.0,0.0,0.0,0.0,,,,386.6151128700423,,,,,,,
1000.0,400.0,sun,15.0,0.0,0.0,0.0,,,,386.6151128700423,,,,,,,
3000.0,200.0,june16,8.0,130422.27540920532,569798.432721222,35220.421323377006,0.2821711425594707,0.06035887012799399,4.674891063419722,406.8497297884204,2.2756475392223157e-43,6.826942617666948e-44,6.8269426176669475e-43,2.389429916183432e-44,8.306113518161452e-43,8.014926511491607e-39,4.368873575725126
3000.0,205.0,june16,8.0,104230.32696441452,452034.2381159082,27868.4049756223,0.23905378302241378,0.06910513271511838,3.4592768095518776,406.8497297884204,2.8474930352666232e-43,8.542479105799869e-44,8.54247910579987e-43,2.9898676870299543e-44,1.0393349578723174e-42,7.93550890720742e-39,4.336878251089418
3000.0,210.0,june16,8.0,83393.6657759273,359116.9595928336,22097.059173847923,0.19628133889347762,0.07897441855032795,2.4853787149872284,406.8497297884204,3.558964908584306e-43,1.0676894725752918e-43,1.0676894725752918e-42,3.7369131540135215e-44,1.2990221916332715e-42,7.864265818263568e-39,4.306285810216746
3000.0,215.0,june16,8.0,66862.20160706769,286110.94470813556,17589.12074321745,0.1556786257490014,0.08977471403211323,1.7341032764895663,406.8497297884204,4.4389075286351385e-43,1.3316722585905417e-43,1.3316722585905417e-42,4.660852905066896e-44,1.6202012479518255e-42,7.807648048914043e-39,4.279113427785963
3000.0,220.0,june16,8.0,53744.153557116566,228702.8544534488,14061.724200662497,0.11832185716320319,0.10169825094447295,1.1634600995036453,406.8497297884204,5.522370536161006e-43,1.6567111608483018e-43,1.656711160848302e-42,5.798489062969057e-44,2.015665245698767e-42,7.765405141336075e-39,4.255399691250044
3000.0,225.0,june16,8.0,43313.99354187258,183442.11469352225,11291.881414476717,0.0846155630686112,0.11442197855189144,0.7395044565693929,406.8497297884204,6.8521765329215124e-43,2.055652959876454e-43,2.055652959876454e-42,7.194785359567589e-44,2.501044434516352e-42,7.737396484080994e-39,4.235169738301428
3000.0,230.0,june16,8.0,35065.108661162056,147932.34209273822,9124.761846633288,0.05630993412585308,0.12825483703118756,0.43904725489737484,406.8497297884204,8.464115510455044e-43,2.539234653136513e-43,2.539234653136513e-42,8.887321285977796e-44,3.089402161316091e-42,7.723303827529721e-39,4.218790351463744
3000.0,235.0,june16,8.0,28494.4092962619,119869.33976522926,7415.791450269861,0.033465192161422956,0.14278963821520776,0.23436709119596855,406.8497297884204,1.0415907450787863e-42,3.1247722352363588e-43,3.1247722352363586e-42,1.0936702823327255e-43,3.801806219537569e-42,7.724219742035478e-39,4.206766966773183
3000.0,240.0,june16,8.0,23299.473836672456,97810.21367465684,6071.200157016895,0.017094671718494107,0.15753646922515568,0.10851247208074664,406.8497297884204,1.2738276073324428e-42,3.821482821997328e-43,3.8214828219973284e-42,1.337518987699065e-43,4.6494707667634154e-42,7.733662369649183e-39,4.197958046619379
3000.0,245.0,june16,8.0,19155.418526626992,80307.28573065218,5002.753523981535,0.006878958089430016,0.1726086501137526,0.03985291632196094,406.8497297884204,1.5494056143026745e-42,4.648216842908023e-43,4.6482168429080234e-42,1.626875895017808e-43,5.655330492204761e-42,7.75129439702948e-39,4.192405695496604
3000.0,250.0,june16,8.0,15843.695108997295,66368.9401061374,4148.7926842758525,0.001834560053517448,0.18738287323210764,0.00979043613684487,406.8497297884204,1.8732696385086938e-42,5.619808915526081e-43,5.619808915526082e-42,1.9669331204341286e-43,6.837434180556732e-42,7.771807371920939e-39,4.188981146730594
3000.0,255.0,june16,8.0,13178.396459476644,55173.421780313336,3459.0337284466254,0.00025371543317930146,0.2018655939120224,0.0012568532767890915,406.8497297884204,2.252133869301728e-42,6.756401607905183e-43,6.756401607905183e-42,2.3647405627668145e-43,8.220288622951306e-42,7.79020701489168e-39,4.186656696053326
3000.0,260.0,june16,8.0,11019.601916682428,46102.11734085768,2896.065525380636,1.8407825294521262e-05,0.21565656044695328,8.535713106232712e-05,406.8497297884204,2.6933380383316668e-42,8.080014114995e-43,8.080014114995e-42,2.82800494024825e-43,9.830683839910582e-42,7.800083441008648e-39,4.183646350333609
3000.0,265.0,june16,8.0,9260.115855978627,38700.9532212971,2433.14932554752,0.0,0.2286902084860385,0.0,406.8497297884204,3.20509089422583e-42,9.61527268267749e-43,9.61527268267749e-42,3.3653454389371217e-43,1.1698581763924278e-41,7.798464747604077e-39,4.17931630912701
3000.0,270.0,june16,8.0,7810.568486051064,32576.638986779704,2046.5220516550423,0.0,0.24090965289334457,0.0,406.8497297884204,3.799917133109853e-42,1.139975139932956e-42,1.139975139932956e-41,3.989912989765346e-43,1.3869697535850963e-41,7.776614207371124e-39,4.170840963107679
3000.0,275.0,june16,8.0,6606.338033265338,27481.582299512167,1722.7812793103917,0.0,0.25204647510012124,0.0,406.8497297884204,4.492581648112173e-42,1.347774494433652e-42,1.347774494433652e-41,4.717210730517782e-43,1.639792301560943e-41,7.739735559141079e-39,4.159881338365114
3000.0,280.0,june16,8.0,5595.713602444847,23179.07834303391,1447.0788815560663,0.0,0.2627109975740213,0.0,406.8497297884204,5.303972847449863e-42,1.5911918542349588e-42,1.5911918542349587e-41,5.569171489822356e-43,1.9359500893191996e-41,7.675267095891492e-39,4.142291759339978
3000.0,285.0,june16,8.0,4733.061843275714,19496.44953950596,1210.1778966153413,0.0,0.2728072504555347,0.0,406.8497297884204,6.270679317583641e-42,1.8812037952750923e-42,1.8812037952750924e-41,6.5842132834628235e-43,2.288797950918029e-41,7.588637506902695e-39,4.119204478007122
3000.0,290.0,june16,8.0,4003.7584115396953,16370.35075932841,1008.1539682368444,0.0,0.28257930278001664,0.0,406.8497297884204,7.412913057873463e-42,2.2238739173620392e-42,2.2238739173620392e-41,7.783558710767137e-43,2.705713266123814e-41,7.473357715489853e-39,4.088745892395887
3000.0,295.0,june16,8.0,3373.6185720248263,13671.001303065732,833.9947835397151,0.0,0.2921392715335853,0.0,406.8497297884204,8.797530715412161e-42,2.6392592146236485e-42,2.6392592146236485e-41,9.23740725118277e-43,3.2110987111254385e-41,7.337094724684159e-39,4.0523257182748065
3000.0,300.0,june16,8.0,2832.051482367357,11351.75952037074,684.6001957548336,0.0,0.30212367221344716,0.0,406.8497297884204,1.0479863517404615e-41,3.143959055221384e-42,3.1439590552213846e-41,1.1003856693274846e-42,3.825150183852684e-41,7.17451661549914e-39,4.008316794750364
3000.0,305.0,june16,8.0,2359.1783260436205,9336.430319751282,555.7096705846799,0.0,0.31279391086115266,0.0,406.8497297884204,1.2580444929420124e-41,3.774133478826038e-42,3.7741334788260376e-41,1.3209467175891132e-42,4.591862399238345e-41,6.991074907536765e-39,3.957492410253117
3000.0,310.0,june16,8.0,1953.064926168185,7612.670821080607,446.12844967514496,0.0,0.32453830236144904,0.0,406.8497297884204,1.5196378068036394e-41,4.5589134204109183e-42,4.5589134204109185e-41,1.5956196971438215e-42,5.546677994833283e-41,6.779536588170452e-39,3.8978073483794953
3000.0,315.0,june16,8.0,1601.959656807694,6141.490329375698,353.9659636186131,0.0,0.3371177922398117,0.0,406.8497297884204,1.8527004024943543e-41,5.558101207483063e-42,5.558101207483063e-41,1.9453354226190722e-42,6.762356469104392e-41,6.557928832655064e-39,3.833735951636982
3000.0,320.0,june16,8.0,1299.518552456192,4884.192363240112,276.00013079089854,0.0,0.35216867414922215,0.0,406.8497297884204,2.283885286083582e-41,6.851655858250745e-42,6.851655858250746e-41,2.398079550387761e-42,8.336181294205073e-41,6.303526376704773e-39,3.7584629738518203
3000.0,325.0,june16,8.0,1040.7055986431783,3827.4935610903494,211.75311245496195,0.0,0.36899525004204914,0.0,406.8497297884204,2.8518644512115666e-41,8.555593353634699e-42,8.555593353634699e-41,2.994457673772145e-42,1.0409305246922216e-40,6.038911738437111e-39,3.6777870380254036
3000.0,330.0,june16,8.0,822.2213133376454,2951.211693300043,159.49147722141333,0.0,0.38852160892254617,0.0,406.8497297884204,3.609674491286925e-41,1.0829023473860775e-41,1.0829023473860775e-40,3.790158215851272e-42,1.3175311893197276e-40,5.7571231690380536e-39,3.5893154865083474
3000.0,335.0,june16,8.0,638.9493088876937,2229.608559091217,117.30146102129775,0.0,0.4119533337089957,0.0,406.8497297884204,4.645049708425306e-41,1.3935149125275917e-41,1.3935149125275917e-40,4.877302193846571e-42,1.6954431435752366e-40,5.448711173148415e-39,3.4894920897130337
3000.0,340.0,june16,8.0,487.2008229064323,1648.2345447556256,84.26021525408389,0.0,0.43857268881018263,0.0,406.8497297884204,6.091843776539212e-41,1.8275531329617638e-41,1.8275531329617637e-40,6.396435965366173e-42,2.2235229784368124e-40,5.133000679054454e-39,3.3830701165957837
3000.0,345.0,june16,8.0,364.4090744202954,1190.5659883629642,58.962467454969484,0.0,0.4703512107623508,0.0,406.8497297884204,8.144559258489299e-41,2.443367777546789e-41,2.4433677775467894e-40,8.551787221413764e-42,2.9727641293485937e-40,4.802233102137457e-39,3.26711399889513
3000.0,350.0,june16,8.0,265.79716288220175,834.3319296829166,39.905938316990614,0.0,0.5078538940035666,0.0,406.8497297884204,1.1166226414021938e-40,3.349867924206581e-41,3.3498679242065815e-40,1.1724537734723036e-41,4.075672641118007e-40,4.4559874251151074e-39,3.1389798169240914
3000.0,355.0,june16,8.0,188.819092902126,566.387634537819,26.077775686380768,0.0,0.5519934544831537,0.0,406.8497297884204,1.5718491468899093e-40,4.715547440669728e-41,4.715547440669728e-40,1.6504416042344048e-41,5.7372493861481685e-40,4.099032946542403e-39,2.999631159288563
3000.0,360.0,june16,8.0,129.37440187940155,368.17434082709474,16.282441640777822,0.0,0.6028436392409229,0.0,406.8497297884204,2.294079244295913e-40,6.882237732887738e-41,6.8822377328877394e-40,2.4087832065107086e-41,8.373389241680082e-40,3.7353211414567895e-39,2.8458051629896186
3000.0,365.0,june16,8.0,85.88679487416245,230.0568674445522,9.766862581921549,0.0,0.6630358289582154,0.0,406.8497297884204,3.4556549761763075e-40,1.0366964928528922e-40,1.0366964928528923e-39,3.6284377249851233e-41,1.2613140663043522e-39,3.375090728284738e-39,2.6786058064178713
