rho,N_lo_O1O6,f_hi_O1,N_lo_O4O6_p,f_hi_O4_incoh_p,R_hi_ratio_p,N_lo_O4O6_m,f_hi_O4_incoh_m,R_hi_ratio_m
3.802244321893912e-07,0.43029077475658156,6.122771365044538e-07,0.4285876917853293,5.748979462226426e-11,1.0000118002197484,0.4285249879055691,5.749115141608398e-11,0.9999881998952329
3.8374437363213354e-07,0.43032303659143895,6.236659582659131e-07,0.4285879820495946,5.8559142923246e-11,1.0000119094612467,0.4285246976863986,5.856053774868559e-11,0.999988090655873
3.8729690106018123e-07,0.43035589852065176,6.352666206645322e-07,0.4285882750012024,5.964838175137978e-11,1.0000120197140623,0.4285244047807243,5.964981567448488e-11,0.9999879804052357
3.908823161394733e-07,0.43038937170641134,6.470830640901922e-07,0.4285885706650349,6.075788108084723e-11,1.0000121309875576,0.4285241091636796,6.075935519754525e-11,0.9999878691339597
3.945009233286324e-07,0.4304234675185328,6.591193022267023e-07,0.4285888690662045,6.18880177674954e-11,1.0000122432911818,0.428523810810168,6.188953320443318e-11,0.9999877568325958
3.9815302990481524e-07,0.43045819753831865,6.713794234151006e-07,0.42858917023005644,6.303917567683631e-11,1.0000123566344712,0.4285235096948606,6.304073359224113e-11,0.9999876434916088
4.0183894598981056e-07,0.43049357356249085,6.838675920423371e-07,0.42858947418217036,6.421174581442963e-11,1.000012471027051,0.42852320579219433,6.421334739899453e-11,0.999987529101374
4.0555898457637067e-07,0.43052960760719794,6.965880499557642e-07,0.428589780948363,6.540612645868818e-11,1.0000125864786353,0.42852289907636876,6.540777293648185e-11,0.9999874136521789
4.0931346155478716e-07,0.43056631191209754,7.095451179039356e-07,0.42859009055469005,6.662272329615346e-11,1.000012702999028,0.4285225895213459,6.662441592555593e-11,0.9999872971342194
4.1310269573971996e-07,0.4306036989445132,7.227431970042306e-07,0.42859040302744866,6.786194955928987e-11,1.0000128205981238,0.428522277100846,6.78636896339542e-11,0.9999871795376021
4.1692700889726726e-07,0.43064178140366827,7.361867702377504e-07,0.4285907183931792,6.91242261668394e-11,1.0000129392859087,0.42852196178834595,6.912601501668032e-11,0.9999870608523417
4.207867257722859e-07,0.4306805722250005,7.498804039720211e-07,0.428591036678668,7.040998186678664e-11,1.0000130590724625,0.42852164355707795,7.04118208589972e-11,0.9999869410683595
4.2468217411597264e-07,0.43072008458455563,7.638287495120441e-07,0.42859135791094954,7.17196533819859e-11,1.0000131799679564,0.4285213223800254,7.172154392208216e-11,0.9999868201754851
4.2861368471369286e-07,0.43076033190346225,7.780365446801729e-07,0.4285916821173086,7.305368555849411e-11,1.000013301982657,0.42852099822992296,7.305562909138947e-11,0.9999866981634528
4.325815914130667e-07,0.4308013278524907,7.925086154253718e-07,0.42859200932528246,7.441253151666266e-11,1.000013425126925,0.42852067107925185,7.441452952777215e-11,0.9999865750219022
4.365862311523234e-07,0.430843086356697,8.072498774624383e-07,0.42859233956266374,7.579665280504219e-11,1.000013549411219,0.42852034090023944,7.579870682141789e-11,0.9999864507403767
4.4062794398891017e-07,0.43088562160015226,8.222653379416875e-07,0.4285926728575022,7.720651955714769e-11,1.000013674846092,0.42852000766485554,7.720863114864566e-11,0.9999863253083233
4.4470707312836545e-07,0.43092894803076015,8.375600971496896e-07,0.42859300923810745,7.864261065113872e-11,1.0000138014421958,0.4285196713448108,7.864478143161885e-11,0.9999861987150915
4.488239649534682e-07,0.43097308036516524,8.531393502416752e-07,0.4285933487330511,8.010541387247288e-11,1.0000139292102814,0.4285193319115539,8.010764550103242e-11,0.9999860709499317
4.529789690536476e-07,0.4310180335937509,8.690083890061279e-07,0.4285936913711698,8.159542607958153e-11,1.0000140581611983,0.4285189893362694,8.1597720261823e-11,0.9999859420019955
4.5717243825467053e-07,0.4310638229857319,8.851726036622206e-07,0.42859403718156663,8.311315337262857e-11,1.0000141883058968,0.42851864358987574,8.311551186196354e-11,0.9999858118603321
4.6140472864859837e-07,0.4311104640943395,9.016374846906621e-07,0.42859438619361495,8.465911126540653e-11,1.0000143196554285,0.42851829464302105,8.466153586439537e-11,0.9999856805138925
4.6567619962403045e-07,0.4311579727621052,9.184086246986355e-07,0.4285947384369592,8.623382486043285e-11,1.000014452220948,0.4285179424660829,8.623631742216285e-11,0.9999855479515224
4.6998721389661915e-07,0.4312063651262423,9.354917203193905e-07,0.42859509394151946,8.783782902730036e-11,1.0000145860137122,0.42851758702916426,8.784039145680162e-11,0.9999854141619662
4.743381375398671e-07,0.4312556576241257,9.528925741471692e-07,0.4285954527374919,8.947166858434442e-11,1.0000147210450827,0.4285172283020914,8.947430284004605e-11,0.9999852791338634
4.787293400162188e-07,0.4313058669988765,9.706170967081562e-07,0.42859581485535286,9.113589848369269e-11,1.0000148573265264,0.42851686625441177,9.11386065789196e-11,0.9999851428557481
4.831611942084302e-07,0.4313570103050481,9.88671308468054e-07,0.428596180325861,9.283108399975329e-11,1.0000149948696158,0.4285165008553902,9.28338680042648e-11,0.9999850053160493
4.876340764512306e-07,0.4314091049144195,1.007061341877e-06,0.42859654918005935,9.455780092120893e-11,1.0000151336860315,0.4285161320740082,9.456066296278094e-11,0.999984866503087
4.92148366563284e-07,0.4314621685218954,1.0257934434525534e-06,0.4285969214492792,9.631663574658524e-11,1.000015273787561,0.42851575987895923,9.63195780126361e-11,0.9999847264050753
4.967044478794399e-07,0.4315162191515174,1.0448739759013933e-06,0.4285972971651411,9.810818588345339e-11,1.0000154151861023,0.42851538423864777,9.811121062271606e-11,0.9999845850101173
5.013027072832807e-07,0.43157127516258453,1.0643094202804765e-06,0.4285976763595591,9.99330598513378e-11,1.000015557893662,0.42851500512118534,9.993616937557824e-11,0.9999844423062073
5.059435352399809e-07,0.43162735525589074,1.084106378198434e-06,0.4285980590647427,1.0179187748840121e-10,1.0000157019223594,0.4285146224943888,1.0179507417418543e-10,0.9999842982812278
5.106273258294602e-07,0.4316844784800759,1.1042715740578735e-06,0.42859844531319974,1.0368527016197073e-10,1.000015847284425,0.4285142363257773,1.0368855645248111e-10,0.9999841529229487
5.153544767798445e-07,0.4317426642380967,1.1248118573393902e-06,0.4285988351377384,1.0561388098297916e-10,1.000015993992203,0.4285138465825688,1.0561725938988168e-10,0.9999840062190283
5.201253895012454e-07,0.43180193229381636,1.1457342049281002e-06,0.428599228571472,1.0757836502439933e-10,1.0000161420581517,0.4285134532316783,1.0758183812976322e-10,0.9999838581570089
5.249404691198429e-07,0.4318623027787177,1.167045723483406e-06,0.4285996256478196,1.095793895437365e-10,1.0000162914948443,0.42851305623971475,1.0958296000200771e-10,0.9999837087243183
5.298001245122843e-07,0.43192379619874155,1.1887536518528424e-06,0.4286000264005101,1.1161763420965973e-10,1.0000164423149713,0.4285126555729783,1.1162130474968975e-10,0.9999835579082677
5.347047683404103e-07,0.4319864334412513,1.210865363530857e-06,0.4286004308635847,1.1369379133285219e-10,1.00001659453134,0.42851225119745623,1.1369756475998348e-10,0.9999834056960513
5.396548170862938e-07,0.4320502357821279,1.2333883691632895e-06,0.42860083907139973,1.1580856610115116e-10,1.000016748156877,0.4285118430788221,1.1581244529936148e-10,0.9999832520747444
5.446506910876021e-07,0.43211522489299653,1.2563303190984262e-06,0.42860125105863006,1.1796267681906178e-10,1.0000169032046275,0.4285114311824318,1.1796666475316818e-10,0.9999830970313021
5.496928145732969e-07,0.4321814228485865,1.2796990059855534e-06,0.42860166686027146,1.2015685515172938e-10,1.0000170596877582,0.42851101547332016,1.2016095486965424e-10,0.9999829405525598
5.547816156996539e-07,0.4322488521342312,1.303502367421794e-06,0.42860208651164367,1.223918463734453e-10,1.000017217619558,0.42851059591619856,1.223960610085459e-10,0.9999827826252301
5.59917526586622e-07,0.43231753565350356,1.3277484886482016e-06,0.42860251004839406,1.2466840962077754e-10,1.0000173770134375,0.42851017247545203,1.2467274239424057e-10,0.9999826232359038
5.65100983354513e-07,0.4323874967359959,1.3524456052959774e-06,0.42860293750649975,1.2698731815040654e-10,1.0000175378829332,0.4285097451151359,1.2699177237371033e-10,0.9999824623710463
5.703324261610415e-07,0.43245875914524573,1.3776021061838125e-06,0.428603368922271,1.293493596017615e-10,1.0000177002417059,0.42850931379897333,1.2935393867920685e-10,0.9999823000169978
5.756122992386981e-07,0.43253134708680435,1.4032265361672184e-06,0.42860380433235495,1.3175533626453754e-10,1.0000178641035424,0.42850887849035113,1.3176004369584938e-10,0.9999821361599729
5.809410509324684e-07,0.4326052852164609,1.4293275990408508e-06,0.428604243773737,1.3420606535118756e-10,1.0000180294823589,0.4285084391523173,1.3421090473419e-10,0.9999819707860584
5.863191337379112e-07,0.43268059864861597,1.455914160494868e-06,0.4286046872837467,1.3670237927448834e-10,1.0000181963921981,0.42850799574757886,1.3670735430785426e-10,0.9999818038812117
5.917470043395798e-07,0.4327573129648122,1.4829952511262291e-06,0.4286051349000581,1.3924512593026327e-10,1.0000183648472347,0.4285075482384967,1.3925024041634127e-10,0.9999816354312607
5.972251236497969e-07,0.4328354542224227,1.5105800695059933e-06,0.42860558666069454,1.4183516898536412e-10,1.0000185348617736,0.428507096587084,1.418404268330845e-10,0.9999814654219018
6.027539568478021e-07,0.4329150489635024,1.5386779853037372e-06,0.4286060426040316,1.4447338817101417e-10,1.0000187064502526,0.4285066407550021,1.4447879339887662e-10,0.9999812938386997
6.083339734192483e-07,0.4329961242238032,1.5672985424700205e-06,0.4286065027688002,1.4716067958160221e-10,1.000018879627243,0.4285061807035583,1.47166236320747e-10,0.9999811206670842
6.139656471960651e-07,0.433078707541956,1.5964514624780465e-06,0.4286069671940905,1.498979559790336e-10,1.0000190544074503,0.4285057163937008,1.4990366847639885e-10,0.9999809458923514
6.196494563967023e-07,0.43316282696882574,1.6261466476256828e-06,0.42860743591935385,1.5268614710274787e-10,1.0000192308057174,0.42850524778601734,1.5269201972431564e-10,0.9999807694996607
6.25385883666734e-07,0.4332485110770384,1.6563941843988274e-06,0.42860790898440737,1.5552619998549674e-10,1.000019408837024,0.4285047748407307,1.555322372196298e-10,0.9999805914740344
6.311754161198395e-07,0.43333578897068525,1.6872043468973452e-06,0.42860838642943744,1.584190792749958e-10,1.0000195885164882,0.42850429751769537,1.5842528573586786e-10,0.9999804118003561
6.370185453791744e-07,0.4334246902952098,1.7185876003247769e-06,0.4286088682950017,1.613657675615636e-10,1.0000197698593691,0.42850381577639485,1.6137214799268626e-10,0.9999802304633691
6.429157676191139e-07,0.4335152452474755,1.750554604542903e-06,0.4286093546220346,1.6436726571185017e-10,1.0000199528810654,0.4285033295759373,1.643738249896978e-10,0.9999800474476759
6.488675836073808e-07,0.43360748458602416,1.7831162176924124e-06,0.4286098454518488,1.67424593208771e-10,1.0000201375971198,0.4285028388750528,1.6743133634650814e-10,0.9999798627377363
6.548744987475777e-07,0.43370143964152086,1.8162834998809876e-06,0.42861034082614013,1.7053878849777096e-10,1.0000203240232184,0.4285023436320893,1.7054572064908372e-10,0.9999796763178664
6.60937023122099e-07,0.4337971423273977,1.8500677169399138e-06,0.42861084078699035,1.7371090933952188e-10,1.0000205121751922,0.42850184380500994,1.737180358025568e-10,0.9999794881722368
6.670556715354417e-07,0.4338946251506926,1.88448034425057e-06,0.42861134537687107,1.7694203316918009e-10,1.0000207020690195,0.428501339351388,1.7694935939059336e-10,0.9999792982848721
6.732309635579276e-07,0.43399392122309033,1.9195330706421445e-06,0.42861185463864726,1.8023325746233176e-10,1.0000208937208261,0.4285008302284052,1.8024078904145227e-10,0.9999791066396483
6.794634235698202e-07,0.43409506427216926,1.9552378023617954e-06,0.4286123686155814,1.8358570010773966e-10,1.0000210871468866,0.4285003163928464,1.8359344280084824e-10,0.9999789132202923
6.857535808058476e-07,0.4341980886528573,1.991606667118638e-06,0.42861288735133585,1.8700049978702036e-10,1.0000212823636274,0.4284997978010967,1.8700845951174927e-10,0.9999787180103814
6.921019694001518e-07,0.43430302935910026,2.0286520182030312e-06,0.42861341088997795,1.90478816361392e-10,1.0000214793876265,0.42849927440913793,1.9048699920124783e-10,0.9999785209933395
6.985091284316398e-07,0.43440992203574824,2.0663864386823993e-06,0.4286139392759831,1.9402183126560707e-10,1.0000216782356146,0.4284987461725444,1.9403024347462012e-10,0.9999783221524378
7.049756019697623e-07,0.4345188029906622,2.1048227456751373e-06,0.4286144725542389,1.9763074790921575e-10,1.0000218789244784,0.4284982130464795,1.9763939591672004e-10,0.9999781214707921
7.115019391207086e-07,0.43462970920704597,2.143973994703963e-06,0.4286150107700484,2.0130679208528913e-10,1.00002208147126,0.42849767498569186,2.0131568250083603e-10,0.9999779189313628
7.180886940740423e-07,0.4347426783560082,2.183853484130326e-06,0.4286155539691343,2.0505121238675115e-10,1.0000222858931604,0.4284971319445113,2.0506035200516133e-10,0.9999777145169516
7.247364261497574e-07,0.4348577488093573,2.2244747596712127e-06,0.4286161021976432,2.088652806304477e-10,1.000022492207539,0.42849658387684514,2.0887467643700397e-10,0.9999775082102014
7.314456998457683e-07,0.4349749596526338,2.2658516189999675e-06,0.4286166555021486,2.1275029228910257e-10,1.0000227004319153,0.42849603073617404,2.1275995146488866e-10,0.9999772999935949
7.382170848858538e-07,0.43509435069838703,2.3079981164327565e-06,0.4286172139296557,2.1670756693131422e-10,1.0000229105839735,0.4284954724755488,2.167174968587036e-10,0.9999770898494517
7.450511562680311e-07,0.43521596249969713,2.350928567702129e-06,0.42861777752760527,2.2073844866973057e-10,1.0000231226815586,0.4284949090475852,2.207486569380281e-10,0.9999768777599284
7.519484943133783e-07,0.43533983636394846,2.3946575548193567e-06,0.4286183463438773,2.2484430661755708e-10,1.0000233367426825,0.4284943404044609,2.248548010287998e-10,0.9999766637070165
7.589096847153206e-07,0.43546601436686044,2.439199931027285e-06,0.4286189204267954,2.2902653535356458e-10,1.0000235527855235,0.4284937664979112,2.2903732392848452e-10,0.9999764476725406
7.659353185893622e-07,0.43559453936677806,2.484570825845244e-06,0.4286194998251308,2.332865553957383e-10,1.0000237708284276,0.4284931872792248,2.332976463798927e-10,0.9999762296381569
7.730259925232751e-07,0.4357254550192292,2.53078565020776e-06,0.4286200845881063,2.37625813683735e-10,1.000023990889912,0.42849260269924005,2.376372155538084e-10,0.9999760095853512
7.801823086277694e-07,0.4358588057917523,2.5778601016989563e-06,0.4286206747654012,2.420457840703226e-10,1.0000242129886638,0.42849201270833953,2.420575055406052e-10,0.9999757874954397
7.874048745876165e-07,0.435994636978999,2.62581016988421e-06,0.4286212704071543,2.4654796782195186e-10,1.0000244371435445,0.42849141725644807,2.4656001785099993e-10,0.9999755633495638
7.94694303713247e-07,0.43613299471811906,2.674652141740974e-06,0.42862187156396936,2.5113389412863747e-10,1.0000246633735888,0.42849081629302604,2.5114628192611997e-10,0.9999753371286914
8.020512149928399e-07,0.4362739260044313,2.7244026071906984e-06,0.42862247828691896,2.558051206233314e-10,1.0000248916980088,0.4284902097670668,2.55817855657069e-10,0.9999751088136144
8.094762331448795e-07,0.4364174787073846,2.77507846473356e-06,0.42862309062754833,2.605632339109479e-10,1.0000251221361942,0.42848959762709193,2.6057632591414936e-10,0.9999748783849456
8.169699886711991e-07,0.43656370158681695,2.826696927187969e-06,0.4286237086378804,2.6540985010722677e-10,1.000025354707714,0.42848897982114675,2.6542330908592743e-10,0.9999746458231195
8.245331179105308e-07,0.43671264430951706,2.879275527536952e-06,0.4286243323704204,2.703466153876291e-10,1.0000255894323182,0.4284883562967954,2.703604516283386e-10,0.9999744111083891
8.321662630925337e-07,0.4368643574660929,2.932832124883138e-06,0.42862496187815935,2.7537520654643083e-10,1.00002582632994,0.4284877270011176,2.7538943062399487e-10,0.9999741742208247
8.398700723923327e-07,0.437018892588156,2.9873849105145845e-06,0.42862559721457966,2.804973315662215e-10,1.000026065420697,0.4284870918807028,2.8051195435190406e-10,0.9999739351403125
8.476451999855527e-07,0.43717630216582143,3.042952414083342e-06,0.4286262384336589,2.857147301979889e-10,1.0000263067248933,0.42848645088164716,2.857297628677811e-10,0.9999736938465512
8.554923061038779e-07,0.4373366396655389,3.099553509899061e-06,0.42862688558987455,2.9102917455200273e-10,1.0000265502630208,0.42848580394954733,2.9104462859516433e-10,0.9999734503190532
8.634120570911116e-07,0.43749995954825066,3.1572074233395407e-06,0.4286275387382093,2.964424696996796e-10,1.000026796055761,0.4284851510294974,2.964583569275202e-10,0.9999732045371401
8.714051254597533e-07,0.43766631728788896,3.215933737380503e-06,0.4286281979341549,3.0195645428663994e-10,1.0000270441239867,0.428484492066083,3.01972786841546e-10,0.9999729564799426
8.794721899481167e-07,0.43783576939021807,3.27575239924694e-06,0.42862886323371685,3.0757300115717923e-10,1.0000272944887647,0.42848382700337745,3.075897915218947e-10,0.9999727061263981
8.876139355779604e-07,0.4380083734120262,3.3366837271880355e-06,0.4286295346934199,3.1329401799034286e-10,1.000027547171356,0.4284831557849362,3.133112789975091e-10,0.9999724534552493
8.958310537126508e-07,0.4381841879806737,3.3987484173781053e-06,0.42863021237031257,3.1912144794783017e-10,1.0000278021932192,0.42848247835379333,3.191391927897942e-10,0.9999721984450415
9.041242421158814e-07,0.43836327281400606,3.4619675509460027e-06,0.42863089632197154,3.2505727033396073e-10,1.000028059576011,0.4284817946524551,3.250755125728576e-10,0.999971941074122
9.124942050109185e-07,0.4385456887406363,3.5263626011351403e-06,0.4286315866065071,3.311035012679038e-10,1.0000283193415886,0.42848110462289657,3.3112225484602225e-10,0.9999716813206373
9.209416531403948e-07,0.438731497720605,3.5919554405966773e-06,0.4286322832825676,3.3726219436841037e-10,1.0000285815120122,0.42848040820655586,3.3728147361884847e-10,0.9999714191625318
9.294673038266745e-07,0.4389207628664252,3.6587683488184777e-06,0.4286329864093454,3.4353544145129184e-10,1.000028846109545,0.42847970534432894,3.4355526110891164e-10,0.9999711545775456
9.380718810327598e-07,0.4391135484645169,3.7268240196921183e-06,0.42863369604658025,3.4992537323985936e-10,1.0000291131566583,0.4284789959765656,3.499457484525488e-10,0.999970887543213
9.467561154237602e-07,0.43930991999704194,3.7961455692206063e-06,0.42863441225456633,3.5643416008857647e-10,1.0000293826760294,0.42847828004306343,3.5645510642882623e-10,0.99997061803686
9.555207444289505e-07,0.4395099441641452,3.8667565433696185e-06,0.4286351350941559,3.6306401272018273e-10,1.0000296546905463,0.4284775574830633,3.630855461969883e-10,0.9999703460356034
9.64366512304383e-07,0.4397136889066072,3.9386809260645995e-06,0.4286358646267653,3.6981718297651464e-10,1.00002992922331,0.42847682823524436,3.6983932004761206e-10,0.999970071516347
9.732941701960819e-07,0.43992122342892015,4.011943147336598e-06,0.4286366009143794,3.7669596458329057e-10,1.0000302062976332,0.42847609223771765,3.767187221677343e-10,0.9999697944557818
9.823044762038387e-07,0.44013261822279254,4.086568091619759e-06,0.4286373440195578,3.837026939291333e-10,1.0000304859370466,0.4284753494280227,3.837260894202277e-10,0.9999695148303824
9.913981954455811e-07,0.44034794509109104,4.162581106202972e-06,0.42863809400543956,3.908397508590672e-10,1.0000307681652971,0.4284745997431203,3.9086380213765944e-10,0.9999692326164068
1.0005761001223375e-06,0.4405672771722269,4.240008009838718e-06,0.42863885093574866,3.9810955948277336e-10,1.000031053006353,0.4284738431193894,3.981342849309203e-10,0.9999689477898912
1.009838969583822e-06,0.44079068896499646,4.318875101512182e-06,0.42863961487479946,4.0551458899789277e-10,1.0000313404844028,0.42847307949261904,4.0554000751290935e-10,0.999968660326652
1.0191875903946062e-06,0.44101825635388453,4.399209169373285e-06,0.4286403858875026,4.1305735452862484e-10,1.0000316306238604,0.42847230879800524,4.1308348553752745e-10,0.9999683702022807
1.0286227564009057e-06,0.4412500566348363,4.481037499834848e-06,0.4286411640393693,4.2074041797992454e-10,1.000031923449365,0.42847153097014445,4.207672814542788e-10,0.9999680773921428
1.0381452687980026e-06,0.4414861685415108,4.564387886840127e-06,0.4286419493965188,4.2856638890760083e-10,1.0000322189857842,0.42847074594302786,4.285940053787853e-10,0.9999677818713762
1.0477559361982732e-06,0.44172667227202067,4.649288641302538e-06,0.4286427420256821,4.3653792540458234e-10,1.0000325172582154,0.42846995365003604,4.365663159794805e-10,0.999967483614889
1.057455574699846e-06,0.44197164951617085,4.73576860072094e-06,0.4286435419942087,4.4465773500366584e-10,1.0000328182919893,0.4284691540239342,4.446869213807982e-10,0.9999671825973555
1.0672450079559131e-06,0.44222118348320283,4.823857138973923e-06,0.4286443493700725,4.529285755970707e-10,1.0000331221126697,0.42846834699686426,4.5295858008317775e-10,0.9999668787932177
1.077125067244667e-06,0.44247535893005524,4.913584176296073e-06,0.4286451642218768,4.6135325637308046e-10,1.0000334287460586,0.42846753250034186,4.6138410190017255e-10,0.9999665721766788
1.0870965915398805e-06,0.4427342621901497,5.004980189439761e-06,0.4286459866188607,4.699346387701017e-10,1.0000337382181959,0.42846671046524826,4.699663489129847e-10,0.9999662627217053
1.097160427582164e-06,0.44299798120271305,5.09807622202613e-06,0.4286468166309049,4.786756374484873e-10,1.0000340505553627,0.42846588082182596,4.787082364427811e-10,0.9999659504020212
1.1073174299508567e-06,0.44326660554264313,5.192903895088348e-06,0.4286476543285376,4.875792212804119e-10,1.000034365784084,0.4284650434996717,4.876127340410728e-10,0.9999656351911081
1.1175684611366e-06,0.44354022645093255,5.289495417811102e-06,0.42864849978294034,4.966484143581713e-10,1.0000346839311294,0.4284641984277318,4.966828664985347e-10,0.9999653170622018
1.1279143916145663e-06,0.44381893686565504,5.387883598469662e-06,0.42864935306595425,5.058862970212207e-10,1.0000350050235178,0.4284633455342945,5.059217148725768e-10,0.9999649959882904
1.1383560999183905e-06,0.44410283145353113,5.488101855572625e-06,0.4286502142500862,5.152960069023366e-10,1.0000353290885167,0.42846248474698573,5.153324175340551e-10,0.9999646719421117
1.148894472714764e-06,0.44439200664207873,5.590184229211678e-06,0.42865108340851504,5.248807399932144e-10,1.0000356561536472,0.42846161599276117,5.249181712334331e-10,0.9999643448961519
1.1595304048787211e-06,0.44468656065236284,5.694165392622453e-06,0.4286519606150977,5.346437517298871e-10,1.0000359862466843,0.42846073919790156,5.346822321867806e-10,0.9999640148226417
1.1702647995696402e-06,0.4449865935323542,5.8000806639605544e-06,0.4286528459443749,5.445883580983475e-10,1.0000363193956612,0.4284598542880056,5.446279171819923e-10,0.9999636816935553
1.1810985683079309e-06,0.44529220719090706,5.907966018296438e-06,0.42865373947157925,5.547179367607153e-10,1.0000366556288691,0.42845896118798343,5.547586047055667e-10,0.9999633454806074
1.1920326310524287e-06,0.4456035054323713,6.0178580998333095e-06,0.42865464127263936,5.650359282023479e-10,1.000036994974863,0.4284580598220513,5.650777360903488e-10,0.9999630061552506
1.2030679162785284e-06,0.44592059399184514,6.129794234352478e-06,0.42865555142418765,5.755458369003059e-10,1.0000373374624616,0.42845715011372476,5.755888166846421e-10,0.9999626636886733
1.2142053610570195e-06,0.44624358057108643,6.243812441889957e-06,0.42865647000356744,5.8625123251353e-10,1.0000376831207494,0.4284562319858111,5.862954170430507e-10,0.9999623180517975
1.225445911133651e-06,0.4465725748750898,6.3599514496487904e-06,0.42865739708883777,5.971557510951514e-10,1.0000380319790811,0.42845530536040427,5.97201174139476e-10,0.9999619692152758
1.2367905210094546e-06,0.446907688649345,6.478250705151739e-06,0.4286583327587815,6.082630963273716e-10,1.0000383840670837,0.4284543701588779,6.083097926026993e-10,0.9999616171494893
1.2482401540217899e-06,0.4472490357177877,6.5987503896383526e-06,0.4286592770929117,6.195770407792871e-10,1.0000387394146573,0.428453426301878,6.196250459749291e-10,0.9999612618245451
1.2597957824261395e-06,0.4475967320214556,6.721491431711172e-06,0.4286602301714779,6.311014271881049e-10,1.0000390980519795,0.4284524737093171,6.311507779937629e-10,0.9999609032102728
1.2714583874786837e-06,0.44795089565786506,6.846515521235952e-06,0.42866119207547376,6.428401697642114e-10,1.0000394600095077,0.42845151230036704,6.428909038980177e-10,0.9999605412762234
1.2832289595196155e-06,0.44831164692111847,6.9738651235001205e-06,0.42866216288664266,6.547972555204869e-10,1.0000398253179807,0.42845054199345156,6.54849411757832e-10,0.9999601759916663
