rho0,v0,vesc,dVsun,k,frame_idx,frame,vE_june,vE_sun,vmax_june,deltamax_june,deltamax_sun,a1_300,phase_300,a1_350,phase_350,a1_366,phase_366,a1_380,phase_380,a1_L10,phase_L10,Niso_300__sun,Niso_300__june,Niso_300__annual,Niso_300,pct248_300__sun,pct248_300__june,pct248_300__annual,pct248_300,Niso_350__sun,Niso_350__june,Niso_350__annual,Niso_350,pct248_350__sun,pct248_350__june,pct248_350__annual,pct248_350,Niso_366__sun,Niso_366__june,Niso_366__annual,Niso_366,Niso_380__sun,Niso_380__june,Niso_380__annual,Niso_380,deltaH_N1__sun,deltaH_N1__june,deltaH_N1__annual,deltaH_N1,Nhig_300__sun,Nhig_300__june,Nhig_300__annual,Nhig_300,Nhig_366__sun,Nhig_366__june,Nhig_366__annual,Nhig_366,NL10_lz__sun,NL10_lz__june,NL10_lz__annual,NL10_lz,log10kappa_300,log10kappa_300__sun,log10kappa_300__june,log10kappa_300__annual,log10kappa_350,log10kappa_350__sun,log10kappa_350__june,log10kappa_350__annual,log10kappa_366,log10kappa_366__sun,log10kappa_366__june,log10kappa_366__annual,log10kappa_380,log10kappa_380__sun,log10kappa_380__june,log10kappa_380__annual,d10,log10d10,d10__sun,log10d10__sun,d10__june,log10d10__june,d10__annual,log10d10__annual
0.469008,221.956,519.397,-0.362267,0.935043,1,june,249.63,234.171,769.026,353.665,340.961,0.942403,151.48,1.76966,151.482,1.93199,151.267,,,0.0305722,151.478,793.875,2274.7,1103.88,2274.7,98.9888,99.2121,99.1051,99.2121,0.000303183,0.135513,0.0309268,0.135513,-0.000572195,61.7517,55.8938,61.7517,0,1.7873e-05,3.06405e-06,1.7873e-05,0,0,0,0,321.455,332.88,327.048,332.88,38.8072,118.609,55.9165,118.609,0,1.81798e-05,3.09688e-06,1.81798e-05,19.0469,19.6608,19.1089,19.6608,-3.35692,-2.89975,-3.35692,-3.04292,0.868018,3.5183,0.868018,1.50966,4.7478,,4.7478,5.5137,,,,,0.225527,-0.646801,0.229133,-0.639912,0.225527,-0.646801,0.228761,-0.640618
0.317722,222.384,554.498,-0.66098,1.02274,1,june,249.758,234.3,804.256,382.618,369.914,0.606082,151.483,1.41387,151.485,1.64894,151.485,1.71799,151.485,0.029618,151.482,2352.31,4456.23,2721.56,4456.23,99.3464,99.4184,99.3718,99.4184,4.49626,37.2154,12.8479,37.2154,92.8571,96.5631,95.7848,96.5631,0.0407834,1.5904,0.430208,1.5904,0.000184833,0.025891,0.00641448,0.025891,341.58,352.779,346.301,352.779,129.236,252.976,151.375,252.976,0.0123806,0.124799,0.0406361,0.124799,12.9457,13.3498,12.9865,13.3498,-3.64897,-3.37149,-3.64897,-3.43482,-1.57072,-0.652852,-1.57072,-1.10883,-0.201507,1.38952,-0.201507,0.366322,1.58685,3.73322,1.58685,2.19284,0.273693,-0.562737,0.277932,-0.556062,0.273693,-0.562737,0.277495,-0.556745
0.329108,221.882,515.763,1.0912,0.134272,0,sun,251.004,235.548,766.766,351.808,339.106,0.81975,151.518,1.76752,151.522,1.93283,150.115,,,0.0289169,151.516,1715.12,4085.66,2167.67,1715.12,99.1479,99.3284,99.2279,99.1479,0.000718954,0.498047,0.113884,0.000718954,0,64.5584,57.8772,0,0,3.91672e-06,7.0318e-07,0,0,0,0,0,326.569,338.267,332.558,326.569,86.7561,220.757,113.216,86.7561,0,1.54208e-05,2.67718e-06,0,13.4668,13.8769,13.5079,13.4668,-3.2343,-3.2343,-3.61126,-3.33599,3.1433,3.1433,0.302729,0.943537,,,5.40708,6.15293,,,,,0.272501,-0.564632,0.272501,-0.564632,0.268444,-0.571146,0.272086,-0.565294
0.373495,245.766,586.911,-9.38859,1.48852,0,sun,264.36,248.932,851.271,421.257,408.578,0.43012,151.861,0.842533,151.862,1.07513,151.862,1.31236,151.862,0.0218648,151.86,10840.6,16982,11783.7,10840.6,99.4801,99.5119,99.4888,99.4801,317.453,803.584,414.058,317.453,98.2774,98.6633,98.4568,98.2774,50.8051,182.275,80.027,50.8051,5.69866,34.1163,12.6358,5.69866,371.57,382.858,375.893,371.57,635.623,1012.36,694.142,635.623,2.48459,9.00405,3.94497,2.48459,15.9104,16.2723,15.9435,15.9104,-4.03505,-4.03505,-4.22999,-4.07128,-2.50168,-2.50168,-2.90503,-2.61706,-1.70591,-1.70591,-2.26073,-1.90324,-0.755773,-0.755773,-1.53296,-1.1016,0.250703,-0.600841,0.250703,-0.600841,0.2479,-0.605724,0.250443,-0.601292
0.396804,228.195,502.061,4.88638,0.033321,2,annual,261.075,245.64,763.136,348.824,336.14,0.860132,151.781,1.78431,151.78,,,,,0.0256276,151.779,2510.34,6246.65,3225.81,3225.81,99.1066,99.3121,99.201,99.201,0,0.340009,0.07575,0.07575,,45.2984,38.2012,38.2012,0,0,0,0,0,0,0,0,326.841,338.803,333.123,333.123,125.217,334.785,166.835,166.835,0,0,0,0,16.6567,17.1025,16.6985,16.6985,-3.50864,-3.39973,-3.79565,-3.50864,1.12062,,0.468509,1.12062,,,,,,,,,0.244715,-0.611339,0.245022,-0.610794,0.241808,-0.616529,0.244715,-0.611339
0.421701,237.135,504.895,-2.70592,0.751328,2,annual,262.419,246.987,767.314,352.257,339.575,0.930479,151.814,1.77572,151.815,1.9319,151.539,,,0.0241592,151.812,1509.23,4198.61,2055.64,2055.64,99.0129,99.2377,99.127,99.127,0.000218968,0.225051,0.0505785,0.0505785,0,56.8278,50.4923,50.4923,0,1.98772e-06,3.29361e-07,3.29361e-07,0,0,0,0,324.267,335.97,330.276,330.276,73.9948,220.217,104.535,104.535,0,5.47751e-06,9.09309e-07,9.09309e-07,17.8117,18.2603,17.8533,17.8533,-3.31295,-3.17875,-3.62311,-3.31295,1.29603,3.65962,0.647718,1.29603,6.48233,,5.70164,6.48233,,,,,0.236668,-0.62586,0.236945,-0.625353,0.234016,-0.630754,0.236668,-0.62586
0.461985,238.275,598.694,2.72977,1.19418,0,sun,268.972,253.553,867.667,434.731,422.059,0.363916,151.971,0.667841,151.971,0.847537,151.972,1.0523,151.972,0.0218017,151.97,20841.2,30455.3,22236.1,20841.2,99.5255,99.5485,99.5311,99.5255,1172.98,2384.83,1388.97,1172.98,98.7714,98.9773,98.8484,98.7714,291.429,740.209,380.125,291.429,60.5393,207.962,92.7771,60.5393,387.13,398.573,391.418,387.13,1251.36,1849.69,1338.78,1251.36,14.4816,38.0481,19.2235,14.4816,19.7934,20.2407,19.833,19.7934,-4.31892,-4.31892,-4.48366,-4.34706,-3.06929,-3.06929,-3.37746,-3.14269,-2.46453,-2.46453,-2.86935,-2.57993,-1.78204,-1.78204,-2.31798,-1.96744,0.224771,-0.64826,0.224771,-0.64826,0.222273,-0.653113,0.224546,-0.648694
0.495059,239.061,546.885,0.997555,0.637857,0,sun,268.029,252.608,814.914,391.377,378.704,0.476895,151.949,1.19128,151.95,1.50975,151.951,1.66995,151.951,0.0213145,151.948,15399.3,25148.4,16887.2,15399.3,99.451,99.4978,99.464,99.451,143.726,622.815,254.333,143.726,96.4741,97.9273,97.4173,96.4741,5.04088,64.4499,20.3743,5.04088,0.0695421,2.8659,0.742314,0.0695421,360.467,372.325,365.81,360.467,885.145,1483.5,978.246,885.145,0.454872,3.26496,1.14382,0.454872,21.2114,21.6804,21.2532,21.2114,-4.1875,-4.1875,-4.40051,-4.22756,-2.15753,-2.15753,-2.79436,-2.4054,-0.702506,-0.702506,-1.80922,-1.30908,1.15775,1.15775,-0.457261,0.129412,0.217128,-0.663284,0.217128,-0.663284,0.214766,-0.668034,0.216914,-0.663712
0.385478,222.549,555.655,5.92838,0.531308,0,sun,256.487,241.043,812.142,389.099,376.407,0.487109,151.663,1.22297,151.664,1.53808,151.665,1.68041,151.665,0.0277752,151.662,6757.68,11190.8,7459.47,6757.68,99.4409,99.4884,99.4545,99.4409,53.5816,249.814,100.004,53.5816,96.1458,97.8142,97.2659,96.1458,1.4972,23.2465,7.16426,1.4972,0.0190427,0.844643,0.216218,0.0190427,354.631,366.153,359.73,354.631,386.719,657.347,430.327,386.719,0.162685,1.20926,0.420317,0.162685,15.9682,16.4331,16.0132,15.9682,-3.8298,-3.8298,-4.04886,-3.87271,-1.72902,-1.72902,-2.39762,-2.00002,-0.175279,-0.175279,-1.36636,-0.855171,1.72027,1.72027,0.0733266,0.665108,0.250249,-0.601628,0.250249,-0.601628,0.246683,-0.60786,0.249897,-0.602239
0.37849,231.578,505.193,4.26433,0.917283,0,sun,263.827,248.398,769.02,353.66,340.98,0.938976,151.849,1.77065,151.85,1.93186,151.796,,,0.0262801,151.847,999.064,2825.99,1373.07,999.064,99.0012,99.2226,99.1149,99.0012,0.000413171,0.177585,0.0401792,0.000413171,-0.000617265,62.1134,56.1519,-0.000617265,0,2.41003e-05,3.99117e-06,0,0,0,0,0,322.599,334.126,328.301,322.599,48.9473,147.743,69.6959,48.9473,0,2.44425e-05,4.05468e-06,0,15.9284,16.3645,15.9685,15.9284,-2.99959,-2.99959,-3.45117,-3.13769,3.38387,3.38387,0.750594,1.396,,,4.61798,5.3989,,,,,0.250561,-0.601087,0.250561,-0.601087,0.2472,-0.606951,0.250246,-0.601632
0.353966,237.359,525.786,3.3304,0.0512943,2,annual,268.658,253.238,794.444,374.554,361.881,0.520439,151.963,1.47686,151.965,1.70035,151.965,1.78306,151.965,0.0214654,151.962,10496.9,17824.6,11619,11619,99.4229,99.4855,99.4408,99.4408,19.7753,208.531,68.5975,68.5975,90.7917,96.5412,95.5634,95.5634,0.101609,6.07488,1.51808,1.51808,0,0.0785465,0.0180331,0.0180331,350.224,362.318,355.991,355.991,591.949,1040.8,662.541,662.541,0.0527786,0.633623,0.202023,0.202023,15.1718,15.5096,15.2018,15.2018,-4.06517,-4.02106,-4.25102,-4.06517,-1.83631,-1.29612,-2.31917,-1.83631,-0.181296,0.993069,-0.783538,-0.181296,1.74393,,1.10487,1.74393,0.256479,-0.590948,0.256733,-0.590518,0.253922,-0.5953,0.256479,-0.590948
0.352678,237.008,584.521,-1.5706,0.526672,2,annual,263.424,247.994,847.945,418.523,405.843,0.346927,151.838,0.724846,151.838,0.971524,151.839,1.24566,151.839,0.0217588,151.837,18733.7,26849.1,19891.5,19891.5,99.5353,99.5585,99.5406,99.5406,984.917,2122.17,1192.37,1192.37,98.6517,98.9407,98.7658,98.7658,200.816,598.455,283.997,283.997,28.0022,138.084,54.1808,54.1808,381.451,393.071,386.156,386.156,1130.02,1640.14,1203.26,1203.26,9.64593,29.9088,13.9737,13.9737,15.0058,15.3457,15.0371,15.0371,-4.29867,-4.27262,-4.42893,-4.29867,-3.07641,-2.9934,-3.32678,-3.07641,-2.45331,-2.3028,-2.77703,-2.45331,-1.73385,-1.44719,-2.14014,-1.73385,0.25788,-0.588582,0.258149,-0.58813,0.255274,-0.592993,0.25788,-0.588582
0.327599,244.055,546.083,1.33867,1.62679,2,annual,273.347,257.936,819.43,395.089,382.423,0.585607,152.072,1.25631,152.073,1.52287,152.073,1.66549,152.073,0.0239096,152.07,3849.41,7118.81,4397.92,4397.92,99.368,99.429,99.3887,99.3887,18.2711,93.6611,36.1621,36.1621,95.7586,97.421,96.9035,96.9035,0.575369,7.88514,2.44125,2.44125,0.00820405,0.330976,0.0861997,0.0861997,348.496,359.775,353.035,353.035,213.961,406.822,246.901,246.901,0.0570615,0.436674,0.150078,0.150078,14.0557,14.4029,14.0855,14.0855,-3.64325,-3.58539,-3.85241,-3.64325,-1.55825,-1.26176,-1.97156,-1.55825,-0.387612,0.240054,-0.896809,-0.387612,1.06449,2.08597,0.480204,1.06449,0.266449,-0.574386,0.266731,-0.573926,0.263496,-0.579225,0.266449,-0.574386
0.388088,245.194,511.351,9.4696,0.142886,1,june,282.589,267.194,793.941,374.14,361.488,0.529166,152.273,1.49486,152.275,1.70641,152.277,1.79526,152.268,0.018174,152.272,15433.8,26349.8,17062.3,26349.8,99.4201,99.4859,99.4388,99.4859,24.7141,282.382,91.0517,282.382,90.0763,96.3532,95.3351,96.3532,0.120085,7.41072,1.8261,7.41072,0,0.0939422,0.0209463,0.0939422,351.735,364.029,357.545,364.029,868.356,1537.29,971.175,1537.29,0.0641077,0.848249,0.265834,0.848249,17.0184,17.3355,17.0439,17.3355,-4.42078,-4.18847,-4.42078,-4.23204,-2.45084,-1.39294,-2.45084,-1.95929,-0.86986,0.920512,-0.86986,-0.261525,1.02714,,1.02714,1.67889,0.240177,-0.619469,0.242404,-0.61546,0.240177,-0.619469,0.242223,-0.615785
0.407383,246.29,526.941,4.09925,1.39631,1,june,278.328,262.925,805.268,383.45,370.792,0.64429,152.182,1.43802,152.184,1.65641,152.184,1.72444,152.184,0.0226125,152.181,4436.48,8727.25,5172.59,8727.25,99.3218,99.4013,99.3506,99.4013,6.60384,58.7532,19.7152,58.7532,92.3468,96.2833,95.4851,96.2833,0.0579519,2.29711,0.609694,2.29711,0.000265528,0.0367548,0.00892178,0.0367548,344.07,355.526,349.102,355.526,241.474,491.522,285.292,491.522,0.0178849,0.192964,0.0613642,0.192964,17.6432,18.0538,17.6773,18.0538,-3.94088,-3.64704,-3.94088,-3.71371,-1.76903,-0.819796,-1.76903,-1.2948,-0.361183,1.23693,-0.361183,0.214888,1.43469,3.57589,1.43469,2.04955,0.235351,-0.628284,0.238073,-0.623289,0.235351,-0.628284,0.237844,-0.623707
0.397688,228.943,585.456,-4.92386,0.610293,0,sun,252.045,236.592,837.501,409.94,397.24,0.390635,151.545,0.853414,151.546,1.1435,151.547,1.42095,151.547,0.0257368,151.544,11692.4,17561.8,12581.8,11692.4,99.5045,99.533,99.5117,99.5045,382.871,973.458,501.008,382.871,98.2599,98.7147,98.4717,98.2599,53.9747,216.038,91.2686,53.9747,4.13185,35.2754,12.0982,4.13185,371.341,382.828,376.074,371.341,693.502,1058.6,749.362,693.502,2.60431,10.4848,4.43441,2.60431,16.4696,16.9151,16.5138,16.4696,-4.0679,-4.0679,-4.24457,-4.09974,-2.58305,-2.58305,-2.98832,-2.69984,-1.73219,-1.73219,-2.33453,-1.96032,-0.616145,-0.616145,-1.54747,-1.08272,0.24641,-0.608342,0.24641,-0.608342,0.243143,-0.614138,0.24608,-0.608924
0.363357,223.619,590.436,-2.6004,0.497177,0,sun,249.056,233.597,839.492,411.577,398.871,0.378864,151.463,0.812022,151.464,1.09383,151.465,1.37844,151.465,0.0280092,151.462,9350.69,13891.6,10041.5,9350.69,99.5114,99.5372,99.5178,99.5114,353.544,851.981,451.37,353.544,98.3922,98.7895,98.5686,98.3922,55.829,203.898,89.2365,55.829,5.08012,36.9975,13.1626,5.08012,371.72,383.093,376.289,371.72,557.01,839.668,600.341,557.01,2.66915,9.96129,4.33677,2.66915,14.8667,15.3056,14.9111,14.8667,-3.97084,-3.97084,-4.14275,-4.0018,-2.54844,-2.54844,-2.93043,-2.65453,-1.74686,-1.74686,-2.30941,-1.95054,-0.705874,-0.705874,-1.56817,-1.11934,0.259354,-0.586107,0.259354,-0.586107,0.255609,-0.592425,0.258967,-0.586755
0.496752,248.52,539.231,1.74072,0.560288,1,june,278.199,262.796,817.429,393.445,380.786,0.448761,152.179,1.13683,152.18,1.46855,152.181,1.65284,152.181,0.0178382,152.178,24376.8,38546.6,26435.7,38546.6,99.4728,99.5155,99.4839,99.5155,309.217,1194.07,506.287,1194.07,96.939,98.1359,97.6728,98.1359,14.3071,145.158,47.6591,145.158,0.226559,8.25067,2.18578,8.25067,365.302,377.446,370.721,377.446,1415.94,2294.76,1546.17,2294.76,1.05171,7.09577,2.52771,7.09577,21.6926,22.0907,21.7257,22.0907,-4.58599,-4.38698,-4.58599,-4.42219,-3.07703,-2.49026,-3.07703,-2.7044,-2.16184,-1.15555,-2.16184,-1.67815,-0.916489,0.644818,-0.916489,-0.339606,0.212763,-0.672105,0.214706,-0.668156,0.212763,-0.672105,0.214543,-0.668487
0.312834,234.613,545.798,3.68285,0.151881,1,june,266.272,250.847,812.069,389.039,376.363,0.430522,151.907,1.16364,151.908,1.51173,151.909,1.67583,151.909,0.0223343,151.906,11836.6,18385.9,12795,18385.9,99.4832,99.5227,99.4931,99.5227,149.312,602.367,252.185,602.367,96.7464,98.1361,97.6218,98.1361,5.21931,67.8175,21.495,67.8175,0.0699312,2.93354,0.753049,2.93354,360.588,372.404,365.922,372.404,690.925,1099.36,751.743,1099.36,0.46808,3.31151,1.16528,3.31151,13.3393,13.6489,13.3673,13.6489,-4.26448,-4.07323,-4.26448,-4.10704,-2.77986,-2.17409,-2.77986,-2.40172,-1.83134,-0.717613,-1.83134,-1.33234,-0.467393,1.15533,-0.467393,0.123177,0.270677,-0.567549,0.2738,-0.562567,0.270677,-0.567549,0.273513,-0.563022
0.374014,241.28,562.283,4.86401,1.40026,1,june,274.095,258.685,836.378,409.017,396.353,0.477848,152.088,0.996467,152.089,1.2727,152.09,1.50342,152.09,0.0223782,152.087,8887.32,14609.4,9775.27,14609.4,99.4492,99.4892,99.4607,99.4892,149.869,469.282,217.494,469.282,97.6836,98.3436,98.0411,98.3436,14.7625,78.6371,30.008,78.6371,0.753977,9.3192,2.93622,9.3192,363.338,374.719,367.843,374.719,512.686,860.318,567.432,860.318,0.774722,3.83295,1.49902,3.83295,16.1126,16.4849,16.1444,16.4849,-4.16463,-3.94877,-4.16463,-3.99013,-2.67143,-2.17571,-2.67143,-2.33745,-1.89563,-1.16916,-1.89563,-1.47724,-0.969379,0.122642,-0.969379,-0.467789,0.246296,-0.608543,0.249125,-0.603582,0.246296,-0.608543,0.24888,-0.604011
0.390645,246.911,592.219,-8.03839,1.89373,2,annual,266.847,251.424,859.066,427.663,414.988,0.444988,151.921,0.827464,151.921,1.03558,151.922,1.25191,151.922,0.0230471,151.92,9096.41,14496.7,9937.18,9937.18,99.47,99.5019,99.479,99.479,263.109,655.9,340.778,340.778,98.3171,98.6625,98.4759,98.4759,45.2504,152.891,68.7896,68.7896,5.96569,30.7906,11.8893,11.8893,371.086,382.234,375.177,375.177,531.164,860.196,582.964,582.964,2.22506,7.61514,3.41297,3.41297,16.6454,17.0437,16.6812,16.6812,-3.99726,-3.95887,-4.16127,-3.99726,-2.53247,-2.42014,-2.81684,-2.53247,-1.83752,-1.65562,-2.18438,-1.83752,-1.07516,-0.775661,-1.48842,-1.07516,0.244843,-0.611113,0.245105,-0.610647,0.242224,-0.615782,0.244843,-0.611113
