rho0,v0,vesc,dVsun,k,frame_idx,frame,vE_june,vE_sun,vmax_june,deltamax_june,deltamax_sun,a1_300,phase_300,a1_350,phase_350,a1_366,phase_366,a1_380,phase_380,a1_L10,phase_L10,Niso_300__sun,Niso_300__june,Niso_300__annual,Niso_300,pct248_300__sun,pct248_300__june,pct248_300__annual,pct248_300,Niso_350__sun,Niso_350__june,Niso_350__annual,Niso_350,pct248_350__sun,pct248_350__june,pct248_350__annual,pct248_350,Niso_366__sun,Niso_366__june,Niso_366__annual,Niso_366,Niso_380__sun,Niso_380__june,Niso_380__annual,Niso_380,deltaH_N1__sun,deltaH_N1__june,deltaH_N1__annual,deltaH_N1,Nhig_300__sun,Nhig_300__june,Nhig_300__annual,Nhig_300,Nhig_366__sun,Nhig_366__june,Nhig_366__annual,Nhig_366,NL10_lz__sun,NL10_lz__june,NL10_lz__annual,NL10_lz,log10kappa_300,log10kappa_300__sun,log10kappa_300__june,log10kappa_300__annual,log10kappa_350,log10kappa_350__sun,log10kappa_350__june,log10kappa_350__annual,log10kappa_366,log10kappa_366__sun,log10kappa_366__june,log10kappa_366__annual,log10kappa_380,log10kappa_380__sun,log10kappa_380__june,log10kappa_380__annual,d10,log10d10,d10__sun,log10d10__sun,d10__june,log10d10__june,d10__annual,log10d10__annual
0.36594,241.517,579.609,3.03698,1.225,1,june,272.51,257.097,852.119,421.954,409.287,0.403942,152.052,0.798576,152.053,1.0293,152.054,1.27286,152.054,0.0211536,152.051,14212.1,21618.3,15303.8,21618.3,99.4996,99.5283,99.507,99.5283,516.416,1227.63,652.332,1227.63,98.4328,98.7709,98.5807,98.7709,92.2154,303.964,137.803,303.964,11.7581,62.7247,23.9417,62.7247,375.993,387.369,380.406,387.369,841.379,1299.55,909.647,1299.55,4.47907,15.0929,6.79211,15.0929,15.772,16.1169,15.8018,16.1169,-4.33482,-4.15266,-4.33482,-4.1848,-3.08907,-2.713,-3.08907,-2.81447,-2.48282,-1.9648,-2.48282,-2.13926,-1.79744,-1.07034,-1.79744,-1.37916,0.249092,-0.60364,0.2518,-0.598944,0.249092,-0.60364,0.251563,-0.599353
0.355184,223.01,535.158,5.97472,0.432109,1,june,256.993,241.55,792.151,372.67,359.978,0.599101,151.676,1.54223,151.678,1.71739,151.678,1.83021,151.676,0.027676,151.675,4232.98,7873.16,4845.22,7873.16,99.3575,99.4374,99.3843,99.4374,2.96895,47.0775,14.5085,47.0775,86.5572,95.4002,94.2428,95.4002,0.0114465,0.838645,0.204925,0.838645,0,0.00919081,0.00190952,0.00919081,342.137,353.735,347.577,353.735,232.331,449.119,269.726,449.119,0.00643026,0.137065,0.0411223,0.137065,14.7297,15.1569,14.7709,15.1569,-3.89615,-3.62665,-3.89615,-3.68531,-1.67281,-0.472603,-1.67281,-1.16162,0.0764221,1.94133,0.0764221,0.688405,2.03665,,2.03665,2.71908,0.256859,-0.590306,0.260557,-0.584098,0.256859,-0.590306,0.260193,-0.584704
0.491928,232.288,540.508,-0.0937729,1.53453,0,sun,260.191,244.755,800.699,379.695,367.009,0.70346,151.758,1.509,151.76,1.69191,151.76,1.76251,151.759,0.0281301,151.757,2269.94,4817.54,2739.22,2269.94,99.2627,99.3569,99.3004,99.2627,1.44372,18.4512,5.82294,1.44372,89.0876,95.2722,94.3034,89.0876,0.00777365,0.45205,0.114715,0.00777365,2.50167e-06,0.0056283,0.0013129,2.50167e-06,337.405,348.68,342.287,337.405,121.03,266.505,148.351,121.03,0.00352439,0.0550979,0.0167785,0.00352439,20.4842,21.0862,20.5408,20.4842,-3.35602,-3.35602,-3.68283,-3.43763,-0.159483,-0.159483,-1.26602,-0.765142,2.10938,2.10938,0.344813,0.940381,5.60177,5.60177,2.24962,2.88177,0.220948,-0.655709,0.220948,-0.655709,0.217772,-0.661999,0.220643,-0.656309
0.471563,226.666,530.092,6.66729,1.11304,2,annual,261.326,245.892,791.418,372.067,359.383,0.719753,151.787,1.59622,151.788,1.73085,151.788,1.86473,151.783,0.0278489,151.785,2519.42,5419.04,3052.08,3052.08,99.2492,99.3564,99.2925,99.2925,0.55387,13.0538,3.77258,3.77258,80.4238,93.6655,92.2973,92.2973,0.00144157,0.151571,0.0363419,0.0363419,0,0.00113546,0.000217398,0.000217398,335.803,347.198,341.023,341.023,133.279,298.956,164.405,164.405,0.000827029,0.0365494,0.0101681,0.0101681,19.684,20.2563,19.7375,19.7375,-3.4846,-3.4013,-3.73392,-3.4846,-0.576639,0.256592,-1.11574,-0.576639,1.43959,2.84117,0.819384,1.43959,3.66274,,2.94483,3.66274,0.225089,-0.647646,0.225395,-0.647056,0.222188,-0.65328,0.225089,-0.647646
0.327628,233.514,559.525,0.843103,1.18657,0,sun,262.347,246.915,821.872,397.095,384.413,0.520766,151.811,1.16238,151.813,1.45793,151.813,1.63609,151.813,0.0249356,151.81,5176.12,8915.36,5784.76,5176.12,99.416,99.4659,99.4315,99.416,44.1117,184.123,76.3613,44.1117,96.6513,97.8785,97.432,96.6513,2.06606,20.4544,6.76146,2.06606,0.0372536,1.20999,0.329234,0.0372536,353.918,365.238,358.552,353.918,293.58,518.456,330.8,293.58,0.152806,1.03797,0.370896,0.152806,13.8056,14.1645,13.8389,13.8056,-3.714,-3.714,-3.95014,-3.76229,-1.64455,-1.64455,-2.26511,-1.88287,-0.315144,-0.315144,-1.31079,-0.83004,1.42883,1.42883,-0.0827831,0.482495,0.269136,-0.570027,0.269136,-0.570027,0.265705,-0.575601,0.268812,-0.570551
0.453973,233.485,558.875,-2.80262,1.21916,1,june,258.685,243.245,817.559,393.551,380.863,0.547123,151.72,1.23118,151.721,1.51636,151.721,1.66576,151.721,0.025536,151.718,5857.68,10390.2,6614.02,10390.2,99.3953,99.4509,99.4132,99.4509,34.8555,168.692,66.6726,168.692,96.0104,97.6027,97.0889,97.6027,1.13287,15.2356,4.77358,15.2356,0.0158622,0.650256,0.170011,0.650256,352.309,363.716,357.144,363.716,329.065,599.643,375.008,599.643,0.109285,0.816835,0.284099,0.816835,18.9982,19.5055,19.0465,19.5055,-4.01662,-3.76773,-4.01662,-3.82047,-2.22709,-1.54227,-2.22709,-1.82395,-1.18286,-0.0541812,-1.18286,-0.678844,0.186916,1.79964,0.186916,0.769524,0.226423,-0.645079,0.229426,-0.639357,0.226423,-0.645079,0.229136,-0.639907
0.442889,221.733,531.028,-2.01385,0.122723,1,june,247.761,232.299,778.789,361.688,348.981,0.669375,151.427,1.68629,151.429,1.78994,151.438,,,0.0291718,151.426,3717.5,7451.33,4376.7,7451.33,99.2967,99.4064,99.337,99.4064,0.184448,11.8936,3.08711,11.8936,44.7722,90.2706,87.9217,90.2706,0,0.0588242,0.0134042,0.0588242,0,0,0,0,336.045,347.805,341.909,347.805,198.316,417.546,238.192,417.546,0,0.0310863,0.00723204,0.0310863,18.0114,18.5661,18.0681,18.5661,-3.87223,-3.57025,-3.87223,-3.64115,-1.07531,0.734127,-1.07531,-0.489553,1.23044,,1.23044,1.87276,,,,,0.232081,-0.63436,0.235628,-0.627774,0.232081,-0.63436,0.235257,-0.628457
0.473337,246.772,576.571,-1.66043,1.19849,0,sun,273.065,257.654,849.636,419.913,407.247,0.404906,152.065,0.816346,152.066,1.05653,152.066,1.30525,152.067,0.0198512,152.064,20281.4,30858.9,21834.3,20281.4,99.4992,99.5288,99.5067,99.4992,703.25,1707.99,896.766,703.25,98.3816,98.7455,98.5438,98.3816,119.078,409.725,182.373,119.078,13.8693,80.3596,29.9495,13.8693,377.43,388.995,382.057,377.43,1199.99,1855.1,1297.27,1199.99,5.77767,20.2493,8.96445,5.77767,20.4719,20.8916,20.5079,20.4719,-4.3071,-4.3071,-4.48938,-4.33914,-2.84711,-2.84711,-3.23248,-2.95268,-2.07583,-2.07583,-2.61249,-2.26096,-1.14206,-1.14206,-1.90504,-1.47639,0.221015,-0.655579,0.221015,-0.655579,0.218783,-0.659986,0.22082,-0.655961
0.435224,226.125,567.029,-6.60577,1.81957,1,june,247.562,232.1,814.591,391.112,378.404,0.647411,151.422,1.34404,151.424,1.58362,151.424,1.68971,151.424,0.0316442,151.421,1656,3316.88,1961.44,3316.88,99.3081,99.3808,99.3358,99.3808,3.89145,25.8878,9.38823,25.8878,94.361,96.7968,96.1801,96.7968,0.0713473,1.53399,0.448079,1.53399,0.00078019,0.0414178,0.0105373,0.0414178,339.724,350.706,344.025,350.706,90.0263,185.799,107.918,185.799,0.0111702,0.0998308,0.033354,0.0998308,17.5502,18.1365,17.6101,18.1365,-3.52073,-3.21906,-3.52073,-3.29258,-1.4131,-0.590111,-1.4131,-0.972583,-0.185822,1.14662,-0.185822,0.348646,1.38281,3.1078,1.38281,1.97727,0.234814,-0.629277,0.238704,-0.622141,0.234814,-0.629277,0.238297,-0.622881
0.436573,221.849,558.888,0.427189,0.568501,1,june,250.309,234.852,809.197,386.678,373.975,0.507895,151.498,1.27827,151.5,1.57649,151.5,1.69069,151.5,0.028805,151.497,6184.26,10483.5,6884.26,10483.5,99.4243,99.4764,99.4399,99.4764,35.6986,190.944,73.5108,190.944,95.4851,97.5688,96.9588,97.5688,0.706229,14.6563,4.33851,14.6563,0.00807886,0.401154,0.10157,0.401154,352.249,363.783,357.374,363.783,351.042,611.875,394.293,611.875,0.104504,0.817678,0.280052,0.817678,17.8504,18.392,17.9048,18.392,-4.02051,-3.79129,-4.02051,-3.83786,-2.2809,-1.55265,-2.2809,-1.86635,-1.16602,0.151054,-1.16602,-0.63734,0.396689,2.09265,0.396689,0.993236,0.233177,-0.632315,0.236688,-0.625824,0.233177,-0.632315,0.236328,-0.626485
0.400375,225.501,551.641,-3.53713,0.828825,1,june,249.998,234.541,801.639,380.468,367.764,0.591618,151.49,1.43415,151.491,1.6648,151.492,1.72909,151.491,0.0279841,151.488,3879.95,7211.83,4454.96,7211.83,99.3593,99.431,99.3838,99.431,6.90049,61.7122,20.9865,61.7122,92.2549,96.482,95.6503,96.482,0.0516155,2.35248,0.623036,2.35248,9.24524e-05,0.0345262,0.0084766,0.0345262,344.285,355.723,349.388,355.723,213.95,411.313,248.722,411.313,0.0188067,0.199796,0.0645972,0.199796,16.409,16.8928,16.4578,16.8928,-3.85805,-3.58883,-3.85805,-3.64884,-1.79037,-0.83888,-1.79037,-1.32194,-0.371525,1.28722,-0.371525,0.205487,1.46185,4.03408,1.46185,2.07178,0.243304,-0.61385,0.246864,-0.607542,0.243304,-0.61385,0.246499,-0.608186
0.360672,240.593,559.017,-4.09298,1.10259,0,sun,264.483,249.055,823.5,398.433,385.754,0.497262,151.864,1.1246,151.865,1.42737,151.866,1.62007,151.866,0.0224606,151.863,7928.21,13293.6,8780.07,7928.21,99.4341,99.4807,99.4479,99.4341,83.8722,324.534,138.249,83.8722,96.9462,98.0292,97.6106,96.9462,4.62338,40.0108,13.5853,4.62338,0.0961372,2.73839,0.760637,0.0961372,358.041,369.485,362.847,358.041,453.238,778.551,505.766,453.238,0.308596,1.9869,0.720768,0.308596,15.3426,15.7011,15.3753,15.3426,-3.89918,-3.89918,-4.12364,-3.9435,-1.92362,-1.92362,-2.51126,-2.14066,-0.664959,-0.664959,-1.60218,-1.13307,1.01711,1.01711,-0.437495,0.118823,0.2553,-0.592949,0.2553,-0.592949,0.252369,-0.597965,0.255028,-0.593412
0.395244,232.777,569.662,1.20706,1.37055,0,sun,261.975,246.542,831.637,405.121,392.438,0.499193,151.802,1.05252,151.803,1.337,151.804,1.5535,151.804,0.0255859,151.801,6237.16,10516.8,6928.96,6237.16,99.4311,99.4746,99.4443,99.4311,81.2969,279.886,125.018,81.2969,97.3721,98.1821,97.8384,97.3721,6.4089,40.9858,14.9341,6.4089,0.231311,3.94881,1.18547,0.231311,358.634,369.903,363.09,358.634,356.776,614.894,399.113,356.776,0.361997,2.01097,0.762161,0.361997,16.6166,17.0601,16.6579,16.6166,-3.79499,-3.79499,-4.02189,-3.84067,-1.91007,-1.91007,-2.44698,-2.09697,-0.806784,-0.806784,-1.61263,-1.17418,0.635804,0.635804,-0.596466,-0.0738907,0.245317,-0.610272,0.245317,-0.610272,0.242108,-0.61599,0.245014,-0.61081
0.343436,246.032,560.919,3.20677,0.141565,1,june,277.181,261.777,838.099,410.432,397.772,0.33155,152.156,0.761924,152.157,1.05785,152.158,1.36529,152.158,0.0177757,152.156,29451.6,41398.3,31054.3,41398.3,99.5475,99.5705,99.5524,99.5705,1550.98,3449.51,1892.55,3449.51,98.5877,98.936,98.7273,98.936,276.222,922.904,414.176,922.904,27.6159,185.168,66.5365,185.168,382.277,394.307,387.309,394.307,1787.17,2545.75,1889.56,2545.75,13.0102,45.2853,20.0563,45.2853,14.9796,15.2535,15.0024,15.2535,-4.61698,-4.46911,-4.61698,-4.49212,-3.53776,-3.19061,-3.53776,-3.27705,-2.96516,-2.44126,-2.96516,-2.61718,-2.26757,-1.44116,-2.26757,-1.82306,0.256044,-0.591685,0.258375,-0.587749,0.256044,-0.591685,0.258178,-0.58808
0.306135,248.904,568.361,1.4758,1.2041,2,annual,278.318,262.916,846.679,417.483,404.824,0.413752,152.181,0.84742,152.182,1.09826,152.183,1.34967,152.183,0.0191282,152.18,13604.7,20869.8,14664.7,14664.7,99.4943,99.5254,99.5023,99.5023,427.356,1078.48,554.027,554.027,98.2885,98.6935,98.4748,98.4748,66.4797,244.969,105.892,105.892,6.76311,44.3493,15.9623,15.9623,373.19,384.636,377.698,377.698,802.684,1252.19,869.092,869.092,3.23283,12.0356,5.19383,5.19383,13.3398,13.6022,13.3615,13.3615,-4.16627,-4.13369,-4.31952,-4.16627,-2.74353,-2.63079,-3.03281,-2.74353,-2.02486,-1.82269,-2.38911,-2.02486,-1.2031,-0.830146,-1.64689,-1.2031,0.273573,-0.562927,0.273795,-0.562574,0.271141,-0.566805,0.273573,-0.562927
0.380842,225.185,556.314,-5.00503,0.3823,1,june,248.22,232.759,804.534,382.847,370.14,0.503694,151.44,1.33402,151.442,1.61941,151.442,1.70146,151.443,0.0276251,151.439,6239.64,10508.1,6929.4,10508.1,99.4278,99.4818,99.4436,99.4818,28.4717,176.735,65.458,176.735,94.6554,97.3704,96.6729,97.3704,0.359825,10.8982,3.07052,10.8982,0.00283294,0.21344,0.0537403,0.21344,351.046,362.651,356.328,362.651,354.154,614.315,397.034,614.315,0.08177,0.669779,0.226251,0.669779,15.5828,16.0368,15.629,16.0368,-4.02152,-3.79516,-4.02152,-3.8407,-2.24732,-1.45441,-2.24732,-1.81596,-1.03735,0.443908,-1.03735,-0.487212,0.670724,2.54776,0.670724,1.2697,0.249713,-0.602559,0.253325,-0.596323,0.249713,-0.602559,0.25295,-0.596966
0.341254,228.104,543.568,1.549,1.33381,0,sun,257.659,242.218,801.227,380.129,367.438,0.671946,151.694,1.48661,151.695,1.68332,151.695,1.75047,151.695,0.0283794,151.692,1910.76,3903.56,2271.38,1910.76,99.2913,99.3785,99.3248,99.2913,1.67615,19.051,6.15032,1.67615,90.246,95.6825,94.7648,90.246,0.0100805,0.539359,0.138713,0.0100805,6.94351e-06,0.00711001,0.00168997,6.94351e-06,337.54,348.74,342.276,337.54,102.853,217.789,124.067,102.853,0.00427116,0.0582112,0.0180784,0.00427116,14.1415,14.5617,14.1818,14.1415,-3.28121,-3.28121,-3.59146,-3.35629,-0.224312,-0.224312,-1.27992,-0.788898,1.99652,1.99652,0.268122,0.857882,5.15842,5.15842,2.14813,2.77212,0.26592,-0.575248,0.26592,-0.575248,0.262056,-0.581606,0.265543,-0.575865
0.493919,234.765,545.247,-3.13257,0.679741,0,sun,259.631,244.194,804.878,383.129,370.442,0.541971,151.744,1.36704,151.745,1.63078,151.745,1.70759,151.746,0.0235998,151.742,9258.09,16224.1,10390.6,9258.09,99.4017,99.4634,99.4209,99.4017,30.9488,212.594,76.3488,30.9488,94.0785,97.0904,96.367,94.0785,0.353611,11.5241,3.18631,0.353611,0.00245488,0.213252,0.0531107,0.00245488,351.695,363.467,357.132,351.695,519.433,939.339,589.193,519.433,0.0877766,0.768656,0.255233,0.0877766,20.8104,21.3235,20.8589,20.8104,-3.96652,-3.96652,-4.21016,-4.01664,-1.49064,-1.49064,-2.32755,-1.8828,0.451474,0.451474,-1.06161,-0.503288,2.60997,2.60997,0.671107,1.27482,0.21921,-0.65914,0.21921,-0.65914,0.216556,-0.664429,0.218955,-0.659645
0.325844,243.532,574.433,-5.47223,0.19954,1,june,266.037,250.612,840.47,412.38,399.704,0.331139,151.901,0.743079,151.902,1.02602,151.902,1.32898,151.903,0.0194498,151.9,23186,32638.2,24495.2,32638.2,99.5457,99.5683,99.5507,99.5683,1252.59,2736.74,1521.74,2736.74,98.6234,98.9494,98.7527,98.9494,234.851,751.357,344.737,751.357,26.2212,158.731,58.7436,158.731,381.516,393.377,386.483,393.377,1406.1,2004.8,1489.47,2004.8,11.1089,37.0924,16.7658,37.0924,13.9898,14.2722,14.0152,14.2722,-4.51373,-4.36523,-4.51373,-4.38908,-3.43723,-3.09781,-3.43723,-3.18234,-2.87585,-2.37079,-2.87585,-2.53749,-2.20066,-1.41865,-2.20066,-1.76896,0.2647,-0.577246,0.267359,-0.572905,0.2647,-0.577246,0.267116,-0.5733
0.480388,241.062,576.675,2.61367,0.0857979,1,june,271.635,256.221,848.31,418.823,406.155,0.312037,152.032,0.651538,152.033,0.89157,152.033,1.17654,152.034,0.0195806,152.031,38087.4,52620,40065.1,52620,99.5589,99.5785,99.5631,99.5785,2728.4,5360.27,3174.79,5360.27,98.8436,99.0721,98.9231,99.0721,655.297,1722.68,864.997,1722.68,110.5,459.975,190.2,459.975,390.434,402.541,395.39,402.541,2328.1,3248.19,2453.56,3248.19,31.6548,87.5647,42.9662,87.5647,20.7485,21.1684,20.7849,21.1684,-4.72115,-4.58078,-4.72115,-4.60277,-3.72919,-3.43591,-3.72919,-3.50172,-3.23621,-2.81644,-3.23621,-2.93701,-2.66273,-2.04336,-2.66273,-2.27921,0.217348,-0.662844,0.219537,-0.658493,0.217348,-0.662844,0.219344,-0.658874
