E_MeV,dNdE_prod,J_wall,lam_rem_cm,S,N_tank_perMeV,N_lxe_perMeV
13.360315692160965,0.004619004520252245,2.3134284139683375e-13,20.849667477052915,6.202247050697039e-06,5.092109009374011,1.260732777968147e-06
13.55941801614578,0.004546946821110218,2.277338315353053e-13,21.21595150998084,7.628750332237955e-06,5.01267075435887,1.5265072545125913e-06
13.761487465783123,0.004476510108540796,2.2420600878626577e-13,21.587141192822145,9.342203619548812e-06,4.935019516501702,1.840409617312374e-06
13.966568258711765,0.004407603771292064,2.2075483488516304e-13,21.96323148259334,1.1391305592923487e-05,4.859055403635221,2.2095388622490268e-06
14.174705271524545,0.004340145321385141,2.1737617842157481e-13,22.344213865825136,1.3831265546731277e-05,4.784687478896604,2.6417504279391873e-06
14.385944049588469,0.004274059732766494,2.1406628171560993e-13,22.730076241068975,1.6724375922752008e-05,4.711833031640853,3.1456913202925166e-06
14.600330817011127,0.0042092788149378805,2.1082172944616376e-13,23.12080280252267,2.014059085257938e-05,4.640416886914372,3.730830309719631e-06
14.81791248675562,0.004145740621993625,2.0763941905255073e-13,23.516373925120213,2.4158104031298473e-05,4.570370753962521,4.407482228757634e-06
15.038736670906278,0.004083388897181202,2.0451653291532055e-13,23.922870063209572,2.89410043233006e-05,4.5016326138989555,5.2006776670593275e-06
15.262851691087272,0.0040221725528129075,2.0145051230763452e-13,24.363907344567018,3.496790551279088e-05,4.434146146346914,6.189504938453287e-06
15.490306589036583,0.003962045185094785,1.9843903309547234e-13,24.81115947745657,4.20727151495457e-05,4.367860194574198,7.3357675257671365e-06
15.721151137337497,0.0039029646232050024,1.9547998315322256e-13,25.264616108482635,5.041296523243824e-05,4.302728268385606,8.658894604188486e-06
15.955435850310026,0.0038448925117476065,1.9257144145087888e-13,25.72426161476962,6.016306498389616e-05,4.238708083809249,1.0179811869268648e-05
16.1932119950647,0.0037877939255292334,1.8971165876013167e-13,26.190074910351605,7.151518169697892e-05,4.175761138416518,1.1920931305647486e-05
16.43453160272097,0.0037316370154554454,1.86899039919086e-13,26.662029254299632,8.468004131047096e-05,4.113852320949129,1.390612245244872e-05
16.679447479792913,0.003676392684219078,1.8413212758911254e-13,27.140092061241152,9.988763029449501e-05,4.05294955378964,1.616066393641757e-05
16.92801321974455,0.0036220342903545925,1.814095874324098e-13,27.624224714958334,0.00011738778039399637,3.993023466703384,1.87111742925819e-05
17.180283214717367,0.003568537379158263,1.7873019463514164e-13,28.11438238578463,0.00013745061807871148,3.934047100197981,2.1585521375059656e-05
17.436312667432663,0.0035158794389229505,1.7609282169845598e-13,28.610513852549936,0.00016036686119843746,3.875995636790304,2.481270997266929e-05
17.696157603271168,0.003464039680906363,1.7349642741819522e-13,29.11256132985328,0.00018644794634616467,3.818846158437853,2.842274757938398e-05
17.959874882532777,0.0034129988414412144,1.7094004697358323e-13,29.620460301470295,0.00021602597178546672,3.7625774283799087,3.2446488621850216e-05
18.227522212878938,0.0033627390046029,1.6842278304553627e-13,30.13413936072671,0.00024945344249037736,3.707169695641844,3.6915457807999485e-05
18.499158161960462,0.0033132434438729536,1.659437978863769e-13,30.653520058692212,0.00028710280585589673,3.6526045204808524,4.186165362472701e-05
18.77484217023357,0.0032644964812728176,1.635023062645491e-13,31.178516761068256,0.0003293657689371825,3.598864619091404,4.731733337098003e-05
19.054634563966818,0.003216483362490392,1.610975692103313e-13,31.70903651465937,0.00037665239063029466,3.545933725941557,5.331478145773511e-05
19.338596568441996,0.003169190146579282,1.5872888849142336e-13,32.24497892433035,0.00042938994497557724,3.4937964721745733,5.988606303082651e-05
19.62679032135165,0.0031226036088761104,1.5639560175056e-13,32.78623604136003,0.00048802155469929723,3.442438278582481,6.706276526940185e-05
19.9192788863963,0.0030767111558525676,1.5409707824087587e-13,33.33269226410608,0.0005530045971588229,3.3918452617367882,7.4875728975537e-05
20.21612626708433,0.0030315007506946648,1.5183271509854233e-13,33.790109298795194,0.0006121001050007703,3.3420041519451416,8.165931450069426e-05
20.51739742073743,0.002986960848480306,1.4960193409613615e-13,34.21391459621127,0.0006708475730941844,3.2929022217894226,8.818180391912553e-05
20.82315827270486,0.0029430803399062974,1.4740417882420692e-13,34.638901889782204,0.000733767114111812,3.2445272240889613,9.503552036594842e-05
21.133475730789456,0.0028998485025963183,1.4523891225253663e-13,35.06494992806284,0.0008010184258811605,3.196867338221191,0.00010222177352690493
21.448417699888704,0.0028572549591007815,1.4310561462656266e-13,35.49193539355387,0.0008727567415257587,3.149911123819621,0.00010974071945170506
21.768053096853954,0.002815289640777235,1.4100378165832783e-13,35.91973301766785,0.0009491320292695236,3.1036474809546624,0.00011759133132525982
